date,handcuffs
2016-11-03,57.0
2016-11-04,69.0
2016-11-05,72.0
2016-11-06,53.0
2016-11-07,62.0
2016-11-08,60.0
2016-11-09,59.0
2016-11-10,51.0
2016-11-11,60.0
2016-11-12,59.0
2016-11-13,66.0
2016-11-14,76.0
2016-11-15,73.0
2016-11-16,69.0
2016-11-17,56.0
2016-11-18,72.0
2016-11-19,60.0
2016-11-20,72.0
2016-11-21,61.0
2016-11-22,76.0
2016-11-23,63.0
2016-11-24,63.0
2016-11-25,58.0
2016-11-26,72.0
2016-11-27,70.0
2016-11-28,55.0
2016-11-29,50.0
2016-11-30,66.0
2016-12-01,82.0
2016-12-02,65.0
2016-12-03,74.0
2016-12-04,89.0
2016-12-05,68.0
2016-12-06,61.0
2016-12-07,65.0
2016-12-08,70.0
2016-12-09,83.0
2016-12-10,85.0
2016-12-11,94.0
2016-12-12,82.0
2016-12-13,55.0
2016-12-14,55.0
2016-12-15,75.0
2016-12-16,68.0
2016-12-17,73.0
2016-12-18,80.0
2016-12-19,73.0
2016-12-20,81.0
2016-12-21,67.0
2016-12-22,74.0
2016-12-23,79.0
2016-12-24,86.0
2016-12-25,84.0
2016-12-26,87.0
2016-12-27,81.0
2016-12-28,83.0
2016-12-29,63.0
2016-12-30,71.0
2016-12-31,77.0
2017-01-01,69.0
2017-01-02,75.0
2017-01-03,59.0
2017-01-04,58.0
2017-01-05,68.0
2017-01-06,88.0
2017-01-07,77.0
2017-01-08,81.0
2017-01-09,80.0
2017-01-10,88.0
2017-01-11,70.0
2017-01-12,44.0
2017-01-13,53.0
2017-01-14,66.0
2017-01-15,64.0
2017-01-16,52.0
2017-01-17,58.0
2017-01-18,54.0
2017-01-19,49.0
2017-01-20,56.0
2017-01-21,58.0
2017-01-22,54.0
2017-01-23,62.0
2017-01-24,60.0
2017-01-25,61.0
2017-01-26,56.0
2017-01-27,50.0
2017-01-28,64.0
2017-01-29,71.0
2017-01-30,77.0
2017-01-31,100.0
2017-02-01,92.0
2017-02-02,76.0
2017-02-03,81.0
2017-02-04,81.0
2017-02-05,70.0
2017-02-06,67.0
2017-02-07,52.0
2017-02-08,67.0
2017-02-09,71.0
2017-02-10,60.0
2017-02-11,63.0
2017-02-12,73.0
2017-02-13,71.0
2017-02-14,86.0
2017-02-15,59.0
2017-02-16,68.0
2017-02-17,56.0
2017-02-18,51.0
2017-02-19,64.0
2017-02-20,73.0
2017-02-21,60.0
2017-02-22,56.0
2017-02-23,74.0
2017-02-24,48.0
2017-02-25,57.0
2017-02-26,64.0
2017-02-27,49.0
2017-02-28,58.0
2017-03-01,58.22667984189724
2017-03-02,59.22667984189724
2017-03-03,65.79565217391304
2017-03-04,51.15770750988142
2017-03-05,62.22667984189724
2017-03-06,69.92865612648221
2017-03-07,60.39169960474308
2017-03-08,56.359683794466406
2017-03-09,60.75869565217391
2017-03-10,68.99762845849801
2017-03-11,64.72667984189724
2017-03-12,59.46067193675889
2017-03-13,60.73162055335968
2017-03-14,65.0296442687747
2017-03-15,57.22667984189724
2017-03-16,45.88675889328063
2017-03-17,57.492687747035575
2017-03-18,56.625691699604744
2017-03-19,54.32272727272727
2017-03-20,53.25375494071146
2017-03-21,55.65770750988142
2017-03-22,52.992687747035575
2017-03-23,51.492687747035575
2017-03-24,63.66264822134387
2017-03-25,64.06166007905138
2017-03-26,53.625691699604744
2017-03-27,57.15770750988142
2017-03-28,51.1897233201581
2017-03-29,47.32272727272727
2017-03-30,58.492687747035575
2017-03-31,62.06166007905138
2017-04-01,51.45573122529645
2017-04-02,56.517391304347825
2017-04-03,52.113438735177866
2017-04-04,57.25138339920949
2017-04-05,49.177470355731224
2017-04-06,55.78339920948616
2017-04-07,57.25138339920949
2017-04-08,57.25138339920949
2017-04-09,57.98537549407114
2017-04-10,61.65533596837945
2017-04-11,64.59130434782608
2017-04-12,73.399209486166
2017-04-13,73.399209486166
2017-04-14,54.315415019762845
2017-04-15,51.3794466403162
2017-04-16,62.3893280632411
2017-04-17,51.3794466403162
2017-04-18,47.709486166007906
2017-04-19,51.3794466403162
2017-04-20,45.507509881422926
2017-04-21,60.921343873517785
2017-04-22,52.84743083003953
2017-04-23,52.113438735177866
2017-04-24,52.84743083003953
2017-04-25,51.3794466403162
2017-04-26,48.44347826086956
2017-04-27,59.45335968379447
2017-04-28,52.113438735177866
2017-04-29,52.113438735177866
2017-04-30,57.25138339920949
2017-05-01,66.79328063241107
2017-05-02,57.98537549407114
2017-05-03,73.399209486166
2017-05-04,67.52727272727273
2017-05-05,48.44347826086956
2017-05-06,55.04940711462451
2017-05-07,64.59130434782608
2017-05-08,61.65533596837945
2017-05-09,55.78339920948616
2017-05-10,52.113438735177866
2017-05-11,54.315415019762845
2017-05-12,57.25138339920949
2017-05-13,57.25138339920949
2017-05-14,57.25138339920949
2017-05-15,49.911462450592886
2017-05-16,61.65533596837945
2017-05-17,49.911462450592886
2017-05-18,61.65533596837945
2017-05-19,56.517391304347825
2017-05-20,53.58142292490118
2017-05-21,60.18735177865612
2017-05-22,57.25138339920949
2017-05-23,48.44347826086956
2017-05-24,47.709486166007906
2017-05-25,54.315415019762845
2017-05-26,57.98537549407114
2017-05-27,55.04940711462451
2017-05-28,57.98537549407114
2017-05-29,48.44347826086956
2017-05-30,65.32529644268774
2017-05-31,54.315415019762845
2017-06-01,63.85731225296443
2017-06-02,50.64545454545454
2017-06-03,51.3794466403162
