date,donald trump health
2016-05-01,0.9928111310459785
2016-05-02,3.1769956193471307
2016-05-03,1.7870600358827613
2016-05-04,4.765493429020696
2016-05-05,6.353991238694261
2016-05-06,3.772682297974718
2016-05-07,1.985622262091957
2016-05-08,1.985622262091957
2016-05-09,2.581308940719544
2016-05-10,0.7942489048367827
2016-05-11,3.772682297974718
2016-05-12,6.949677917321849
2016-05-13,6.949677917321849
2016-05-14,2.382746714510348
2016-05-15,2.1841844883011525
2016-05-16,2.1841844883011525
2016-05-17,3.3755578455563264
2016-05-18,3.3755578455563264
2016-05-19,2.1841844883011525
2016-05-20,1.191373357255174
2016-05-21,1.191373357255174
2016-05-22,1.5884978096735654
2016-05-23,1.191373357255174
2016-05-24,1.191373357255174
2016-05-25,1.985622262091957
2016-05-26,3.5741200717655226
2016-05-27,2.1841844883011525
2016-05-28,1.5884978096735654
2016-05-29,1.191373357255174
2016-05-30,1.985622262091957
2016-05-31,3.1769956193471307
2016-06-01,0.595686678627587
2016-06-02,1.7870600358827613
2016-06-03,1.985622262091957
2016-06-04,0.7942489048367827
2016-06-05,2.382746714510348
2016-06-06,2.7798711669287393
2016-06-07,2.382746714510348
2016-06-08,3.1769956193471307
2016-06-09,3.1769956193471307
2016-06-10,1.985622262091957
2016-06-11,1.7870600358827613
2016-06-12,1.3899355834643696
2016-06-13,3.5741200717655226
2016-06-14,2.9784333931379354
2016-06-15,3.1769956193471307
2016-06-16,1.7870600358827613
2016-06-17,1.191373357255174
2016-06-18,1.5884978096735654
2016-06-19,0.7942489048367827
2016-06-20,1.7870600358827613
2016-06-21,2.581308940719544
2016-06-22,2.7798711669287393
2016-06-23,0.9928111310459785
2016-06-24,1.3899355834643696
2016-06-25,1.191373357255174
2016-06-26,0.595686678627587
2016-06-27,1.985622262091957
2016-06-28,1.7870600358827613
2016-06-29,0.595686678627587
2016-06-30,1.7870600358827613
2016-07-01,0.9928111310459785
2016-07-02,0.9928111310459785
2016-07-03,0.9928111310459785
2016-07-04,0.39712445241839134
2016-07-05,0.7942489048367827
2016-07-06,2.1841844883011525
2016-07-07,1.7870600358827613
2016-07-08,1.3899355834643696
2016-07-09,0.595686678627587
2016-07-10,0.595686678627587
2016-07-11,1.3899355834643696
2016-07-12,1.7870600358827613
2016-07-13,1.7870600358827613
2016-07-14,1.7870600358827613
2016-07-15,1.191373357255174
2016-07-16,1.191373357255174
2016-07-17,1.191373357255174
2016-07-18,2.7798711669287393
2016-07-19,5.361180107648284
2016-07-20,5.758304560066675
2016-07-21,4.566931202811501
2016-07-22,8.141051274577023
2016-07-23,2.382746714510348
2016-07-24,1.7870600358827613
2016-07-25,1.7870600358827613
2016-07-26,4.765493429020696
2016-07-27,4.566931202811501
2016-07-28,3.1769956193471307
2016-07-29,4.368368976602305
2016-07-30,3.5741200717655226
2016-07-31,2.9784333931379354
2016-08-01,3.772682297974718
2016-08-02,5.5597423338574785
2016-08-03,4.566931202811501
2016-08-04,5.758304560066675
2016-08-05,5.361180107648284
2016-08-06,3.1769956193471307
2016-08-07,2.9784333931379354
2016-08-08,3.3755578455563264
2016-08-09,3.1769956193471307
2016-08-10,5.361180107648284
2016-08-11,2.7798711669287393
2016-08-12,3.971244524183914
2016-08-13,3.5741200717655226
2016-08-14,1.5884978096735654
2016-08-15,1.985622262091957
2016-08-16,5.758304560066675
2016-08-17,4.964055655229892
2016-08-18,5.5597423338574785
2016-08-19,6.155429012485066
2016-08-20,3.1769956193471307
2016-08-21,3.971244524183914
2016-08-22,6.353991238694261
2016-08-23,10.12667353666898
2016-08-24,4.566931202811501
2016-08-25,3.1769956193471307
2016-08-26,4.169806750393109
2016-08-27,5.956866786275871
2016-08-28,5.956866786275871
2016-08-29,4.368368976602305
2016-08-30,5.361180107648284
2016-08-31,4.169806750393109
2016-09-01,3.3755578455563264
2016-09-02,2.7798711669287393
2016-09-03,2.7798711669287393
2016-09-04,2.382746714510348
2016-09-05,2.7798711669287393
2016-09-06,4.368368976602305
2016-09-07,4.566931202811501
2016-09-08,3.772682297974718
2016-09-09,4.169806750393109
2016-09-10,1.7870600358827613
2016-09-11,14.69360473948048
2016-09-12,19.856222620919567
2016-09-13,12.112295798760936
2016-09-14,17.47347590640922
2016-09-15,15.884978096735656
2016-09-16,10.920922441505763
2016-09-17,4.566931202811501
2016-09-18,3.971244524183914
2016-09-19,5.361180107648284
2016-09-20,4.964055655229892
2016-09-21,5.361180107648284
2016-09-22,3.772682297974718
2016-09-23,4.566931202811501
2016-09-24,2.9784333931379354
2016-09-25,3.5741200717655226
2016-09-26,5.758304560066675
2016-09-27,11.119484667714957
2016-09-28,7.148240143531045
2016-09-29,6.155429012485066
2016-09-30,3.772682297974718
2016-10-01,3.2804521063673424
2016-10-02,2.7826547495391485
2016-10-03,5.667374194793305
2016-10-04,5.568093081688707
2016-10-05,6.2630608734208915
2016-10-06,5.965217534107098
2016-10-07,4.870341707346113
2016-10-08,6.959420456458282
2016-10-09,7.45582602198127
2016-10-10,14.812370930857943
2016-10-11,10.83834282406362
2016-10-12,8.54931005743705
2016-10-13,10.83555924145321
2016-10-14,6.463014890935292
2016-10-15,3.7782494631955363
2016-10-16,4.771060594241515
2016-10-17,6.661577117144487
2016-10-18,8.649982961846852
2016-10-19,5.8659364210025
2016-10-20,10.339153675930222
2016-10-21,5.8659364210025
2016-10-22,3.2804521063673424
2016-10-23,3.3811250107771453
2016-10-24,7.953623378809464
2016-10-25,7.457217813286475
2016-10-26,7.159374473972681
2016-10-27,8.052904491914061
2016-10-28,6.063106855906491
2016-10-29,3.0832816714633515
2016-10-30,2.884719445254156
2016-10-31,7.159374473972681
2016-11-01,10.339153675930222
2016-11-02,7.964757709251101
2016-11-03,8.960352422907489
2016-11-04,7.964757709251101
2016-11-05,2.9867841409691627
2016-11-06,5.973568281938325
2016-11-07,9.955947136563877
2016-11-08,14.933920704845814
2016-11-09,54.75770925110132
2016-11-10,31.859030837004404
