date,donald trump criminal
2016-11-02,11.0
2016-11-03,23.0
2016-11-04,20.0
2016-11-05,10.0
2016-11-06,10.0
2016-11-07,25.0
2016-11-08,35.0
2016-11-09,100.0
2016-11-10,44.0
2016-11-11,28.0
2016-11-12,11.0
2016-11-13,15.0
2016-11-14,15.0
2016-11-15,9.0
2016-11-16,10.0
2016-11-17,11.0
2016-11-18,5.0
2016-11-19,5.0
2016-11-20,3.0
2016-11-21,9.0
2016-11-22,5.0
2016-11-23,4.0
2016-11-24,3.0
2016-11-25,4.0
2016-11-26,2.0
2016-11-27,4.0
2016-11-28,3.0
2016-11-29,5.0
2016-11-30,3.0
2016-12-01,2.0
2016-12-02,6.0
2016-12-03,6.0
2016-12-04,3.0
2016-12-05,5.0
2016-12-06,4.0
2016-12-07,8.0
2016-12-08,2.0
2016-12-09,2.0
2016-12-10,0.0
2016-12-11,4.0
2016-12-12,5.0
2016-12-13,4.0
2016-12-14,3.0
2016-12-15,5.0
2016-12-16,4.0
2016-12-17,3.0
2016-12-18,4.0
2016-12-19,5.0
2016-12-20,2.0
2016-12-21,2.0
2016-12-22,3.0
2016-12-23,0.0
2016-12-24,3.0
2016-12-25,2.0
2016-12-26,2.0
2016-12-27,0.0
2016-12-28,2.0
2016-12-29,4.0
2016-12-30,6.0
2016-12-31,3.0
2017-01-01,3.0
2017-01-02,3.0
2017-01-03,2.0
2017-01-04,3.0
2017-01-05,3.0
2017-01-06,2.0
2017-01-07,2.0
2017-01-08,2.0
2017-01-09,4.0
2017-01-10,5.0
2017-01-11,6.0
2017-01-12,5.0
2017-01-13,2.0
2017-01-14,2.0
2017-01-15,4.0
2017-01-16,2.0
2017-01-17,4.0
2017-01-18,3.0
2017-01-19,5.0
2017-01-20,12.0
2017-01-21,11.0
2017-01-22,12.0
2017-01-23,10.0
2017-01-24,10.0
2017-01-25,8.0
2017-01-26,7.0
2017-01-27,9.0
2017-01-28,2.0
2017-01-29,10.0
2017-01-30,7.0
2017-01-31,9.0
2017-02-01,5.0
2017-02-02,5.0
2017-02-03,3.0
2017-02-04,4.0
2017-02-05,2.0
2017-02-06,3.0
2017-02-07,5.0
2017-02-08,2.0
2017-02-09,10.0
2017-02-10,5.0
2017-02-11,4.0
2017-02-12,4.0
2017-02-13,2.0
2017-02-14,3.0
2017-02-15,6.0
2017-02-16,3.0
2017-02-17,4.0
2017-02-18,4.0
2017-02-19,4.0
2017-02-20,2.0
2017-02-21,3.0
2017-02-22,5.0
2017-02-23,3.0
2017-02-24,3.0
2017-02-25,4.0
2017-02-26,2.0
2017-02-27,3.0
2017-02-28,5.0
2017-03-01,5.655925155925156
2017-03-02,2.9604989604989607
2017-03-03,1.625779625779626
2017-03-04,1.9085239085239085
2017-03-05,3.269230769230769
2017-03-06,3.6476091476091477
2017-03-07,2.265072765072765
2017-03-08,1.7650727650727651
2017-03-09,2.577962577962578
2017-03-10,1.812889812889813
2017-03-11,2.4085239085239083
2017-03-12,2.3388773388773387
2017-03-13,6.343035343035343
2017-03-14,3.765072765072765
2017-03-15,4.0779625779625785
2017-03-16,1.1476091476091477
2017-03-17,1.812889812889813
2017-03-18,3.8388773388773387
2017-03-19,1.0
2017-03-20,2.577962577962578
2017-03-21,4.843035343035343
2017-03-22,3.725571725571726
2017-03-23,3.577962577962578
2017-03-24,3.1735966735966734
2017-03-25,3.864864864864865
2017-03-26,1.0
2017-03-27,3.077962577962578
2017-03-28,1.7650727650727651
2017-03-29,3.438669438669439
2017-03-30,1.625779625779626
2017-03-31,1.812889812889813
2017-04-01,3.2952182952182953
2017-04-02,1.817047817047817
2017-04-03,3.155925155925156
2017-04-04,0.0
2017-04-05,3.155925155925156
2017-04-06,1.625779625779626
2017-04-07,3.3471933471933473
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,1.625779625779626
2017-04-11,3.251559251559252
2017-04-12,3.251559251559252
2017-04-13,1.7214137214137215
2017-04-14,1.817047817047817
2017-04-15,0.0
2017-04-16,1.9126819126819128
2017-04-17,3.3471933471933473
2017-04-18,2.390852390852391
2017-04-19,2.390852390852391
2017-04-20,1.625779625779626
2017-04-21,4.972972972972974
2017-04-22,5.546777546777547
2017-04-23,0.0
2017-04-24,1.625779625779626
2017-04-25,2.390852390852391
2017-04-26,0.0
2017-04-27,1.625779625779626
2017-04-28,4.972972972972974
2017-04-29,1.9126819126819128
2017-04-30,1.9126819126819128
2017-05-01,1.7214137214137215
2017-05-02,1.625779625779626
2017-05-03,1.5301455301455302
2017-05-04,6.407484407484408
2017-05-05,2.486486486486487
2017-05-06,1.817047817047817
2017-05-07,0.0
2017-05-08,3.155925155925156
2017-05-09,1.5301455301455302
2017-05-10,1.625779625779626
2017-05-11,1.625779625779626
2017-05-12,3.3471933471933473
2017-05-13,1.817047817047817
2017-05-14,1.9126819126819128
2017-05-15,9.563409563409564
2017-05-16,3.9209979209979213
2017-05-17,4.781704781704782
2017-05-18,3.155925155925156
2017-05-19,8.224532224532226
2017-05-20,3.8253638253638256
2017-05-21,1.9126819126819128
2017-05-22,1.625779625779626
2017-05-23,1.5301455301455302
2017-05-24,3.251559251559252
2017-05-25,5.0686070686070686
2017-05-26,1.7214137214137215
2017-05-27,0.0
2017-05-28,0.0
2017-05-29,0.0
2017-05-30,0.0
2017-05-31,1.625779625779626
2017-06-01,3.251559251559252
2017-06-02,3.3471933471933473
2017-06-03,1.9126819126819128
