date,obama speech
2016-05-01,11.078260869565216
2016-05-02,8.521739130434781
2016-05-03,4.260869565217391
2016-05-04,3.408695652173913
2016-05-05,2.5565217391304347
2016-05-06,1.7043478260869565
2016-05-07,2.5565217391304347
2016-05-08,2.5565217391304347
2016-05-09,1.7043478260869565
2016-05-10,1.7043478260869565
2016-05-11,0.8521739130434782
2016-05-12,0.8521739130434782
2016-05-13,0.8521739130434782
2016-05-14,0.8521739130434782
2016-05-15,1.7043478260869565
2016-05-16,2.5565217391304347
2016-05-17,1.7043478260869565
2016-05-18,1.7043478260869565
2016-05-19,0.8521739130434782
2016-05-20,0.8521739130434782
2016-05-21,0.8521739130434782
2016-05-22,0.8521739130434782
2016-05-23,0.8521739130434782
2016-05-24,1.7043478260869565
2016-05-25,0.8521739130434782
2016-05-26,0.8521739130434782
2016-05-27,3.408695652173913
2016-05-28,4.260869565217391
2016-05-29,2.5565217391304347
2016-05-30,1.7043478260869565
2016-05-31,0.8521739130434782
2016-06-01,0.8521739130434782
2016-06-02,1.7043478260869565
2016-06-03,1.7043478260869565
2016-06-04,3.408695652173913
2016-06-05,1.7043478260869565
2016-06-06,0.8521739130434782
2016-06-07,0.8521739130434782
2016-06-08,0.8521739130434782
2016-06-09,0.8521739130434782
2016-06-10,0.8521739130434782
2016-06-11,0.8521739130434782
2016-06-12,5.113043478260869
2016-06-13,3.408695652173913
2016-06-14,5.965217391304348
2016-06-15,5.113043478260869
2016-06-16,1.7043478260869565
2016-06-17,1.7043478260869565
2016-06-18,0.8521739130434782
2016-06-19,0.8521739130434782
2016-06-20,0.8521739130434782
2016-06-21,0.8521739130434782
2016-06-22,0.8521739130434782
2016-06-23,0.8521739130434782
2016-06-24,0.8521739130434782
2016-06-25,0.8521739130434782
2016-06-26,0.8521739130434782
2016-06-27,0.8521739130434782
2016-06-28,0.8521739130434782
2016-06-29,0.8521739130434782
2016-06-30,2.5565217391304347
2016-07-01,0.8521739130434782
2016-07-02,0.8521739130434782
2016-07-03,0.8521739130434782
2016-07-04,0.8521739130434782
2016-07-05,0.8521739130434782
2016-07-06,0.8521739130434782
2016-07-07,0.8521739130434782
