date,imbecile
2016-11-03,77.0
2016-11-04,57.0
2016-11-05,38.0
2016-11-06,36.0
2016-11-07,35.0
2016-11-08,52.0
2016-11-09,100.0
2016-11-10,62.0
2016-11-11,57.0
2016-11-12,42.0
2016-11-13,46.0
2016-11-14,48.0
2016-11-15,47.0
2016-11-16,50.0
2016-11-17,55.0
2016-11-18,46.0
2016-11-19,42.0
2016-11-20,38.0
2016-11-21,40.0
2016-11-22,45.0
2016-11-23,35.0
2016-11-24,35.0
2016-11-25,54.0
2016-11-26,53.0
2016-11-27,46.0
2016-11-28,47.0
2016-11-29,50.0
2016-11-30,35.0
2016-12-01,50.0
2016-12-02,33.0
2016-12-03,47.0
2016-12-04,48.0
2016-12-05,55.0
2016-12-06,54.0
2016-12-07,46.0
2016-12-08,49.0
2016-12-09,48.0
2016-12-10,28.0
2016-12-11,48.0
2016-12-12,36.0
2016-12-13,44.0
2016-12-14,42.0
2016-12-15,39.0
2016-12-16,54.0
2016-12-17,47.0
2016-12-18,51.0
2016-12-19,31.0
2016-12-20,43.0
2016-12-21,44.0
2016-12-22,46.0
2016-12-23,43.0
2016-12-24,35.0
2016-12-25,43.0
2016-12-26,49.0
2016-12-27,45.0
2016-12-28,48.0
2016-12-29,46.0
2016-12-30,85.0
2016-12-31,42.0
2017-01-01,34.0
2017-01-02,47.0
2017-01-03,39.0
2017-01-04,39.0
2017-01-05,44.0
2017-01-06,37.0
2017-01-07,43.0
2017-01-08,37.0
2017-01-09,53.0
2017-01-10,44.0
2017-01-11,43.0
2017-01-12,45.0
2017-01-13,35.0
2017-01-14,55.0
2017-01-15,43.0
2017-01-16,41.0
2017-01-17,44.0
2017-01-18,57.0
2017-01-19,57.0
2017-01-20,62.0
2017-01-21,50.0
2017-01-22,58.0
2017-01-23,46.0
2017-01-24,49.0
2017-01-25,48.0
2017-01-26,48.0
2017-01-27,39.0
2017-01-28,42.0
2017-01-29,58.0
2017-01-30,52.0
2017-01-31,64.0
2017-02-01,48.0
2017-02-02,55.0
2017-02-03,41.0
2017-02-04,47.0
2017-02-05,56.0
2017-02-06,48.0
2017-02-07,50.0
2017-02-08,46.0
2017-02-09,67.0
2017-02-10,57.0
2017-02-11,43.0
2017-02-12,41.0
2017-02-13,47.0
2017-02-14,40.0
2017-02-15,38.0
2017-02-16,71.0
2017-02-17,42.0
2017-02-18,46.0
2017-02-19,37.0
2017-02-20,42.0
2017-02-21,57.0
2017-02-22,45.0
2017-02-23,38.0
2017-02-24,43.0
2017-02-25,59.0
2017-02-26,53.0
2017-02-27,56.0
2017-02-28,43.0
2017-03-01,51.21501793951819
2017-03-02,45.40133264992312
2017-03-03,54.36981035366479
2017-03-04,55.44925679138903
2017-03-05,55.83008713480267
2017-03-06,51.33008713480267
2017-03-07,53.90953357252691
2017-03-08,46.520502306509485
2017-03-09,53.67529472065607
2017-03-10,45.48077908764736
2017-03-11,45.13557150179395
2017-03-12,50.98487954894925
2017-03-13,43.2109174782163
2017-03-14,39.47667862634546
2017-03-15,39.97667862634546
2017-03-16,37.28216299333675
2017-03-17,47.51640184520758
2017-03-18,41.821886212198876
2017-03-19,45.13557150179395
2017-03-20,42.17119425935418
2017-03-21,45.98077908764736
2017-03-22,40.361609431061
2017-03-23,41.43695540748334
2017-03-24,60.98487954894925
2017-03-25,49.520502306509485
2017-03-26,40.01640184520758
2017-03-27,43.750640697078424
2017-03-28,49.2109174782163
2017-03-29,40.59174782162994
2017-03-30,50.90543311122501
2017-03-31,51.06022552537161
2017-04-01,42.28626345463864
2017-04-02,46.19169656586366
2017-04-03,37.72321886212199
2017-04-04,42.342388518708354
2017-04-05,44.65197334700154
2017-04-06,63.89851358277806
2017-04-07,62.358790363915936
2017-04-08,40.03280369041517
2017-04-09,45.4218349564326
2017-04-10,33.104049205535624
2017-04-11,31.5643259866735
2017-04-12,35.41363403382881
2017-04-13,30.794464377242438
2017-04-14,55.43003587903639
2017-04-15,54.66017426960533
2017-04-16,46.19169656586366
2017-04-17,36.18349564325987
2017-04-18,32.33418759610456
2017-04-19,42.342388518708354
2017-04-20,40.03280369041517
2017-04-21,46.96155817529472
2017-04-22,62.358790363915936
2017-04-23,50.810866222450024
2017-04-24,29.254741158380316
2017-04-25,35.41363403382881
2017-04-26,41.57252690927729
2017-04-27,49.2711430035879
2017-04-28,44.65197334700154
2017-04-29,50.04100461301896
2017-04-30,39.26294208098411
2017-05-01,39.26294208098411
2017-05-02,60.049205535622754
2017-05-03,50.810866222450024
2017-05-04,40.80266529984623
2017-05-05,42.342388518708354
2017-05-06,48.50128139415684
2017-05-07,40.03280369041517
2017-05-08,51.580727831881084
2017-05-09,56.19989748846745
2017-05-10,32.33418759610456
2017-05-11,34.643772424397746
2017-05-12,30.024602767811377
2017-05-13,46.19169656586366
2017-05-14,46.19169656586366
2017-05-15,32.33418759610456
2017-05-16,46.19169656586366
2017-05-17,29.254741158380316
2017-05-18,34.643772424397746
2017-05-19,39.26294208098411
2017-05-20,74.67657611481292
2017-05-21,28.484879548949255
2017-05-22,35.41363403382881
2017-05-23,42.342388518708354
2017-05-24,48.50128139415684
2017-05-25,44.65197334700154
2017-05-26,46.19169656586366
2017-05-27,56.96975909789851
2017-05-28,46.19169656586366
2017-05-29,32.33418759610456
2017-05-30,30.024602767811377
2017-05-31,59.27934392619169
2017-06-01,54.66017426960533
2017-06-02,76.9861609431061
2017-06-03,39.26294208098411
