date,federal judge
2016-05-01,0.5100166944908181
2016-05-02,1.2161936560934892
2016-05-03,1.5692821368948249
2016-05-04,1.0200333889816362
2016-05-05,1.2946577629382305
2016-05-06,0.9808013355592655
2016-05-07,0.5100166944908181
2016-05-08,0.31385642737896496
2016-05-09,1.0200333889816362
2016-05-10,1.4123539232053424
2016-05-11,1.4123539232053424
2016-05-12,2.8639398998330554
2016-05-13,2.2362270450751254
2016-05-14,1.0984974958263773
2016-05-15,0.1961602671118531
2016-05-16,1.333889816360601
2016-05-17,1.8046744574290485
2016-05-18,1.9223706176961604
2016-05-19,1.6085141903171953
2016-05-20,1.7654424040066778
2016-05-21,0.9808013355592655
2016-05-22,0.7846410684474124
2016-05-23,2.079298831385643
2016-05-24,1.4123539232053424
2016-05-25,1.4123539232053424
2016-05-26,1.0592654424040067
2016-05-27,1.0592654424040067
2016-05-28,0.7061769616026712
2016-05-29,0.7846410684474124
2016-05-30,0.7846410684474124
2016-05-31,0.9415692821368948
2016-06-01,1.7654424040066778
2016-06-02,1.7262103505843074
2016-06-03,1.9223706176961604
2016-06-04,0.6277128547579299
2016-06-05,1.2946577629382305
2016-06-06,1.6085141903171953
2016-06-07,3.3347245409015027
2016-06-08,2.0400667779632724
2016-06-09,2.3146911519198667
2016-06-10,2.1185308848080133
2016-06-11,1.4908180300500835
2016-06-12,1.3731218697829717
2016-06-13,0.7454090150250418
2016-06-14,1.2554257095158599
2016-06-15,1.0200333889816362
2016-06-16,0.7846410684474124
2016-06-17,1.4908180300500835
2016-06-18,0.1961602671118531
2016-06-19,0.5100166944908181
2016-06-20,0.7454090150250418
2016-06-21,1.333889816360601
2016-06-22,0.9415692821368948
2016-06-23,1.2946577629382305
2016-06-24,0.7846410684474124
2016-06-25,0.3923205342237062
2016-06-26,0.7846410684474124
2016-06-27,1.0200333889816362
2016-06-28,0.8631051752921537
2016-06-29,1.961602671118531
2016-06-30,1.5692821368948249
2016-07-01,1.2554257095158599
2016-07-02,0.5100166944908181
2016-07-03,0.823873121869783
2016-07-04,1.0592654424040067
2016-07-05,1.4908180300500835
2016-07-06,1.333889816360601
2016-07-07,1.2161936560934892
2016-07-08,1.1769616026711187
2016-07-09,0.3923205342237062
2016-07-10,0.5884808013355594
2016-07-11,1.2946577629382305
2016-07-12,1.0200333889816362
2016-07-13,1.2946577629382305
2016-07-14,1.137729549248748
2016-07-15,1.4908180300500835
2016-07-16,0.7061769616026712
2016-07-17,1.0200333889816362
2016-07-18,0.7846410684474124
2016-07-19,1.137729549248748
2016-07-20,1.0592654424040067
2016-07-21,0.7846410684474124
2016-07-22,0.9023372287145243
2016-07-23,0.11769616026711185
2016-07-24,0.31385642737896496
2016-07-25,1.0200333889816362
2016-07-26,0.9415692821368948
2016-07-27,1.1769616026711187
2016-07-28,1.2946577629382305
2016-07-29,1.0984974958263773
2016-07-30,1.2161936560934892
2016-07-31,0.5100166944908181
2016-08-01,1.2161936560934892
2016-08-02,1.0984974958263773
2016-08-03,1.451585976627713
2016-08-04,0.5884808013355594
2016-08-05,1.5300500834724542
2016-08-06,0.9415692821368948
2016-08-07,0.9023372287145243
2016-08-08,1.0984974958263773
2016-08-09,1.2161936560934892
2016-08-10,1.2946577629382305
2016-08-11,0.7061769616026712
2016-08-12,2.2362270450751254
2016-08-13,0.823873121869783
2016-08-14,0.823873121869783
2016-08-15,1.0984974958263773
2016-08-16,1.4908180300500835
2016-08-17,0.6669449081803005
2016-08-18,0.7846410684474124
2016-08-19,0.7061769616026712
2016-08-20,1.0984974958263773
2016-08-21,0.9808013355592655
2016-08-22,1.451585976627713
2016-08-23,1.3731218697829717
2016-08-24,1.1769616026711187
2016-08-25,1.5692821368948249
2016-08-26,1.333889816360601
2016-08-27,0.5100166944908181
2016-08-28,0.7061769616026712
2016-08-29,1.0592654424040067
2016-08-30,1.333889816360601
2016-08-31,1.8831385642737897
2016-09-01,0.7454090150250418
2016-09-02,1.2161936560934892
2016-09-03,0.5100166944908181
