date,trump narcissism
2016-11-18,6.0
2016-11-19,5.0
2016-11-20,12.0
2016-11-21,6.0
2016-11-22,4.0
2016-11-23,0.0
2016-11-24,4.0
2016-11-25,0.0
2016-11-26,5.0
2016-11-27,0.0
2016-11-28,8.0
2016-11-29,6.0
2016-11-30,4.0
2016-12-01,0.0
2016-12-02,6.0
2016-12-03,5.0
2016-12-04,9.0
2016-12-05,4.0
2016-12-06,4.0
2016-12-07,6.0
2016-12-08,0.0
2016-12-09,7.0
2016-12-10,11.0
2016-12-11,10.0
2016-12-12,0.0
2016-12-13,8.0
2016-12-14,4.0
2016-12-15,4.0
2016-12-16,4.0
2016-12-17,10.0
2016-12-18,5.0
2016-12-19,6.0
2016-12-20,0.0
2016-12-21,9.0
2016-12-22,4.0
2016-12-23,0.0
2016-12-24,5.0
2016-12-25,0.0
2016-12-26,9.0
2016-12-27,4.0
2016-12-28,9.0
2016-12-29,4.0
2016-12-30,9.0
2016-12-31,0.0
2017-01-01,0.0
2017-01-02,7.0
2017-01-03,4.0
2017-01-04,0.0
2017-01-05,0.0
2017-01-06,0.0
2017-01-07,5.0
2017-01-08,5.0
2017-01-09,8.0
2017-01-10,10.0
2017-01-11,8.0
2017-01-12,12.0
2017-01-13,4.0
2017-01-14,9.0
2017-01-15,12.0
2017-01-16,8.0
2017-01-17,4.0
2017-01-18,8.0
2017-01-19,8.0
2017-01-20,12.0
2017-01-21,19.0
2017-01-22,25.0
2017-01-23,10.0
2017-01-24,8.0
2017-01-25,12.0
2017-01-26,14.0
2017-01-27,23.0
2017-01-28,55.0
2017-01-29,95.0
2017-01-30,100.0
2017-01-31,66.0
2017-02-01,42.0
2017-02-02,40.0
2017-02-03,23.0
2017-02-04,25.0
2017-02-05,49.0
2017-02-06,30.0
2017-02-07,14.0
2017-02-08,16.0
2017-02-09,18.0
2017-02-10,15.0
2017-02-11,14.0
2017-02-12,25.0
2017-02-13,8.0
2017-02-14,12.0
2017-02-15,6.0
2017-02-16,22.0
2017-02-17,35.0
2017-02-18,23.0
2017-02-19,21.0
2017-02-20,16.0
2017-02-21,14.0
2017-02-22,8.0
2017-02-23,12.0
2017-02-24,4.0
2017-02-25,12.0
2017-02-26,12.0
2017-02-27,12.0
2017-02-28,4.0
2017-03-01,11.0128
2017-03-02,5.009600000000001
2017-03-03,12.3904
2017-03-04,7.1512
2017-03-05,18.9344
2017-03-06,9.928
2017-03-07,10.928
2017-03-08,8.9216
2017-03-09,7.0064
2017-03-10,6.0976
2017-03-11,9.4312
2017-03-12,4.28
2017-03-13,3.0
2017-03-14,9.016
2017-03-15,4.0064
2017-03-16,0.0
2017-03-17,6.1008
2017-03-18,2.2800000000000002
2017-03-19,13.620000000000001
2017-03-20,10.0128
2017-03-21,4.0
2017-03-22,7.9248
2017-03-23,8.0096
2017-03-24,5.0976
2017-03-25,9.3712
2017-03-26,2.3712
2017-03-27,4.0064
2017-03-28,9.016
2017-03-29,4.0064
2017-03-30,5.1008
2017-03-31,4.0976
2017-04-01,5.8712
2017-04-02,0.0
2017-04-03,4.0128
2017-04-04,0.0
2017-04-05,4.0128
2017-04-06,4.1952
2017-04-07,6.384
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,12.4032
2017-04-11,0.0
2017-04-12,4.1952
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,6.5664
2017-04-18,6.0192000000000005
2017-04-19,4.0128
2017-04-20,8.208
2017-04-21,0.0
2017-04-22,14.409600000000001
2017-04-23,7.1136
2017-04-24,4.0128
2017-04-25,4.0128
2017-04-26,6.0192000000000005
2017-04-27,0.0
2017-04-28,4.1952
2017-04-29,14.409600000000001
2017-04-30,7.296
2017-05-01,4.3776
2017-05-02,0.0
2017-05-03,8.0256
2017-05-04,8.208
2017-05-05,6.384
2017-05-06,4.7424
2017-05-07,9.4848
2017-05-08,4.0128
2017-05-09,4.0128
2017-05-10,8.208
2017-05-11,8.208
2017-05-12,6.384
2017-05-13,9.667200000000001
2017-05-14,0.0
2017-05-15,4.0128
2017-05-16,8.0256
2017-05-17,10.214400000000001
2017-05-18,4.1952
2017-05-19,8.3904
2017-05-20,7.296
2017-05-21,9.667200000000001
2017-05-22,4.0128
2017-05-23,4.0128
2017-05-24,10.214400000000001
2017-05-25,17.1456
2017-05-26,0.0
2017-05-27,10.032
2017-05-28,10.032
2017-05-29,4.3776
2017-05-30,8.3904
2017-05-31,6.2016
2017-06-01,4.1952
2017-06-02,8.5728
2017-06-03,0.0
