date,hillary hate
2016-05-01,0.8153717627401837
2016-05-02,4.48454469507101
2016-05-03,3.669172932330827
2016-05-04,11.822890559732665
2016-05-05,11.415204678362572
2016-05-06,8.153717627401837
2016-05-07,8.56140350877193
2016-05-08,5.299916457811195
2016-05-09,4.48454469507101
2016-05-10,2.4461152882205512
2016-05-11,5.707602339181286
2016-05-12,1.2230576441102756
2016-05-13,9.376775271512113
2016-05-14,0.8153717627401837
2016-05-15,2.853801169590643
2016-05-16,4.48454469507101
2016-05-17,4.48454469507101
2016-05-18,1.2230576441102756
2016-05-19,2.4461152882205512
2016-05-20,2.853801169590643
2016-05-21,5.299916457811195
2016-05-22,2.4461152882205512
2016-05-23,2.4461152882205512
2016-05-24,4.076858813700919
2016-05-25,4.48454469507101
2016-05-26,2.853801169590643
2016-05-27,2.853801169590643
2016-05-28,1.6307435254803675
2016-05-29,6.115288220551378
2016-05-30,3.261487050960735
2016-05-31,2.4461152882205512
2016-06-01,3.261487050960735
2016-06-02,4.076858813700919
2016-06-03,8.153717627401837
2016-06-04,4.076858813700919
2016-06-05,0.0
2016-06-06,4.48454469507101
2016-06-07,8.56140350877193
2016-06-08,25.276524644945695
2016-06-09,9.376775271512113
2016-06-10,11.00751879699248
2016-06-11,10.59983291562239
2016-06-12,6.930659983291562
2016-06-13,6.930659983291562
2016-06-14,4.48454469507101
2016-06-15,2.4461152882205512
2016-06-16,2.853801169590643
2016-06-17,6.115288220551378
2016-06-18,1.6307435254803675
2016-06-19,5.299916457811195
2016-06-20,3.261487050960735
2016-06-21,4.076858813700919
2016-06-22,2.4461152882205512
2016-06-23,3.261487050960735
2016-06-24,4.8922305764411025
2016-06-25,6.115288220551378
2016-06-26,6.930659983291562
2016-06-27,3.261487050960735
2016-06-28,2.4461152882205512
2016-06-29,6.115288220551378
2016-06-30,3.261487050960735
2016-07-01,0.8153717627401837
2016-07-02,7.746031746031745
2016-07-03,8.153717627401837
2016-07-04,0.8153717627401837
2016-07-05,6.115288220551378
2016-07-06,9.784461152882205
2016-07-07,6.930659983291562
2016-07-08,7.746031746031745
2016-07-09,7.338345864661654
2016-07-10,1.6307435254803675
2016-07-11,4.076858813700919
2016-07-12,0.0
2016-07-13,6.930659983291562
2016-07-14,4.8922305764411025
2016-07-15,4.8922305764411025
2016-07-16,4.076858813700919
2016-07-17,1.6307435254803675
2016-07-18,6.52297410192147
2016-07-19,6.115288220551378
2016-07-20,7.338345864661654
2016-07-21,15.0843776106934
2016-07-22,17.530492898913952
2016-07-23,6.930659983291562
2016-07-24,11.00751879699248
2016-07-25,15.0843776106934
2016-07-26,27.72263993316625
2016-07-27,29.353383458646615
2016-07-28,29.761069340016707
2016-07-29,40.76858813700919
2016-07-30,20.791979949874687
2016-07-31,10.192147034252297
2016-08-01,8.153717627401837
2016-08-02,9.376775271512113
2016-08-03,8.56140350877193
2016-08-04,8.153717627401837
2016-08-05,9.784461152882205
2016-08-06,5.707602339181286
2016-08-07,6.52297410192147
2016-08-08,6.115288220551378
2016-08-09,5.299916457811195
2016-08-10,4.8922305764411025
2016-08-11,8.96908939014202
2016-08-12,6.115288220551378
2016-08-13,8.56140350877193
2016-08-14,8.56140350877193
2016-08-15,2.0384294068504594
2016-08-16,6.115288220551378
2016-08-17,6.52297410192147
2016-08-18,6.115288220551378
2016-08-19,6.115288220551378
2016-08-20,3.261487050960735
2016-08-21,3.669172932330827
2016-08-22,4.076858813700919
2016-08-23,5.299916457811195
2016-08-24,1.2230576441102756
2016-08-25,8.56140350877193
2016-08-26,3.669172932330827
2016-08-27,1.6307435254803675
2016-08-28,2.853801169590643
2016-08-29,3.261487050960735
2016-08-30,3.261487050960735
2016-08-31,5.299916457811195
2016-09-01,7.746031746031745
2016-09-02,6.115288220551378
2016-09-03,5.299916457811195
2016-09-04,3.669172932330827
2016-09-05,2.853801169590643
2016-09-06,5.299916457811195
2016-09-07,5.299916457811195
2016-09-08,5.299916457811195
2016-09-09,8.56140350877193
2016-09-10,5.299916457811195
2016-09-11,4.48454469507101
2016-09-12,6.52297410192147
2016-09-13,8.96908939014202
2016-09-14,9.784461152882205
2016-09-15,5.299916457811195
2016-09-16,7.338345864661654
2016-09-17,2.4461152882205512
2016-09-18,4.8922305764411025
2016-09-19,4.8922305764411025
2016-09-20,4.8922305764411025
2016-09-21,5.299916457811195
2016-09-22,5.707602339181286
2016-09-23,6.52297410192147
2016-09-24,7.338345864661654
2016-09-25,6.52297410192147
2016-09-26,10.192147034252297
2016-09-27,34.24561403508772
2016-09-28,23.238095238095237
2016-09-29,13.861319966583125
2016-09-30,8.56140350877193
2016-10-01,11.115288220551378
2016-10-02,7.965329991645781
2016-10-03,8.688387635756056
2016-10-04,10.799916457811195
2016-10-05,11.411445279866332
2016-10-06,6.465329991645781
2016-10-07,6.261487050960735
2016-10-08,16.94987468671679
2016-10-09,19.58061821219716
2016-10-10,31.918964076858813
2016-10-11,21.59983291562239
2016-10-12,31.715121136173767
2016-10-13,19.61904761904762
2016-10-14,16.692147034252297
2016-10-15,15.5421888053467
2016-10-16,17.56140350877193
2016-10-17,12.411445279866332
2016-10-18,10.911445279866332
2016-10-19,15.411445279866332
2016-10-20,34.03049289891395
2016-10-21,22.822890559732663
2016-10-22,14.207602339181285
2016-10-23,10.261487050960735
2016-10-24,16.46908939014202
2016-10-25,11.299916457811195
2016-10-26,13.00375939849624
2016-10-27,11.615288220551378
2016-10-28,9.596073517126149
2016-10-29,14.449874686716791
2016-10-30,12.096073517126149
2016-10-31,15.56140350877193
2016-11-01,9.965329991645781
2016-11-02,16.0
2016-11-03,14.0
2016-11-04,20.0
2016-11-05,18.0
2016-11-06,21.0
2016-11-07,28.0
2016-11-08,55.0
2016-11-09,100.0
2016-11-10,48.0
2016-11-11,42.0
2016-11-12,22.0
2016-11-13,15.0
2016-11-14,10.0
2016-11-15,13.0
2016-11-16,7.0
2016-11-17,8.0
2016-11-18,6.0
2016-11-19,6.0
2016-11-20,6.0
2016-11-21,2.0
2016-11-22,3.0
2016-11-23,5.0
2016-11-24,3.0
2016-11-25,6.0
2016-11-26,2.0
2016-11-27,6.0
2016-11-28,3.0
2016-11-29,2.0
2016-11-30,2.0
2016-12-01,2.0
2016-12-02,3.0
2016-12-03,4.0
2016-12-04,4.0
2016-12-05,2.0
2016-12-06,4.0
2016-12-07,3.0
2016-12-08,1.0
2016-12-09,2.0
2016-12-10,2.0
2016-12-11,2.0
2016-12-12,2.0
2016-12-13,2.0
2016-12-14,2.0
2016-12-15,1.0
2016-12-16,4.0
2016-12-17,2.0
2016-12-18,1.0
2016-12-19,3.0
2016-12-20,3.0
2016-12-21,2.0
2016-12-22,2.0
2016-12-23,2.0
2016-12-24,0.0
2016-12-25,2.0
2016-12-26,2.0
2016-12-27,1.0
2016-12-28,1.0
2016-12-29,1.0
2016-12-30,1.0
2016-12-31,3.0
2017-01-01,1.0
2017-01-02,2.0
2017-01-03,1.0
2017-01-04,2.0
2017-01-05,1.0
2017-01-06,6.0
2017-01-07,6.0
2017-01-08,2.0
2017-01-09,1.0
2017-01-10,1.0
2017-01-11,2.0
2017-01-12,1.0
2017-01-13,2.0
2017-01-14,1.0
2017-01-15,1.0
2017-01-16,1.0
2017-01-17,2.0
2017-01-18,1.0
2017-01-19,3.0
2017-01-20,5.0
2017-01-21,8.0
2017-01-22,4.0
2017-01-23,2.0
2017-01-24,3.0
2017-01-25,1.0
2017-01-26,2.0
2017-01-27,2.0
2017-01-28,2.0
2017-01-29,1.0
2017-01-30,1.0
2017-01-31,2.0
2017-02-01,2.0
2017-02-02,1.0
2017-02-03,2.0
2017-02-04,2.0
2017-02-05,1.0
2017-02-06,1.0
2017-02-07,1.0
2017-02-08,2.0
2017-02-09,2.0
2017-02-10,1.0
2017-02-11,2.0
2017-02-12,2.0
2017-02-13,1.0
2017-02-14,1.0
2017-02-15,2.0
2017-02-16,2.0
2017-02-17,3.0
2017-02-18,1.0
2017-02-19,2.0
2017-02-20,1.0
2017-02-21,1.0
2017-02-22,2.0
2017-02-23,1.0
2017-02-24,2.0
2017-02-25,2.0
2017-02-26,1.0
2017-02-27,1.0
2017-02-28,2.0
2017-03-01,1.9931891025641026
2017-03-02,0.8705929487179487
2017-03-03,1.0188301282051282
2017-03-04,0.9298878205128205
2017-03-05,0.5
2017-03-06,0.8705929487179487
2017-03-07,0.9891826923076923
2017-03-08,0.8705929487179487
2017-03-09,1.0040064102564101
2017-03-10,1.0188301282051282
2017-03-11,0.296474358974359
2017-03-12,1.078125
2017-03-13,1.2411858974358974
2017-03-14,2.2303685897435894
2017-03-15,1.2560096153846154
2017-03-16,1.2411858974358974
2017-03-17,1.6522435897435899
2017-03-18,0.781650641025641
2017-03-19,0.9298878205128205
2017-03-20,1.5080128205128205
2017-03-21,2.111778846153846
2017-03-22,1.7411858974358974
2017-03-23,0.7520032051282051
2017-03-24,1.1670673076923077
2017-03-25,1.685897435897436
2017-03-26,1.092948717948718
2017-03-27,1.4783653846153846
2017-03-28,0.9891826923076923
2017-03-29,0.7520032051282051
2017-03-30,0.8854166666666666
2017-03-31,1.2668269230769231
2017-04-01,0.796474358974359
2017-04-02,1.185897435897436
2017-04-03,0.0
2017-04-04,1.0080128205128205
2017-04-05,0.5040064102564102
2017-04-06,1.5416666666666665
2017-04-07,1.6009615384615383
2017-04-08,0.592948717948718
2017-04-09,0.6225961538461539
2017-04-10,0.0
2017-04-11,1.0376602564102564
2017-04-12,0.5336538461538461
2017-04-13,0.0
2017-04-14,0.592948717948718
2017-04-15,1.5416666666666665
2017-04-16,0.9190705128205128
2017-04-17,0.5336538461538461
2017-04-18,0.5040064102564102
2017-04-19,1.0080128205128205
2017-04-20,0.5040064102564102
2017-04-21,0.5336538461538461
2017-04-22,0.0
2017-04-23,1.15625
2017-04-24,0.7708333333333333
2017-04-25,0.7411858974358974
2017-04-26,1.0080128205128205
2017-04-27,1.0080128205128205
2017-04-28,1.0673076923076923
2017-04-29,0.0
2017-04-30,1.8381410256410255
2017-05-01,1.0969551282051282
2017-05-02,2.0456730769230766
2017-05-03,1.0080128205128205
2017-05-04,0.5040064102564102
2017-05-05,1.0673076923076923
2017-05-06,1.8084935897435896
2017-05-07,0.8894230769230769
2017-05-08,0.7708333333333333
2017-05-09,1.0080128205128205
2017-05-10,1.0080128205128205
2017-05-11,1.5120192307692306
2017-05-12,1.0673076923076923
2017-05-13,2.9647435897435894
2017-05-14,0.592948717948718
2017-05-15,1.0080128205128205
2017-05-16,1.5120192307692306
2017-05-17,0.7708333333333333
2017-05-18,1.5416666666666665
2017-05-19,1.5713141025641024
2017-05-20,1.2155448717948718
2017-05-21,0.592948717948718
2017-05-22,1.5120192307692306
2017-05-23,1.0080128205128205
2017-05-24,1.5416666666666665
2017-05-25,0.5336538461538461
2017-05-26,0.563301282051282
2017-05-27,2.1642628205128203
2017-05-28,0.6225961538461539
2017-05-29,1.0673076923076923
2017-05-30,1.0376602564102564
2017-05-31,1.0376602564102564
2017-06-01,2.0753205128205128
2017-06-02,0.5336538461538461
2017-06-03,0.9190705128205128
