date,hillary cake
2016-05-01,0.0
2016-05-02,4.245428296438884
2016-05-03,4.245428296438884
2016-05-04,4.245428296438884
2016-05-05,4.245428296438884
2016-05-06,8.876804619826755
2016-05-07,5.017324350336862
2016-05-08,5.017324350336862
2016-05-09,4.245428296438884
2016-05-10,4.245428296438884
2016-05-11,8.490856592877767
2016-05-12,0.0
2016-05-13,6.56111645813282
2016-05-14,0.0
2016-05-15,0.0
2016-05-16,8.490856592877767
2016-05-17,12.35033686236766
2016-05-18,4.245428296438884
2016-05-19,0.0
2016-05-20,8.876804619826755
2016-05-21,7.333012512030798
2016-05-22,5.017324350336862
2016-05-23,8.104908565928778
2016-05-24,8.490856592877767
2016-05-25,8.490856592877767
2016-05-26,4.245428296438884
2016-05-27,4.631376323387872
2016-05-28,5.017324350336862
2016-05-29,7.333012512030798
2016-05-30,0.0
2016-05-31,4.245428296438884
2016-06-01,8.490856592877767
2016-06-02,4.245428296438884
2016-06-03,4.631376323387872
2016-06-04,0.0
2016-06-05,12.35033686236766
2016-06-06,4.245428296438884
2016-06-07,8.490856592877767
2016-06-08,10.806544754571703
2016-06-09,17.367661212704522
2016-06-10,15.437921077959576
2016-06-11,7.333012512030798
2016-06-12,9.648700673724735
2016-06-13,4.245428296438884
2016-06-14,4.245428296438884
2016-06-15,4.245428296438884
2016-06-16,4.245428296438884
2016-06-17,4.631376323387872
2016-06-18,5.017324350336862
2016-06-19,0.0
2016-06-20,0.0
2016-06-21,8.490856592877767
2016-06-22,6.56111645813282
2016-06-23,8.490856592877767
2016-06-24,4.245428296438884
2016-06-25,10.034648700673724
2016-06-26,5.017324350336862
2016-06-27,6.17516843118383
2016-06-28,12.73628488931665
2016-06-29,0.0
2016-06-30,0.0
2016-07-01,8.876804619826755
2016-07-02,12.73628488931665
2016-07-03,10.420596727622714
2016-07-04,8.876804619826755
2016-07-05,13.12223291626564
2016-07-06,11.192492781520691
2016-07-07,4.631376323387872
2016-07-08,8.876804619826755
2016-07-09,5.017324350336862
2016-07-10,10.034648700673724
2016-07-11,4.245428296438884
2016-07-12,8.490856592877767
2016-07-13,8.490856592877767
2016-07-14,4.245428296438884
2016-07-15,8.876804619826755
2016-07-16,5.017324350336862
2016-07-17,5.017324350336862
2016-07-18,12.73628488931665
2016-07-19,13.12223291626564
2016-07-20,6.56111645813282
2016-07-21,4.631376323387872
2016-07-22,8.876804619826755
2016-07-23,20.455245428296436
2016-07-24,7.718960538979788
2016-07-25,8.490856592877767
2016-07-26,4.245428296438884
2016-07-27,23.542829643888354
2016-07-28,21.613089509143407
2016-07-29,38.59480269489894
2016-07-30,23.156881616939362
2016-07-31,10.034648700673724
2016-08-01,10.806544754571703
2016-08-02,13.12223291626564
2016-08-03,4.245428296438884
2016-08-04,8.876804619826755
2016-08-05,11.192492781520691
2016-08-06,10.420596727622714
2016-08-07,10.034648700673724
2016-08-08,4.245428296438884
2016-08-09,12.73628488931665
2016-08-10,6.56111645813282
2016-08-11,4.245428296438884
2016-08-12,4.631376323387872
2016-08-13,5.017324350336862
2016-08-14,5.017324350336862
2016-08-15,6.947064485081809
2016-08-16,6.56111645813282
2016-08-17,6.56111645813282
2016-08-18,6.56111645813282
2016-08-19,13.50818094321463
2016-08-20,5.017324350336862
2016-08-21,5.017324350336862
2016-08-22,4.245428296438884
2016-08-23,4.245428296438884
2016-08-24,4.245428296438884
2016-08-25,4.245428296438884
2016-08-26,4.631376323387872
2016-08-27,0.0
2016-08-28,9.648700673724735
2016-08-29,6.17516843118383
2016-08-30,8.490856592877767
2016-08-31,4.245428296438884
2016-09-01,8.490856592877767
2016-09-02,6.56111645813282
2016-09-03,10.034648700673724
2016-09-04,5.017324350336862
2016-09-05,4.245428296438884
2016-09-06,6.17516843118383
2016-09-07,8.490856592877767
2016-09-08,4.245428296438884
2016-09-09,4.245428296438884
2016-09-10,7.333012512030798
2016-09-11,26.24446583253128
2016-09-12,31.64773820981713
2016-09-13,20.841193455245428
2016-09-14,4.245428296438884
2016-09-15,8.490856592877767
2016-09-16,8.876804619826755
2016-09-17,16.981713185755535
2016-09-18,4.631376323387872
2016-09-19,3.859480269489894
2016-09-20,8.104908565928778
2016-09-21,4.245428296438884
2016-09-22,14.280076997112607
2016-09-23,10.806544754571703
2016-09-24,7.333012512030798
2016-09-25,11.96438883541867
2016-09-26,12.35033686236766
