date,hillary cake
2016-09-27,36.279114533205004
2016-09-28,12.35033686236766
2016-09-29,6.17516843118383
2016-09-30,12.73628488931665
2016-10-01,15.297882579403272
2016-10-02,7.131376323387872
2016-10-03,11.982194417709335
2016-10-04,7.9297401347449465
2016-10-05,9.052454282964389
2016-10-06,10.017324350336862
2016-10-07,8.245428296438885
2016-10-08,15.297882579403272
2016-10-09,6.973532242540904
2016-10-10,27.437921077959576
2016-10-11,14.069778633301251
2016-10-12,9.210298363811358
2016-10-13,12.175168431183831
2016-10-14,7.210298363811357
2016-10-15,9.640038498556304
2016-10-16,8.973532242540905
2016-10-17,5.89461020211742
2016-10-18,5.9297401347449465
2016-10-19,9.017324350336862
2016-10-20,24.96438883541867
2016-10-21,10.210298363811358
2016-10-22,12.947064485081809
2016-10-23,11.604908565928778
2016-10-24,5.982194417709335
2016-10-25,4.9297401347449465
2016-10-26,17.876804619826757
2016-10-27,14.982194417709335
2016-10-28,23.8330125120308
2016-10-29,16.640038498556304
2016-10-30,17.604908565928778
2016-10-31,21.762752646775745
2016-11-01,16.17516843118383
2016-11-02,8.0
2016-11-03,22.0
2016-11-04,6.0
2016-11-05,27.0
2016-11-06,22.0
2016-11-07,15.0
2016-11-08,73.0
2016-11-09,100.0
2016-11-10,26.0
2016-11-11,21.0
2016-11-12,18.0
2016-11-13,18.0
2016-11-14,8.0
2016-11-15,10.0
2016-11-16,18.0
2016-11-17,14.0
2016-11-18,8.0
2016-11-19,11.0
2016-11-20,9.0
2016-11-21,4.0
2016-11-22,8.0
2016-11-23,8.0
2016-11-24,6.0
2016-11-25,4.0
2016-11-26,4.0
2016-11-27,4.0
2016-11-28,6.0
2016-11-29,11.0
2016-11-30,6.0
2016-12-01,4.0
2016-12-02,4.0
2016-12-03,4.0
2016-12-04,4.0
2016-12-05,4.0
2016-12-06,4.0
2016-12-07,8.0
2016-12-08,8.0
2016-12-09,4.0
2016-12-10,15.0
2016-12-11,0.0
2016-12-12,6.0
2016-12-13,0.0
2016-12-14,4.0
2016-12-15,4.0
2016-12-16,8.0
2016-12-17,5.0
2016-12-18,0.0
2016-12-19,4.0
2016-12-20,0.0
2016-12-21,4.0
2016-12-22,4.0
2016-12-23,4.0
2016-12-24,5.0
2016-12-25,10.0
2016-12-26,9.0
2016-12-27,4.0
2016-12-28,4.0
2016-12-29,4.0
2016-12-30,4.0
2016-12-31,5.0
2017-01-01,0.0
2017-01-02,0.0
2017-01-03,6.0
2017-01-04,4.0
2017-01-05,6.0
2017-01-06,8.0
2017-01-07,7.0
2017-01-08,9.0
2017-01-09,0.0
2017-01-10,6.0
2017-01-11,0.0
2017-01-12,0.0
2017-01-13,8.0
2017-01-14,4.0
2017-01-15,4.0
2017-01-16,0.0
2017-01-17,0.0
2017-01-18,8.0
2017-01-19,4.0
2017-01-20,8.0
2017-01-21,11.0
2017-01-22,13.0
2017-01-23,9.0
2017-01-24,7.0
2017-01-25,0.0
2017-01-26,8.0
2017-01-27,0.0
2017-01-28,4.0
2017-01-29,4.0
2017-01-30,0.0
2017-01-31,0.0
2017-02-01,7.0
2017-02-02,4.0
2017-02-03,8.0
2017-02-04,0.0
2017-02-05,4.0
2017-02-06,0.0
2017-02-07,4.0
2017-02-08,0.0
2017-02-09,0.0
2017-02-10,4.0
2017-02-11,4.0
2017-02-12,4.0
2017-02-13,4.0
2017-02-14,0.0
2017-02-15,0.0
2017-02-16,6.0
2017-02-17,4.0
2017-02-18,7.0
2017-02-19,4.0
2017-02-20,4.0
2017-02-21,0.0
2017-02-22,0.0
2017-02-23,0.0
2017-02-24,0.0
2017-02-25,4.0
2017-02-26,4.0
2017-02-27,4.0
2017-02-28,0.0
2017-03-01,0.0
2017-03-02,0.0
2017-03-03,2.453974895397489
2017-03-04,2.0
2017-03-05,4.670502092050209
2017-03-06,4.309623430962343
2017-03-07,2.0
2017-03-08,2.3817991631799162
2017-03-09,0.0
2017-03-10,2.453974895397489
2017-03-11,0.0
2017-03-12,4.742677824267782
2017-03-13,0.0
2017-03-14,0.0
2017-03-15,4.381799163179917
2017-03-16,8.763598326359833
2017-03-17,5.453974895397489
2017-03-18,0.0
2017-03-19,4.742677824267782
2017-03-20,4.381799163179917
2017-03-21,2.0
2017-03-22,0.0
2017-03-23,7.881799163179917
2017-03-24,0.0
2017-03-25,0.0
2017-03-26,0.0
2017-03-27,4.381799163179917
2017-03-28,2.0
2017-03-29,0.0
2017-03-30,0.0
2017-03-31,0.0
2017-04-01,0.0
2017-04-02,0.0
2017-04-03,4.907949790794978
2017-04-04,4.7635983263598325
2017-04-05,0.0
2017-04-06,4.907949790794978
2017-04-07,0.0
2017-04-08,0.0
2017-04-09,5.918410041841003
2017-04-10,0.0
2017-04-11,4.907949790794978
2017-04-12,4.907949790794978
2017-04-13,5.052301255230125
2017-04-14,5.629707112970711
2017-04-15,0.0
2017-04-16,5.918410041841003
2017-04-17,0.0
2017-04-18,0.0
2017-04-19,4.7635983263598325
2017-04-20,12.1255230125523
2017-04-21,10.10460251046025
2017-04-22,0.0
2017-04-23,5.485355648535564
2017-04-24,4.7635983263598325
2017-04-25,0.0
2017-04-26,0.0
2017-04-27,0.0
2017-04-28,0.0
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,5.341004184100418
2017-05-02,9.527196652719665
2017-05-03,9.527196652719665
2017-05-04,0.0
2017-05-05,0.0
2017-05-06,0.0
2017-05-07,5.629707112970711
2017-05-08,0.0
2017-05-09,0.0
2017-05-10,0.0
2017-05-11,0.0
2017-05-12,9.960251046025103
2017-05-13,11.259414225941422
2017-05-14,5.7740585774058575
2017-05-15,0.0
2017-05-16,14.435146443514643
2017-05-17,12.1255230125523
2017-05-18,4.907949790794978
2017-05-19,5.052301255230125
2017-05-20,5.7740585774058575
2017-05-21,0.0
2017-05-22,0.0
2017-05-23,4.7635983263598325
2017-05-24,4.907949790794978
2017-05-25,0.0
2017-05-26,5.341004184100418
2017-05-27,0.0
2017-05-28,5.918410041841003
2017-05-29,0.0
2017-05-30,4.907949790794978
2017-05-31,0.0
2017-06-01,0.0
2017-06-02,5.196652719665272
2017-06-03,0.0
