date,hillary russia
2016-05-01,0.5062447960033306
2016-05-02,1.518734388009992
2016-05-03,0.0
2016-05-04,1.518734388009992
2016-05-05,1.518734388009992
2016-05-06,1.518734388009992
2016-05-07,1.518734388009992
2016-05-08,1.0124895920066612
2016-05-09,1.518734388009992
2016-05-10,5.568692756036636
2016-05-11,4.556203164029975
2016-05-12,1.518734388009992
2016-05-13,4.049958368026645
2016-05-14,2.531223980016653
2016-05-15,3.5437135720233144
2016-05-16,0.5062447960033306
2016-05-17,2.0249791840133224
2016-05-18,2.0249791840133224
2016-05-19,2.0249791840133224
2016-05-20,1.518734388009992
2016-05-21,2.531223980016653
2016-05-22,3.037468776019984
2016-05-23,1.0124895920066612
2016-05-24,1.518734388009992
2016-05-25,1.518734388009992
2016-05-26,2.0249791840133224
2016-05-27,1.0124895920066612
2016-05-28,1.518734388009992
2016-05-29,2.0249791840133224
2016-05-30,2.0249791840133224
2016-05-31,1.518734388009992
2016-06-01,1.0124895920066612
2016-06-02,1.0124895920066612
2016-06-03,2.0249791840133224
2016-06-04,1.518734388009992
2016-06-05,3.037468776019984
2016-06-06,1.0124895920066612
2016-06-07,0.5062447960033306
2016-06-08,3.5437135720233144
2016-06-09,2.0249791840133224
2016-06-10,2.531223980016653
2016-06-11,1.518734388009992
2016-06-12,3.037468776019984
2016-06-13,2.0249791840133224
2016-06-14,5.568692756036636
2016-06-15,8.09991673605329
2016-06-16,4.049958368026645
2016-06-17,2.531223980016653
2016-06-18,2.531223980016653
2016-06-19,4.556203164029975
2016-06-20,2.531223980016653
2016-06-21,2.0249791840133224
2016-06-22,3.037468776019984
2016-06-23,2.0249791840133224
2016-06-24,1.518734388009992
2016-06-25,2.0249791840133224
2016-06-26,1.518734388009992
2016-06-27,1.518734388009992
2016-06-28,2.0249791840133224
2016-06-29,1.518734388009992
2016-06-30,1.0124895920066612
2016-07-01,1.0124895920066612
2016-07-02,1.0124895920066612
2016-07-03,3.037468776019984
2016-07-04,2.0249791840133224
2016-07-05,2.531223980016653
2016-07-06,4.049958368026645
2016-07-07,3.037468776019984
2016-07-08,1.518734388009992
2016-07-09,3.037468776019984
2016-07-10,1.518734388009992
2016-07-11,1.0124895920066612
2016-07-12,1.0124895920066612
2016-07-13,1.0124895920066612
2016-07-14,2.0249791840133224
2016-07-15,2.531223980016653
2016-07-16,1.518734388009992
2016-07-17,3.5437135720233144
2016-07-18,2.0249791840133224
2016-07-19,1.518734388009992
2016-07-20,3.5437135720233144
2016-07-21,2.531223980016653
2016-07-22,2.531223980016653
2016-07-23,3.037468776019984
2016-07-24,6.581182348043298
2016-07-25,12.656119900083265
2016-07-26,12.149875104079936
2016-07-27,37.9683597002498
2016-07-28,31.387177352206496
2016-07-29,19.743547044129894
2016-07-30,14.681099084096587
2016-07-31,9.618651124063282
2016-08-01,13.162364696086597
2016-08-02,8.09991673605329
2016-08-03,6.074937552039968
2016-08-04,4.049958368026645
2016-08-05,4.556203164029975
2016-08-06,3.5437135720233144
2016-08-07,3.037468776019984
2016-08-08,4.049958368026645
2016-08-09,4.556203164029975
2016-08-10,3.5437135720233144
2016-08-11,5.062447960033306
2016-08-12,3.5437135720233144
2016-08-13,3.037468776019984
2016-08-14,2.531223980016653
2016-08-15,4.556203164029975
2016-08-16,3.5437135720233144
2016-08-17,2.531223980016653
2016-08-18,2.531223980016653
2016-08-19,2.531223980016653
2016-08-20,3.5437135720233144
2016-08-21,4.049958368026645
2016-08-22,2.531223980016653
2016-08-23,2.0249791840133224
2016-08-24,1.518734388009992
2016-08-25,3.5437135720233144
2016-08-26,3.5437135720233144
2016-08-27,3.037468776019984
2016-08-28,2.0249791840133224
2016-08-29,2.0249791840133224
2016-08-30,1.518734388009992
2016-08-31,2.0249791840133224
2016-09-01,2.531223980016653
2016-09-02,5.062447960033306
2016-09-03,4.049958368026645
2016-09-04,2.531223980016653
2016-09-05,3.037468776019984
2016-09-06,6.074937552039968
2016-09-07,5.062447960033306
2016-09-08,4.049958368026645
2016-09-09,5.568692756036636
2016-09-10,5.062447960033306
2016-09-11,3.5437135720233144
2016-09-12,5.568692756036636
2016-09-13,3.037468776019984
2016-09-14,4.556203164029975
2016-09-15,3.5437135720233144
2016-09-16,4.049958368026645
2016-09-17,3.037468776019984
2016-09-18,3.037468776019984
2016-09-19,3.5437135720233144
2016-09-20,3.5437135720233144
2016-09-21,4.556203164029975
2016-09-22,4.049958368026645
2016-09-23,3.5437135720233144
2016-09-24,4.556203164029975
2016-09-25,4.049958368026645
2016-09-26,5.062447960033306
2016-09-27,14.174854288093258
2016-09-28,7.087427144046629
2016-09-29,3.5437135720233144
2016-09-30,4.556203164029975
2016-10-01,5.784346378018318
2016-10-02,4.031223980016653
2016-10-03,4.271856786011657
2016-10-04,6.284346378018318
2016-10-05,9.556203164029975
2016-10-06,6.284346378018318
2016-10-07,7.284346378018318
2016-10-08,15.093671940049958
2016-10-09,11.828059950041633
2016-10-10,24.656119900083265
2016-10-11,13.328059950041633
2016-10-12,24.137385512073273
2016-10-13,31.69983347210658
2016-10-14,32.93422148209825
2016-10-15,26.40924229808493
2016-10-16,24.4029975020816
2016-10-17,20.637385512073273
2016-10-18,22.631140716069943
2016-10-19,20.137385512073273
2016-10-20,48.81223980016653
2016-10-21,26.656119900083265
2016-10-22,20.884263114071608
2016-10-23,21.131140716069943
2016-10-24,21.643630308076602
2016-10-25,19.11240632805995
2016-10-26,18.118651124063284
2016-10-27,14.340549542048294
2016-10-28,20.87801831806828
2016-10-29,21.624895920066614
2016-10-30,18.365528726061616
2016-10-31,22.384263114071608
2016-11-01,22.656119900083265
2016-11-02,30.0
2016-11-03,21.0
2016-11-04,21.0
2016-11-05,15.0
2016-11-06,22.0
2016-11-07,28.0
2016-11-08,61.0
2016-11-09,100.0
2016-11-10,33.0
2016-11-11,19.0
2016-11-12,14.0
2016-11-13,8.0
2016-11-14,10.0
2016-11-15,9.0
2016-11-16,5.0
2016-11-17,7.0
2016-11-18,5.0
2016-11-19,6.0
2016-11-20,2.0
2016-11-21,4.0
2016-11-22,4.0
2016-11-23,3.0
2016-11-24,3.0
2016-11-25,3.0
2016-11-26,3.0
2016-11-27,5.0
2016-11-28,3.0
2016-11-29,3.0
2016-11-30,3.0
2016-12-01,2.0
2016-12-02,3.0
2016-12-03,3.0
2016-12-04,2.0
2016-12-05,1.0
2016-12-06,2.0
2016-12-07,1.0
2016-12-08,3.0
2016-12-09,2.0
2016-12-10,7.0
2016-12-11,12.0
2016-12-12,14.0
2016-12-13,12.0
2016-12-14,12.0
2016-12-15,13.0
2016-12-16,15.0
2016-12-17,21.0
2016-12-18,7.0
2016-12-19,7.0
2016-12-20,8.0
2016-12-21,5.0
2016-12-22,4.0
2016-12-23,2.0
2016-12-24,3.0
2016-12-25,3.0
2016-12-26,3.0
2016-12-27,2.0
2016-12-28,2.0
2016-12-29,8.0
2016-12-30,7.0
2016-12-31,7.0
2017-01-01,3.0
2017-01-02,2.0
2017-01-03,4.0
2017-01-04,4.0
2017-01-05,3.0
2017-01-06,3.0
2017-01-07,6.0
2017-01-08,4.0
2017-01-09,4.0
2017-01-10,5.0
2017-01-11,7.0
2017-01-12,6.0
2017-01-13,6.0
2017-01-14,3.0
2017-01-15,5.0
2017-01-16,2.0
2017-01-17,4.0
2017-01-18,2.0
2017-01-19,4.0
2017-01-20,3.0
2017-01-21,5.0
2017-01-22,5.0
2017-01-23,2.0
2017-01-24,2.0
2017-01-25,2.0
2017-01-26,1.0
2017-01-27,3.0
2017-01-28,3.0
2017-01-29,2.0
2017-01-30,1.0
2017-01-31,2.0
2017-02-01,1.0
2017-02-02,3.0
2017-02-03,1.0
2017-02-04,0.0
2017-02-05,1.0
2017-02-06,2.0
2017-02-07,1.0
2017-02-08,1.0
2017-02-09,1.0
2017-02-10,1.0
2017-02-11,2.0
2017-02-12,1.0
2017-02-13,2.0
2017-02-14,6.0
2017-02-15,11.0
2017-02-16,40.0
2017-02-17,38.0
2017-02-18,16.0
2017-02-19,7.0
2017-02-20,5.0
2017-02-21,5.0
2017-02-22,3.0
2017-02-23,3.0
2017-02-24,3.0
2017-02-25,4.0
2017-02-26,3.0
2017-02-27,1.0
2017-02-28,2.0
2017-03-01,1.5572868927589367
2017-03-02,7.261686526122823
2017-03-03,9.027956003666361
2017-03-04,10.179651695692026
2017-03-05,5.368469294225481
2017-03-06,5.425756186984418
2017-03-07,2.602199816681943
2017-03-08,4.462878093492209
2017-03-09,2.462878093492209
2017-03-10,2.1842346471127403
2017-03-11,1.2538955087076076
2017-03-12,3.462878093492209
2017-03-13,3.5898258478460128
2017-03-14,3.9505041246562786
2017-03-15,3.2538955087076076
2017-03-16,1.6966086159486709
2017-03-17,2.462878093492209
2017-03-18,1.405591200733272
2017-03-19,2.766269477543538
2017-03-20,5.425756186984418
2017-03-21,7.065077910174152
2017-03-22,4.856095325389551
2017-03-23,7.843721356553621
2017-03-24,4.716773602199817
2017-03-25,5.077451879010082
2017-03-26,1.3235563703024746
2017-03-27,3.532538955087076
2017-03-28,8.179651695692026
2017-03-29,6.425756186984418
2017-03-30,5.204399633363886
2017-03-31,9.7942254812099
2017-04-01,8.179651695692026
2017-04-02,3.4830430797433545
2017-04-03,2.6471127406049493
2017-04-04,2.507791017415215
2017-04-05,3.2043996333638862
2017-04-06,3.065077910174152
2017-04-07,10.588450962419797
2017-04-08,3.3437213565536203
2017-04-09,1.2538955087076076
2017-04-10,6.4087992667277724
2017-04-11,1.8111824014665443
2017-04-12,2.0898258478460128
2017-04-13,1.6718606782768102
2017-04-14,1.9505041246562786
2017-04-15,1.1145737855178734
2017-04-16,1.9505041246562786
2017-04-17,1.532538955087076
2017-04-18,1.9505041246562786
2017-04-19,1.9505041246562786
2017-04-20,1.6718606782768102
2017-04-21,1.8111824014665443
2017-04-22,1.2538955087076076
2017-04-23,1.1145737855178734
2017-04-24,1.1145737855178734
2017-04-25,1.2538955087076076
2017-04-26,0.9752520623281393
2017-04-27,0.9752520623281393
2017-04-28,0.6966086159486709
2017-04-29,0.41796516956920254
2017-04-30,1.1145737855178734
2017-05-01,0.6966086159486709
2017-05-02,2.368469294225481
2017-05-03,3.6223648029330886
2017-05-04,0.9752520623281393
2017-05-05,1.1145737855178734
2017-05-06,1.532538955087076
2017-05-07,1.8111824014665443
2017-05-08,1.8111824014665443
2017-05-09,2.368469294225481
2017-05-10,6.687442713107241
2017-05-11,5.154903758020165
2017-05-12,5.154903758020165
2017-05-13,3.065077910174152
2017-05-14,2.0898258478460128
2017-05-15,3.3437213565536203
2017-05-16,13.932172318973418
2017-05-17,4.1796516956920255
2017-05-18,5.99083409715857
2017-05-19,6.966086159486709
2017-05-20,5.572868927589367
2017-05-21,3.4830430797433545
2017-05-22,3.2043996333638862
2017-05-23,2.368469294225481
2017-05-24,4.040329972502291
2017-05-25,2.229147571035747
2017-05-26,7.5233730522456455
2017-05-27,7.5233730522456455
2017-05-28,2.925756186984418
2017-05-29,2.6471127406049493
2017-05-30,1.3932172318973417
2017-05-31,2.368469294225481
2017-06-01,5.572868927589367
2017-06-02,5.99083409715857
2017-06-03,1.6718606782768102
