date,barack obama campaign
2016-11-13,10.0
2016-11-14,0.0
2016-11-15,27.0
2016-11-16,0.0
2016-11-17,9.0
2016-11-18,0.0
2016-11-19,10.0
2016-11-20,10.0
2016-11-21,0.0
2016-11-22,36.0
2016-11-23,18.0
2016-11-24,19.0
2016-11-25,0.0
2016-11-26,10.0
2016-11-27,10.0
2016-11-28,27.0
2016-11-29,62.0
2016-11-30,0.0
2016-12-01,9.0
2016-12-02,19.0
2016-12-03,0.0
2016-12-04,0.0
2016-12-05,0.0
2016-12-06,9.0
2016-12-07,9.0
2016-12-08,9.0
2016-12-09,10.0
2016-12-10,0.0
2016-12-11,43.0
2016-12-12,0.0
2016-12-13,18.0
2016-12-14,18.0
2016-12-15,0.0
2016-12-16,0.0
2016-12-17,0.0
2016-12-18,0.0
2016-12-19,0.0
2016-12-20,0.0
2016-12-21,0.0
2016-12-22,10.0
2016-12-23,0.0
2016-12-24,0.0
2016-12-25,0.0
2016-12-26,0.0
2016-12-27,19.0
2016-12-28,0.0
2016-12-29,0.0
2016-12-30,0.0
2016-12-31,11.0
2017-01-01,11.0
2017-01-02,0.0
2017-01-03,9.0
2017-01-04,18.0
2017-01-05,0.0
2017-01-06,0.0
2017-01-07,0.0
2017-01-08,10.0
2017-01-09,0.0
2017-01-10,0.0
2017-01-11,17.0
2017-01-12,9.0
2017-01-13,9.0
2017-01-14,0.0
2017-01-15,0.0
2017-01-16,0.0
2017-01-17,0.0
2017-01-18,17.0
2017-01-19,53.0
2017-01-20,72.0
2017-01-21,20.0
2017-01-22,0.0
2017-01-23,0.0
2017-01-24,17.0
2017-01-25,9.0
2017-01-26,0.0
2017-01-27,0.0
2017-01-28,0.0
2017-01-29,0.0
2017-01-30,17.0
2017-01-31,0.0
2017-02-01,0.0
2017-02-02,0.0
2017-02-03,0.0
2017-02-04,10.0
2017-02-05,19.0
2017-02-06,17.0
2017-02-07,9.0
2017-02-08,17.0
2017-02-09,9.0
2017-02-10,9.0
2017-02-11,0.0
2017-02-12,10.0
2017-02-13,17.0
2017-02-14,17.0
2017-02-15,18.0
2017-02-16,17.0
2017-02-17,9.0
2017-02-18,30.0
2017-02-19,31.0
2017-02-20,0.0
2017-02-21,9.0
2017-02-22,26.0
2017-02-23,9.0
2017-02-24,18.0
2017-02-25,0.0
2017-02-26,0.0
2017-02-27,18.0
2017-02-28,18.0
2017-03-01,22.776258992805754
2017-03-02,14.50863309352518
2017-03-03,9.0
2017-03-04,16.759712230215825
2017-03-05,16.259712230215825
2017-03-06,6.008633093525179
2017-03-07,24.266906474820143
2017-03-08,6.008633093525179
2017-03-09,14.50863309352518
2017-03-10,10.758992805755394
2017-03-11,23.76978417266187
2017-03-12,0.0
2017-03-13,16.51726618705036
2017-03-14,0.0
2017-03-15,13.0
2017-03-16,20.51726618705036
2017-03-17,21.517985611510788
2017-03-18,5.0
2017-03-19,0.0
2017-03-20,4.5
2017-03-21,6.008633093525179
2017-03-22,8.5
2017-03-23,19.00863309352518
2017-03-24,0.0
2017-03-25,0.0
2017-03-26,12.010071942446043
2017-03-27,20.51726618705036
2017-03-28,6.008633093525179
2017-03-29,19.258992805755394
2017-03-30,0.0
2017-03-31,11.009352517985612
2017-04-01,0.0
2017-04-02,14.520863309352517
2017-04-03,0.0
2017-04-04,36.55251798561151
2017-04-05,24.53525179856115
2017-04-06,12.51798561151079
2017-04-07,0.0
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,0.0
2017-04-11,37.05323741007194
2017-04-12,12.51798561151079
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,15.021582733812949
2017-04-17,0.0
2017-04-18,0.0
2017-04-19,12.017266187050359
2017-04-20,0.0
2017-04-21,0.0
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,12.51798561151079
2017-04-25,12.017266187050359
2017-04-26,36.051798561151074
2017-04-27,0.0
2017-04-28,25.53669064748201
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,13.519424460431653
2017-05-02,12.017266187050359
2017-05-03,12.017266187050359
2017-05-04,0.0
2017-05-05,12.51798561151079
2017-05-06,0.0
2017-05-07,14.520863309352517
2017-05-08,0.0
2017-05-09,0.0
2017-05-10,0.0
2017-05-11,24.53525179856115
2017-05-12,12.51798561151079
2017-05-13,0.0
2017-05-14,14.520863309352517
2017-05-15,12.017266187050359
2017-05-16,12.017266187050359
2017-05-17,37.05323741007194
2017-05-18,12.51798561151079
2017-05-19,0.0
2017-05-20,14.520863309352517
2017-05-21,0.0
2017-05-22,37.05323741007194
2017-05-23,12.017266187050359
2017-05-24,0.0
2017-05-25,13.018705035971221
2017-05-26,27.038848920863305
2017-05-27,15.021582733812949
2017-05-28,15.021582733812949
2017-05-29,0.0
2017-05-30,50.07194244604316
2017-05-31,25.03597122302158
2017-06-01,12.51798561151079
2017-06-02,13.018705035971221
2017-06-03,14.520863309352517
