date,hillary burger
2016-05-01,9.169474727452924
2016-05-02,0.0
2016-05-03,15.282457879088208
2016-05-04,7.641228939544104
2016-05-05,8.150644202180377
2016-05-06,0.0
2016-05-07,14.26362735381566
2016-05-08,9.169474727452924
2016-05-09,15.79187314172448
2016-05-10,7.641228939544104
2016-05-11,7.641228939544104
2016-05-12,0.0
2016-05-13,0.0
2016-05-14,9.169474727452924
2016-05-15,9.169474727452924
2016-05-16,23.433102081268583
2016-05-17,7.641228939544104
2016-05-18,7.641228939544104
2016-05-19,0.0
2016-05-20,8.150644202180377
2016-05-21,0.0
2016-05-22,9.169474727452924
2016-05-23,7.641228939544104
2016-05-24,0.0
2016-05-25,8.150644202180377
2016-05-26,8.150644202180377
2016-05-27,8.660059464816651
2016-05-28,18.848364717542122
2016-05-29,9.169474727452924
2016-05-30,8.150644202180377
2016-05-31,7.641228939544104
2016-06-01,0.0
2016-06-02,0.0
2016-06-03,8.150644202180377
2016-06-04,9.678889990089198
2016-06-05,9.169474727452924
2016-06-06,7.641228939544104
2016-06-07,7.641228939544104
2016-06-08,19.86719524281467
2016-06-09,24.45193260654113
2016-06-10,16.81070366699703
2016-06-11,28.017839444995047
2016-06-12,9.169474727452924
2016-06-13,0.0
2016-06-14,15.79187314172448
2016-06-15,8.150644202180377
2016-06-16,11.716551040634291
2016-06-17,0.0
2016-06-18,9.678889990089198
2016-06-19,9.678889990089198
2016-06-20,11.716551040634291
2016-06-21,0.0
2016-06-22,23.942517343904857
2016-06-23,8.150644202180377
2016-06-24,16.81070366699703
2016-06-25,9.169474727452924
2016-06-26,9.169474727452924
2016-06-27,0.0
2016-06-28,0.0
2016-06-29,0.0
2016-06-30,8.150644202180377
2016-07-01,8.150644202180377
2016-07-02,0.0
2016-07-03,9.678889990089198
2016-07-04,8.660059464816651
2016-07-05,16.301288404360754
2016-07-06,12.225966303270566
2016-07-07,8.150644202180377
2016-07-08,25.47076313181368
2016-07-09,0.0
2016-07-10,18.848364717542122
2016-07-11,0.0
2016-07-12,15.79187314172448
2016-07-13,12.225966303270566
2016-07-14,16.301288404360754
2016-07-15,8.150644202180377
2016-07-16,0.0
2016-07-17,9.678889990089198
2016-07-18,24.45193260654113
2016-07-19,8.150644202180377
2016-07-20,8.150644202180377
2016-07-21,0.0
2016-07-22,0.0
2016-07-23,9.678889990089198
2016-07-24,18.848364717542122
2016-07-25,15.79187314172448
2016-07-26,12.225966303270566
2016-07-27,16.301288404360754
2016-07-28,16.301288404360754
2016-07-29,50.94152626362736
2016-07-30,14.26362735381566
2016-07-31,19.357779980178396
2016-08-01,20.37661050545094
2016-08-02,24.45193260654113
