date,hillary burger
2016-08-03,12.225966303270566
2016-08-04,16.301288404360754
2016-08-05,16.81070366699703
2016-08-06,9.678889990089198
2016-08-07,9.678889990089198
2016-08-08,8.150644202180377
2016-08-09,8.150644202180377
2016-08-10,16.301288404360754
2016-08-11,8.150644202180377
2016-08-12,8.150644202180377
2016-08-13,0.0
2016-08-14,0.0
2016-08-15,8.150644202180377
2016-08-16,0.0
2016-08-17,8.150644202180377
2016-08-18,8.150644202180377
2016-08-19,0.0
2016-08-20,0.0
2016-08-21,9.169474727452924
2016-08-22,8.150644202180377
2016-08-23,16.301288404360754
2016-08-24,8.150644202180377
2016-08-25,12.225966303270566
2016-08-26,8.150644202180377
2016-08-27,9.169474727452924
2016-08-28,0.0
2016-08-29,11.716551040634291
2016-08-30,0.0
2016-08-31,8.150644202180377
2016-09-01,0.0
2016-09-02,0.0
2016-09-03,0.0
2016-09-04,9.169474727452924
2016-09-05,8.150644202180377
2016-09-06,15.282457879088208
2016-09-07,7.641228939544104
2016-09-08,11.716551040634291
2016-09-09,8.150644202180377
2016-09-10,9.169474727452924
2016-09-11,31.58374628344896
2016-09-12,23.942517343904857
2016-09-13,19.357779980178396
2016-09-14,15.282457879088208
2016-09-15,19.86719524281467
2016-09-16,24.45193260654113
2016-09-17,9.169474727452924
2016-09-18,17.829534192269573
2016-09-19,7.641228939544104
2016-09-20,7.641228939544104
2016-09-21,15.282457879088208
2016-09-22,22.923686818632312
2016-09-23,16.301288404360754
2016-09-24,13.754212091179387
2016-09-25,9.169474727452924
2016-09-26,7.641228939544104
2016-09-27,26.489593657086225
2016-09-28,11.716551040634291
2016-09-29,23.433102081268583
2016-09-30,15.79187314172448
2016-10-01,8.830029732408326
2016-10-02,23.73538156590684
2016-10-03,21.10356788899901
2016-10-04,7.820614469772051
2016-10-05,7.820614469772051
2016-10-06,23.282457879088206
2016-10-07,7.89593657086224
2016-10-08,9.5
2016-10-09,0.0
2016-10-10,17.820614469772053
2016-10-11,23.027750247770072
2016-10-12,7.820614469772051
2016-10-13,23.282457879088206
2016-10-14,23.89593657086224
2016-10-15,13.622398414271556
2016-10-16,20.16005946481665
2016-10-17,11.386521308225966
2016-10-18,18.669474727452922
2016-10-19,17.20713577799802
2016-10-20,15.424182358771061
2016-10-21,19.49950445986125
2016-10-22,19.952428146679882
2016-10-23,13.622398414271556
2016-10-24,9.820614469772051
2016-10-25,19.065906838453916
2016-10-26,13.386521308225966
2016-10-27,21.424182358771063
2016-10-28,19.716551040634293
2016-10-29,26.57482656095144
2016-10-30,26.952428146679882
2016-10-31,13.678889990089198
2016-11-01,8.0
2016-11-02,20.0
2016-11-03,19.0
2016-11-04,20.0
2016-11-05,9.0
2016-11-06,31.0
2016-11-07,34.0
2016-11-08,87.0
2016-11-09,100.0
2016-11-10,23.0
2016-11-11,41.0
2016-11-12,18.0
2016-11-13,35.0
2016-11-14,30.0
2016-11-15,15.0
2016-11-16,15.0
2016-11-17,23.0
2016-11-18,8.0
2016-11-19,9.0
2016-11-20,9.0
2016-11-21,15.0
2016-11-22,11.0
2016-11-23,0.0
2016-11-24,16.0
2016-11-25,12.0
2016-11-26,13.0
2016-11-27,9.0
2016-11-28,0.0
2016-11-29,15.0
2016-11-30,8.0
2016-12-01,8.0
2016-12-02,16.0
2016-12-03,9.0
2016-12-04,0.0
2016-12-05,0.0
2016-12-06,0.0
2016-12-07,0.0
2016-12-08,8.0
2016-12-09,8.0
2016-12-10,10.0
2016-12-11,0.0
2016-12-12,0.0
2016-12-13,0.0
2016-12-14,0.0
2016-12-15,8.0
2016-12-16,8.0
2016-12-17,18.0
2016-12-18,9.0
2016-12-19,0.0
2016-12-20,0.0
2016-12-21,0.0
2016-12-22,8.0
2016-12-23,9.0
2016-12-24,0.0
2016-12-25,0.0
2016-12-26,0.0
2016-12-27,8.0
2016-12-28,0.0
2016-12-29,8.0
2016-12-30,9.0
2016-12-31,0.0
2017-01-01,0.0
2017-01-02,8.0
2017-01-03,8.0
2017-01-04,8.0
2017-01-05,0.0
2017-01-06,8.0
2017-01-07,0.0
2017-01-08,9.0
2017-01-09,0.0
2017-01-10,0.0
2017-01-11,8.0
2017-01-12,7.0
2017-01-13,8.0
2017-01-14,0.0
2017-01-15,0.0
2017-01-16,0.0
2017-01-17,15.0
2017-01-18,7.0
2017-01-19,8.0
2017-01-20,0.0
2017-01-21,26.0
2017-01-22,8.0
2017-01-23,7.0
2017-01-24,11.0
2017-01-25,7.0
2017-01-26,0.0
2017-01-27,0.0
2017-01-28,9.0
2017-01-29,8.0
2017-01-30,0.0
2017-01-31,7.0
2017-02-01,15.0
2017-02-02,7.0
2017-02-03,0.0
2017-02-04,17.0
2017-02-05,0.0
2017-02-06,0.0
2017-02-07,7.0
2017-02-08,7.0
2017-02-09,7.0
2017-02-10,8.0
2017-02-11,9.0
2017-02-12,0.0
2017-02-13,0.0
2017-02-14,0.0
2017-02-15,0.0
2017-02-16,0.0
2017-02-17,8.0
2017-02-18,17.0
2017-02-19,9.0
2017-02-20,0.0
2017-02-21,7.0
2017-02-22,15.0
2017-02-23,0.0
2017-02-24,0.0
2017-02-25,0.0
2017-02-26,0.0
2017-02-27,0.0
2017-02-28,0.0
2017-03-01,3.5
2017-03-02,8.306640625
2017-03-03,0.0
2017-03-04,4.0
2017-03-05,0.0
2017-03-06,8.306640625
2017-03-07,3.5
2017-03-08,0.0
2017-03-09,0.0
2017-03-10,9.015625
2017-03-11,0.0
2017-03-12,0.0
2017-03-13,8.306640625
2017-03-14,0.0
2017-03-15,0.0
2017-03-16,8.306640625
2017-03-17,0.0
2017-03-18,8.2548828125
2017-03-19,0.0
2017-03-20,0.0
2017-03-21,3.5
2017-03-22,3.5
2017-03-23,8.4111328125
2017-03-24,0.0
2017-03-25,0.0
2017-03-26,12.2470703125
2017-03-27,0.0
2017-03-28,3.5
2017-03-29,0.0
2017-03-30,0.0
2017-03-31,14.3447265625
2017-04-01,0.0
2017-04-02,0.0
2017-04-03,0.0
2017-04-04,0.0
2017-04-05,0.0
2017-04-06,0.0
2017-04-07,0.0
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,10.03125
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,0.0
2017-04-18,9.61328125
2017-04-19,0.0
2017-04-20,9.822265625
2017-04-21,10.240234375
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,0.0
2017-04-25,0.0
2017-04-26,0.0
2017-04-27,0.0
2017-04-28,0.0
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,10.658203125
2017-05-02,9.822265625
2017-05-03,19.2265625
2017-05-04,9.822265625
2017-05-05,10.240234375
2017-05-06,0.0
2017-05-07,11.494140625
2017-05-08,0.0
2017-05-09,9.822265625
2017-05-10,9.822265625
2017-05-11,0.0
2017-05-12,0.0
2017-05-13,0.0
2017-05-14,0.0
2017-05-15,0.0
2017-05-16,9.822265625
2017-05-17,9.822265625
2017-05-18,0.0
2017-05-19,0.0
2017-05-20,11.703125
2017-05-21,0.0
2017-05-22,0.0
2017-05-23,19.435546875
2017-05-24,10.03125
2017-05-25,0.0
2017-05-26,0.0
2017-05-27,11.912109375
2017-05-28,0.0
2017-05-29,20.8984375
2017-05-30,10.03125
2017-05-31,20.0625
2017-06-01,20.0625
2017-06-02,15.673828125
2017-06-03,11.703125
