date,paris accord
2016-05-01,20.058651026392962
2016-05-02,21.544477028347995
2016-05-03,20.80156402737048
2016-05-04,12.62952101661779
2016-05-05,17.82991202346041
2016-05-06,7.429130009775172
2016-05-07,6.686217008797654
2016-05-08,6.686217008797654
2016-05-09,22.287390029325515
2016-05-10,28.23069403714565
2016-05-11,14.115347018572825
2016-05-12,23.03030303030303
2016-05-13,16.344086021505376
2016-05-14,13.372434017595308
2016-05-15,6.686217008797654
2016-05-16,15.60117302052786
2016-05-17,22.287390029325515
2016-05-18,28.23069403714565
2016-05-19,20.058651026392962
2016-05-20,22.287390029325515
2016-05-21,8.172043010752688
2016-05-22,14.858260019550343
2016-05-23,14.115347018572825
2016-05-24,15.60117302052786
2016-05-25,15.60117302052786
2016-05-26,22.287390029325515
2016-05-27,23.773216031280548
2016-05-28,11.886608015640274
2016-05-29,11.886608015640274
2016-05-30,8.914956011730204
2016-05-31,18.57282502443793
2016-06-01,20.058651026392962
2016-06-02,24.516129032258064
2016-06-03,11.886608015640274
2016-06-04,15.60117302052786
2016-06-05,13.372434017595308
2016-06-06,25.25904203323558
2016-06-07,18.57282502443793
2016-06-08,74.29130009775172
2016-06-09,15.60117302052786
2016-06-10,19.315738025415445
2016-06-11,6.686217008797654
2016-06-12,16.344086021505376
2016-06-13,17.82991202346041
2016-06-14,12.62952101661779
2016-06-15,18.57282502443793
2016-06-16,11.143695014662757
2016-06-17,10.40078201368524
2016-06-18,13.372434017595308
2016-06-19,3.714565004887586
2016-06-20,5.943304007820137
2016-06-21,12.62952101661779
2016-06-22,8.172043010752688
2016-06-23,10.40078201368524
2016-06-24,10.40078201368524
2016-06-25,11.886608015640274
2016-06-26,8.172043010752688
2016-06-27,18.57282502443793
2016-06-28,12.62952101661779
2016-06-29,11.143695014662757
2016-06-30,7.429130009775172
2016-07-01,10.40078201368524
2016-07-02,14.115347018572825
2016-07-03,15.60117302052786
2016-07-04,14.858260019550343
2016-07-05,11.886608015640274
2016-07-06,17.82991202346041
2016-07-07,7.429130009775172
2016-07-08,4.457478005865102
2016-07-09,15.60117302052786
2016-07-10,5.20039100684262
2016-07-11,13.372434017595308
2016-07-12,17.086999022482892
2016-07-13,11.886608015640274
2016-07-14,10.40078201368524
2016-07-15,2.9716520039100685
2016-07-16,10.40078201368524
2016-07-17,10.40078201368524
2016-07-18,7.429130009775172
2016-07-19,11.886608015640274
2016-07-20,19.315738025415445
2016-07-21,10.40078201368524
2016-07-22,10.40078201368524
2016-07-23,10.40078201368524
2016-07-24,13.372434017595308
2016-07-25,5.943304007820137
2016-07-26,18.57282502443793
2016-07-27,14.858260019550343
2016-07-28,11.886608015640274
2016-07-29,7.429130009775172
2016-07-30,3.714565004887586
2016-07-31,6.686217008797654
2016-08-01,14.115347018572825
2016-08-02,8.914956011730204
2016-08-03,14.858260019550343
2016-08-04,5.943304007820137
2016-08-05,10.40078201368524
2016-08-06,5.20039100684262
