date,paris accord
2016-08-07,10.40078201368524
2016-08-08,5.943304007820137
2016-08-09,5.943304007820137
2016-08-10,7.429130009775172
2016-08-11,11.886608015640274
2016-08-12,2.9716520039100685
2016-08-13,10.40078201368524
2016-08-14,5.20039100684262
2016-08-15,2.9716520039100685
2016-08-16,5.943304007820137
2016-08-17,10.40078201368524
2016-08-18,14.858260019550343
2016-08-19,8.914956011730204
2016-08-20,18.57282502443793
2016-08-21,8.172043010752688
2016-08-22,9.657869012707723
2016-08-23,15.60117302052786
2016-08-24,8.914956011730204
2016-08-25,8.914956011730204
2016-08-26,10.40078201368524
2016-08-27,10.40078201368524
2016-08-28,11.886608015640274
2016-08-29,14.115347018572825
2016-08-30,14.115347018572825
2016-08-31,17.086999022482892
2016-09-01,15.60117302052786
2016-09-02,11.886608015640274
2016-09-03,45.317693059628546
2016-09-04,28.23069403714565
2016-09-05,30.459433040078203
2016-09-06,15.60117302052786
2016-09-07,25.25904203323558
2016-09-08,12.62952101661779
2016-09-09,21.544477028347995
2016-09-10,6.686217008797654
2016-09-11,5.20039100684262
2016-09-12,12.62952101661779
2016-09-13,25.25904203323558
2016-09-14,14.115347018572825
2016-09-15,24.516129032258064
2016-09-16,8.914956011730204
2016-09-17,14.858260019550343
2016-09-18,15.60117302052786
2016-09-19,11.886608015640274
2016-09-20,23.03030303030303
2016-09-21,31.945259042033236
2016-09-22,15.60117302052786
2016-09-23,24.516129032258064
2016-09-24,9.657869012707723
2016-09-25,9.657869012707723
2016-09-26,23.03030303030303
2016-09-27,17.82991202346041
2016-09-28,24.516129032258064
2016-09-29,20.80156402737048
2016-09-30,23.03030303030303
2016-10-01,10.571847507331379
2016-10-02,26.50097751710655
2016-10-03,28.00097751710655
2016-10-04,41.287390029325515
2016-10-05,30.20136852394917
2016-10-06,44.65884652981427
2016-10-07,30.37243401759531
2016-10-08,16.814760508308893
2016-10-09,19.80058651026393
2016-10-10,30.586999022482892
2016-10-11,28.344086021505376
2016-10-12,26.62952101661779
2016-10-13,19.515151515151516
2016-10-14,33.21554252199414
2016-10-15,21.643695014662757
2016-10-16,25.015151515151516
2016-10-17,21.386608015640274
2016-10-18,25.858260019550343
2016-10-19,32.229716520039105
2016-10-20,24.029325513196483
2016-10-21,16.32893450635386
2016-10-22,22.886608015640274
2016-10-23,22.772238514174
2016-10-24,24.015151515151516
2016-10-25,17.143695014662757
2016-10-26,18.643695014662757
2016-10-27,22.772238514174
2016-10-28,11.571847507331379
2016-10-29,15.657869012707723
2016-10-30,14.314760508308895
2016-10-31,23.15786901270772
2016-11-01,14.071847507331379
2016-11-02,28.0
2016-11-03,48.0
2016-11-04,68.0
2016-11-05,51.0
2016-11-06,20.0
2016-11-07,45.0
2016-11-08,26.0
2016-11-09,100.0
2016-11-10,82.0
2016-11-11,72.0
2016-11-12,26.0
2016-11-13,50.0
2016-11-14,49.0
2016-11-15,60.0
2016-11-16,42.0
2016-11-17,45.0
2016-11-18,30.0
2016-11-19,25.0
2016-11-20,32.0
2016-11-21,33.0
2016-11-22,35.0
2016-11-23,37.0
2016-11-24,38.0
2016-11-25,33.0
2016-11-26,22.0
2016-11-27,31.0
2016-11-28,20.0
2016-11-29,35.0
2016-11-30,30.0
2016-12-01,23.0
2016-12-02,29.0
2016-12-03,15.0
2016-12-04,22.0
2016-12-05,25.0
2016-12-06,27.0
2016-12-07,20.0
2016-12-08,30.0
2016-12-09,25.0
2016-12-10,8.0
2016-12-11,26.0
2016-12-12,35.0
2016-12-13,19.0
2016-12-14,35.0
2016-12-15,9.0
2016-12-16,22.0
2016-12-17,14.0
2016-12-18,10.0
2016-12-19,24.0
2016-12-20,24.0
2016-12-21,12.0
2016-12-22,20.0
2016-12-23,5.0
2016-12-24,6.0
2016-12-25,11.0
2016-12-26,17.0
2016-12-27,18.0
2016-12-28,6.0
2016-12-29,16.0
2016-12-30,21.0
2016-12-31,9.0
2017-01-01,11.0
2017-01-02,28.0
2017-01-03,26.0
2017-01-04,14.0
2017-01-05,16.0
2017-01-06,21.0
2017-01-07,7.0
2017-01-08,15.0
2017-01-09,30.0
2017-01-10,27.0
2017-01-11,18.0
2017-01-12,18.0
2017-01-13,23.0
2017-01-14,13.0
2017-01-15,21.0
2017-01-16,22.0
2017-01-17,17.0
2017-01-18,24.0
2017-01-19,16.0
2017-01-20,17.0
2017-01-21,16.0
2017-01-22,6.0
2017-01-23,21.0
2017-01-24,15.0
2017-01-25,24.0
2017-01-26,36.0
2017-01-27,34.0
2017-01-28,12.0
2017-01-29,28.0
2017-01-30,24.0
2017-01-31,15.0
2017-02-01,34.0
2017-02-02,24.0
2017-02-03,28.0
2017-02-04,18.0
2017-02-05,13.0
2017-02-06,22.0
2017-02-07,21.0
2017-02-08,26.0
2017-02-09,13.0
2017-02-10,23.0
2017-02-11,13.0
2017-02-12,19.0
2017-02-13,14.0
2017-02-14,22.0
2017-02-15,13.0
2017-02-16,22.0
2017-02-17,12.0
2017-02-18,13.0
2017-02-19,20.0
2017-02-20,27.0
2017-02-21,18.0
2017-02-22,11.0
2017-02-23,28.0
2017-02-24,23.0
2017-02-25,5.0
2017-02-26,8.0
2017-02-27,25.0
2017-02-28,23.0
2017-03-01,14.0
2017-03-02,9.0
2017-03-03,14.5
2017-03-04,2.5
2017-03-05,6.5
2017-03-06,6.0
2017-03-07,9.0
2017-03-08,11.0
2017-03-09,12.5
2017-03-10,13.0
2017-03-11,7.0
2017-03-12,12.5
2017-03-13,9.0
2017-03-14,11.5
2017-03-15,11.0
2017-03-16,14.5
2017-03-17,7.0
2017-03-18,9.5
2017-03-19,9.5
2017-03-20,9.0
2017-03-21,11.5
2017-03-22,11.5
2017-03-23,9.0
2017-03-24,9.5
2017-03-25,5.0
2017-03-26,4.0
2017-03-27,6.0
2017-03-28,17.5
2017-03-29,16.0
2017-03-30,16.5
2017-03-31,9.0
2017-04-01,5.5
2017-04-02,0.0
2017-04-03,0.0
2017-04-04,0.0
2017-04-05,0.0
2017-04-06,0.0
2017-04-07,0.0
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,0.0
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,0.0
2017-04-18,0.0
2017-04-19,0.0
2017-04-20,0.0
2017-04-21,0.0
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,0.0
2017-04-25,0.0
2017-04-26,0.0
2017-04-27,0.0
2017-04-28,0.0
2017-04-29,0.0
2017-04-30,1.0
2017-05-01,0.0
2017-05-02,0.0
2017-05-03,0.0
2017-05-04,0.0
2017-05-05,0.0
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,0.0
2017-05-09,0.0
2017-05-10,0.0
2017-05-11,0.0
2017-05-12,0.0
2017-05-13,0.0
2017-05-14,0.0
2017-05-15,0.0
2017-05-16,0.0
2017-05-17,0.0
2017-05-18,0.0
2017-05-19,0.0
2017-05-20,0.0
2017-05-21,0.0
2017-05-22,0.0
2017-05-23,0.0
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,0.0
2017-05-27,3.0
2017-05-28,3.0
2017-05-29,1.0
2017-05-30,1.0
2017-05-31,18.0
2017-06-01,81.0
2017-06-02,100.0
2017-06-03,39.0
