date,donald trump narcissism
2016-05-01,0.0
2016-05-02,28.903726708074537
2016-05-03,0.0
2016-05-04,57.102484472049696
2016-05-05,29.608695652173914
2016-05-06,0.0
2016-05-07,0.0
2016-05-08,33.838509316770185
2016-05-09,0.0
2016-05-10,0.0
2016-05-11,0.0
2016-05-12,0.0
2016-05-13,0.0
2016-05-14,0.0
2016-05-15,0.0
2016-05-16,57.102484472049696
2016-05-17,0.0
2016-05-18,0.0
2016-05-19,28.903726708074537
2016-05-20,29.608695652173914
2016-05-21,33.838509316770185
2016-05-22,33.838509316770185
2016-05-23,0.0
2016-05-24,0.0
2016-05-25,0.0
2016-05-26,0.0
2016-05-27,0.0
2016-05-28,0.0
2016-05-29,0.0
2016-05-30,0.0
2016-05-31,0.0
2016-06-01,0.0
2016-06-02,0.0
2016-06-03,0.0
2016-06-04,34.54347826086957
2016-06-05,0.0
2016-06-06,0.0
2016-06-07,0.0
2016-06-08,28.903726708074537
2016-06-09,0.0
2016-06-10,0.0
2016-06-11,0.0
2016-06-12,0.0
2016-06-13,0.0
2016-06-14,0.0
2016-06-15,0.0
2016-06-16,0.0
2016-06-17,0.0
2016-06-18,0.0
2016-06-19,0.0
2016-06-20,0.0
2016-06-21,0.0
2016-06-22,0.0
2016-06-23,0.0
2016-06-24,0.0
2016-06-25,0.0
2016-06-26,0.0
2016-06-27,0.0
2016-06-28,0.0
2016-06-29,28.903726708074537
2016-06-30,0.0
2016-07-01,0.0
2016-07-02,0.0
2016-07-03,0.0
2016-07-04,0.0
2016-07-05,0.0
2016-07-06,0.0
2016-07-07,29.608695652173914
2016-07-08,0.0
2016-07-09,0.0
2016-07-10,0.0
2016-07-11,0.0
2016-07-12,0.0
2016-07-13,0.0
2016-07-14,0.0
2016-07-15,30.313664596273295
2016-07-16,0.0
2016-07-17,0.0
2016-07-18,29.608695652173914
2016-07-19,0.0
2016-07-20,29.608695652173914
2016-07-21,0.0
2016-07-22,30.313664596273295
2016-07-23,0.0
2016-07-24,34.54347826086957
2016-07-25,0.0
2016-07-26,0.0
2016-07-27,0.0
2016-07-28,0.0
2016-07-29,31.018633540372672
2016-07-30,69.79192546583852
2016-07-31,34.54347826086957
2016-08-01,0.0
2016-08-02,0.0
2016-08-03,59.21739130434783
2016-08-04,59.21739130434783
2016-08-05,0.0
2016-08-06,70.4968944099379
2016-08-07,34.54347826086957
2016-08-08,0.0
2016-08-09,58.51242236024845
2016-08-10,0.0
2016-08-11,0.0
2016-08-12,30.313664596273295
2016-08-13,0.0
2016-08-14,0.0
2016-08-15,31.018633540372672
2016-08-16,29.608695652173914
2016-08-17,0.0
2016-08-18,0.0
2016-08-19,0.0
2016-08-20,0.0
2016-08-21,0.0
2016-08-22,0.0
2016-08-23,28.903726708074537
2016-08-24,0.0
2016-08-25,0.0
2016-08-26,0.0
2016-08-27,0.0
2016-08-28,33.13354037267081
2016-08-29,0.0
2016-08-30,0.0
2016-08-31,55.692546583850934
2016-09-01,0.0
2016-09-02,0.0
2016-09-03,0.0
2016-09-04,0.0
2016-09-05,0.0
2016-09-06,0.0
2016-09-07,28.19875776397516
2016-09-08,0.0
2016-09-09,0.0
2016-09-10,65.56211180124224
2016-09-11,0.0
2016-09-12,0.0
2016-09-13,0.0
2016-09-14,28.19875776397516
2016-09-15,0.0
2016-09-16,0.0
2016-09-17,33.13354037267081
2016-09-18,0.0
2016-09-19,0.0
2016-09-20,0.0
2016-09-21,0.0
2016-09-22,0.0
2016-09-23,0.0
2016-09-24,0.0
2016-09-25,0.0
2016-09-26,27.49378881987578
2016-09-27,27.49378881987578
2016-09-28,0.0
2016-09-29,28.19875776397516
2016-09-30,28.903726708074537
2016-10-01,0.0
2016-10-02,9.5
2016-10-03,13.74689440993789
2016-10-04,13.3944099378882
2016-10-05,22.246894409937887
2016-10-06,0.0
2016-10-07,0.0
2016-10-08,25.861801242236027
2016-10-09,25.861801242236027
2016-10-10,22.59937888198758
2016-10-11,30.746894409937887
2016-10-12,45.69875776397516
2016-10-13,44.493788819875775
2016-10-14,0.0
2016-10-15,35.714285714285715
2016-10-16,9.5
2016-10-17,0.0
2016-10-18,8.5
2016-10-19,13.3944099378882
2016-10-20,48.14130434782609
2016-10-21,8.5
2016-10-22,9.5
2016-10-23,0.0
2016-10-24,0.0
2016-10-25,16.5
2016-10-26,0.0
2016-10-27,8.5
2016-10-28,23.09937888198758
2016-10-29,10.0
2016-10-30,0.0
2016-10-31,8.5
2016-11-01,0.0
2016-11-02,0.0
2016-11-03,0.0
2016-11-04,0.0
2016-11-05,58.0
2016-11-06,19.0
2016-11-07,0.0
2016-11-08,16.0
2016-11-09,53.0
2016-11-10,17.0
2016-11-11,17.0
2016-11-12,0.0
2016-11-13,19.0
2016-11-14,16.0
2016-11-15,0.0
2016-11-16,16.0
2016-11-17,0.0
2016-11-18,17.0
2016-11-19,0.0
2016-11-20,19.0
2016-11-21,0.0
2016-11-22,0.0
2016-11-23,17.0
2016-11-24,0.0
2016-11-25,0.0
2016-11-26,0.0
2016-11-27,0.0
2016-11-28,16.0
2016-11-29,32.0
2016-11-30,0.0
2016-12-01,16.0
2016-12-02,0.0
2016-12-03,19.0
2016-12-04,19.0
2016-12-05,16.0
2016-12-06,0.0
2016-12-07,17.0
2016-12-08,17.0
2016-12-09,0.0
2016-12-10,22.0
2016-12-11,29.0
2016-12-12,16.0
2016-12-13,0.0
2016-12-14,0.0
2016-12-15,0.0
2016-12-16,17.0
2016-12-17,0.0
2016-12-18,0.0
2016-12-19,17.0
2016-12-20,0.0
2016-12-21,0.0
2016-12-22,0.0
2016-12-23,0.0
2016-12-24,21.0
2016-12-25,22.0
2016-12-26,0.0
2016-12-27,0.0
2016-12-28,35.0
2016-12-29,0.0
2016-12-30,18.0
2016-12-31,0.0
2017-01-01,0.0
2017-01-02,0.0
2017-01-03,16.0
2017-01-04,0.0
2017-01-05,0.0
2017-01-06,0.0
2017-01-07,0.0
2017-01-08,18.0
2017-01-09,0.0
2017-01-10,16.0
2017-01-11,16.0
2017-01-12,32.0
2017-01-13,16.0
2017-01-14,0.0
2017-01-15,0.0
2017-01-16,16.0
2017-01-17,0.0
2017-01-18,0.0
2017-01-19,16.0
2017-01-20,33.0
2017-01-21,28.0
2017-01-22,36.0
2017-01-23,31.0
2017-01-24,16.0
2017-01-25,16.0
2017-01-26,32.0
2017-01-27,33.0
2017-01-28,37.0
2017-01-29,100.0
2017-01-30,87.0
2017-01-31,40.0
2017-02-01,24.0
2017-02-02,16.0
2017-02-03,16.0
2017-02-04,36.0
2017-02-05,27.0
2017-02-06,47.0
2017-02-07,23.0
2017-02-08,23.0
2017-02-09,16.0
2017-02-10,25.0
2017-02-11,0.0
2017-02-12,18.0
2017-02-13,31.0
2017-02-14,16.0
2017-02-15,32.0
2017-02-16,16.0
2017-02-17,17.0
2017-02-18,18.0
2017-02-19,28.0
2017-02-20,0.0
2017-02-21,0.0
2017-02-22,16.0
2017-02-23,32.0
2017-02-24,0.0
2017-02-25,19.0
2017-02-26,18.0
2017-02-27,0.0
2017-02-28,16.0
2017-03-01,14.617122473246136
2017-03-02,6.617122473246136
2017-03-03,8.0
2017-03-04,7.719976218787158
2017-03-05,0.0
2017-03-06,13.959571938168846
2017-03-07,13.959571938168846
2017-03-08,8.0
2017-03-09,0.0
2017-03-10,8.0
2017-03-11,7.562425683709869
2017-03-12,16.56242568370987
2017-03-13,7.5
2017-03-14,17.768133174791913
2017-03-15,8.0
2017-03-16,0.0
2017-03-17,8.0
2017-03-18,0.0
2017-03-19,7.562425683709869
2017-03-20,6.617122473246136
2017-03-21,6.459571938168847
2017-03-22,20.576694411414984
2017-03-23,14.617122473246136
2017-03-24,0.0
2017-03-25,7.877526753864447
2017-03-26,16.71997621878716
2017-03-27,0.0
2017-03-28,21.425683709869205
2017-03-29,0.0
2017-03-30,0.0
2017-03-31,0.0
2017-04-01,16.877526753864448
2017-04-02,15.755053507728894
2017-04-03,13.54934601664685
2017-04-04,0.0
2017-04-05,0.0
2017-04-06,0.0
2017-04-07,0.0
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,0.0
2017-04-11,13.864447086801427
2017-04-12,0.0
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,16.38525564803805
2017-04-16,0.0
2017-04-17,28.989298454221167
2017-04-18,0.0
2017-04-19,0.0
2017-04-20,13.54934601664685
2017-04-21,14.179548156956004
2017-04-22,15.755053507728894
2017-04-23,0.0
2017-04-24,0.0
2017-04-25,0.0
2017-04-26,13.234244946492272
2017-04-27,0.0
2017-04-28,0.0
2017-04-29,0.0
2017-04-30,16.07015457788347
2017-05-01,0.0
2017-05-02,0.0
2017-05-03,13.234244946492272
2017-05-04,0.0
2017-05-05,0.0
2017-05-06,15.755053507728894
2017-05-07,31.510107015457788
2017-05-08,0.0
2017-05-09,0.0
2017-05-10,0.0
