date,donald trump hand
2016-05-01,4.706572769953051
2016-05-02,4.183620239958268
2016-05-03,2.091810119979134
2016-05-04,8.105764214919144
2016-05-05,8.367240479916536
2016-05-06,2.091810119979134
2016-05-07,2.3532863849765255
2016-05-08,3.6606677099634846
2016-05-09,2.091810119979134
2016-05-10,2.8762389149713092
2016-05-11,1.045905059989567
2016-05-12,4.183620239958268
2016-05-13,5.229525299947835
2016-05-14,2.3532863849765255
2016-05-15,1.3073813249869588
2016-05-16,2.091810119979134
2016-05-17,2.091810119979134
2016-05-18,3.137715179968701
2016-05-19,0.0
2016-05-20,2.091810119979134
2016-05-21,4.706572769953051
2016-05-22,1.3073813249869588
2016-05-23,1.045905059989567
2016-05-24,2.8762389149713092
2016-05-25,2.091810119979134
2016-05-26,3.137715179968701
2016-05-27,3.137715179968701
2016-05-28,2.3532863849765255
2016-05-29,3.6606677099634846
2016-05-30,3.137715179968701
2016-05-31,3.137715179968701
2016-06-01,1.045905059989567
2016-06-02,1.045905059989567
2016-06-03,4.183620239958268
2016-06-04,3.6606677099634846
2016-06-05,3.6606677099634846
2016-06-06,3.922143974960876
2016-06-07,3.922143974960876
2016-06-08,4.183620239958268
2016-06-09,2.091810119979134
2016-06-10,1.045905059989567
2016-06-11,3.6606677099634846
2016-06-12,2.3532863849765255
2016-06-13,1.045905059989567
2016-06-14,1.045905059989567
2016-06-15,3.137715179968701
2016-06-16,2.091810119979134
2016-06-17,0.0
2016-06-18,2.3532863849765255
2016-06-19,2.3532863849765255
2016-06-20,0.0
2016-06-21,3.922143974960876
2016-06-22,4.183620239958268
2016-06-23,2.091810119979134
2016-06-24,1.045905059989567
2016-06-25,1.3073813249869588
2016-06-26,1.3073813249869588
2016-06-27,1.045905059989567
2016-06-28,1.045905059989567
2016-06-29,5.229525299947835
2016-06-30,2.091810119979134
2016-07-01,0.0
2016-07-02,2.3532863849765255
2016-07-03,2.3532863849765255
2016-07-04,0.0
2016-07-05,1.045905059989567
2016-07-06,3.137715179968701
2016-07-07,2.091810119979134
2016-07-08,1.045905059989567
2016-07-09,2.3532863849765255
2016-07-10,1.3073813249869588
2016-07-11,0.0
2016-07-12,3.137715179968701
2016-07-13,2.091810119979134
2016-07-14,1.045905059989567
2016-07-15,3.137715179968701
2016-07-16,1.3073813249869588
2016-07-17,2.3532863849765255
2016-07-18,4.183620239958268
2016-07-19,11.504955659885237
2016-07-20,4.183620239958268
2016-07-21,4.183620239958268
2016-07-22,10.720526864893062
2016-07-23,3.6606677099634846
2016-07-24,4.968049034950443
2016-07-25,2.091810119979134
2016-07-26,2.091810119979134
2016-07-27,7.321335419926969
2016-07-28,7.321335419926969
2016-07-29,5.491001564945227
2016-07-30,2.3532863849765255
2016-07-31,2.3532863849765255
2016-08-01,4.183620239958268
2016-08-02,2.091810119979134
2016-08-03,9.413145539906102
2016-08-04,8.367240479916536
2016-08-05,12.027908189880021
2016-08-06,9.936098069900886
2016-08-07,6.0139540949400105
2016-08-08,3.137715179968701
2016-08-09,4.183620239958268
2016-08-10,4.183620239958268
2016-08-11,12.812336984872196
2016-08-12,9.674621804903495
2016-08-13,4.968049034950443
2016-08-14,4.968049034950443
2016-08-15,6.536906624934795
2016-08-16,3.137715179968701
2016-08-17,1.045905059989567
2016-08-18,3.137715179968701
2016-08-19,4.183620239958268
2016-08-20,0.0
2016-08-21,9.413145539906102
2016-08-22,3.137715179968701
2016-08-23,4.183620239958268
2016-08-24,4.183620239958268
2016-08-25,3.137715179968701
2016-08-26,2.091810119979134
2016-08-27,4.706572769953051
2016-08-28,9.413145539906102
2016-08-29,14.904147104851331
2016-08-30,20.91810119979134
2016-08-31,11.76643192488263
2016-09-01,4.968049034950443
2016-09-02,8.367240479916536
2016-09-03,2.3532863849765255
2016-09-04,4.706572769953051
2016-09-05,3.137715179968701
2016-09-06,1.045905059989567
2016-09-07,2.091810119979134
2016-09-08,4.968049034950443
2016-09-09,1.045905059989567
2016-09-10,1.045905059989567
2016-09-11,2.3532863849765255
2016-09-12,1.045905059989567
2016-09-13,1.045905059989567
2016-09-14,1.045905059989567
2016-09-15,3.137715179968701
2016-09-16,4.183620239958268
2016-09-17,2.3532863849765255
2016-09-18,1.045905059989567
2016-09-19,3.922143974960876
2016-09-20,1.045905059989567
2016-09-21,3.922143974960876
2016-09-22,3.922143974960876
2016-09-23,2.091810119979134
2016-09-24,3.399191444966093
2016-09-25,4.706572769953051
2016-09-26,4.968049034950443
2016-09-27,26.14762649973918
2016-09-28,9.936098069900886
2016-09-29,7.844287949921752
2016-09-30,9.151669274908711
2016-10-01,3.210093896713615
2016-10-02,2.2659102764736567
2016-10-03,4.677230046948357
2016-10-04,3.80575117370892
2016-10-05,2.890584246218049
2016-10-06,8.802490871152843
2016-10-07,4.285015649452269
2016-10-08,10.893974960876369
2016-10-09,11.213810641627544
2016-10-10,11.939880020865937
2016-10-11,10.937663015127804
2016-10-12,10.254955659885239
2016-10-13,8.904212310902452
2016-10-14,7.07387845592071
2016-10-15,6.0136280646844025
2016-10-16,7.350026082420449
2016-10-17,7.321009389671361
2016-10-18,6.362154407929055
2016-10-19,6.40584246218049
2016-10-20,18.156950965049557
2016-10-21,8.570031298904539
2016-10-22,7.466092853416797
2016-10-23,2.8615675534689617
2016-10-24,4.386737089201878
2016-10-25,7.277321335419927
2016-10-26,8.773474178403756
2016-10-27,6.0136280646844025
2016-10-28,10.080855503390715
2016-10-29,9.165688575899845
2016-10-30,4.255998956703182
2016-10-31,5.446987480438184
2016-11-01,5.911906624934794
2016-11-02,4.066901408450704
2016-11-03,5.809859154929578
2016-11-04,6.390845070422535
2016-11-05,5.809859154929578
2016-11-06,9.295774647887324
2016-11-07,9.295774647887324
2016-11-08,14.524647887323944
2016-11-09,58.098591549295776
2016-11-10,33.69718309859155
2016-11-11,32.53521126760563
2016-11-12,19.753521126760564
2016-11-13,19.172535211267604
2016-11-14,18.010563380281692
2016-11-15,12.78169014084507
2016-11-16,11.619718309859156
2016-11-17,10.45774647887324
2016-11-18,8.133802816901408
2016-11-19,5.22887323943662
2016-11-20,11.038732394366198
2016-11-21,5.22887323943662
2016-11-22,6.390845070422535
2016-11-23,11.619718309859156
2016-11-24,4.647887323943662
2016-11-25,4.066901408450704
2016-11-26,4.066901408450704
2016-11-27,6.971830985915493
2016-11-28,5.22887323943662
2016-11-29,4.647887323943662
2016-11-30,5.809859154929578
2016-12-01,5.809859154929578
2016-12-02,6.390845070422535
2016-12-03,2.323943661971831
2016-12-04,3.4859154929577465
2016-12-05,6.390845070422535
2016-12-06,1.7429577464788732
2016-12-07,4.066901408450704
2016-12-08,2.904929577464789
2016-12-09,4.647887323943662
2016-12-10,2.904929577464789
2016-12-11,3.4859154929577465
2016-12-12,2.323943661971831
2016-12-13,3.4859154929577465
2016-12-14,4.066901408450704
2016-12-15,4.066901408450704
2016-12-16,4.066901408450704
2016-12-17,1.1619718309859155
2016-12-18,5.22887323943662
2016-12-19,4.066901408450704
2016-12-20,4.066901408450704
2016-12-21,4.066901408450704
2016-12-22,3.4859154929577465
2016-12-23,5.22887323943662
2016-12-24,4.066901408450704
2016-12-25,1.1619718309859155
2016-12-26,1.1619718309859155
2016-12-27,1.7429577464788732
2016-12-28,2.323943661971831
2016-12-29,2.323943661971831
2016-12-30,2.323943661971831
2016-12-31,2.323943661971831
2017-01-01,2.904929577464789
2017-01-02,2.904929577464789
2017-01-03,3.4859154929577465
2017-01-04,3.4859154929577465
2017-01-05,3.4859154929577465
2017-01-06,5.22887323943662
2017-01-07,3.4859154929577465
2017-01-08,2.904929577464789
2017-01-09,5.809859154929578
2017-01-10,6.971830985915493
2017-01-11,11.619718309859156
2017-01-12,6.390845070422535
2017-01-13,5.809859154929578
2017-01-14,4.066901408450704
2017-01-15,7.552816901408451
2017-01-16,4.647887323943662
2017-01-17,4.066901408450704
2017-01-18,6.971830985915493
2017-01-19,9.876760563380282
2017-01-20,36.021126760563384
2017-01-21,43.57394366197183
2017-01-22,24.982394366197184
2017-01-23,18.010563380281692
2017-01-24,15.68661971830986
2017-01-25,16.848591549295776
2017-01-26,20.33450704225352
2017-01-27,16.848591549295776
2017-01-28,20.33450704225352
2017-01-29,19.172535211267604
2017-01-30,18.591549295774648
2017-01-31,13.943661971830986
2017-02-01,12.78169014084507
2017-02-02,10.45774647887324
2017-02-03,11.619718309859156
2017-02-04,11.619718309859156
2017-02-05,16.848591549295776
2017-02-06,12.200704225352112
2017-02-07,8.714788732394366
2017-02-08,4.647887323943662
2017-02-09,8.133802816901408
2017-02-10,5.809859154929578
2017-02-11,15.105633802816902
2017-02-12,9.876760563380282
2017-02-13,14.524647887323944
2017-02-14,16.848591549295776
2017-02-15,8.714788732394366
2017-02-16,12.200704225352112
2017-02-17,9.876760563380282
2017-02-18,4.066901408450704
