date,hillary clinton car
2016-11-01,14.654368932038835
2016-11-02,28.0
2016-11-03,15.0
2016-11-04,21.0
2016-11-05,15.0
2016-11-06,15.0
2016-11-07,31.0
2016-11-08,32.0
2016-11-09,100.0
2016-11-10,40.0
2016-11-11,24.0
2016-11-12,21.0
2016-11-13,13.0
2016-11-14,8.0
2016-11-15,10.0
2016-11-16,7.0
2016-11-17,23.0
2016-11-18,8.0
2016-11-19,6.0
2016-11-20,8.0
2016-11-21,7.0
2016-11-22,0.0
2016-11-23,7.0
2016-11-24,10.0
2016-11-25,3.0
2016-11-26,2.0
2016-11-27,2.0
2016-11-28,8.0
2016-11-29,2.0
2016-11-30,5.0
2016-12-01,3.0
2016-12-02,8.0
2016-12-03,0.0
2016-12-04,4.0
2016-12-05,5.0
2016-12-06,3.0
2016-12-07,7.0
2016-12-08,2.0
2016-12-09,4.0
2016-12-10,11.0
2016-12-11,2.0
2016-12-12,3.0
2016-12-13,3.0
2016-12-14,0.0
2016-12-15,5.0
2016-12-16,0.0
2016-12-17,4.0
2016-12-18,2.0
2016-12-19,3.0
2016-12-20,5.0
2016-12-21,2.0
2016-12-22,2.0
2016-12-23,2.0
2016-12-24,4.0
2016-12-25,2.0
2016-12-26,4.0
2016-12-27,3.0
2016-12-28,7.0
2016-12-29,0.0
2016-12-30,0.0
2016-12-31,2.0
2017-01-01,2.0
2017-01-02,9.0
2017-01-03,3.0
2017-01-04,5.0
2017-01-05,3.0
2017-01-06,2.0
2017-01-07,0.0
2017-01-08,4.0
2017-01-09,2.0
2017-01-10,2.0
2017-01-11,2.0
2017-01-12,0.0
2017-01-13,2.0
2017-01-14,2.0
2017-01-15,2.0
2017-01-16,2.0
2017-01-17,2.0
2017-01-18,2.0
2017-01-19,3.0
2017-01-20,13.0
2017-01-21,18.0
2017-01-22,11.0
2017-01-23,5.0
2017-01-24,3.0
2017-01-25,2.0
2017-01-26,5.0
2017-01-27,2.0
2017-01-28,0.0
2017-01-29,2.0
2017-01-30,6.0
2017-01-31,3.0
2017-02-01,3.0
2017-02-02,0.0
2017-02-03,5.0
2017-02-04,4.0
2017-02-05,2.0
2017-02-06,2.0
2017-02-07,0.0
2017-02-08,2.0
2017-02-09,0.0
2017-02-10,5.0
2017-02-11,4.0
2017-02-12,2.0
2017-02-13,5.0
2017-02-14,3.0
2017-02-15,3.0
2017-02-16,2.0
2017-02-17,2.0
2017-02-18,0.0
2017-02-19,4.0
2017-02-20,2.0
2017-02-21,5.0
2017-02-22,0.0
2017-02-23,0.0
2017-02-24,0.0
2017-02-25,2.0
2017-02-26,2.0
2017-02-27,0.0
2017-02-28,3.0
2017-03-01,0.6788793103448276
2017-03-02,0.0
2017-03-03,1.6788793103448276
2017-03-04,1.9008620689655173
2017-03-05,1.6788793103448276
2017-03-06,2.3577586206896552
2017-03-07,3.450431034482759
2017-03-08,1.6788793103448276
2017-03-09,1.9504310344827587
2017-03-10,1.6788793103448276
2017-03-11,4.808189655172414
2017-03-12,0.8146551724137931
2017-03-13,1.6788793103448276
2017-03-14,2.3577586206896552
2017-03-15,3.1788793103448274
2017-03-16,3.036637931034483
2017-03-17,1.6788793103448276
2017-03-18,1.0
2017-03-19,1.8146551724137931
2017-03-20,4.536637931034483
2017-03-21,1.3577586206896552
2017-03-22,1.6788793103448276
2017-03-23,2.3577586206896552
2017-03-24,3.9439655172413794
2017-03-25,2.814655172413793
2017-03-26,0.0
2017-03-27,2.1788793103448274
2017-03-28,0.0
2017-03-29,3.536637931034483
2017-03-30,1.6788793103448276
2017-03-31,0.6788793103448276
2017-04-01,0.8146551724137931
2017-04-02,0.0
2017-04-03,0.0
2017-04-04,1.3577586206896552
2017-04-05,0.0
2017-04-06,2.1724137931034484
2017-04-07,1.3577586206896552
2017-04-08,1.6293103448275863
2017-04-09,1.6293103448275863
2017-04-10,0.0
2017-04-11,2.1724137931034484
2017-04-12,0.0
2017-04-13,0.0
2017-04-14,2.9870689655172415
2017-04-15,1.6293103448275863
2017-04-16,2.4439655172413794
2017-04-17,0.0
2017-04-18,6.517241379310345
2017-04-19,0.0
2017-04-20,4.073275862068966
2017-04-21,1.3577586206896552
2017-04-22,3.2586206896551726
2017-04-23,0.0
2017-04-24,1.3577586206896552
2017-04-25,1.3577586206896552
2017-04-26,2.7155172413793105
2017-04-27,1.3577586206896552
2017-04-28,1.3577586206896552
2017-04-29,1.6293103448275863
2017-04-30,1.6293103448275863
2017-05-01,1.3577586206896552
2017-05-02,1.3577586206896552
2017-05-03,10.590517241379311
2017-05-04,1.3577586206896552
2017-05-05,2.7155172413793105
2017-05-06,1.6293103448275863
2017-05-07,1.6293103448275863
2017-05-08,0.0
2017-05-09,0.0
2017-05-10,2.7155172413793105
2017-05-11,1.3577586206896552
2017-05-12,1.3577586206896552
2017-05-13,0.0
2017-05-14,3.2586206896551726
2017-05-15,1.3577586206896552
2017-05-16,1.9008620689655173
2017-05-17,1.9008620689655173
2017-05-18,1.3577586206896552
2017-05-19,27.155172413793103
2017-05-20,5.702586206896552
2017-05-21,1.6293103448275863
2017-05-22,0.0
2017-05-23,1.9008620689655173
2017-05-24,1.3577586206896552
2017-05-25,0.0
2017-05-26,5.974137931034483
2017-05-27,3.2586206896551726
2017-05-28,1.6293103448275863
2017-05-29,2.1724137931034484
2017-05-30,1.3577586206896552
2017-05-31,1.3577586206896552
2017-06-01,2.1724137931034484
2017-06-02,2.7155172413793105
2017-06-03,1.6293103448275863
