date,hillary
2017-01-22,2.0
2017-01-23,2.0
2017-01-24,1.0
2017-01-25,1.0
2017-01-26,1.0
2017-01-27,1.0
2017-01-28,1.0
2017-01-29,1.0
2017-01-30,1.0
2017-01-31,1.0
2017-02-01,1.0
2017-02-02,1.0
2017-02-03,1.0
2017-02-04,1.0
2017-02-05,1.0
2017-02-06,1.0
2017-02-07,1.0
2017-02-08,1.0
2017-02-09,1.0
2017-02-10,1.0
2017-02-11,1.0
2017-02-12,1.0
2017-02-13,1.0
2017-02-14,1.0
2017-02-15,1.0
2017-02-16,1.0
2017-02-17,1.0
2017-02-18,1.0
2017-02-19,1.0
2017-02-20,1.0
2017-02-21,1.0
2017-02-22,1.0
2017-02-23,1.0
2017-02-24,1.0
2017-02-25,1.0
2017-02-26,1.0
2017-02-27,1.0
2017-02-28,1.0
2017-03-01,1.0492321589882565
2017-03-02,1.0492321589882565
2017-03-03,1.0925925925925926
2017-03-04,1.0781391147244805
2017-03-05,1.0347786811201445
2017-03-06,0.9769647696476964
2017-03-07,0.9914182475158084
2017-03-08,1.0636856368563685
2017-03-09,1.0636856368563685
2017-03-10,1.0636856368563685
2017-03-11,0.9769647696476964
2017-03-12,0.9769647696476964
2017-03-13,0.9336043360433603
2017-03-14,0.9046973803071363
2017-03-15,0.9769647696476964
2017-03-16,0.9625112917795844
2017-03-17,0.9336043360433603
2017-03-18,0.9914182475158084
2017-03-19,1.0058717253839204
2017-03-20,0.9914182475158084
2017-03-21,1.0058717253839204
2017-03-22,0.9480578139114724
2017-03-23,0.9480578139114724
2017-03-24,0.9625112917795844
2017-03-25,0.9914182475158084
2017-03-26,0.8902439024390243
2017-03-27,0.8902439024390243
2017-03-28,0.9336043360433603
2017-03-29,1.1359530261969286
2017-03-30,1.0203252032520325
2017-03-31,1.1359530261969286
2017-04-01,1.0203252032520325
2017-04-02,0.8093947606142727
2017-04-03,0.8961156278229448
2017-04-04,0.8672086720867208
2017-04-05,0.8383017163504968
2017-04-06,0.8093947606142727
2017-04-07,1.7922312556458897
2017-04-08,0.982836495031617
2017-04-09,0.8672086720867208
2017-04-10,0.8093947606142727
2017-04-11,0.7515808491418248
2017-04-12,0.8093947606142727
2017-04-13,0.7804878048780487
2017-04-14,0.8093947606142727
2017-04-15,0.7226738934056007
2017-04-16,0.7515808491418248
2017-04-17,0.7515808491418248
2017-04-18,1.3875338753387534
2017-04-19,1.098464317976513
2017-04-20,0.982836495031617
2017-04-21,1.069557362240289
2017-04-22,0.8672086720867208
2017-04-23,0.8383017163504968
2017-04-24,0.8672086720867208
2017-04-25,0.8093947606142727
2017-04-26,0.7804878048780487
2017-04-27,0.8383017163504968
2017-04-28,0.7515808491418248
2017-04-29,0.6937669376693767
2017-04-30,0.7515808491418248
2017-05-01,0.8672086720867208
2017-05-02,1.3875338753387534
2017-05-03,2.890695573622403
2017-05-04,1.2140921409214092
2017-05-05,0.9250225835591689
2017-05-06,0.8961156278229448
2017-05-07,0.8961156278229448
2017-05-08,0.8672086720867208
2017-05-09,0.8961156278229448
2017-05-10,1.3586269196025293
2017-05-11,1.098464317976513
2017-05-12,0.9539295392953929
2017-05-13,0.7804878048780487
2017-05-14,0.8383017163504968
2017-05-15,1.6476964769647695
2017-05-16,2.168021680216802
2017-05-17,1.2429990966576332
2017-05-18,1.127371273712737
2017-05-19,1.5898825654923214
2017-05-20,1.040650406504065
2017-05-21,1.2719060523938572
2017-05-22,1.5898825654923214
2017-05-23,1.098464317976513
2017-05-24,1.011743450767841
2017-05-25,0.9250225835591689
2017-05-26,1.5320686540198736
2017-05-27,1.5320686540198736
2017-05-28,1.011743450767841
2017-05-29,0.8383017163504968
2017-05-30,0.8672086720867208
2017-05-31,1.098464317976513
2017-06-01,1.994579945799458
2017-06-02,1.4742547425474255
2017-06-03,0.982836495031617
