date,hillary
2016-05-01,1.9632352941176472
2016-05-02,1.9632352941176472
2016-05-03,2.2436974789915967
2016-05-04,5.328781512605042
2016-05-05,4.206932773109243
2016-05-06,3.6460084033613445
2016-05-07,2.8046218487394956
2016-05-08,2.524159663865546
2016-05-09,2.2436974789915967
2016-05-10,2.524159663865546
2016-05-11,3.0850840336134455
2016-05-12,2.524159663865546
2016-05-13,2.2436974789915967
2016-05-14,1.9632352941176472
2016-05-15,1.9632352941176472
2016-05-16,1.9632352941176472
2016-05-17,1.9632352941176472
2016-05-18,2.8046218487394956
2016-05-19,1.9632352941176472
2016-05-20,1.9632352941176472
2016-05-21,1.9632352941176472
2016-05-22,1.9632352941176472
2016-05-23,1.9632352941176472
2016-05-24,1.9632352941176472
2016-05-25,2.524159663865546
2016-05-26,3.0850840336134455
2016-05-27,2.8046218487394956
2016-05-28,2.2436974789915967
2016-05-29,2.2436974789915967
2016-05-30,1.9632352941176472
2016-05-31,1.9632352941176472
2016-06-01,2.2436974789915967
2016-06-02,2.524159663865546
2016-06-03,2.8046218487394956
2016-06-04,2.2436974789915967
2016-06-05,2.524159663865546
2016-06-06,2.524159663865546
2016-06-07,5.328781512605042
2016-06-08,9.816176470588236
2016-06-09,6.170168067226891
2016-06-10,6.73109243697479
2016-06-11,5.048319327731092
2016-06-12,3.9264705882352944
2016-06-13,3.0850840336134455
2016-06-14,3.0850840336134455
2016-06-15,3.0850840336134455
2016-06-16,2.524159663865546
2016-06-17,2.2436974789915967
2016-06-18,1.9632352941176472
2016-06-19,2.2436974789915967
2016-06-20,1.9632352941176472
2016-06-21,2.2436974789915967
2016-06-22,2.524159663865546
2016-06-23,2.2436974789915967
2016-06-24,2.2436974789915967
2016-06-25,2.2436974789915967
2016-06-26,2.2436974789915967
2016-06-27,2.524159663865546
2016-06-28,2.524159663865546
2016-06-29,2.524159663865546
2016-06-30,2.2436974789915967
2016-07-01,2.2436974789915967
2016-07-02,2.8046218487394956
2016-07-03,3.365546218487395
2016-07-04,2.524159663865546
2016-07-05,5.328781512605042
2016-07-06,5.609243697478991
2016-07-07,4.206932773109243
2016-07-08,4.487394957983193
2016-07-09,3.0850840336134455
2016-07-10,2.2436974789915967
2016-07-11,2.2436974789915967
2016-07-12,3.365546218487395
2016-07-13,3.365546218487395
2016-07-14,3.0850840336134455
2016-07-15,3.0850840336134455
2016-07-16,3.0850840336134455
2016-07-17,3.0850840336134455
2016-07-18,2.8046218487394956
2016-07-19,4.206932773109243
2016-07-20,4.767857142857143
2016-07-21,4.487394957983193
2016-07-22,7.852941176470589
2016-07-23,8.133403361344538
2016-07-24,5.328781512605042
2016-07-25,6.170168067226891
2016-07-26,8.694327731092438
2016-07-27,12.620798319327731
2016-07-28,10.938025210084033
2016-07-29,21.876050420168067
2016-07-30,8.974789915966387
2016-07-31,6.45063025210084
2016-08-01,5.328781512605042
2016-08-02,5.048319327731092
2016-08-03,4.487394957983193
2016-08-04,4.206932773109243
2016-08-05,4.206932773109243
2016-08-06,3.6460084033613445
2016-08-07,3.6460084033613445
2016-08-08,3.9264705882352944
2016-08-09,4.206932773109243
2016-08-10,4.487394957983193
2016-08-11,4.206932773109243
2016-08-12,3.6460084033613445
2016-08-13,3.365546218487395
2016-08-14,3.0850840336134455
2016-08-15,3.0850840336134455
2016-08-16,3.0850840336134455
2016-08-17,2.8046218487394956
2016-08-18,2.8046218487394956
2016-08-19,3.0850840336134455
2016-08-20,2.8046218487394956
2016-08-21,3.365546218487395
2016-08-22,4.206932773109243
2016-08-23,4.206932773109243
2016-08-24,3.365546218487395
2016-08-25,3.6460084033613445
2016-08-26,3.6460084033613445
2016-08-27,3.0850840336134455
2016-08-28,3.0850840336134455
2016-08-29,2.524159663865546
2016-08-30,3.0850840336134455
2016-08-31,2.8046218487394956
2016-09-01,3.0850840336134455
2016-09-02,2.8046218487394956
2016-09-03,2.8046218487394956
2016-09-04,2.8046218487394956
2016-09-05,2.8046218487394956
2016-09-06,3.9264705882352944
2016-09-07,3.6460084033613445
2016-09-08,4.767857142857143
2016-09-09,3.6460084033613445
2016-09-10,3.365546218487395
2016-09-11,14.303571428571429
2016-09-12,19.912815126050422
2016-09-13,13.46218487394958
2016-09-14,8.974789915966387
2016-09-15,7.01155462184874
2016-09-16,5.889705882352941
2016-09-17,4.767857142857143
2016-09-18,4.206932773109243
2016-09-19,4.206932773109243
2016-09-20,4.487394957983193
2016-09-21,4.487394957983193
2016-09-22,4.767857142857143
2016-09-23,5.609243697478991
2016-09-24,4.487394957983193
2016-09-25,4.487394957983193
2016-09-26,7.01155462184874
2016-09-27,28.04621848739496
2016-09-28,10.377100840336135
2016-09-29,7.292016806722689
2016-09-30,6.45063025210084
2016-10-01,5.804621848739496
2016-10-02,5.024159663865547
2016-10-03,5.164390756302521
2016-10-04,5.164390756302521
2016-10-05,5.164390756302521
2016-10-06,4.103466386554622
2016-10-07,4.103466386554622
2016-10-08,7.00577731092437
2016-10-09,7.78623949579832
2016-10-10,19.035714285714285
2016-10-11,9.908088235294118
2016-10-12,8.987394957983193
2016-10-13,8.066701680672269
2016-10-14,7.78623949579832
2016-10-15,6.22531512605042
2016-10-16,7.00577731092437
2016-10-17,6.0850840336134455
2016-10-18,7.00577731092437
2016-10-19,7.78623949579832
2016-10-20,17.834558823529413
2016-10-21,10.188550420168067
2016-10-22,7.1460084033613445
2016-10-23,6.865546218487395
2016-10-24,6.865546218487395
2016-10-25,7.00577731092437
2016-10-26,7.78623949579832
2016-10-27,7.1460084033613445
2016-10-28,12.029936974789916
2016-10-29,13.73109243697479
2016-10-30,10.969012605042018
2016-10-31,11.109243697478991
2016-11-01,11.109243697478991
2016-11-02,12.0
2016-11-03,13.0
2016-11-04,12.0
2016-11-05,12.0
2016-11-06,14.0
2016-11-07,19.0
2016-11-08,38.0
2016-11-09,100.0
2016-11-10,24.0
2016-11-11,15.0
2016-11-12,10.0
2016-11-13,8.0
2016-11-14,6.0
2016-11-15,5.0
2016-11-16,5.0
2016-11-17,5.0
2016-11-18,4.0
2016-11-19,3.0
2016-11-20,3.0
2016-11-21,3.0
2016-11-22,3.0
2016-11-23,3.0
2016-11-24,3.0
2016-11-25,2.0
2016-11-26,3.0
2016-11-27,3.0
2016-11-28,2.0
2016-11-29,2.0
2016-11-30,2.0
2016-12-01,2.0
2016-12-02,2.0
2016-12-03,2.0
2016-12-04,2.0
2016-12-05,2.0
2016-12-06,2.0
2016-12-07,2.0
2016-12-08,2.0
2016-12-09,2.0
2016-12-10,1.0
2016-12-11,2.0
2016-12-12,1.0
2016-12-13,1.0
2016-12-14,1.0
2016-12-15,1.0
2016-12-16,2.0
2016-12-17,2.0
2016-12-18,2.0
2016-12-19,2.0
2016-12-20,2.0
2016-12-21,2.0
2016-12-22,1.0
2016-12-23,1.0
2016-12-24,1.0
2016-12-25,1.0
2016-12-26,1.0
2016-12-27,1.0
2016-12-28,1.0
2016-12-29,1.0
2016-12-30,1.0
2016-12-31,1.0
2017-01-01,1.0
2017-01-02,1.0
2017-01-03,1.0
2017-01-04,1.0
2017-01-05,1.0
2017-01-06,1.0
2017-01-07,1.0
2017-01-08,1.0
2017-01-09,1.0
2017-01-10,1.0
2017-01-11,1.0
2017-01-12,1.0
2017-01-13,1.0
2017-01-14,1.0
2017-01-15,1.0
2017-01-16,1.0
2017-01-17,1.0
2017-01-18,1.0
2017-01-19,1.0
2017-01-20,4.0
2017-01-21,4.0
