date,trump book
2016-11-02,20.0
2016-11-03,17.0
2016-11-04,18.0
2016-11-05,13.0
2016-11-06,17.0
2016-11-07,19.0
2016-11-08,27.0
2016-11-09,100.0
2016-11-10,62.0
2016-11-11,50.0
2016-11-12,34.0
2016-11-13,27.0
2016-11-14,32.0
2016-11-15,29.0
2016-11-16,26.0
2016-11-17,22.0
2016-11-18,21.0
2016-11-19,19.0
2016-11-20,17.0
2016-11-21,17.0
2016-11-22,15.0
2016-11-23,12.0
2016-11-24,11.0
2016-11-25,11.0
2016-11-26,12.0
2016-11-27,12.0
2016-11-28,13.0
2016-11-29,13.0
2016-11-30,15.0
2016-12-01,13.0
2016-12-02,14.0
2016-12-03,13.0
2016-12-04,10.0
2016-12-05,11.0
2016-12-06,12.0
2016-12-07,12.0
2016-12-08,14.0
2016-12-09,9.0
2016-12-10,8.0
2016-12-11,8.0
2016-12-12,10.0
2016-12-13,12.0
2016-12-14,8.0
2016-12-15,12.0
2016-12-16,10.0
2016-12-17,10.0
2016-12-18,8.0
2016-12-19,9.0
2016-12-20,9.0
2016-12-21,9.0
2016-12-22,10.0
2016-12-23,11.0
2016-12-24,9.0
2016-12-25,8.0
2016-12-26,7.0
2016-12-27,7.0
2016-12-28,6.0
2016-12-29,8.0
2016-12-30,10.0
2016-12-31,10.0
2017-01-01,7.0
2017-01-02,10.0
2017-01-03,16.0
2017-01-04,10.0
2017-01-05,12.0
2017-01-06,10.0
2017-01-07,10.0
2017-01-08,10.0
2017-01-09,11.0
2017-01-10,12.0
2017-01-11,20.0
2017-01-12,14.0
2017-01-13,11.0
2017-01-14,11.0
2017-01-15,13.0
2017-01-16,14.0
2017-01-17,14.0
2017-01-18,16.0
2017-01-19,18.0
2017-01-20,51.0
2017-01-21,44.0
2017-01-22,33.0
2017-01-23,31.0
2017-01-24,21.0
2017-01-25,26.0
2017-01-26,29.0
2017-01-27,28.0
2017-01-28,22.0
2017-01-29,31.0
2017-01-30,31.0
2017-01-31,29.0
2017-02-01,24.0
2017-02-02,25.0
2017-02-03,22.0
2017-02-04,20.0
2017-02-05,15.0
2017-02-06,18.0
2017-02-07,19.0
2017-02-08,16.0
2017-02-09,16.0
2017-02-10,18.0
2017-02-11,18.0
2017-02-12,17.0
2017-02-13,15.0
2017-02-14,19.0
2017-02-15,15.0
2017-02-16,18.0
2017-02-17,17.0
2017-02-18,14.0
2017-02-19,19.0
2017-02-20,14.0
2017-02-21,16.0
2017-02-22,11.0
2017-02-23,15.0
2017-02-24,15.0
2017-02-25,16.0
2017-02-26,15.0
2017-02-27,12.0
2017-02-28,16.0
2017-03-01,16.224137931034484
2017-03-02,16.82758620689655
2017-03-03,14.396551724137932
2017-03-04,13.758620689655173
2017-03-05,13.120689655172413
2017-03-06,12.03448275862069
2017-03-07,13.879310344827587
2017-03-08,11.310344827586206
2017-03-09,10.810344827586206
2017-03-10,11.655172413793103
2017-03-11,9.086206896551724
2017-03-12,10.310344827586206
2017-03-13,7.344827586206897
2017-03-14,11.189655172413794
2017-03-15,12.275862068965518
2017-03-16,12.655172413793103
2017-03-17,11.517241379310345
2017-03-18,11.051724137931036
2017-03-19,10.672413793103448
2017-03-20,12.896551724137932
2017-03-21,11.431034482758621
2017-03-22,13.982758620689655
2017-03-23,11.551724137931036
2017-03-24,12.896551724137932
2017-03-25,15.10344827586207
2017-03-26,13.155172413793103
2017-03-27,7.982758620689655
2017-03-28,12.655172413793103
2017-03-29,10.672413793103448
2017-03-30,11.189655172413794
2017-03-31,10.672413793103448
2017-04-01,10.689655172413794
2017-04-02,9.172413793103448
2017-04-03,7.9655172413793105
2017-04-04,8.206896551724139
2017-04-05,7.241379310344828
2017-04-06,11.10344827586207
2017-04-07,14.0
2017-04-08,9.413793103448276
2017-04-09,9.172413793103448
2017-04-10,9.89655172413793
2017-04-11,8.689655172413794
2017-04-12,7.9655172413793105
2017-04-13,9.89655172413793
2017-04-14,7.9655172413793105
2017-04-15,8.206896551724139
2017-04-16,8.689655172413794
2017-04-17,11.10344827586207
2017-04-18,13.275862068965518
2017-04-19,11.10344827586207
2017-04-20,12.551724137931036
2017-04-21,8.689655172413794
2017-04-22,8.206896551724139
2017-04-23,9.413793103448276
2017-04-24,10.620689655172415
2017-04-25,9.655172413793103
2017-04-26,10.13793103448276
2017-04-27,7.0
2017-04-28,8.448275862068966
2017-04-29,8.931034482758621
2017-04-30,9.89655172413793
2017-05-01,8.931034482758621
2017-05-02,12.310344827586208
2017-05-03,18.10344827586207
2017-05-04,15.931034482758621
2017-05-05,18.344827586206897
2017-05-06,15.931034482758621
2017-05-07,12.068965517241379
2017-05-08,8.448275862068966
2017-05-09,9.413793103448276
2017-05-10,13.275862068965518
2017-05-11,12.551724137931036
2017-05-12,11.586206896551724
2017-05-13,13.03448275862069
2017-05-14,12.310344827586208
2017-05-15,10.620689655172415
2017-05-16,13.275862068965518
2017-05-17,13.275862068965518
2017-05-18,13.275862068965518
2017-05-19,12.793103448275863
2017-05-20,13.758620689655173
2017-05-21,13.758620689655173
2017-05-22,11.586206896551724
2017-05-23,13.517241379310345
2017-05-24,24.137931034482758
2017-05-25,19.79310344827586
2017-05-26,16.17241379310345
2017-05-27,15.689655172413794
2017-05-28,12.068965517241379
2017-05-29,9.172413793103448
2017-05-30,11.10344827586207
2017-05-31,12.310344827586208
2017-06-01,12.068965517241379
2017-06-02,13.517241379310345
2017-06-03,10.862068965517242
