date,wikileaks hackers
2016-05-01,0.0
2016-05-02,0.0
2016-05-03,0.0
2016-05-04,0.0
2016-05-05,0.0
2016-05-06,0.0
2016-05-07,0.0
2016-05-08,0.0
2016-05-09,0.0
2016-05-10,0.0
2016-05-11,37.53032851471345
2016-05-12,19.10634906203594
2016-05-13,19.788718671394363
2016-05-14,0.0
2016-05-15,0.0
2016-05-16,0.0
2016-05-17,18.423979452677514
2016-05-18,0.0
2016-05-19,19.10634906203594
2016-05-20,0.0
2016-05-21,22.51819710882807
2016-05-22,0.0
2016-05-23,0.0
2016-05-24,0.0
2016-05-25,0.0
2016-05-26,0.0
2016-05-27,19.788718671394363
2016-05-28,0.0
2016-05-29,0.0
2016-05-30,0.0
2016-05-31,0.0
2016-06-01,0.0
2016-06-02,0.0
2016-06-03,0.0
2016-06-04,0.0
2016-06-05,0.0
2016-06-06,0.0
2016-06-07,18.423979452677514
2016-06-08,19.10634906203594
2016-06-09,19.10634906203594
2016-06-10,0.0
2016-06-11,0.0
2016-06-12,0.0
2016-06-13,0.0
2016-06-14,0.0
2016-06-15,19.10634906203594
2016-06-16,19.10634906203594
2016-06-17,0.0
2016-06-18,22.51819710882807
2016-06-19,0.0
2016-06-20,18.423979452677514
2016-06-21,19.10634906203594
2016-06-22,0.0
2016-06-23,0.0
2016-06-24,0.0
2016-06-25,0.0
2016-06-26,0.0
2016-06-27,0.0
2016-06-28,19.10634906203594
2016-06-29,0.0
2016-06-30,19.10634906203594
2016-07-01,0.0
2016-07-02,23.200566718186497
2016-07-03,0.0
2016-07-04,0.0
2016-07-05,0.0
2016-07-06,19.788718671394363
2016-07-07,0.0
2016-07-08,0.0
2016-07-09,0.0
2016-07-10,0.0
2016-07-11,0.0
2016-07-12,0.0
2016-07-13,0.0
2016-07-14,0.0
2016-07-15,0.0
2016-07-16,0.0
2016-07-17,0.0
2016-07-18,0.0
2016-07-19,19.788718671394363
2016-07-20,0.0
2016-07-21,0.0
2016-07-22,0.0
2016-07-23,23.200566718186497
2016-07-24,22.51819710882807
2016-07-25,57.31904718610782
2016-07-26,19.10634906203594
2016-07-27,28.65952359305391
2016-07-28,68.23696093584263
2016-07-29,20.47108828075279
2016-07-30,34.80085007727975
2016-07-31,45.71876382701457
2016-08-01,0.0
2016-08-02,19.788718671394363
2016-08-03,0.0
2016-08-04,0.0
2016-08-05,0.0
2016-08-06,0.0
2016-08-07,0.0
2016-08-08,28.65952359305391
2016-08-09,19.10634906203594
2016-08-10,19.10634906203594
2016-08-11,0.0
2016-08-12,0.0
2016-08-13,22.51819710882807
2016-08-14,23.200566718186497
2016-08-15,19.788718671394363
2016-08-16,0.0
2016-08-17,0.0
2016-08-18,0.0
2016-08-19,19.788718671394363
2016-08-20,22.51819710882807
2016-08-21,0.0
2016-08-22,0.0
2016-08-23,19.10634906203594
2016-08-24,0.0
2016-08-25,0.0
2016-08-26,19.788718671394363
2016-08-27,22.51819710882807
2016-08-28,22.51819710882807
2016-08-29,18.423979452677514
2016-08-30,0.0
2016-08-31,18.423979452677514
2016-09-01,19.10634906203594
2016-09-02,0.0
2016-09-03,0.0
2016-09-04,21.835827499469644
2016-09-05,0.0
2016-09-06,18.423979452677514
2016-09-07,37.53032851471345
2016-09-08,19.10634906203594
2016-09-09,19.10634906203594
2016-09-10,43.67165499893929
2016-09-11,0.0
2016-09-12,0.0
2016-09-13,36.84795890535503
2016-09-14,0.0
2016-09-15,0.0
2016-09-16,58.00141679546624
2016-09-17,21.835827499469644
2016-09-18,0.0
2016-09-19,18.423979452677514
2016-09-20,0.0
2016-09-21,18.423979452677514
2016-09-22,0.0
2016-09-23,19.10634906203594
2016-09-24,0.0
2016-09-25,0.0
2016-09-26,0.0
2016-09-27,0.0
2016-09-28,0.0
2016-09-29,27.294784374337056
2016-09-30,38.21269812407188
2016-10-01,8.676970633693971
2016-10-02,0.0
2016-10-03,0.0
2016-10-04,24.152420674606777
2016-10-05,0.0
2016-10-06,7.437403400309118
2016-10-07,16.959284934994088
2016-10-08,0.0
2016-10-09,0.0
2016-10-10,16.649393126647876
2016-10-11,16.649393126647876
2016-10-12,29.483167409158405
2016-10-13,34.015487013970954
2016-10-14,29.483167409158405
2016-10-15,33.04844228263175
2016-10-16,22.94110828257114
2016-10-17,39.74392823590023
2016-10-18,25.1790132436282
2016-10-19,8.870804921659543
2016-10-20,23.435719913931564
2016-10-21,50.56796299663605
2016-10-22,37.077035791132516
2016-10-23,47.312579931508914
2016-10-24,16.30820832196866
2016-10-25,23.435719913931564
2016-10-26,15.998316513622449
2016-10-27,28.522198987786766
2016-10-28,42.00704988332272
2016-10-29,38.81729096584537
2016-10-30,8.676970633693971
2016-10-31,24.396688335303203
2016-11-01,26.171274661332845
2016-11-02,29.749613601236472
2016-11-03,21.692426584234926
2016-11-04,15.494590417310663
2016-11-05,34.08809891808346
2016-11-06,32.84853168469861
2016-11-07,29.129829984544042
2016-11-08,0.0
2016-11-09,13.635239567233382
2016-11-10,0.0
2016-11-11,15.494590417310663
2016-11-12,0.0
2016-11-13,0.0
2016-11-14,0.0
2016-11-15,14.874806800618236
2016-11-16,0.0
2016-11-17,0.0
2016-11-18,14.874806800618236
2016-11-19,0.0
2016-11-20,0.0
2016-11-21,0.0
2016-11-22,0.0
2016-11-23,14.874806800618236
2016-11-24,14.874806800618236
2016-11-25,14.874806800618236
2016-11-26,16.734157650695515
2016-11-27,0.0
2016-11-28,21.0726429675425
2016-11-29,14.255023183925807
2016-11-30,0.0
2016-12-01,0.0
2016-12-02,30.3693972179289
2016-12-03,0.0
2016-12-04,0.0
2016-12-05,14.255023183925807
2016-12-06,14.255023183925807
2016-12-07,0.0
2016-12-08,14.874806800618236
2016-12-09,15.494590417310663
2016-12-10,19.213292117465222
2016-12-11,17.353941267387942
2016-12-12,14.255023183925807
2016-12-13,43.38485316846985
2016-12-14,21.692426584234926
2016-12-15,14.874806800618236
2016-12-16,46.48377125193199
2016-12-17,34.707882534775884
2016-12-18,34.08809891808346
2016-12-19,0.0
2016-12-20,0.0
2016-12-21,0.0
2016-12-22,0.0
2016-12-23,32.228748068006176
2016-12-24,0.0
2016-12-25,19.213292117465222
2016-12-26,0.0
2016-12-27,0.0
2016-12-28,15.494590417310663
2016-12-29,15.494590417310663
2016-12-30,0.0
2016-12-31,17.97372488408037
2017-01-01,36.56723338485316
2017-01-02,15.494590417310663
2017-01-03,0.0
2017-01-04,0.0
2017-01-05,14.874806800618236
2017-01-06,14.874806800618236
2017-01-07,16.734157650695515
2017-01-08,16.114374034003088
2017-01-09,0.0
2017-01-10,0.0
2017-01-11,14.255023183925807
2017-01-12,14.255023183925807
2017-01-13,0.0
2017-01-14,16.114374034003088
