date,hearth
2016-05-01,81.27694005148952
2016-05-02,71.96395733725635
2016-05-03,78.73703567488047
2016-05-04,81.27694005148952
2016-05-05,76.19713129827143
2016-05-06,60.11107024641412
2016-05-07,75.35049650606841
2016-05-08,60.11107024641412
2016-05-09,67.73078337624126
2016-05-10,70.27068775285032
2016-05-11,73.65722692166239
2016-05-12,71.11732254505333
2016-05-13,66.03751379183524
2016-05-14,73.65722692166239
2016-05-15,66.03751379183524
2016-05-16,66.03751379183524
2016-05-17,66.88414858403826
2016-05-18,71.11732254505333
2016-05-19,61.804339830820155
2016-05-20,71.96395733725635
2016-05-21,67.73078337624126
2016-05-22,77.04376609047445
2016-05-23,69.4240529606473
2016-05-24,56.72453107760206
2016-05-25,64.3442442074292
2016-05-26,57.57116586980508
2016-05-27,53.33799190879
2016-05-28,71.96395733725635
2016-05-29,66.88414858403826
2016-05-30,58.41780066200809
2016-05-31,58.41780066200809
2016-06-01,62.650974623023174
2016-06-02,60.95770503861714
2016-06-03,55.877896285399046
2016-06-04,55.877896285399046
2016-06-05,70.27068775285032
2016-06-06,60.11107024641412
2016-06-07,53.33799190879
2016-06-08,54.184626700993014
2016-06-09,56.72453107760206
2016-06-10,66.88414858403826
2016-06-11,60.11107024641412
2016-06-12,72.81059212945937
2016-06-13,63.49760941522619
2016-06-14,57.57116586980508
2016-06-15,62.650974623023174
2016-06-16,75.35049650606841
2016-06-17,66.88414858403826
2016-06-18,56.72453107760206
2016-06-19,66.88414858403826
2016-06-20,60.95770503861714
2016-06-21,60.95770503861714
2016-06-22,60.11107024641412
2016-06-23,58.41780066200809
2016-06-24,55.877896285399046
2016-06-25,60.95770503861714
2016-06-26,67.73078337624126
2016-06-27,65.19087899963222
2016-06-28,55.877896285399046
2016-06-29,71.96395733725635
2016-06-30,68.57741816844428
2016-07-01,60.11107024641412
2016-07-02,70.27068775285032
2016-07-03,65.19087899963222
2016-07-04,55.877896285399046
2016-07-05,64.3442442074292
2016-07-06,62.650974623023174
2016-07-07,74.50386171386539
2016-07-08,65.19087899963222
2016-07-09,58.41780066200809
2016-07-10,64.3442442074292
2016-07-11,59.26443545421111
2016-07-12,65.19087899963222
2016-07-13,66.88414858403826
2016-07-14,64.3442442074292
2016-07-15,65.19087899963222
2016-07-16,60.95770503861714
2016-07-17,67.73078337624126
2016-07-18,60.11107024641412
2016-07-19,52.49135711658698
2016-07-20,52.49135711658698
2016-07-21,45.718278778962855
2016-07-22,55.03126149319603
2016-07-23,60.11107024641412
2016-07-24,57.57116586980508
2016-07-25,61.804339830820155
2016-07-26,58.41780066200809
2016-07-27,58.41780066200809
2016-07-28,55.877896285399046
2016-07-29,62.650974623023174
2016-07-30,74.50386171386539
2016-07-31,56.72453107760206
2016-08-01,62.650974623023174
2016-08-02,58.41780066200809
2016-08-03,63.49760941522619
2016-08-04,55.877896285399046
2016-08-05,61.804339830820155
2016-08-06,58.41780066200809
2016-08-07,59.26443545421111
2016-08-08,66.03751379183524
2016-08-09,55.877896285399046
2016-08-10,63.49760941522619
2016-08-11,58.41780066200809
2016-08-12,57.57116586980508
2016-08-13,55.03126149319603
2016-08-14,63.49760941522619
2016-08-15,60.11107024641412
2016-08-16,57.57116586980508
2016-08-17,59.26443545421111
2016-08-18,59.26443545421111
2016-08-19,54.184626700993014
2016-08-20,68.57741816844428
2016-08-21,63.49760941522619
2016-08-22,53.33799190879
2016-08-23,64.3442442074292
2016-08-24,61.804339830820155
2016-08-25,64.3442442074292
2016-08-26,55.03126149319603
2016-08-27,70.27068775285032
2016-08-28,58.41780066200809
2016-08-29,58.41780066200809
2016-08-30,65.19087899963222
2016-08-31,66.88414858403826
2016-09-01,64.3442442074292
2016-09-02,66.03751379183524
2016-09-03,59.26443545421111
2016-09-04,70.27068775285032
2016-09-05,63.49760941522619
2016-09-06,73.65722692166239
2016-09-07,66.88414858403826
2016-09-08,60.95770503861714
2016-09-09,64.3442442074292
2016-09-10,70.27068775285032
