date,medicaid
2016-05-01,23.911696519985583
2016-05-02,79.15596089374537
2016-05-03,75.03325459719615
2016-05-04,67.61238326340751
2016-05-05,70.91054830064691
2016-05-06,59.36697067030904
2016-05-07,23.911696519985583
2016-05-08,21.43807274205604
2016-05-09,75.85779585650599
2016-05-10,75.85779585650599
2016-05-11,73.38417207857644
2016-05-12,73.38417207857644
2016-05-13,56.89334689237949
2016-05-14,26.385320297915126
2016-05-15,27.209861557224976
2016-05-16,75.85779585650599
2016-05-17,73.38417207857644
2016-05-18,74.20871333788628
2016-05-19,71.73508955995675
2016-05-20,60.191511929618876
2016-05-21,26.385320297915126
2016-05-22,23.087155260675733
2016-05-23,66.78784200409767
2016-05-24,73.38417207857644
2016-05-25,68.43692452271735
2016-05-26,67.61238326340751
2016-05-27,57.71788815168934
2016-05-28,25.560779038605276
2016-05-29,16.490825186196954
2016-05-30,23.087155260675733
2016-05-31,66.78784200409767
2016-06-01,70.08600704133706
2016-06-02,70.08600704133706
2016-06-03,63.48967696685827
2016-06-04,28.85894407584467
2016-06-05,26.385320297915126
2016-06-06,69.2614657820272
2016-06-07,75.85779585650599
2016-06-08,70.91054830064691
2016-06-09,70.08600704133706
2016-06-10,62.665135707548416
2016-06-11,29.68348533515452
2016-06-12,22.26261400136589
2016-06-13,70.08600704133706
2016-06-14,70.08600704133706
2016-06-15,63.48967696685827
2016-06-16,65.96330074478782
2016-06-17,57.71788815168934
2016-06-18,25.560779038605276
2016-06-19,21.43807274205604
2016-06-20,69.2614657820272
2016-06-21,70.91054830064691
2016-06-22,75.85779585650599
2016-06-23,71.73508955995675
2016-06-24,56.89334689237949
2016-06-25,24.736237779295433
2016-06-26,26.385320297915126
2016-06-27,70.91054830064691
2016-06-28,70.91054830064691
2016-06-29,72.55963081926659
2016-06-30,70.08600704133706
2016-07-01,56.06880563306964
2016-07-02,26.385320297915126
2016-07-03,21.43807274205604
2016-07-04,22.26261400136589
2016-07-05,70.08600704133706
2016-07-06,81.62958467167492
2016-07-07,70.91054830064691
2016-07-08,71.73508955995675
2016-07-09,32.157109113084054
2016-07-10,26.385320297915126
2016-07-11,73.38417207857644
2016-07-12,78.33141963443552
2016-07-13,76.68233711581584
2016-07-14,73.38417207857644
2016-07-15,65.13875948547798
2016-07-16,28.85894407584467
2016-07-17,25.560779038605276
2016-07-18,74.20871333788628
2016-07-19,75.03325459719615
2016-07-20,78.33141963443552
2016-07-21,73.38417207857644
2016-07-22,65.96330074478782
2016-07-23,27.209861557224976
2016-07-24,28.03440281653482
2016-07-25,73.38417207857644
2016-07-26,82.45412593098476
2016-07-27,75.85779585650599
2016-07-28,74.20871333788628
2016-07-29,68.43692452271735
2016-07-30,30.50802659446436
2016-07-31,28.85894407584467
2016-08-01,78.33141963443552
2016-08-02,80.80504341236508
2016-08-03,73.38417207857644
2016-08-04,74.20871333788628
2016-08-05,61.01605318892872
2016-08-06,23.911696519985583
2016-08-07,27.209861557224976
2016-08-08,76.68233711581584
2016-08-09,75.03325459719615
2016-08-10,74.20871333788628
2016-08-11,75.03325459719615
2016-08-12,65.96330074478782
2016-08-13,28.85894407584467
2016-08-14,28.85894407584467
2016-08-15,79.15596089374537
2016-08-16,80.80504341236508
2016-08-17,75.03325459719615
2016-08-18,74.20871333788628
2016-08-19,68.43692452271735
2016-08-20,29.68348533515452
2016-08-21,27.209861557224976
2016-08-22,76.68233711581584
2016-08-23,74.20871333788628
2016-08-24,74.20871333788628
2016-08-25,70.08600704133706
2016-08-26,71.73508955995675
2016-08-27,29.68348533515452
2016-08-28,28.85894407584467
2016-08-29,81.62958467167492
2016-08-30,79.15596089374537
2016-08-31,75.85779585650599
2016-09-01,70.91054830064691
2016-09-02,59.36697067030904
2016-09-03,24.736237779295433
2016-09-04,25.560779038605276
2016-09-05,27.209861557224976
2016-09-06,75.03325459719615
2016-09-07,77.50687837512568
2016-09-08,75.03325459719615
2016-09-09,71.73508955995675
2016-09-10,28.85894407584467
2016-09-11,28.85894407584467
2016-09-12,82.45412593098476
2016-09-13,75.85779585650599
2016-09-14,76.68233711581584
2016-09-15,75.03325459719615
2016-09-16,66.78784200409767
2016-09-17,29.68348533515452
2016-09-18,27.209861557224976
2016-09-19,79.15596089374537
2016-09-20,78.33141963443552
2016-09-21,76.68233711581584
2016-09-22,67.61238326340751
2016-09-23,65.13875948547798
2016-09-24,26.385320297915126
2016-09-25,27.209861557224976
2016-09-26,79.15596089374537
2016-09-27,77.50687837512568
2016-09-28,73.38417207857644
2016-09-29,72.55963081926659
2016-09-30,65.13875948547798
2016-10-01,29.840084256496308
2016-10-02,26.46798748360304
2016-10-03,76.75115541730347
2016-10-04,77.38522125392002
2016-10-05,74.954209427376
2016-10-06,72.67106107213972
2016-10-07,58.1050177300268
2016-10-08,27.070733535951245
2016-10-09,24.110907392712896
2016-10-10,71.02197855352004
2016-10-11,79.37264266654076
2016-10-12,81.72972275743089
2016-10-13,70.04957382290243
2016-10-14,64.80659932442782
2016-10-15,31.224759616768843
2016-10-16,27.292528742912882
2016-10-17,73.98180469675839
2016-10-18,76.82508715295734
2016-10-19,70.46184445255736
2016-10-20,71.69865634152212
2016-10-21,58.51728835968173
2016-10-22,28.529340631877655
2016-10-23,26.2461922766414
2016-10-24,76.67722368164958
2016-10-25,81.58185928612312
2016-10-26,78.54810140723092
2016-10-27,72.3327221781387
2016-10-28,66.52961357870139
2016-10-29,29.91401599215019
2016-10-30,25.83392164698647
2016-10-31,69.00323735663095
2016-11-01,82.06806165143193
2016-11-02,85.57161629434954
2016-11-03,80.70959264126151
2016-11-04,71.95795006570303
2016-11-05,35.006570302233904
2016-11-06,27.227332457293038
2016-11-07,82.65440210249672
2016-11-08,76.81997371879106
2016-11-09,80.70959264126151
2016-11-10,82.65440210249672
2016-11-11,71.95795006570303
2016-11-12,35.978975032851515
2016-11-13,28.199737187910646
2016-11-14,89.46123521681997
2016-11-15,89.46123521681997
2016-11-16,79.7371879106439
