date,ahca
2016-05-01,0.27305489470437927
2016-05-02,0.776050753370341
2016-05-03,0.7185655123799455
2016-05-04,1.0634769583223191
2016-05-05,0.8766499251035335
2016-05-06,0.9916204070843246
2016-05-07,0.1868270332187858
2016-05-08,0.31616882544717595
2016-05-09,0.7329368226275443
2016-05-10,0.7904220636179399
2016-05-11,0.8335359943607367
2016-05-12,0.8910212353511323
2016-05-13,0.7185655123799455
2016-05-14,0.1868270332187858
2016-05-15,0.31616882544717595
2016-05-16,0.8047933738655388
2016-05-17,0.9053925455987313
2016-05-18,0.6898228918847477
2016-05-19,0.8191646841131377
2016-05-20,0.8047933738655388
2016-05-21,0.08622786148559346
2016-05-22,0.22994096396158253
2016-05-23,0.6467089611419509
2016-05-24,0.6898228918847477
2016-05-25,0.8191646841131377
2016-05-26,0.4886245484183629
2016-05-27,0.5748524099039563
2016-05-28,0.27305489470437927
2016-05-29,0.1868270332187858
2016-05-30,0.08622786148559346
2016-05-31,0.8766499251035335
2016-06-01,0.9197638558463301
2016-06-02,1.092219578817517
2016-06-03,0.9772490968367258
2016-06-04,0.33054013569477486
2016-06-05,0.08622786148559346
2016-06-06,0.776050753370341
2016-06-07,0.6898228918847477
2016-06-08,0.7041942021323465
2016-06-09,0.5892237201515552
2016-06-10,0.5317384791611596
2016-06-11,0.22994096396158253
2016-06-12,0.1868270332187858
2016-06-13,0.7185655123799455
2016-06-14,0.7616794431227422
2016-06-15,1.1497048198079125
2016-06-16,0.9772490968367258
2016-06-17,0.7616794431227422
2016-06-18,0.27305489470437927
2016-06-19,0.14371310247598906
2016-06-20,1.077848268569918
2016-06-21,0.8047933738655388
2016-06-22,0.934135166093929
2016-06-23,0.6323376508943519
2016-06-24,0.9053925455987313
2016-06-25,0.5461097894087585
2016-06-26,0.1868270332187858
2016-06-27,0.8910212353511323
2016-06-28,0.5461097894087585
2016-06-29,0.9772490968367258
2016-06-30,1.3509031632742972
2016-07-01,0.5317384791611596
2016-07-02,0.3736540664375716
2016-07-03,0.33054013569477486
2016-07-04,0.2011983434663847
2016-07-05,0.6898228918847477
2016-07-06,0.8910212353511323
2016-07-07,0.8191646841131377
2016-07-08,0.9053925455987313
2016-07-09,0.10059917173319236
2016-07-10,0.27305489470437927
2016-07-11,0.948506476341528
2016-07-12,0.7041942021323465
2016-07-13,1.2646753017887038
2016-07-14,0.8479073046083355
2016-07-15,0.6467089611419509
2016-07-16,0.33054013569477486
2016-07-17,0.33054013569477486
2016-07-18,0.8335359943607367
2016-07-19,0.6754515816371486
2016-07-20,1.1209621993127148
2016-07-21,1.0491056480747203
2016-07-22,1.1497048198079125
2016-07-23,0.1868270332187858
2016-07-24,0.1868270332187858
2016-07-25,0.8191646841131377
2016-07-26,0.7904220636179399
2016-07-27,0.7904220636179399
2016-07-28,0.35928275618997274
2016-07-29,1.0347343378271214
2016-07-30,0.1868270332187858
2016-07-31,0.22994096396158253
2016-08-01,0.5173671689135607
2016-08-02,1.3509031632742972
2016-08-03,1.437131024759891
2016-08-04,0.5604810996563574
2016-08-05,0.8766499251035335
2016-08-06,0.33054013569477486
2016-08-07,0.27305489470437927
2016-08-08,0.9772490968367258
2016-08-09,0.8191646841131377
2016-08-10,0.8622786148559344
2016-08-11,1.092219578817517
2016-08-12,0.9772490968367258
2016-08-13,0.27305489470437927
2016-08-14,0.22994096396158253
2016-08-15,0.7904220636179399
2016-08-16,0.7904220636179399
2016-08-17,1.106590889065116
2016-08-18,0.948506476341528
2016-08-19,0.7329368226275443
2016-08-20,0.1868270332187858
2016-08-21,0.31616882544717595
2016-08-22,0.9772490968367258
2016-08-23,1.2215613710459072
2016-08-24,0.934135166093929
2016-08-25,0.948506476341528
2016-08-26,0.5317384791611596
2016-08-27,0.31616882544717595
2016-08-28,0.1868270332187858
2016-08-29,0.7616794431227422
2016-08-30,1.0347343378271214
2016-08-31,0.9916204070843246
2016-09-01,0.8910212353511323
2016-09-02,0.6467089611419509
2016-09-03,0.22994096396158253
2016-09-04,0.22994096396158253
2016-09-05,0.22994096396158253
2016-09-06,0.8335359943607367
2016-09-07,1.106590889065116
2016-09-08,0.9197638558463301
2016-09-09,0.5892237201515552
2016-09-10,0.31616882544717595
2016-09-11,0.12934179222839018
2016-09-12,0.776050753370341
2016-09-13,0.8766499251035335
2016-09-14,1.1784474403031104
2016-09-15,1.0059917173319235
2016-09-16,0.6323376508943519
2016-09-17,0.30179751519957704
2016-09-18,0.17245572297118691
2016-09-19,0.9772490968367258
2016-09-20,0.8479073046083355
2016-09-21,1.1640761300555116
2016-09-22,1.1640761300555116
2016-09-23,0.6754515816371486
2016-09-24,0.44551061767556616
2016-09-25,0.0
2016-09-26,0.8191646841131377
2016-09-27,0.6610802713895497
2016-09-28,0.7185655123799455
2016-09-29,0.7904220636179399
2016-09-30,0.9053925455987313
2016-10-01,0.3418318794607454
2016-10-02,0.4065027755749405
2016-10-03,1.0357608599876642
2016-10-04,0.6651863600317208
2016-10-05,0.650815049784122
2016-10-06,0.650815049784122
2016-10-07,0.507101947308133
2016-10-08,0.08622786148559346
2016-10-09,0.12934179222839018
2016-10-10,0.6939289805269185
2016-10-11,0.9279760331306723
2016-10-12,0.7154859458983172
2016-10-13,0.6867433254031191
2016-10-14,0.6436293946603225
2016-10-15,0.2155696537139836
2016-10-16,0.5717728434223279
2016-10-17,1.2513305137016477
2016-10-18,1.050132170235263
2016-10-19,0.9023129791171027
2016-10-20,0.9998325843686668
2016-10-21,0.5430302229271302
2016-10-22,0.47117367168913565
2016-10-23,0.2155696537139836
