date,weekday
2016-07-07,70.91554949820343
2016-07-08,69.91673894189071
2016-07-09,43.94766447775987
2016-07-10,52.936959484574395
2016-07-11,79.90484450501795
2016-07-12,71.91436005451615
2016-07-13,57.93101226613802
2016-07-14,56.93220170982529
2016-07-15,57.93101226613802
2016-07-16,49.94052781563622
2016-07-17,59.928633378763465
2016-07-18,68.91792838557798
2016-07-19,72.91317061082889
2016-07-20,72.91317061082889
2016-07-21,74.91079172345434
2016-07-22,66.92030727295254
2016-07-23,54.93458059719984
2016-07-24,56.93220170982529
2016-07-25,80.90365506133068
2016-07-26,69.91673894189071
2016-07-27,78.90603394870523
2016-07-28,70.91554949820343
2016-07-29,68.91792838557798
2016-07-30,38.953611696196255
2016-07-31,57.93101226613802
2016-08-01,77.90722339239251
2016-08-02,78.90603394870523
2016-08-03,78.90603394870523
2016-08-04,61.92625449138892
2016-08-05,62.925065047701636
2016-08-06,42.94885392144715
2016-08-07,71.91436005451615
2016-08-08,79.90484450501795
2016-08-09,65.92149671663981
2016-08-10,71.91436005451615
2016-08-11,62.925065047701636
2016-08-12,68.91792838557798
2016-08-13,41.95004336513443
2016-08-14,54.93458059719984
2016-08-15,99.88105563127245
2016-08-16,77.90722339239251
2016-08-17,69.91673894189071
2016-08-18,71.91436005451615
2016-08-19,62.925065047701636
2016-08-20,33.95955891463263
2016-08-21,55.93339115351257
2016-08-22,80.90365506133068
2016-08-23,82.90127617395612
2016-08-24,76.90841283607978
2016-08-25,65.92149671663981
2016-08-26,69.91673894189071
2016-08-27,59.928633378763465
2016-08-28,59.928633378763465
2016-08-29,85.8977078428943
2016-08-30,74.91079172345434
2016-08-31,81.9024656176434
2016-09-01,71.91436005451615
2016-09-02,67.91911782926526
2016-09-03,49.94052781563622
2016-09-04,71.91436005451615
2016-09-05,75.90960227976706
2016-09-06,85.8977078428943
2016-09-07,73.9119811671416
2016-09-08,67.91911782926526
2016-09-09,65.92149671663981
2016-09-10,60.92744393507619
2016-09-11,65.92149671663981
2016-09-12,76.90841283607978
2016-09-13,84.89889728658157
2016-09-14,65.92149671663981
2016-09-15,66.92030727295254
2016-09-16,58.92982282245074
2016-09-17,43.94766447775987
2016-09-18,72.91317061082889
2016-09-19,88.89413951183248
2016-09-20,82.90127617395612
2016-09-21,69.91673894189071
2016-09-22,62.925065047701636
2016-09-23,58.92982282245074
2016-09-24,58.92982282245074
2016-09-25,66.92030727295254
2016-09-26,94.88700284970882
2016-09-27,81.9024656176434
2016-09-28,76.90841283607978
2016-09-29,77.90722339239251
2016-09-30,58.92982282245074
2016-10-01,57.67614917606244
2016-10-02,76.89008796927268
2016-10-03,83.55823318052285
2016-10-04,75.25032833601783
2016-10-05,82.1206789741048
2016-10-06,65.50486928509477
2016-10-07,59.734431916738934
2016-10-08,55.59764589270226
2016-10-09,67.40138768430181
2016-10-10,85.0968901003593
2016-10-11,81.62127369594845
2016-10-12,69.89841407508362
2016-10-13,83.69977697930862
2016-10-14,48.84861851071738
2016-10-15,56.69755916243339
2016-10-16,67.62381365382231
2016-10-17,76.3098005203816
2016-10-18,65.16722834840786
2016-10-19,75.74973361417419
2016-10-20,70.95788625944739
2016-10-21,60.13273448147689
2016-10-22,52.803419650600915
2016-10-23,73.29314830875974
2016-10-24,85.51541320778094
2016-10-25,78.74616528311236
2016-10-26,81.28363275926154
2016-10-27,69.5809936810804
2016-10-28,60.15295502416057
2016-10-29,54.362297113121045
2016-10-30,74.8318052285962
2016-10-31,94.88279023664973
2016-11-01,81.30385330194522
2016-11-02,72.83607979184734
2016-11-03,71.87771032090198
2016-11-04,69.96097137901127
2016-11-05,57.50216825672159
2016-11-06,72.83607979184734
2016-11-07,84.33651344319166
2016-11-08,76.66955767562878
2016-11-09,78.58629661751951
2016-11-10,65.16912402428447
2016-11-11,68.04423243712056
2016-11-12,56.543798785776225
2016-11-13,58.460537727666946
2016-11-14,94.87857762359062
2016-11-15,76.66955767562878
2016-11-16,76.66955767562878
2016-11-17,67.08586296617518
2016-11-18,73.7944492627927
2016-11-19,63.25238508239375
2016-11-20,55.585429314830876
2016-11-21,81.46140503035558
2016-11-22,69.00260190806591
2016-11-23,89.12836079791846
2016-11-24,75.71118820468342
2016-11-25,95.83694709453597
2016-11-26,47.918473547267986
2016-11-27,63.25238508239375
2016-11-28,74.75281873373807
2016-11-29,82.41977450130095
2016-11-30,73.7944492627927
2016-12-01,76.66955767562878
2016-12-02,71.87771032090198
2016-12-03,58.460537727666946
2016-12-04,59.41890719861231
2016-12-05,86.25325238508239
2016-12-06,82.41977450130095
2016-12-07,79.54466608846487
2016-12-08,71.87771032090198
2016-12-09,69.96097137901127
2016-12-10,50.79358196010407
2016-12-11,71.87771032090198
2016-12-12,92.00346921075455
2016-12-13,71.87771032090198
2016-12-14,87.21162185602775
2016-12-15,69.96097137901127
2016-12-16,69.00260190806591
2016-12-17,55.585429314830876
2016-12-18,53.66869037294015
2016-12-19,90.08673026886383
2016-12-20,76.66955767562878
2016-12-21,76.66955767562878
2016-12-22,66.12749349522983
2016-12-23,51.75195143104943
2016-12-24,38.33477883781439
2016-12-25,48.87684301821335
2016-12-26,67.08586296617518
2016-12-27,85.29488291413702
2016-12-28,83.3781439722463
2016-12-29,71.87771032090198
2016-12-30,68.04423243712056
2016-12-31,45.043365134431916
2017-01-01,43.126626192541195
2017-01-02,75.71118820468342
2017-01-03,68.04423243712056
2017-01-04,73.7944492627927
2017-01-05,63.25238508239375
2017-01-06,72.83607979184734
2017-01-07,52.71032090199479
2017-01-08,68.04423243712056
2017-01-09,82.41977450130095
2017-01-10,68.04423243712056
2017-01-11,63.25238508239375
2017-01-12,67.08586296617518
2017-01-13,56.543798785776225
2017-01-14,54.62705984388551
2017-01-15,61.33564614050303
2017-01-16,76.66955767562878
2017-01-17,73.7944492627927
2017-01-18,66.12749349522983
2017-01-19,62.29401561144839
2017-01-20,69.00260190806591
2017-01-21,49.83521248915871
2017-01-22,71.87771032090198
2017-01-23,85.29488291413702
2017-01-24,69.96097137901127
2017-01-25,65.16912402428447
2017-01-26,73.7944492627927
2017-01-27,63.25238508239375
2017-01-28,49.83521248915871
2017-01-29,62.29401561144839
2017-01-30,81.46140503035558
2017-01-31,79.54466608846487
2017-02-01,64.21075455333911
2017-02-02,66.12749349522983
2017-02-03,74.75281873373807
2017-02-04,48.87684301821335
2017-02-05,53.66869037294015
2017-02-06,77.62792714657414
2017-02-07,63.25238508239375
2017-02-08,69.00260190806591
2017-02-09,57.50216825672159
2017-02-10,59.41890719861231
2017-02-11,50.79358196010407
2017-02-12,63.25238508239375
2017-02-13,65.16912402428447
2017-02-14,81.46140503035558
2017-02-15,74.75281873373807
2017-02-16,70.91934084995663
2017-02-17,61.33564614050303
2017-02-18,54.62705984388551
2017-02-19,60.377276669557666
2017-02-20,81.46140503035558
2017-02-21,69.00260190806591
2017-02-22,73.7944492627927
2017-02-23,68.04423243712056
2017-02-24,52.71032090199479
2017-02-25,58.460537727666946
2017-02-26,63.25238508239375
2017-02-27,91.04509973980919
2017-02-28,69.96097137901127
2017-03-01,69.48048568950563
2017-03-02,79.27233304423243
2017-03-03,59.834345186470074
2017-03-04,55.334345186470074
2017-03-05,60.68863833477883
2017-03-06,85.50173460537727
2017-03-07,73.89722463139634
2017-03-08,70.48048568950563
2017-03-09,69.45967042497831
2017-03-10,60.667823070251515
2017-03-11,50.89679098005203
2017-03-12,59.64700780572419
2017-03-13,86.6266261925412
2017-03-14,77.39722463139634
2017-03-15,77.7307025151778
2017-03-16,72.37640936686904
2017-03-17,60.62619254119687
2017-03-18,46.52168256721596
2017-03-19,64.04293148308759
2017-03-20,89.0225498699046
2017-03-21,73.98048568950563
2017-03-22,81.7307025151778
2017-03-23,74.27233304423243
2017-03-24,67.04293148308759
2017-03-25,54.41760624457935
2017-03-26,57.73026886383347
2017-03-27,83.14744145706851
2017-03-28,72.41803989592367
2017-03-29,65.68863833477883
2017-03-30,87.16825672159584
2017-03-31,65.60537727666956
2017-04-01,57.29271465741544
2017-04-02,71.0
2017-04-03,86.0
2017-04-04,81.0
2017-04-05,78.0
2017-04-06,74.0
2017-04-07,69.0
2017-04-08,55.0
2017-04-09,58.0
2017-04-10,90.0
2017-04-11,74.0
2017-04-12,71.0
2017-04-13,71.0
2017-04-14,67.0
2017-04-15,54.0
2017-04-16,45.0
2017-04-17,87.0
2017-04-18,74.0
2017-04-19,79.0
2017-04-20,67.0
2017-04-21,71.0
2017-04-22,54.0
2017-04-23,63.0
2017-04-24,91.0
2017-04-25,85.0
2017-04-26,75.0
2017-04-27,74.0
2017-04-28,66.0
2017-04-29,56.0
2017-04-30,55.0
2017-05-01,99.0
2017-05-02,83.0
2017-05-03,75.0
2017-05-04,68.0
2017-05-05,63.0
2017-05-06,57.0
2017-05-07,62.0
2017-05-08,86.0
2017-05-09,84.0
2017-05-10,65.0
2017-05-11,74.0
2017-05-12,77.0
2017-05-13,49.0
2017-05-14,67.0
2017-05-15,100.0
2017-05-16,79.0
2017-05-17,72.0
2017-05-18,68.0
2017-05-19,77.0
2017-05-20,52.0
2017-05-21,71.0
2017-05-22,85.0
2017-05-23,78.0
2017-05-24,72.0
2017-05-25,84.0
2017-05-26,59.0
2017-05-27,44.0
2017-05-28,62.0
2017-05-29,70.0
2017-05-30,72.0
2017-05-31,77.0
2017-06-01,83.0
2017-06-02,74.0
2017-06-03,43.0
