date,melissa mccarthy
2016-05-01,9.11214953271028
2016-05-02,5.467289719626168
2016-05-03,5.922897196261681
2016-05-04,5.011682242990654
2016-05-05,5.771028037383177
2016-05-06,6.2266355140186915
2016-05-07,9.41588785046729
2016-05-08,10.630841121495326
2016-05-09,5.922897196261681
2016-05-10,6.074766355140186
2016-05-11,5.011682242990654
2016-05-12,5.163551401869158
2016-05-13,6.074766355140186
2016-05-14,8.352803738317757
2016-05-15,9.567757009345794
2016-05-16,6.682242990654205
2016-05-17,8.352803738317757
2016-05-18,6.2266355140186915
2016-05-19,6.530373831775701
2016-05-20,5.315420560747663
2016-05-21,6.682242990654205
2016-05-22,9.567757009345794
2016-05-23,4.55607476635514
2016-05-24,3.644859813084112
2016-05-25,3.644859813084112
2016-05-26,4.55607476635514
2016-05-27,4.100467289719626
2016-05-28,5.467289719626168
2016-05-29,6.83411214953271
2016-05-30,4.55607476635514
2016-05-31,3.4929906542056073
2016-06-01,4.55607476635514
2016-06-02,3.3411214953271027
2016-06-03,4.55607476635514
2016-06-04,5.922897196261681
2016-06-05,6.985981308411215
2016-06-06,4.55607476635514
2016-06-07,3.948598130841121
2016-06-08,4.707943925233645
2016-06-09,5.011682242990654
2016-06-10,5.011682242990654
2016-06-11,5.771028037383177
2016-06-12,6.530373831775701
2016-06-13,4.55607476635514
2016-06-14,5.011682242990654
2016-06-15,4.252336448598131
2016-06-16,4.707943925233645
2016-06-17,5.922897196261681
2016-06-18,9.719626168224298
2016-06-19,7.593457943925233
2016-06-20,5.163551401869158
2016-06-21,4.55607476635514
2016-06-22,4.100467289719626
2016-06-23,4.859813084112149
2016-06-24,5.315420560747663
2016-06-25,6.378504672897196
2016-06-26,8.656542056074766
2016-06-27,5.315420560747663
2016-06-28,4.707943925233645
2016-06-29,5.315420560747663
2016-06-30,4.859813084112149
2016-07-01,5.922897196261681
2016-07-02,6.682242990654205
2016-07-03,7.593457943925233
2016-07-04,7.137850467289719
2016-07-05,5.771028037383177
2016-07-06,5.011682242990654
2016-07-07,5.163551401869158
2016-07-08,6.074766355140186
2016-07-09,7.593457943925233
2016-07-10,10.023364485981308
2016-07-11,7.441588785046728
2016-07-12,8.200934579439252
2016-07-13,9.871495327102803
2016-07-14,9.41588785046729
2016-07-15,10.478971962616821
2016-07-16,10.78271028037383
2016-07-17,11.08644859813084
2016-07-18,8.960280373831775
2016-07-19,6.83411214953271
2016-07-20,7.137850467289719
2016-07-21,7.137850467289719
2016-07-22,8.200934579439252
2016-07-23,9.719626168224298
2016-07-24,15.186915887850466
2016-07-25,9.719626168224298
2016-07-26,8.656542056074766
2016-07-27,8.049065420560748
2016-07-28,7.745327102803738
2016-07-29,8.049065420560748
2016-07-30,9.719626168224298
2016-07-31,10.630841121495326
2016-08-01,9.11214953271028
2016-08-02,10.630841121495326
2016-08-03,8.352803738317757
2016-08-04,8.960280373831775
2016-08-05,10.327102803738317
2016-08-06,11.390186915887849
2016-08-07,11.845794392523363
2016-08-08,8.80841121495327
2016-08-09,8.200934579439252
2016-08-10,6.83411214953271
2016-08-11,7.289719626168224
2016-08-12,8.200934579439252
2016-08-13,8.80841121495327
2016-08-14,9.264018691588785
2016-08-15,8.049065420560748
2016-08-16,6.378504672897196
2016-08-17,7.897196261682242
2016-08-18,6.530373831775701
2016-08-19,5.771028037383177
2016-08-20,7.289719626168224
2016-08-21,8.352803738317757
2016-08-22,5.315420560747663
2016-08-23,7.137850467289719
2016-08-24,8.80841121495327
2016-08-25,6.83411214953271
2016-08-26,6.682242990654205
2016-08-27,9.11214953271028
2016-08-28,9.871495327102803
2016-08-29,6.985981308411215
2016-08-30,5.467289719626168
2016-08-31,5.011682242990654
2016-09-01,4.707943925233645
2016-09-02,4.707943925233645
2016-09-03,7.441588785046728
2016-09-04,8.504672897196262
2016-09-05,5.771028037383177
2016-09-06,4.100467289719626
2016-09-07,3.4929906542056073
2016-09-08,3.948598130841121
2016-09-09,3.948598130841121
2016-09-10,6.985981308411215
2016-09-11,7.289719626168224
2016-09-12,4.404205607476635
2016-09-13,3.3411214953271027
2016-09-14,3.3411214953271027
2016-09-15,4.707943925233645
2016-09-16,4.404205607476635
2016-09-17,5.619158878504672
2016-09-18,5.922897196261681
2016-09-19,3.7967289719626165
2016-09-20,3.644859813084112
2016-09-21,3.644859813084112
2016-09-22,4.252336448598131
2016-09-23,4.404205607476635
2016-09-24,6.682242990654205
2016-09-25,6.074766355140186
2016-09-26,4.100467289719626
2016-09-27,5.467289719626168
2016-09-28,3.4929906542056073
2016-09-29,3.3411214953271027
2016-09-30,4.404205607476635
2016-10-01,5.005841121495327
2016-10-02,5.809579439252336
2016-10-03,4.202102803738318
2016-10-04,3.1705607476635516
2016-10-05,2.866822429906542
2016-10-06,3.442757009345794
2016-10-07,3.322429906542056
2016-10-08,6.113317757009346
2016-10-09,6.917056074766355
2016-10-10,5.081775700934579
2016-10-11,3.822429906542056
2016-10-12,3.746495327102804
2016-10-13,3.246495327102804
2016-10-14,3.6705607476635516
2016-10-15,5.005841121495327
2016-10-16,5.005841121495327
2016-10-17,3.0186915887850465
2016-10-18,3.0946261682242993
2016-10-19,3.0946261682242993
2016-10-20,3.0186915887850465
2016-10-21,3.1705607476635516
2016-10-22,4.702102803738318
2016-10-23,5.885514018691588
2016-10-24,3.0186915887850465
2016-10-25,3.822429906542056
2016-10-26,3.322429906542056
2016-10-27,3.1705607476635516
2016-10-28,3.0186915887850465
2016-10-29,4.27803738317757
2016-10-30,6.037383177570093
2016-10-31,3.822429906542056
2016-11-01,3.0946261682242993
2016-11-02,4.0
2016-11-03,3.0
2016-11-04,3.0
2016-11-05,5.0
2016-11-06,6.0
2016-11-07,4.0
2016-11-08,2.0
2016-11-09,2.0
2016-11-10,7.0
2016-11-11,6.0
2016-11-12,5.0
2016-11-13,6.0
2016-11-14,4.0
2016-11-15,3.0
2016-11-16,3.0
2016-11-17,3.0
2016-11-18,5.0
2016-11-19,6.0
2016-11-20,6.0
2016-11-21,6.0
2016-11-22,4.0
2016-11-23,5.0
2016-11-24,5.0
2016-11-25,7.0
2016-11-26,7.0
2016-11-27,6.0
2016-11-28,5.0
2016-11-29,6.0
2016-11-30,5.0
2016-12-01,4.0
2016-12-02,4.0
2016-12-03,4.0
2016-12-04,6.0
2016-12-05,5.0
2016-12-06,3.0
2016-12-07,3.0
2016-12-08,5.0
2016-12-09,3.0
2016-12-10,4.0
2016-12-11,4.0
2016-12-12,4.0
2016-12-13,3.0
2016-12-14,3.0
2016-12-15,2.0
2016-12-16,3.0
2016-12-17,4.0
2016-12-18,4.0
2016-12-19,13.0
2016-12-20,3.0
2016-12-21,3.0
2016-12-22,3.0
2016-12-23,3.0
2016-12-24,3.0
2016-12-25,5.0
2016-12-26,4.0
2016-12-27,4.0
2016-12-28,5.0
2016-12-29,5.0
2016-12-30,6.0
2016-12-31,6.0
2017-01-01,9.0
2017-01-02,5.0
2017-01-03,4.0
2017-01-04,4.0
2017-01-05,3.0
2017-01-06,4.0
2017-01-07,4.0
2017-01-08,5.0
2017-01-09,3.0
2017-01-10,5.0
2017-01-11,4.0
2017-01-12,3.0
2017-01-13,3.0
2017-01-14,4.0
2017-01-15,4.0
2017-01-16,4.0
2017-01-17,3.0
2017-01-18,3.0
2017-01-19,6.0
2017-01-20,3.0
2017-01-21,4.0
2017-01-22,7.0
2017-01-23,4.0
2017-01-24,3.0
2017-01-25,3.0
2017-01-26,3.0
2017-01-27,3.0
2017-01-28,4.0
2017-01-29,4.0
2017-01-30,3.0
2017-01-31,3.0
2017-02-01,3.0
2017-02-02,4.0
2017-02-03,6.0
2017-02-04,6.0
2017-02-05,100.0
2017-02-06,94.0
2017-02-07,61.0
2017-02-08,30.0
2017-02-09,21.0
2017-02-10,19.0
2017-02-11,21.0
2017-02-12,71.0
2017-02-13,28.0
2017-02-14,14.0
2017-02-15,10.0
2017-02-16,9.0
2017-02-17,8.0
2017-02-18,10.0
2017-02-19,11.0
2017-02-20,6.0
2017-02-21,5.0
2017-02-22,5.0
2017-02-23,5.0
2017-02-24,5.0
2017-02-25,7.0
2017-02-26,7.0
2017-02-27,5.0
2017-02-28,4.0
2017-03-01,3.0737704918032787
2017-03-02,3.5737704918032787
2017-03-03,3.7704918032786887
2017-03-04,4.163934426229508
2017-03-05,6.147540983606557
2017-03-06,4.163934426229508
2017-03-07,3.7704918032786887
2017-03-08,3.0737704918032787
2017-03-09,3.0737704918032787
2017-03-10,3.4672131147540983
2017-03-11,5.254098360655737
2017-03-12,6.147540983606557
2017-03-13,3.9672131147540983
2017-03-14,3.7704918032786887
2017-03-15,3.0737704918032787
2017-03-16,2.8770491803278686
2017-03-17,4.360655737704918
2017-03-18,6.147540983606557
2017-03-19,6.450819672131147
2017-03-20,3.7704918032786887
2017-03-21,3.0737704918032787
2017-03-22,3.0737704918032787
2017-03-23,3.0737704918032787
2017-03-24,7.040983606557377
2017-03-25,7.434426229508197
2017-03-26,8.827868852459016
2017-03-27,5.057377049180328
2017-03-28,3.9672131147540983
2017-03-29,4.860655737704918
2017-03-30,4.663934426229508
2017-03-31,4.163934426229508
2017-04-01,4.663934426229508
2017-04-02,5.114754098360656
2017-04-03,2.7540983606557377
2017-04-04,2.7540983606557377
2017-04-05,2.7540983606557377
2017-04-06,3.1475409836065573
2017-04-07,2.7540983606557377
2017-04-08,3.540983606557377
2017-04-09,3.9344262295081966
2017-04-10,2.7540983606557377
2017-04-11,3.9344262295081966
2017-04-12,3.540983606557377
2017-04-13,3.1475409836065573
2017-04-14,3.540983606557377
2017-04-15,3.9344262295081966
2017-04-16,22.0327868852459
2017-04-17,12.98360655737705
2017-04-18,5.9016393442622945
2017-04-19,4.327868852459016
2017-04-20,3.9344262295081966
2017-04-21,4.327868852459016
2017-04-22,4.721311475409836
2017-04-23,6.688524590163935
2017-04-24,3.1475409836065573
2017-04-25,2.7540983606557377
2017-04-26,2.360655737704918
