date,donald trump book
2016-05-01,5.7939983779399835
2016-05-02,5.7939983779399835
2016-05-03,6.708840227088402
2016-05-04,10.978102189781023
2016-05-05,10.978102189781023
2016-05-06,11.892944038929441
2016-05-07,4.879156528791565
2016-05-08,9.75831305758313
2016-05-09,8.843471208434712
2016-05-10,8.233576642335766
2016-05-11,6.708840227088402
2016-05-12,6.708840227088402
2016-05-13,7.928629359286294
2016-05-14,13.722627737226277
2016-05-15,8.843471208434712
2016-05-16,6.40389294403893
2016-05-17,6.098945660989457
2016-05-18,8.843471208434712
2016-05-19,7.318734793187348
2016-05-20,4.269261962692619
2016-05-21,4.574209245742092
2016-05-22,5.489051094890511
2016-05-23,4.879156528791565
2016-05-24,4.879156528791565
2016-05-25,5.7939983779399835
2016-05-26,12.197891321978913
2016-05-27,9.148418491484184
2016-05-28,6.708840227088402
2016-05-29,3.354420113544201
2016-05-30,3.659367396593674
2016-05-31,4.269261962692619
2016-06-01,5.184103811841038
2016-06-02,7.013787510137875
2016-06-03,5.184103811841038
2016-06-04,4.574209245742092
2016-06-05,8.538523925385238
2016-06-06,5.7939983779399835
2016-06-07,7.318734793187348
2016-06-08,5.7939983779399835
2016-06-09,6.098945660989457
2016-06-10,6.098945660989457
2016-06-11,15.552311435523114
2016-06-12,5.7939983779399835
2016-06-13,4.269261962692619
2016-06-14,6.098945660989457
2016-06-15,7.013787510137875
2016-06-16,4.879156528791565
2016-06-17,7.318734793187348
2016-06-18,3.659367396593674
2016-06-19,4.574209245742092
2016-06-20,4.879156528791565
2016-06-21,8.843471208434712
2016-06-22,8.233576642335766
2016-06-23,6.098945660989457
2016-06-24,3.0494728304947283
2016-06-25,6.708840227088402
2016-06-26,3.354420113544201
2016-06-27,2.7445255474452557
2016-06-28,6.40389294403893
2016-06-29,4.574209245742092
2016-06-30,5.7939983779399835
2016-07-01,3.964314679643147
2016-07-02,4.879156528791565
2016-07-03,5.7939983779399835
2016-07-04,5.489051094890511
2016-07-05,4.574209245742092
2016-07-06,5.184103811841038
2016-07-07,8.538523925385238
2016-07-08,3.964314679643147
2016-07-09,5.7939983779399835
2016-07-10,5.184103811841038
2016-07-11,3.964314679643147
2016-07-12,2.4395782643957826
2016-07-13,1.829683698296837
2016-07-14,4.879156528791565
2016-07-15,6.40389294403893
2016-07-16,6.098945660989457
2016-07-17,2.7445255474452557
2016-07-18,9.75831305758313
2016-07-19,14.637469586374696
2016-07-20,16.772100567721004
2016-07-21,14.637469586374696
2016-07-22,14.942416869424168
2016-07-23,9.453365774533658
2016-07-24,10.978102189781023
2016-07-25,6.098945660989457
2016-07-26,8.538523925385238
2016-07-27,15.857258718572588
2016-07-28,9.75831305758313
2016-07-29,7.318734793187348
2016-07-30,8.538523925385238
2016-07-31,14.332522303325224
2016-08-01,7.013787510137875
2016-08-02,13.722627737226277
2016-08-03,11.283049472830495
2016-08-04,14.637469586374696
2016-08-05,5.489051094890511
2016-08-06,5.7939983779399835
2016-08-07,5.7939983779399835
2016-08-08,7.318734793187348
2016-08-09,5.7939983779399835
2016-08-10,8.233576642335766
2016-08-11,8.233576642335766
2016-08-12,6.708840227088402
2016-08-13,3.0494728304947283
2016-08-14,7.013787510137875
2016-08-15,2.7445255474452557
2016-08-16,3.964314679643147
2016-08-17,5.489051094890511
2016-08-18,4.879156528791565
2016-08-19,5.489051094890511
2016-08-20,4.879156528791565
2016-08-21,5.7939983779399835
2016-08-22,7.623682076236821
2016-08-23,10.368207623682077
2016-08-24,9.75831305758313
2016-08-25,6.708840227088402
2016-08-26,8.233576642335766
2016-08-27,9.75831305758313
2016-08-28,7.318734793187348
2016-08-29,3.354420113544201
2016-08-30,4.879156528791565
2016-08-31,3.659367396593674
2016-09-01,8.538523925385238
2016-09-02,7.318734793187348
2016-09-03,4.269261962692619
2016-09-04,3.659367396593674
2016-09-05,5.7939983779399835
2016-09-06,6.40389294403893
2016-09-07,4.879156528791565
2016-09-08,4.269261962692619
2016-09-09,5.489051094890511
2016-09-10,3.0494728304947283
2016-09-11,3.354420113544201
2016-09-12,8.233576642335766
2016-09-13,2.1346309813463096
2016-09-14,4.879156528791565
2016-09-15,5.489051094890511
2016-09-16,6.708840227088402
2016-09-17,5.7939983779399835
2016-09-18,6.40389294403893
2016-09-19,8.233576642335766
2016-09-20,5.489051094890511
2016-09-21,4.879156528791565
2016-09-22,4.879156528791565
2016-09-23,5.7939983779399835
2016-09-24,5.184103811841038
2016-09-25,4.269261962692619
2016-09-26,8.233576642335766
2016-09-27,18.906731549067317
2016-09-28,7.928629359286294
2016-09-29,11.283049472830495
2016-09-30,11.892944038929441
2016-10-01,5.592051905920519
2016-10-02,9.116788321167883
2016-10-03,7.464314679643147
2016-10-04,7.116788321167883
2016-10-05,10.684103811841037
2016-10-06,5.396999188969992
2016-10-07,8.311841038118411
2016-10-08,12.90389294403893
2016-10-09,12.751419302514194
2016-10-10,20.02068126520681
2016-10-11,15.361313868613138
2016-10-12,9.379156528791565
2016-10-13,11.40389294403893
2016-10-14,10.836577453365773
2016-10-15,6.616788321167883
2016-10-16,10.489051094890511
2016-10-17,10.336577453365773
2016-10-18,9.311841038118411
2016-10-19,11.379156528791565
2016-10-20,32.59489051094891
2016-10-21,26.747364152473644
2016-10-22,20.563260340632603
2016-10-23,13.513787510137874
2016-10-24,9.72668288726683
2016-10-25,13.141524736415247
2016-10-26,11.793998377939984
2016-10-27,8.964314679643147
2016-10-28,12.293998377939984
2016-10-29,7.769261962692619
2016-10-30,4.244525547445256
2016-10-31,7.769261962692619
2016-11-01,12.40389294403893
2016-11-02,14.0
2016-11-03,9.0
2016-11-04,13.0
2016-11-05,11.0
2016-11-06,11.0
2016-11-07,17.0
2016-11-08,22.0
2016-11-09,100.0
2016-11-10,53.0
2016-11-11,45.0
2016-11-12,34.0
2016-11-13,30.0
2016-11-14,16.0
2016-11-15,22.0
2016-11-16,19.0
2016-11-17,19.0
2016-11-18,16.0
2016-11-19,14.0
2016-11-20,13.0
2016-11-21,16.0
2016-11-22,10.0
2016-11-23,5.0
2016-11-24,10.0
2016-11-25,10.0
2016-11-26,5.0
2016-11-27,7.0
2016-11-28,6.0
2016-11-29,13.0
2016-11-30,5.0
2016-12-01,12.0
2016-12-02,6.0
2016-12-03,7.0
2016-12-04,11.0
2016-12-05,5.0
2016-12-06,8.0
2016-12-07,8.0
2016-12-08,8.0
2016-12-09,6.0
2016-12-10,8.0
2016-12-11,6.0
2016-12-12,6.0
2016-12-13,9.0
2016-12-14,9.0
2016-12-15,8.0
2016-12-16,7.0
2016-12-17,9.0
2016-12-18,5.0
2016-12-19,8.0
2016-12-20,7.0
2016-12-21,4.0
2016-12-22,6.0
2016-12-23,6.0
2016-12-24,4.0
2016-12-25,6.0
2016-12-26,3.0
2016-12-27,4.0
2016-12-28,5.0
2016-12-29,3.0
2016-12-30,3.0
2016-12-31,9.0
2017-01-01,5.0
2017-01-02,4.0
2017-01-03,10.0
2017-01-04,6.0
2017-01-05,5.0
2017-01-06,8.0
2017-01-07,7.0
2017-01-08,12.0
2017-01-09,10.0
2017-01-10,9.0
2017-01-11,15.0
2017-01-12,10.0
2017-01-13,13.0
2017-01-14,5.0
2017-01-15,8.0
2017-01-16,6.0
2017-01-17,14.0
2017-01-18,6.0
2017-01-19,16.0
2017-01-20,43.0
2017-01-21,41.0
2017-01-22,28.0
2017-01-23,17.0
2017-01-24,15.0
2017-01-25,19.0
2017-01-26,20.0
2017-01-27,14.0
2017-01-28,9.0
2017-01-29,14.0
2017-01-30,18.0
2017-01-31,12.0
2017-02-01,13.0
2017-02-02,17.0
2017-02-03,13.0
2017-02-04,13.0
2017-02-05,10.0
2017-02-06,12.0
2017-02-07,12.0
2017-02-08,11.0
2017-02-09,13.0
2017-02-10,13.0
2017-02-11,7.0
2017-02-12,5.0
2017-02-13,9.0
2017-02-14,13.0
2017-02-15,7.0
2017-02-16,7.0
2017-02-17,5.0
2017-02-18,7.0
2017-02-19,11.0
2017-02-20,6.0
2017-02-21,6.0
2017-02-22,12.0
2017-02-23,7.0
2017-02-24,8.0
2017-02-25,7.0
2017-02-26,8.0
2017-02-27,6.0
2017-02-28,9.0
2017-03-01,9.901604278074867
2017-03-02,9.171657754010695
2017-03-03,8.133689839572192
2017-03-04,7.990909090909091
2017-03-05,6.939572192513369
2017-03-06,4.912834224598931
2017-03-07,6.939572192513369
2017-03-08,5.336898395721925
2017-03-09,4.618181818181818
2017-03-10,5.720855614973262
2017-03-11,4.642780748663101
2017-03-12,5.490909090909091
2017-03-13,3.156149732620321
2017-03-14,4.156149732620321
2017-03-15,7.028877005347594
2017-03-16,3.7454545454545456
2017-03-17,7.336898395721925
2017-03-18,6.336898395721925
2017-03-19,5.977540106951872
2017-03-20,5.053475935828877
2017-03-21,5.028877005347594
2017-03-22,5.028877005347594
2017-03-23,5.399465240641711
2017-03-24,9.00427807486631
2017-03-25,8.285561497326203
2017-03-26,6.593582887700535
2017-03-27,3.4641711229946526
2017-03-28,6.836898395721925
2017-03-29,5.8882352941176475
2017-03-30,5.8235294117647065
2017-03-31,4.348128342245989
2017-04-01,3.707486631016043
2017-04-02,4.825668449197861
2017-04-03,4.722994652406417
2017-04-04,6.981818181818182
2017-04-05,4.722994652406417
2017-04-06,5.647058823529412
2017-04-07,3.388235294117647
2017-04-08,6.571122994652407
2017-04-09,2.874866310160428
2017-04-10,2.66951871657754
2017-04-11,4.517647058823529
2017-04-12,5.441711229946524
2017-04-13,5.031016042780749
2017-04-14,3.0802139037433154
2017-04-15,2.5668449197860963
2017-04-16,2.4641711229946526
2017-04-17,3.7989304812834224
2017-04-18,4.928342245989305
2017-04-19,2.3614973262032084
2017-04-20,6.571122994652407
2017-04-21,5.8524064171123
2017-04-22,3.7989304812834224
2017-04-23,3.0802139037433154
2017-04-24,6.776470588235294
2017-04-25,5.544385026737968
2017-04-26,4.106951871657754
2017-04-27,5.33903743315508
2017-04-28,4.00427807486631
2017-04-29,3.1828877005347596
2017-04-30,4.620320855614973
2017-05-01,5.8524064171123
2017-05-02,5.8524064171123
2017-05-03,4.620320855614973
2017-05-04,4.106951871657754
2017-05-05,5.749732620320856
2017-05-06,5.133689839572193
2017-05-07,3.388235294117647
2017-05-08,3.7989304812834224
2017-05-09,2.9775401069518717
2017-05-10,5.33903743315508
2017-05-11,5.33903743315508
2017-05-12,6.160427807486631
2017-05-13,4.517647058823529
2017-05-14,5.955080213903743
2017-05-15,5.8524064171123
2017-05-16,4.722994652406417
2017-05-17,4.106951871657754
2017-05-18,6.468449197860963
2017-05-19,6.365775401069519
2017-05-20,3.9016042780748665
2017-05-21,4.209625668449198
2017-05-22,3.2855614973262033
2017-05-23,3.7989304812834224
2017-05-24,9.548663101604278
2017-05-25,4.928342245989305
2017-05-26,4.209625668449198
2017-05-27,3.593582887700535
2017-05-28,2.874866310160428
2017-05-29,4.414973262032086
2017-05-30,3.2855614973262033
2017-05-31,5.33903743315508
2017-06-01,6.057754010695187
2017-06-02,6.879144385026738
2017-06-03,2.772192513368984
