date,border wall
2016-10-26,2.1945701357466065
2016-10-27,2.1402714932126696
2016-10-28,2.085972850678733
2016-10-29,1.7058823529411766
2016-10-30,1.9230769230769231
2016-10-31,2.085972850678733
2016-11-01,2.248868778280543
2016-11-02,2.0
2016-11-03,2.0
2016-11-04,2.0
2016-11-05,3.0
2016-11-06,1.0
2016-11-07,4.0
2016-11-08,4.0
2016-11-09,20.0
2016-11-10,15.0
2016-11-11,12.0
2016-11-12,9.0
2016-11-13,9.0
2016-11-14,10.0
2016-11-15,6.0
2016-11-16,3.0
2016-11-17,4.0
2016-11-18,4.0
2016-11-19,3.0
2016-11-20,3.0
2016-11-21,4.0
2016-11-22,3.0
2016-11-23,2.0
2016-11-24,3.0
2016-11-25,2.0
2016-11-26,3.0
2016-11-27,2.0
2016-11-28,3.0
2016-11-29,2.0
2016-11-30,2.0
2016-12-01,2.0
2016-12-02,3.0
2016-12-03,1.0
2016-12-04,2.0
2016-12-05,2.0
2016-12-06,2.0
2016-12-07,2.0
2016-12-08,2.0
2016-12-09,2.0
2016-12-10,1.0
2016-12-11,2.0
2016-12-12,1.0
2016-12-13,2.0
2016-12-14,2.0
2016-12-15,2.0
2016-12-16,2.0
2016-12-17,1.0
2016-12-18,1.0
2016-12-19,2.0
2016-12-20,1.0
2016-12-21,1.0
2016-12-22,1.0
2016-12-23,1.0
2016-12-24,1.0
2016-12-25,0.0
2016-12-26,3.0
2016-12-27,1.0
2016-12-28,1.0
2016-12-29,2.0
2016-12-30,1.0
2016-12-31,2.0
2017-01-01,1.0
2017-01-02,1.0
2017-01-03,2.0
2017-01-04,3.0
2017-01-05,2.0
2017-01-06,11.0
2017-01-07,9.0
2017-01-08,4.0
2017-01-09,4.0
2017-01-10,4.0
2017-01-11,4.0
2017-01-12,4.0
2017-01-13,3.0
2017-01-14,4.0
2017-01-15,2.0
2017-01-16,3.0
2017-01-17,2.0
2017-01-18,3.0
2017-01-19,3.0
2017-01-20,4.0
2017-01-21,5.0
2017-01-22,4.0
2017-01-23,4.0
2017-01-24,4.0
2017-01-25,59.0
2017-01-26,100.0
2017-01-27,64.0
2017-01-28,42.0
2017-01-29,33.0
2017-01-30,27.0
2017-01-31,20.0
2017-02-01,15.0
2017-02-02,16.0
2017-02-03,14.0
2017-02-04,10.0
2017-02-05,9.0
2017-02-06,8.0
2017-02-07,9.0
2017-02-08,6.0
2017-02-09,8.0
2017-02-10,10.0
2017-02-11,10.0
2017-02-12,7.0
2017-02-13,7.0
2017-02-14,5.0
2017-02-15,5.0
2017-02-16,5.0
2017-02-17,5.0
2017-02-18,7.0
2017-02-19,8.0
2017-02-20,9.0
2017-02-21,8.0
2017-02-22,7.0
2017-02-23,8.0
2017-02-24,7.0
2017-02-25,7.0
2017-02-26,5.0
2017-02-27,5.0
2017-02-28,6.0
2017-03-01,7.129554655870445
2017-03-02,6.1396761133603235
2017-03-03,6.629554655870445
2017-03-04,5.969635627530364
2017-03-05,5.6396761133603235
2017-03-06,5.6396761133603235
2017-03-07,4.809716599190283
2017-03-08,5.1396761133603235
2017-03-09,4.6396761133603235
2017-03-10,4.309716599190283
2017-03-11,3.979757085020243
2017-03-12,3.979757085020243
2017-03-13,3.979757085020243
2017-03-14,4.809716599190283
2017-03-15,3.479757085020243
2017-03-16,5.969635627530364
2017-03-17,4.969635627530364
2017-03-18,5.6396761133603235
2017-03-19,5.6396761133603235
2017-03-20,5.1396761133603235
2017-03-21,5.309716599190283
2017-03-22,5.6396761133603235
2017-03-23,5.1396761133603235
2017-03-24,4.309716599190283
2017-03-25,3.479757085020243
2017-03-26,3.979757085020243
2017-03-27,4.479757085020243
2017-03-28,6.799595141700404
2017-03-29,7.129554655870445
2017-03-30,5.969635627530364
2017-03-31,3.979757085020243
2017-04-01,3.149797570850202
2017-04-02,3.959514170040486
2017-04-03,3.959514170040486
2017-04-04,7.919028340080972
2017-04-05,9.898785425101215
2017-04-06,7.2591093117408905
2017-04-07,4.619433198380567
2017-04-08,3.299595141700405
2017-04-09,3.299595141700405
2017-04-10,3.959514170040486
2017-04-11,6.59919028340081
2017-04-12,7.919028340080972
2017-04-13,4.619433198380567
2017-04-14,3.299595141700405
2017-04-15,3.959514170040486
2017-04-16,2.639676113360324
2017-04-17,3.959514170040486
2017-04-18,3.959514170040486
2017-04-19,3.299595141700405
2017-04-20,3.299595141700405
2017-04-21,3.959514170040486
2017-04-22,4.619433198380567
2017-04-23,25.076923076923077
2017-04-24,65.9919028340081
2017-04-25,52.79352226720648
2017-04-26,15.178137651821862
2017-04-27,7.2591093117408905
2017-04-28,4.619433198380567
2017-04-29,4.619433198380567
2017-04-30,4.619433198380567
2017-05-01,6.59919028340081
2017-05-02,6.59919028340081
2017-05-03,7.2591093117408905
2017-05-04,7.2591093117408905
2017-05-05,5.279352226720648
2017-05-06,3.299595141700405
2017-05-07,3.959514170040486
2017-05-08,3.299595141700405
2017-05-09,2.639676113360324
2017-05-10,3.299595141700405
2017-05-11,3.299595141700405
2017-05-12,3.299595141700405
2017-05-13,3.299595141700405
2017-05-14,3.299595141700405
2017-05-15,3.959514170040486
2017-05-16,3.299595141700405
2017-05-17,3.299595141700405
2017-05-18,3.299595141700405
2017-05-19,1.979757085020243
2017-05-20,1.979757085020243
2017-05-21,1.979757085020243
2017-05-22,2.639676113360324
2017-05-23,3.299595141700405
2017-05-24,3.299595141700405
2017-05-25,2.639676113360324
2017-05-26,2.639676113360324
2017-05-27,1.979757085020243
2017-05-28,1.319838056680162
2017-05-29,1.979757085020243
2017-05-30,2.639676113360324
2017-05-31,2.639676113360324
2017-06-01,1.319838056680162
2017-06-02,1.979757085020243
2017-06-03,2.639676113360324
