date,trump travel
2016-05-01,0.3316176470588235
2016-05-02,0.663235294117647
2016-05-03,0.6029411764705882
2016-05-04,1.688235294117647
2016-05-05,1.4772058823529413
2016-05-06,1.0852941176470587
2016-05-07,0.7235294117647059
2016-05-08,0.2713235294117647
2016-05-09,0.9948529411764706
2016-05-10,0.8139705882352941
2016-05-11,0.663235294117647
2016-05-12,0.5426470588235294
2016-05-13,0.6933823529411764
2016-05-14,0.4522058823529412
2016-05-15,0.5125
2016-05-16,0.6029411764705882
2016-05-17,0.4823529411764706
2016-05-18,0.6933823529411764
2016-05-19,0.15073529411764705
2016-05-20,0.3316176470588235
2016-05-21,0.4522058823529412
2016-05-22,0.5125
2016-05-23,0.7536764705882353
2016-05-24,0.7536764705882353
2016-05-25,0.663235294117647
2016-05-26,0.6933823529411764
2016-05-27,0.4522058823529412
2016-05-28,0.7838235294117647
2016-05-29,0.4522058823529412
2016-05-30,0.21102941176470588
2016-05-31,0.3316176470588235
2016-06-01,0.6029411764705882
2016-06-02,0.6029411764705882
2016-06-03,0.2411764705882353
2016-06-04,0.4522058823529412
2016-06-05,0.5727941176470588
2016-06-06,0.7536764705882353
2016-06-07,0.4823529411764706
2016-06-08,0.4823529411764706
2016-06-09,0.5125
2016-06-10,0.3316176470588235
2016-06-11,0.4522058823529412
2016-06-12,0.39191176470588235
2016-06-13,0.6933823529411764
2016-06-14,1.236029411764706
2016-06-15,0.6029411764705882
2016-06-16,0.8441176470588235
2016-06-17,0.4522058823529412
2016-06-18,0.4522058823529412
2016-06-19,0.7838235294117647
2016-06-20,0.6029411764705882
2016-06-21,0.8742647058823529
2016-06-22,0.4522058823529412
2016-06-23,0.6029411764705882
2016-06-24,1.0852941176470587
2016-06-25,0.5125
2016-06-26,0.8441176470588235
2016-06-27,0.2713235294117647
2016-06-28,0.39191176470588235
2016-06-29,0.5426470588235294
2016-06-30,0.4522058823529412
2016-07-01,0.5727941176470588
2016-07-02,0.3316176470588235
2016-07-03,0.6029411764705882
2016-07-04,0.36176470588235293
2016-07-05,0.3316176470588235
2016-07-06,0.6330882352941176
2016-07-07,0.4522058823529412
2016-07-08,0.36176470588235293
2016-07-09,0.9345588235294118
2016-07-10,0.663235294117647
2016-07-11,0.39191176470588235
2016-07-12,0.42205882352941176
2016-07-13,0.6029411764705882
2016-07-14,0.9647058823529412
2016-07-15,0.8139705882352941
2016-07-16,1.0551470588235294
2016-07-17,1.326470588235294
2016-07-18,0.5727941176470588
2016-07-19,2.833823529411765
2016-07-20,2.1404411764705884
2016-07-21,1.7786764705882354
2016-07-22,3.014705882352941
2016-07-23,0.9345588235294118
2016-07-24,1.1154411764705883
2016-07-25,0.8441176470588235
2016-07-26,0.9948529411764706
2016-07-27,1.175735294117647
2016-07-28,1.236029411764706
2016-07-29,1.7183823529411766
2016-07-30,1.2058823529411764
2016-07-31,0.6029411764705882
2016-08-01,1.5676470588235294
2016-08-02,1.8088235294117647
2016-08-03,1.5375
2016-08-04,1.236029411764706
2016-08-05,0.42205882352941176
2016-08-06,1.2661764705882352
2016-08-07,0.8742647058823529
2016-08-08,0.9044117647058824
2016-08-09,1.386764705882353
2016-08-10,1.6279411764705882
2016-08-11,0.6933823529411764
2016-08-12,0.7536764705882353
2016-08-13,0.5426470588235294
2016-08-14,0.9948529411764706
2016-08-15,1.0551470588235294
2016-08-16,0.7838235294117647
2016-08-17,0.2713235294117647
2016-08-18,0.8441176470588235
2016-08-19,0.7536764705882353
2016-08-20,0.5125
2016-08-21,1.1455882352941176
2016-08-22,1.1455882352941176
