date,trump travel
2016-08-23,0.7838235294117647
2016-08-24,0.9044117647058824
2016-08-25,0.6330882352941176
2016-08-26,0.5125
2016-08-27,0.3316176470588235
2016-08-28,0.6933823529411764
2016-08-29,0.5426470588235294
2016-08-30,0.8139705882352941
2016-08-31,1.2963235294117648
2016-09-01,0.8742647058823529
2016-09-02,0.7235294117647059
2016-09-03,0.6933823529411764
2016-09-04,0.6933823529411764
2016-09-05,0.7838235294117647
2016-09-06,0.6933823529411764
2016-09-07,0.6029411764705882
2016-09-08,0.42205882352941176
2016-09-09,0.6029411764705882
2016-09-10,0.5727941176470588
2016-09-11,0.6330882352941176
2016-09-12,0.8139705882352941
2016-09-13,0.7536764705882353
2016-09-14,0.5426470588235294
2016-09-15,0.7235294117647059
2016-09-16,1.1154411764705883
2016-09-17,0.5125
2016-09-18,0.9044117647058824
2016-09-19,0.4823529411764706
2016-09-20,0.6330882352941176
2016-09-21,0.7536764705882353
2016-09-22,0.42205882352941176
2016-09-23,0.3316176470588235
2016-09-24,0.6330882352941176
2016-09-25,0.42205882352941176
2016-09-26,0.8441176470588235
2016-09-27,2.5022058823529414
2016-09-28,0.9345588235294118
2016-09-29,0.9647058823529412
2016-09-30,0.8441176470588235
2016-10-01,0.9823529411764707
2016-10-02,0.9672794117647059
2016-10-03,0.9220588235294118
2016-10-04,0.9069852941176471
2016-10-05,0.9220588235294118
2016-10-06,0.9974264705882353
2016-10-07,0.8014705882352942
2016-10-08,2.009926470588235
2016-10-09,1.919485294117647
2016-10-10,2.826470588235294
2016-10-11,1.7084558823529412
2016-10-12,1.9948529411764706
2016-10-13,1.0275735294117647
2016-10-14,1.2084558823529412
2016-10-15,1.1029411764705883
2016-10-16,1.3591911764705884
2016-10-17,0.8316176470588235
2016-10-18,1.8290441176470589
2016-10-19,1.374264705882353
2016-10-20,1.9496323529411765
2016-10-21,1.1481617647058824
2016-10-22,1.0125
2016-10-23,0.9220588235294118
2016-10-24,1.1481617647058824
2016-10-25,1.163235294117647
2016-10-26,1.0878676470588236
2016-10-27,0.9672794117647059
2016-10-28,1.1481617647058824
2016-10-29,0.9522058823529411
2016-10-30,0.9823529411764707
2016-10-31,1.0275735294117647
2016-11-01,1.7988970588235293
2016-11-02,2.0
2016-11-03,2.0
2016-11-04,2.0
2016-11-05,1.0
2016-11-06,2.0
2016-11-07,2.0
2016-11-08,3.0
2016-11-09,13.0
2016-11-10,9.0
2016-11-11,5.0
2016-11-12,4.0
2016-11-13,3.0
2016-11-14,3.0
2016-11-15,3.0
2016-11-16,2.0
2016-11-17,2.0
2016-11-18,1.0
2016-11-19,2.0
2016-11-20,2.0
2016-11-21,2.0
2016-11-22,2.0
2016-11-23,1.0
2016-11-24,1.0
2016-11-25,1.0
2016-11-26,1.0
2016-11-27,1.0
2016-11-28,1.0
2016-11-29,1.0
2016-11-30,1.0
2016-12-01,1.0
2016-12-02,1.0
2016-12-03,1.0
2016-12-04,1.0
2016-12-05,1.0
2016-12-06,1.0
2016-12-07,1.0
2016-12-08,1.0
2016-12-09,1.0
2016-12-10,1.0
2016-12-11,1.0
2016-12-12,1.0
2016-12-13,1.0
2016-12-14,1.0
2016-12-15,1.0
2016-12-16,1.0
2016-12-17,1.0
2016-12-18,1.0
2016-12-19,1.0
2016-12-20,1.0
2016-12-21,1.0
2016-12-22,1.0
2016-12-23,1.0
2016-12-24,1.0
2016-12-25,1.0
2016-12-26,1.0
2016-12-27,1.0
2016-12-28,1.0
2016-12-29,0.0
2016-12-30,1.0
2016-12-31,1.0
2017-01-01,1.0
2017-01-02,1.0
2017-01-03,1.0
2017-01-04,1.0
2017-01-05,1.0
2017-01-06,1.0
2017-01-07,1.0
2017-01-08,1.0
2017-01-09,1.0
2017-01-10,1.0
2017-01-11,3.0
2017-01-12,2.0
2017-01-13,1.0
2017-01-14,1.0
2017-01-15,2.0
2017-01-16,2.0
2017-01-17,2.0
2017-01-18,3.0
2017-01-19,2.0
2017-01-20,7.0
2017-01-21,5.0
2017-01-22,4.0
2017-01-23,3.0
2017-01-24,4.0
2017-01-25,6.0
2017-01-26,9.0
2017-01-27,7.0
2017-01-28,19.0
2017-01-29,86.0
2017-01-30,100.0
2017-01-31,75.0
2017-02-01,40.0
2017-02-02,29.0
2017-02-03,20.0
2017-02-04,63.0
2017-02-05,51.0
2017-02-06,39.0
2017-02-07,33.0
2017-02-08,47.0
2017-02-09,39.0
2017-02-10,57.0
2017-02-11,35.0
2017-02-12,15.0
2017-02-13,16.0
2017-02-14,12.0
2017-02-15,9.0
2017-02-16,12.0
2017-02-17,13.0
2017-02-18,17.0
2017-02-19,10.0
2017-02-20,16.0
2017-02-21,18.0
2017-02-22,13.0
2017-02-23,10.0
2017-02-24,9.0
2017-02-25,8.0
2017-02-26,7.0
2017-02-27,8.0
2017-02-28,8.0
2017-03-01,10.500705218617771
2017-03-02,6.800423131170663
2017-03-03,6.525387870239775
2017-03-04,4.975317348377997
2017-03-05,6.5754583921015515
2017-03-06,35.87729196050776
2017-03-07,34.55218617771509
2017-03-08,12.05077574047955
2017-03-09,9.400564174894217
2017-03-10,8.900564174894217
2017-03-11,6.800423131170663
2017-03-12,6.025387870239775
2017-03-13,7.350493653032441
2017-03-14,6.800423131170663
2017-03-15,13.05077574047955
2017-03-16,41.17771509167842
2017-03-17,15.700987306064881
2017-03-18,10.77574047954866
2017-03-19,8.900564174894217
2017-03-20,8.400564174894217
2017-03-21,9.400564174894217
2017-03-22,9.175599435825106
2017-03-23,6.300423131170663
2017-03-24,7.350493653032441
2017-03-25,5.7503526093088855
2017-03-26,4.975317348377997
2017-03-27,4.975317348377997
2017-03-28,4.975317348377997
2017-03-29,5.2503526093088855
2017-03-30,54.50352609308886
2017-03-31,12.55077574047955
2017-04-01,3.6502115655853316
2017-04-02,4.950634696755994
2017-04-03,5.500705218617772
2017-04-04,4.4005641748942175
2017-04-05,4.950634696755994
2017-04-06,4.4005641748942175
2017-04-07,5.500705218617772
2017-04-08,3.300423131170663
2017-04-09,2.750352609308886
2017-04-10,3.8504936530324403
2017-04-11,11.001410437235544
2017-04-12,6.0507757404795495
2017-04-13,4.4005641748942175
2017-04-14,4.4005641748942175
2017-04-15,4.950634696755994
2017-04-16,2.750352609308886
2017-04-17,4.4005641748942175
2017-04-18,3.300423131170663
2017-04-19,2.2002820874471087
2017-04-20,2.750352609308886
2017-04-21,2.750352609308886
2017-04-22,2.2002820874471087
2017-04-23,1.6502115655853316
2017-04-24,2.750352609308886
2017-04-25,2.2002820874471087
2017-04-26,3.300423131170663
2017-04-27,2.750352609308886
2017-04-28,2.750352609308886
2017-04-29,1.6502115655853316
2017-04-30,2.2002820874471087
2017-05-01,2.2002820874471087
2017-05-02,2.750352609308886
2017-05-03,2.750352609308886
2017-05-04,3.300423131170663
2017-05-05,2.2002820874471087
2017-05-06,1.6502115655853316
2017-05-07,2.2002820874471087
2017-05-08,48.406205923836396
2017-05-09,22.002820874471087
2017-05-10,2.750352609308886
2017-05-11,3.300423131170663
2017-05-12,2.750352609308886
2017-05-13,2.2002820874471087
2017-05-14,1.6502115655853316
2017-05-15,9.351198871650212
2017-05-16,8.801128349788435
2017-05-17,4.4005641748942175
2017-05-18,4.4005641748942175
2017-05-19,5.500705218617772
2017-05-20,4.950634696755994
2017-05-21,5.500705218617772
2017-05-22,3.300423131170663
2017-05-23,4.4005641748942175
2017-05-24,5.500705218617772
2017-05-25,14.301833568406206
2017-05-26,11.55148095909732
2017-05-27,2.750352609308886
2017-05-28,2.750352609308886
2017-05-29,2.2002820874471087
2017-05-30,2.750352609308886
2017-05-31,3.300423131170663
2017-06-01,3.300423131170663
2017-06-02,21.45275035260931
2017-06-03,3.8504936530324403
