date,obama burger
2016-11-09,85.0
2016-11-10,86.0
2016-11-11,91.0
2016-11-12,100.0
2016-11-13,14.0
2016-11-14,36.0
2016-11-15,37.0
2016-11-16,30.0
2016-11-17,56.0
2016-11-18,51.0
2016-11-19,28.0
2016-11-20,49.0
2016-11-21,36.0
2016-11-22,36.0
2016-11-23,37.0
2016-11-24,38.0
2016-11-25,25.0
2016-11-26,21.0
2016-11-27,0.0
2016-11-28,36.0
2016-11-29,24.0
2016-11-30,18.0
2016-12-01,49.0
2016-12-02,25.0
2016-12-03,0.0
2016-12-04,14.0
2016-12-05,24.0
2016-12-06,12.0
2016-12-07,12.0
2016-12-08,25.0
2016-12-09,20.0
2016-12-10,16.0
2016-12-11,0.0
2016-12-12,12.0
2016-12-13,18.0
2016-12-14,24.0
2016-12-15,12.0
2016-12-16,20.0
2016-12-17,0.0
2016-12-18,57.0
2016-12-19,31.0
2016-12-20,13.0
2016-12-21,19.0
2016-12-22,13.0
2016-12-23,41.0
2016-12-24,31.0
2016-12-25,24.0
2016-12-26,21.0
2016-12-27,32.0
2016-12-28,26.0
2016-12-29,20.0
2016-12-30,14.0
2016-12-31,23.0
2017-01-01,31.0
2017-01-02,13.0
2017-01-03,18.0
2017-01-04,24.0
2017-01-05,12.0
2017-01-06,32.0
2017-01-07,28.0
2017-01-08,14.0
2017-01-09,12.0
2017-01-10,30.0
2017-01-11,72.0
2017-01-12,42.0
2017-01-13,31.0
2017-01-14,82.0
2017-01-15,41.0
2017-01-16,29.0
2017-01-17,24.0
2017-01-18,24.0
2017-01-19,24.0
2017-01-20,97.0
2017-01-21,68.0
2017-01-22,27.0
2017-01-23,29.0
2017-01-24,53.0
2017-01-25,29.0
2017-01-26,24.0
2017-01-27,25.0
2017-01-28,42.0
2017-01-29,27.0
2017-01-30,59.0
2017-01-31,35.0
2017-02-01,35.0
2017-02-02,23.0
2017-02-03,18.0
2017-02-04,20.0
2017-02-05,40.0
2017-02-06,12.0
2017-02-07,17.0
2017-02-08,47.0
2017-02-09,12.0
2017-02-10,18.0
2017-02-11,34.0
2017-02-12,20.0
2017-02-13,0.0
2017-02-14,35.0
2017-02-15,24.0
2017-02-16,24.0
2017-02-17,12.0
2017-02-18,27.0
2017-02-19,27.0
2017-02-20,12.0
2017-02-21,29.0
2017-02-22,41.0
2017-02-23,24.0
2017-02-24,25.0
2017-02-25,14.0
2017-02-26,14.0
2017-02-27,12.0
2017-02-28,12.0
2017-03-01,19.307620817843866
2017-03-02,16.57806691449814
2017-03-03,20.311338289962826
2017-03-04,38.182156133829
2017-03-05,19.044609665427508
2017-03-06,10.78903345724907
2017-03-07,27.11524163568773
2017-03-08,22.07806691449814
2017-03-09,16.78903345724907
2017-03-10,14.54089219330855
2017-03-11,25.363382899628252
2017-03-12,35.111524163568774
2017-03-13,22.07806691449814
2017-03-14,11.28903345724907
2017-03-15,11.28903345724907
2017-03-16,16.57806691449814
2017-03-17,14.311338289962826
2017-03-18,12.54460966542751
2017-03-19,31.38197026022305
2017-03-20,28.07806691449814
2017-03-21,16.78903345724907
2017-03-22,10.326208178438662
2017-03-23,16.57806691449814
2017-03-24,12.5
2017-03-25,15.615241635687733
2017-03-26,7.0
2017-03-27,0.0
2017-03-28,11.28903345724907
2017-03-29,10.829925650557621
2017-03-30,14.311338289962826
2017-03-31,0.0
2017-04-01,14.0
2017-04-02,50.371747211895915
2017-04-03,21.156133828996282
2017-04-04,26.697026022304833
2017-04-05,0.0
2017-04-06,11.0817843866171
2017-04-07,0.0
2017-04-08,0.0
2017-04-09,12.592936802973979
2017-04-10,21.659851301115243
2017-04-11,11.0817843866171
2017-04-12,33.245353159851305
2017-04-13,11.585501858736059
2017-04-14,12.592936802973979
2017-04-15,32.74163568773234
2017-04-16,13.096654275092938
2017-04-17,0.0
2017-04-18,21.156133828996282
2017-04-19,21.156133828996282
2017-04-20,11.0817843866171
2017-04-21,22.66728624535316
2017-04-22,0.0
2017-04-23,12.08921933085502
2017-04-24,16.118959107806692
2017-04-25,31.734200743494423
2017-04-26,10.578066914498141
2017-04-27,21.659851301115243
2017-04-28,22.1635687732342
2017-04-29,12.592936802973979
2017-04-30,13.096654275092938
2017-05-01,17.63011152416357
2017-05-02,21.156133828996282
2017-05-03,16.118959107806692
2017-05-04,0.0
2017-05-05,11.0817843866171
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,10.578066914498141
2017-05-09,21.659851301115243
2017-05-10,0.0
2017-05-11,10.578066914498141
2017-05-12,33.74907063197026
2017-05-13,50.371747211895915
2017-05-14,31.734200743494423
2017-05-15,10.578066914498141
2017-05-16,0.0
2017-05-17,10.578066914498141
2017-05-18,16.118959107806692
2017-05-19,11.0817843866171
2017-05-20,25.185873605947958
2017-05-21,0.0
2017-05-22,10.578066914498141
2017-05-23,16.118959107806692
2017-05-24,11.0817843866171
2017-05-25,22.66728624535316
2017-05-26,23.67472118959108
2017-05-27,13.096654275092938
2017-05-28,13.096654275092938
2017-05-29,11.585501858736059
2017-05-30,11.0817843866171
2017-05-31,21.659851301115243
2017-06-01,16.622676579925653
2017-06-02,34.75650557620818
2017-06-03,0.0
