date,vladimir putin
2016-11-03,16.0
2016-11-04,17.0
2016-11-05,18.0
2016-11-06,20.0
2016-11-07,22.0
2016-11-08,25.0
2016-11-09,100.0
2016-11-10,55.0
2016-11-11,37.0
2016-11-12,33.0
2016-11-13,28.0
2016-11-14,25.0
2016-11-15,29.0
2016-11-16,22.0
2016-11-17,22.0
2016-11-18,20.0
2016-11-19,28.0
2016-11-20,32.0
2016-11-21,27.0
2016-11-22,21.0
2016-11-23,16.0
2016-11-24,15.0
2016-11-25,17.0
2016-11-26,27.0
2016-11-27,20.0
2016-11-28,18.0
2016-11-29,17.0
2016-11-30,14.0
2016-12-01,15.0
2016-12-02,15.0
2016-12-03,13.0
2016-12-04,14.0
2016-12-05,14.0
2016-12-06,12.0
2016-12-07,14.0
2016-12-08,13.0
2016-12-09,13.0
2016-12-10,17.0
2016-12-11,23.0
2016-12-12,20.0
2016-12-13,24.0
2016-12-14,25.0
2016-12-15,39.0
2016-12-16,45.0
2016-12-17,37.0
2016-12-18,35.0
2016-12-19,36.0
2016-12-20,49.0
2016-12-21,29.0
2016-12-22,28.0
2016-12-23,39.0
2016-12-24,36.0
2016-12-25,31.0
2016-12-26,22.0
2016-12-27,18.0
2016-12-28,15.0
2016-12-29,25.0
2016-12-30,43.0
2016-12-31,45.0
2017-01-01,26.0
2017-01-02,21.0
2017-01-03,17.0
2017-01-04,17.0
2017-01-05,21.0
2017-01-06,26.0
2017-01-07,28.0
2017-01-08,23.0
2017-01-09,20.0
2017-01-10,15.0
2017-01-11,25.0
2017-01-12,26.0
2017-01-13,22.0
2017-01-14,18.0
2017-01-15,21.0
2017-01-16,24.0
2017-01-17,25.0
2017-01-18,26.0
2017-01-19,22.0
2017-01-20,32.0
2017-01-21,26.0
2017-01-22,29.0
2017-01-23,27.0
2017-01-24,22.0
2017-01-25,19.0
2017-01-26,20.0
2017-01-27,21.0
2017-01-28,24.0
2017-01-29,23.0
2017-01-30,20.0
2017-01-31,20.0
2017-02-01,17.0
2017-02-02,19.0
2017-02-03,17.0
2017-02-04,17.0
2017-02-05,22.0
2017-02-06,24.0
2017-02-07,22.0
2017-02-08,23.0
2017-02-09,21.0
2017-02-10,17.0
2017-02-11,16.0
2017-02-12,21.0
2017-02-13,15.0
2017-02-14,20.0
2017-02-15,22.0
2017-02-16,19.0
2017-02-17,16.0
2017-02-18,16.0
2017-02-19,15.0
2017-02-20,22.0
2017-02-21,21.0
2017-02-22,20.0
2017-02-23,18.0
2017-02-24,13.0
2017-02-25,14.0
2017-02-26,13.0
2017-02-27,12.0
2017-02-28,15.0
2017-03-01,13.373417721518987
2017-03-02,17.98831548198637
2017-03-03,18.1952288218111
2017-03-04,18.281402142161635
2017-03-05,17.723953261927946
2017-03-06,16.223953261927946
2017-03-07,13.873417721518987
2017-03-08,14.13777994157741
2017-03-09,12.844693281402142
2017-03-10,13.63777994157741
2017-03-11,13.902142161635833
2017-03-12,14.166504381694255
2017-03-13,14.930866601752678
2017-03-14,24.631937682570594
2017-03-15,12.844693281402142
2017-03-16,14.13777994157741
2017-03-17,13.609055501460563
2017-03-18,12.58033106134372
2017-03-19,17.223953261927946
2017-03-20,14.666504381694255
2017-03-21,13.344693281402142
2017-03-22,15.13777994157741
2017-03-23,20.81012658227848
2017-03-24,23.86757546251217
2017-03-25,21.31012658227848
2017-03-26,33.12609542356378
2017-03-27,24.953748782862707
2017-03-28,16.6952288218111
2017-03-29,15.666504381694255
2017-03-30,17.48831548198637
2017-03-31,17.517039922103212
2017-04-01,14.109055501460563
2017-04-02,13.746835443037973
2017-04-03,21.677702044790653
2017-04-04,19.56280428432327
2017-04-05,15.33300876338851
2017-04-06,37.01071080817916
2017-04-07,52.34371957156767
2017-04-08,31.194741966893865
2017-04-09,29.079844206426483
2017-04-10,29.60856864654333
2017-04-11,23.792599805258032
2017-04-12,26.964946445959104
2017-04-13,22.735150925024342
2017-04-14,17.976630963972735
2017-04-15,15.33300876338851
2017-04-16,19.034079844206424
2017-04-17,19.034079844206424
2017-04-18,15.33300876338851
2017-04-19,14.27555988315482
2017-04-20,14.27555988315482
2017-04-21,15.33300876338851
2017-04-22,13.218111002921129
2017-04-23,14.27555988315482
2017-04-24,12.16066212268744
2017-04-25,13.746835443037973
2017-04-26,11.631937682570594
2017-04-27,13.218111002921129
2017-04-28,10.574488802336903
2017-04-29,14.27555988315482
2017-04-30,20.62025316455696
2017-05-01,16.3904576436222
2017-05-02,15.33300876338851
2017-05-03,16.3904576436222
2017-05-04,13.218111002921129
2017-05-05,13.218111002921129
2017-05-06,9.517039922103212
2017-05-07,12.689386562804284
2017-05-08,14.804284323271665
2017-05-09,13.746835443037973
2017-05-10,15.33300876338851
2017-05-11,17.44790652385589
2017-05-12,14.27555988315482
2017-05-13,13.746835443037973
2017-05-14,17.44790652385589
2017-05-15,26.964946445959104
2017-05-16,20.62025316455696
2017-05-17,22.206426484907496
2017-05-18,15.33300876338851
2017-05-19,14.27555988315482
2017-05-20,15.33300876338851
2017-05-21,14.804284323271665
2017-05-22,12.16066212268744
2017-05-23,12.16066212268744
2017-05-24,12.16066212268744
2017-05-25,11.631937682570594
2017-05-26,13.218111002921129
2017-05-27,8.459591041869523
2017-05-28,12.16066212268744
2017-05-29,14.804284323271665
2017-05-30,17.44790652385589
2017-05-31,13.746835443037973
2017-06-01,19.56280428432327
2017-06-02,37.53943524829601
2017-06-03,52.872444011684514
