date,obama health
2016-10-31,32.597145572237416
2016-11-01,48.01638343724156
2016-11-02,46.73295454545454
2016-11-03,38.778409090909086
2016-11-04,39.77272727272727
2016-11-05,30.823863636363633
2016-11-06,25.852272727272727
2016-11-07,47.72727272727273
2016-11-08,41.76136363636363
2016-11-09,99.43181818181817
2016-11-10,95.45454545454545
2016-11-11,72.58522727272727
2016-11-12,56.67613636363636
2016-11-13,39.77272727272727
2016-11-14,44.74431818181818
2016-11-15,48.72159090909091
2016-11-16,37.78409090909091
2016-11-17,42.75568181818181
2016-11-18,41.76136363636363
2016-11-19,16.90340909090909
2016-11-20,12.926136363636363
2016-11-21,29.829545454545453
2016-11-22,18.892045454545453
2016-11-23,20.880681818181817
2016-11-24,13.920454545454545
2016-11-25,13.920454545454545
2016-11-26,16.90340909090909
2016-11-27,18.892045454545453
2016-11-28,23.863636363636363
2016-11-29,31.818181818181817
2016-11-30,23.863636363636363
2016-12-01,37.78409090909091
2016-12-02,23.863636363636363
2016-12-03,10.9375
2016-12-04,18.892045454545453
2016-12-05,26.846590909090907
2016-12-06,27.84090909090909
2016-12-07,28.83522727272727
2016-12-08,31.818181818181817
2016-12-09,21.875
2016-12-10,14.914772727272727
2016-12-11,13.920454545454545
2016-12-12,29.829545454545453
2016-12-13,32.8125
2016-12-14,46.73295454545454
2016-12-15,34.80113636363636
2016-12-16,34.80113636363636
2016-12-17,13.920454545454545
2016-12-18,15.909090909090908
2016-12-19,19.886363636363637
2016-12-20,25.852272727272727
2016-12-21,17.897727272727273
2016-12-22,18.892045454545453
2016-12-23,9.943181818181818
2016-12-24,8.948863636363637
2016-12-25,9.943181818181818
2016-12-26,10.9375
2016-12-27,18.892045454545453
2016-12-28,13.920454545454545
2016-12-29,19.886363636363637
2016-12-30,16.90340909090909
2016-12-31,20.880681818181817
2017-01-01,13.920454545454545
2017-01-02,15.909090909090908
2017-01-03,20.880681818181817
2017-01-04,34.80113636363636
2017-01-05,40.76704545454545
2017-01-06,22.86931818181818
2017-01-07,18.892045454545453
2017-01-08,23.863636363636363
2017-01-09,17.897727272727273
2017-01-10,24.857954545454543
2017-01-11,66.61931818181817
2017-01-12,52.69886363636363
2017-01-13,45.73863636363636
2017-01-14,35.79545454545455
2017-01-15,28.83522727272727
2017-01-16,36.78977272727273
2017-01-17,41.76136363636363
2017-01-18,44.74431818181818
2017-01-19,41.76136363636363
2017-01-20,59.65909090909091
2017-01-21,82.5284090909091
2017-01-22,40.76704545454545
2017-01-23,38.778409090909086
2017-01-24,40.76704545454545
2017-01-25,43.75
2017-01-26,40.76704545454545
2017-01-27,35.79545454545455
2017-01-28,24.857954545454543
2017-01-29,22.86931818181818
2017-01-30,41.76136363636363
2017-01-31,51.70454545454545
2017-02-01,31.818181818181817
2017-02-02,23.863636363636363
2017-02-03,27.84090909090909
2017-02-04,14.914772727272727
2017-02-05,16.90340909090909
2017-02-06,11.931818181818182
2017-02-07,17.897727272727273
2017-02-08,27.84090909090909
2017-02-09,24.857954545454543
2017-02-10,14.914772727272727
2017-02-11,5.965909090909091
2017-02-12,12.926136363636363
2017-02-13,16.90340909090909
2017-02-14,17.897727272727273
2017-02-15,22.86931818181818
2017-02-16,20.880681818181817
2017-02-17,13.920454545454545
2017-02-18,9.943181818181818
2017-02-19,14.914772727272727
2017-02-20,19.886363636363637
2017-02-21,17.897727272727273
2017-02-22,16.90340909090909
2017-02-23,14.914772727272727
2017-02-24,12.926136363636363
2017-02-25,17.897727272727273
2017-02-26,10.9375
2017-02-27,15.909090909090908
2017-02-28,20.880681818181817
2017-03-01,22.9375
2017-03-02,19.940340909090907
2017-03-03,18.960227272727273
2017-03-04,11.96875
2017-03-05,10.47159090909091
2017-03-06,18.954545454545453
2017-03-07,46.85227272727273
2017-03-08,46.37215909090909
2017-03-09,40.87215909090909
2017-03-10,25.920454545454547
2017-03-11,21.93465909090909
2017-03-12,20.94318181818182
2017-03-13,28.420454545454547
2017-03-14,17.940340909090907
2017-03-15,25.426136363636363
2017-03-16,23.43181818181818
2017-03-17,15.457386363636363
2017-03-18,13.460227272727273
2017-03-19,15.954545454545453
2017-03-20,11.96590909090909
2017-03-21,16.457386363636363
2017-03-22,23.928977272727273
2017-03-23,41.88352272727273
2017-03-24,94.2471590909091
2017-03-25,81.75568181818181
2017-03-26,42.38920454545455
2017-03-27,31.397727272727273
2017-03-28,19.44318181818182
2017-03-29,18.946022727272727
2017-03-30,19.446022727272727
2017-03-31,18.946022727272727
2017-04-01,7.974431818181818
2017-04-02,10.0
2017-04-03,10.0
2017-04-04,19.0
2017-04-05,21.0
2017-04-06,14.0
2017-04-07,16.0
2017-04-08,13.0
2017-04-09,4.0
2017-04-10,18.0
2017-04-11,15.0
2017-04-12,12.0
2017-04-13,7.0
2017-04-14,15.0
2017-04-15,7.0
2017-04-16,10.0
2017-04-17,14.0
2017-04-18,17.0
2017-04-19,16.0
2017-04-20,22.0
2017-04-21,12.0
2017-04-22,11.0
2017-04-23,10.0
2017-04-24,10.0
2017-04-25,10.0
2017-04-26,15.0
2017-04-27,17.0
2017-04-28,17.0
2017-04-29,10.0
2017-04-30,12.0
2017-05-01,12.0
2017-05-02,18.0
2017-05-03,29.0
2017-05-04,63.0
2017-05-05,70.0
2017-05-06,24.0
2017-05-07,13.0
2017-05-08,20.0
2017-05-09,17.0
2017-05-10,24.0
2017-05-11,11.0
2017-05-12,8.0
2017-05-13,10.0
2017-05-14,14.0
2017-05-15,15.0
2017-05-16,11.0
2017-05-17,11.0
2017-05-18,16.0
2017-05-19,10.0
2017-05-20,9.0
2017-05-21,9.0
2017-05-22,13.0
2017-05-23,13.0
2017-05-24,11.0
2017-05-25,29.0
2017-05-26,9.0
2017-05-27,9.0
2017-05-28,5.0
2017-05-29,3.0
2017-05-30,13.0
2017-05-31,16.0
2017-06-01,14.0
2017-06-02,13.0
2017-06-03,4.0
