date,obama health
2016-05-01,23.428056810229656
2016-05-02,27.227201157834468
2016-05-03,24.06124753483046
2016-05-04,25.96081970863286
2016-05-05,24.06124753483046
2016-05-06,21.52848463642725
2016-05-07,6.965097970608817
2016-05-08,15.196577390419238
2016-05-09,15.829768115020038
2016-05-10,17.729340288822446
2016-05-11,12.03062376741523
2016-05-12,25.327628984032064
2016-05-13,25.96081970863286
2016-05-14,18.362531013423244
2016-05-15,13.297005216616832
2016-05-16,22.161675361028056
2016-05-17,21.52848463642725
2016-05-18,24.694438259431262
2016-05-19,20.89529391182645
2016-05-20,25.327628984032064
2016-05-21,13.297005216616832
2016-05-22,12.03062376741523
2016-05-23,21.52848463642725
2016-05-24,18.99572173802405
2016-05-25,18.362531013423244
2016-05-26,22.161675361028056
2016-05-27,18.362531013423244
2016-05-28,12.663814492016032
2016-05-29,15.829768115020038
2016-05-30,11.397433042814429
2016-05-31,22.794866085628858
2016-06-01,18.362531013423244
2016-06-02,22.161675361028056
2016-06-03,18.99572173802405
2016-06-04,12.03062376741523
2016-06-05,13.297005216616832
2016-06-06,20.89529391182645
2016-06-07,16.46295883962084
2016-06-08,15.196577390419238
2016-06-09,14.563386665818436
2016-06-10,20.89529391182645
2016-06-11,12.03062376741523
2016-06-12,16.46295883962084
2016-06-13,20.26210318722565
2016-06-14,23.428056810229656
2016-06-15,17.096149564221644
2016-06-16,15.196577390419238
2016-06-17,8.23147941981042
2016-06-18,8.864670144411223
2016-06-19,6.965097970608817
2016-06-20,20.26210318722565
2016-06-21,17.096149564221644
2016-06-22,17.729340288822446
2016-06-23,15.829768115020038
2016-06-24,13.930195941217635
2016-06-25,11.397433042814429
2016-06-26,5.065525796806413
2016-06-27,12.663814492016032
2016-06-28,20.89529391182645
2016-06-29,20.26210318722565
2016-06-30,16.46295883962084
2016-07-01,19.62891246262485
2016-07-02,9.497860869012024
2016-07-03,13.930195941217635
2016-07-04,9.497860869012024
2016-07-05,14.563386665818436
2016-07-06,14.563386665818436
2016-07-07,20.89529391182645
2016-07-08,15.829768115020038
2016-07-09,9.497860869012024
2016-07-10,6.965097970608817
2016-07-11,20.26210318722565
2016-07-12,24.694438259431262
2016-07-13,21.52848463642725
2016-07-14,17.096149564221644
2016-07-15,13.297005216616832
2016-07-16,6.331907246008016
2016-07-17,10.131051593612826
2016-07-18,17.096149564221644
2016-07-19,25.327628984032064
2016-07-20,27.227201157834468
2016-07-21,20.89529391182645
2016-07-22,20.26210318722565
2016-07-23,13.930195941217635
2016-07-24,9.497860869012024
2016-07-25,13.930195941217635
2016-07-26,30.393154780838476
2016-07-27,22.794866085628858
2016-07-28,33.55910840384248
2016-07-29,24.694438259431262
2016-07-30,16.46295883962084
2016-07-31,16.46295883962084
2016-08-01,18.99572173802405
2016-08-02,18.99572173802405
2016-08-03,24.694438259431262
2016-08-04,27.227201157834468
2016-08-05,21.52848463642725
2016-08-06,13.930195941217635
2016-08-07,17.096149564221644
2016-08-08,15.829768115020038
2016-08-09,20.26210318722565
2016-08-10,18.99572173802405
2016-08-11,32.92591767924168
2016-08-12,23.428056810229656
2016-08-13,17.729340288822446
2016-08-14,13.930195941217635
2016-08-15,18.99572173802405
2016-08-16,27.86039188243527
2016-08-17,24.694438259431262
2016-08-18,22.161675361028056
2016-08-19,27.86039188243527
2016-08-20,13.930195941217635
2016-08-21,7.598288695209619
2016-08-22,17.729340288822446
2016-08-23,20.89529391182645
2016-08-24,23.428056810229656
2016-08-25,20.26210318722565
2016-08-26,21.52848463642725
2016-08-27,13.297005216616832
2016-08-28,12.663814492016032
2016-08-29,27.227201157834468
2016-08-30,18.362531013423244
2016-08-31,22.794866085628858
2016-09-01,23.428056810229656
2016-09-02,15.196577390419238
2016-09-03,5.698716521407214
2016-09-04,13.930195941217635
2016-09-05,15.196577390419238
2016-09-06,25.96081970863286
2016-09-07,17.729340288822446
2016-09-08,25.96081970863286
2016-09-09,16.46295883962084
2016-09-10,17.729340288822446
2016-09-11,18.362531013423244
2016-09-12,27.86039188243527
2016-09-13,28.49358260703607
2016-09-14,31.659536230040075
2016-09-15,22.794866085628858
2016-09-16,32.92591767924168
2016-09-17,16.46295883962084
2016-09-18,22.161675361028056
2016-09-19,27.227201157834468
2016-09-20,21.52848463642725
2016-09-21,25.327628984032064
2016-09-22,20.26210318722565
2016-09-23,19.62891246262485
2016-09-24,18.99572173802405
2016-09-25,17.096149564221644
2016-09-26,22.794866085628858
2016-09-27,26.594010433233663
2016-09-28,19.62891246262485
2016-09-29,26.594010433233663
2016-09-30,27.227201157834468
2016-10-01,17.135810961257075
2016-10-02,12.433847970608818
2016-10-03,29.614191026782873
2016-10-04,28.52837330618996
2016-10-05,34.27162192251415
2016-10-06,26.087109946561487
2016-10-07,17.994097509383547
2016-10-08,12.478380065525796
2016-10-09,12.794975427826197
2016-10-10,32.32751765379477
2016-10-11,27.8061183917552
2016-10-12,23.1932195909409
2016-10-13,33.45786746930467
2016-10-14,23.5098149532413
2016-10-15,11.981220974616706
2016-10-16,14.694547601628601
2016-10-17,27.26199185698836
2016-10-18,30.69757339843501
2016-10-19,32.01092229149437
2016-10-20,32.50808138240346
2016-10-21,24.595632673834213
2016-10-22,22.876624228640498
2016-10-23,17.994097509383547
2016-10-24,27.93971467650614
2016-10-25,61.98624077549462
2016-10-26,49.96048770596094
2016-10-27,50.6827426203957
2016-10-28,39.55980819390546
2016-10-29,25.31788758826897
2016-10-30,22.51549677142312
