date,obama healthy
2016-05-01,78.42364532019704
2016-05-02,84.30541871921183
2016-05-03,16.665024630541872
2016-05-04,33.330049261083744
2016-05-05,16.665024630541872
2016-05-06,17.645320197044335
2016-05-07,0.0
2016-05-08,0.0
2016-05-09,16.665024630541872
2016-05-10,16.665024630541872
2016-05-11,65.67980295566502
2016-05-12,49.995073891625616
2016-05-13,0.0
2016-05-14,19.60591133004926
2016-05-15,39.21182266009852
2016-05-16,0.0
2016-05-17,0.0
2016-05-18,65.67980295566502
2016-05-19,33.330049261083744
2016-05-20,0.0
2016-05-21,0.0
2016-05-22,0.0
2016-05-23,16.665024630541872
2016-05-24,33.330049261083744
2016-05-25,33.330049261083744
2016-05-26,17.645320197044335
2016-05-27,17.645320197044335
2016-05-28,19.60591133004926
2016-05-29,0.0
2016-05-30,16.665024630541872
2016-05-31,16.665024630541872
2016-06-01,0.0
2016-06-02,34.310344827586206
2016-06-03,0.0
2016-06-04,0.0
2016-06-05,19.60591133004926
2016-06-06,33.330049261083744
2016-06-07,16.665024630541872
2016-06-08,16.665024630541872
2016-06-09,16.665024630541872
2016-06-10,0.0
2016-06-11,19.60591133004926
2016-06-12,19.60591133004926
2016-06-13,16.665024630541872
2016-06-14,49.995073891625616
2016-06-15,33.330049261083744
2016-06-16,50.97536945812808
2016-06-17,0.0
2016-06-18,19.60591133004926
2016-06-19,19.60591133004926
2016-06-20,0.0
2016-06-21,16.665024630541872
2016-06-22,0.0
2016-06-23,0.0
2016-06-24,35.29064039408867
2016-06-25,40.19211822660099
2016-06-26,0.0
2016-06-27,0.0
2016-06-28,0.0
2016-06-29,33.330049261083744
2016-06-30,34.310344827586206
2016-07-01,17.645320197044335
2016-07-02,0.0
2016-07-03,0.0
2016-07-04,17.645320197044335
2016-07-05,69.60098522167488
2016-07-06,0.0
2016-07-07,17.645320197044335
2016-07-08,36.27093596059113
2016-07-09,0.0
2016-07-10,0.0
2016-07-11,50.97536945812808
2016-07-12,33.330049261083744
2016-07-13,50.97536945812808
2016-07-14,16.665024630541872
2016-07-15,0.0
2016-07-16,19.60591133004926
2016-07-17,20.586206896551726
2016-07-18,16.665024630541872
2016-07-19,51.95566502463054
2016-07-20,34.310344827586206
2016-07-21,17.645320197044335
2016-07-22,0.0
2016-07-23,40.19211822660099
2016-07-24,40.19211822660099
2016-07-25,0.0
2016-07-26,84.30541871921183
2016-07-27,16.665024630541872
2016-07-28,16.665024630541872
2016-07-29,0.0
2016-07-30,41.17241379310345
2016-07-31,0.0
2016-08-01,0.0
2016-08-02,16.665024630541872
2016-08-03,16.665024630541872
2016-08-04,34.310344827586206
2016-08-05,0.0
2016-08-06,0.0
2016-08-07,40.19211822660099
2016-08-08,16.665024630541872
2016-08-09,0.0
2016-08-10,0.0
2016-08-11,51.95566502463054
2016-08-12,0.0
2016-08-13,19.60591133004926
2016-08-14,0.0
2016-08-15,0.0
2016-08-16,16.665024630541872
2016-08-17,0.0
2016-08-18,0.0
2016-08-19,35.29064039408867
2016-08-20,0.0
2016-08-21,19.60591133004926
2016-08-22,16.665024630541872
2016-08-23,0.0
2016-08-24,34.310344827586206
2016-08-25,16.665024630541872
2016-08-26,35.29064039408867
2016-08-27,0.0
2016-08-28,39.21182266009852
2016-08-29,0.0
2016-08-30,33.330049261083744
2016-08-31,49.01477832512315
2016-09-01,16.665024630541872
2016-09-02,0.0
2016-09-03,0.0
2016-09-04,19.60591133004926
2016-09-05,34.310344827586206
2016-09-06,64.69950738916256
2016-09-07,0.0
2016-09-08,33.330049261083744
2016-09-09,34.310344827586206
2016-09-10,19.60591133004926
2016-09-11,0.0
2016-09-12,16.665024630541872
2016-09-13,0.0
2016-09-14,32.34975369458128
2016-09-15,16.665024630541872
2016-09-16,67.64039408866995
2016-09-17,18.625615763546797
2016-09-18,18.625615763546797
2016-09-19,15.68472906403941
2016-09-20,32.34975369458128
2016-09-21,32.34975369458128
2016-09-22,98.0295566502463
2016-09-23,16.665024630541872
2016-09-24,18.625615763546797
2016-09-25,0.0
2016-09-26,15.68472906403941
2016-09-27,0.0
2016-09-28,15.68472906403941
2016-09-29,64.69950738916256
2016-09-30,0.0
2016-10-01,0.0
2016-10-02,30.135467980295566
2016-10-03,29.67487684729064
2016-10-04,28.842364532019705
2016-10-05,31.527093596059114
2016-10-06,5.5
2016-10-07,5.5
2016-10-08,6.5
2016-10-09,40.812807881773395
2016-10-10,13.342364532019705
2016-10-11,15.842364532019705
2016-10-12,22.332512315270936
2016-10-13,40.01724137931035
2016-10-14,36.33251231527093
2016-10-15,6.5
2016-10-16,18.8128078817734
2016-10-17,21.18472906403941
2016-10-18,47.02709359605912
2016-10-19,39.52709359605912
2016-10-20,34.18472906403941
2016-10-21,21.67487684729064
2016-10-22,6.0
2016-10-23,9.0
2016-10-24,31.527093596059114
2016-10-25,31.527093596059114
2016-10-26,21.0
2016-10-27,47.52709359605912
2016-10-28,13.832512315270936
2016-10-29,37.6256157635468
2016-10-30,12.5
2016-10-31,38.50738916256158
2016-11-01,51.68226600985222
2016-11-02,22.0
2016-11-03,31.0
2016-11-04,22.0
2016-11-05,36.0
2016-11-06,24.0
2016-11-07,31.0
2016-11-08,31.0
2016-11-09,78.0
2016-11-10,69.0
2016-11-11,67.0
2016-11-12,37.0
2016-11-13,48.0
2016-11-14,26.0
2016-11-15,47.0
2016-11-16,36.0
2016-11-17,27.0
2016-11-18,49.0
2016-11-19,24.0
2016-11-20,18.0
2016-11-21,31.0
2016-11-22,26.0
2016-11-23,37.0
2016-11-24,11.0
2016-11-25,22.0
2016-11-26,24.0
2016-11-27,24.0
2016-11-28,20.0
2016-11-29,15.0
2016-11-30,16.0
2016-12-01,21.0
2016-12-02,11.0
2016-12-03,18.0
2016-12-04,0.0
2016-12-05,26.0
2016-12-06,21.0
2016-12-07,21.0
2016-12-08,27.0
2016-12-09,22.0
2016-12-10,14.0
2016-12-11,13.0
2016-12-12,26.0
2016-12-13,16.0
2016-12-14,16.0
2016-12-15,21.0
2016-12-16,11.0
2016-12-17,12.0
2016-12-18,24.0
2016-12-19,21.0
2016-12-20,22.0
2016-12-21,22.0
2016-12-22,11.0
2016-12-23,24.0
2016-12-24,0.0
2016-12-25,14.0
2016-12-26,12.0
2016-12-27,39.0
2016-12-28,11.0
2016-12-29,11.0
2016-12-30,23.0
2016-12-31,13.0
2017-01-01,13.0
2017-01-02,0.0
2017-01-03,32.0
2017-01-04,16.0
2017-01-05,21.0
2017-01-06,27.0
2017-01-07,30.0
2017-01-08,35.0
2017-01-09,15.0
2017-01-10,25.0
2017-01-11,92.0
2017-01-12,26.0
2017-01-13,63.0
2017-01-14,29.0
2017-01-15,23.0
2017-01-16,15.0
2017-01-17,25.0
2017-01-18,51.0
2017-01-19,36.0
2017-01-20,73.0
2017-01-21,100.0
2017-01-22,93.0
2017-01-23,25.0
2017-01-24,20.0
2017-01-25,25.0
2017-01-26,41.0
2017-01-27,16.0
2017-01-28,24.0
2017-01-29,35.0
2017-01-30,66.0
2017-01-31,30.0
2017-02-01,51.0
2017-02-02,15.0
2017-02-03,21.0
2017-02-04,23.0
2017-02-05,23.0
2017-02-06,20.0
2017-02-07,30.0
2017-02-08,30.0
2017-02-09,61.0
2017-02-10,21.0
2017-02-11,18.0
2017-02-12,17.0
2017-02-13,10.0
2017-02-14,15.0
2017-02-15,25.0
2017-02-16,10.0
2017-02-17,37.0
2017-02-18,18.0
2017-02-19,0.0
2017-02-20,25.0
2017-02-21,40.0
2017-02-22,25.0
2017-02-23,25.0
2017-02-24,0.0
2017-02-25,30.0
2017-02-26,23.0
2017-02-27,10.0
2017-02-28,15.0
2017-03-01,15.701244813278008
2017-03-02,24.026970954356848
2017-03-03,25.352697095435683
2017-03-04,28.278008298755186
2017-03-05,25.12863070539419
2017-03-06,13.551867219917012
2017-03-07,21.75311203319502
2017-03-08,21.051867219917014
2017-03-09,43.4045643153527
2017-03-10,14.026970954356846
2017-03-11,25.278008298755186
2017-03-12,15.477178423236515
2017-03-13,27.228215767634854
2017-03-14,18.551867219917014
2017-03-15,19.026970954356848
2017-03-16,30.07883817427386
2017-03-17,22.852697095435683
2017-03-18,6.651452282157676
2017-03-19,15.151452282157676
2017-03-20,21.87759336099585
2017-03-21,21.87759336099585
2017-03-22,13.201244813278008
2017-03-23,38.053941908713696
2017-03-24,11.676348547717842
2017-03-25,19.12655601659751
2017-03-26,6.0
2017-03-27,21.87759336099585
2017-03-28,26.87759336099585
2017-03-29,19.37759336099585
2017-03-30,27.852697095435683
2017-03-31,33.50207468879668
2017-04-01,13.12655601659751
2017-04-02,14.25311203319502
2017-04-03,36.107883817427386
2017-04-04,12.352697095435683
2017-04-05,12.352697095435683
2017-04-06,12.352697095435683
2017-04-07,43.70954356846473
2017-04-08,28.50622406639004
2017-04-09,14.25311203319502
2017-04-10,24.705394190871367
2017-04-11,49.410788381742734
2017-04-12,12.352697095435683
2017-04-13,12.352697095435683
2017-04-14,14.25311203319502
2017-04-15,14.25311203319502
2017-04-16,21.854771784232366
2017-04-17,12.352697095435683
2017-04-18,23.7551867219917
2017-04-19,11.402489626556015
2017-04-20,36.107883817427386
2017-04-21,25.655601659751035
2017-04-22,14.25311203319502
2017-04-23,27.55601659751037
2017-04-24,36.107883817427386
2017-04-25,12.352697095435683
2017-04-26,35.15767634854772
2017-04-27,23.7551867219917
2017-04-28,24.705394190871367
2017-04-29,20.904564315352697
2017-04-30,14.25311203319502
2017-05-01,33.25726141078838
2017-05-02,89.3195020746888
2017-05-03,95.0207468879668
2017-05-04,36.107883817427386
2017-05-05,12.352697095435683
2017-05-06,20.904564315352697
2017-05-07,27.55601659751037
2017-05-08,47.5103734439834
2017-05-09,12.352697095435683
2017-05-10,23.7551867219917
2017-05-11,12.352697095435683
2017-05-12,50.3609958506224
2017-05-13,41.809128630705395
2017-05-14,21.854771784232366
2017-05-15,36.107883817427386
2017-05-16,30.406639004149376
2017-05-17,29.456431535269708
2017-05-18,48.460580912863065
2017-05-19,24.705394190871367
2017-05-20,14.25311203319502
2017-05-21,28.50622406639004
2017-05-22,36.107883817427386
2017-05-23,12.352697095435683
2017-05-24,24.705394190871367
2017-05-25,12.352697095435683
2017-05-26,13.302904564315352
2017-05-27,0.0
2017-05-28,14.25311203319502
2017-05-29,0.0
2017-05-30,12.352697095435683
2017-05-31,12.352697095435683
2017-06-01,12.352697095435683
2017-06-02,12.352697095435683
2017-06-03,14.25311203319502
