date,appeals court
2016-11-02,20.0
2016-11-03,21.0
2016-11-04,18.0
2016-11-05,12.0
2016-11-06,11.0
2016-11-07,29.0
2016-11-08,40.0
2016-11-09,16.0
2016-11-10,13.0
2016-11-11,8.0
2016-11-12,4.0
2016-11-13,3.0
2016-11-14,12.0
2016-11-15,15.0
2016-11-16,12.0
2016-11-17,13.0
2016-11-18,12.0
2016-11-19,3.0
2016-11-20,4.0
2016-11-21,12.0
2016-11-22,12.0
2016-11-23,8.0
2016-11-24,3.0
2016-11-25,4.0
2016-11-26,3.0
2016-11-27,3.0
2016-11-28,13.0
2016-11-29,13.0
2016-11-30,14.0
2016-12-01,15.0
2016-12-02,14.0
2016-12-03,3.0
2016-12-04,3.0
2016-12-05,17.0
2016-12-06,17.0
2016-12-07,13.0
2016-12-08,13.0
2016-12-09,14.0
2016-12-10,4.0
2016-12-11,4.0
2016-12-12,15.0
2016-12-13,12.0
2016-12-14,14.0
2016-12-15,13.0
2016-12-16,8.0
2016-12-17,4.0
2016-12-18,4.0
2016-12-19,12.0
2016-12-20,11.0
2016-12-21,13.0
2016-12-22,11.0
2016-12-23,7.0
2016-12-24,3.0
2016-12-25,2.0
2016-12-26,2.0
2016-12-27,8.0
2016-12-28,7.0
2016-12-29,8.0
2016-12-30,6.0
2016-12-31,3.0
2017-01-01,2.0
2017-01-02,6.0
2017-01-03,11.0
2017-01-04,13.0
2017-01-05,15.0
2017-01-06,11.0
2017-01-07,6.0
2017-01-08,4.0
2017-01-09,12.0
2017-01-10,13.0
2017-01-11,12.0
2017-01-12,12.0
2017-01-13,10.0
2017-01-14,4.0
2017-01-15,4.0
2017-01-16,8.0
2017-01-17,14.0
2017-01-18,14.0
2017-01-19,14.0
2017-01-20,14.0
2017-01-21,3.0
2017-01-22,4.0
2017-01-23,11.0
2017-01-24,13.0
2017-01-25,14.0
2017-01-26,14.0
2017-01-27,13.0
2017-01-28,4.0
2017-01-29,5.0
2017-01-30,13.0
2017-01-31,14.0
2017-02-01,24.0
2017-02-02,15.0
2017-02-03,13.0
2017-02-04,13.0
2017-02-05,80.0
2017-02-06,33.0
2017-02-07,66.0
2017-02-08,77.0
2017-02-09,72.0
2017-02-10,100.0
2017-02-11,31.0
2017-02-12,11.0
2017-02-13,20.0
2017-02-14,16.0
2017-02-15,17.0
2017-02-16,18.0
2017-02-17,17.0
2017-02-18,6.0
2017-02-19,4.0
2017-02-20,12.0
2017-02-21,15.0
2017-02-22,18.0
2017-02-23,19.0
2017-02-24,14.0
2017-02-25,6.0
2017-02-26,5.0
2017-02-27,15.0
2017-02-28,19.0
2017-03-01,15.051963048498846
2017-03-02,14.704387990762125
2017-03-03,13.356812933025404
2017-03-04,4.542725173210162
2017-03-05,3.6951501154734414
2017-03-06,15.128175519630485
2017-03-07,14.628175519630485
2017-03-08,14.704387990762125
2017-03-09,12.856812933025404
2017-03-10,13.704387990762125
2017-03-11,4.542725173210162
2017-03-12,5.542725173210162
2017-03-13,12.433025404157044
2017-03-14,12.356812933025404
2017-03-15,14.704387990762125
2017-03-16,17.823325635103927
2017-03-17,11.933025404157044
2017-03-18,6.042725173210162
2017-03-19,5.542725173210162
2017-03-20,13.356812933025404
2017-03-21,13.704387990762125
2017-03-22,15.128175519630485
2017-03-23,13.704387990762125
2017-03-24,12.856812933025404
2017-03-25,4.618937644341802
2017-03-26,5.966512702078522
2017-03-27,14.704387990762125
2017-03-28,14.204387990762125
2017-03-29,15.204387990762125
2017-03-30,12.780600461893766
2017-03-31,12.856812933025404
2017-04-01,4.618937644341802
2017-04-02,4.237875288683603
2017-04-03,14.40877598152425
2017-04-04,14.40877598152425
2017-04-05,16.951501154734412
2017-04-06,13.56120092378753
2017-04-07,12.713625866050808
2017-04-08,3.3903002309468824
2017-04-09,4.237875288683603
2017-04-10,12.713625866050808
2017-04-11,12.713625866050808
2017-04-12,14.40877598152425
2017-04-13,20.341801385681293
2017-04-14,11.018475750577368
2017-04-15,3.3903002309468824
2017-04-16,3.3903002309468824
2017-04-17,13.56120092378753
2017-04-18,13.56120092378753
2017-04-19,11.866050808314089
2017-04-20,11.866050808314089
2017-04-21,11.018475750577368
2017-04-22,3.3903002309468824
2017-04-23,5.085450346420323
2017-04-24,15.25635103926097
2017-04-25,15.25635103926097
2017-04-26,15.25635103926097
2017-04-27,18.646651270207855
2017-04-28,13.56120092378753
2017-04-29,5.085450346420323
2017-04-30,5.085450346420323
2017-05-01,15.25635103926097
2017-05-02,14.40877598152425
2017-05-03,14.40877598152425
2017-05-04,13.56120092378753
2017-05-05,11.866050808314089
2017-05-06,5.085450346420323
2017-05-07,4.237875288683603
2017-05-08,84.75750577367207
2017-05-09,40.68360277136259
2017-05-10,14.40877598152425
2017-05-11,13.56120092378753
2017-05-12,11.866050808314089
2017-05-13,5.085450346420323
2017-05-14,3.3903002309468824
2017-05-15,17.79907621247113
2017-05-16,21.189376443418016
2017-05-17,12.713625866050808
2017-05-18,11.866050808314089
2017-05-19,11.866050808314089
2017-05-20,4.237875288683603
2017-05-21,4.237875288683603
2017-05-22,11.018475750577368
2017-05-23,12.713625866050808
2017-05-24,13.56120092378753
2017-05-25,38.14087759815243
2017-05-26,49.159353348729795
2017-05-27,5.9330254041570445
2017-05-28,3.3903002309468824
2017-05-29,4.237875288683603
2017-05-30,12.713625866050808
2017-05-31,14.40877598152425
2017-06-01,11.866050808314089
2017-06-02,12.713625866050808
2017-06-03,3.3903002309468824
