date,trump car
2016-05-01,6.7821842586943255
2016-05-02,5.571079926784625
2016-05-03,4.602196461256864
2016-05-04,13.322147651006711
2016-05-05,9.688834655277608
2016-05-06,10.415497254423428
2016-05-07,22.52654057352044
2016-05-08,6.055521659548505
2016-05-09,5.571079926784625
2016-05-10,5.571079926784625
2016-05-11,4.359975594874924
2016-05-12,4.602196461256864
2016-05-13,4.602196461256864
2016-05-14,4.602196461256864
2016-05-15,5.086638194020744
2016-05-16,5.571079926784625
2016-05-17,5.813300793166565
2016-05-18,5.571079926784625
2016-05-19,4.359975594874924
2016-05-20,6.055521659548505
2016-05-21,2.422208663819402
2016-05-22,3.8755338621110433
2016-05-23,3.8755338621110433
2016-05-24,4.117754728492984
2016-05-25,6.297742525930445
2016-05-26,6.297742525930445
2016-05-27,4.844417327638804
2016-05-28,6.297742525930445
2016-05-29,4.602196461256864
2016-05-30,3.6333129957291033
2016-05-31,5.571079926784625
2016-06-01,5.086638194020744
2016-06-02,6.297742525930445
2016-06-03,5.571079926784625
2016-06-04,4.359975594874924
2016-06-05,4.359975594874924
2016-06-06,6.055521659548505
2016-06-07,5.328859060402684
2016-06-08,6.539963392312385
2016-06-09,4.359975594874924
2016-06-10,3.8755338621110433
2016-06-11,4.359975594874924
2016-06-12,6.297742525930445
2016-06-13,6.055521659548505
2016-06-14,6.055521659548505
2016-06-15,5.571079926784625
2016-06-16,4.359975594874924
2016-06-17,4.359975594874924
2016-06-18,4.844417327638804
2016-06-19,4.844417327638804
2016-06-20,4.117754728492984
2016-06-21,6.297742525930445
2016-06-22,6.055521659548505
2016-06-23,3.6333129957291033
2016-06-24,4.359975594874924
2016-06-25,4.844417327638804
2016-06-26,5.328859060402684
2016-06-27,3.1488712629652227
2016-06-28,3.8755338621110433
2016-06-29,3.6333129957291033
2016-06-30,4.359975594874924
2016-07-01,2.664429530201342
2016-07-02,3.3910921293471628
2016-07-03,3.1488712629652227
2016-07-04,2.664429530201342
2016-07-05,3.8755338621110433
2016-07-06,5.328859060402684
2016-07-07,5.328859060402684
2016-07-08,4.844417327638804
2016-07-09,3.6333129957291033
2016-07-10,3.8755338621110433
2016-07-11,2.9066503965832826
2016-07-12,3.8755338621110433
2016-07-13,4.602196461256864
2016-07-14,5.328859060402684
2016-07-15,7.0244051250762665
2016-07-16,6.297742525930445
2016-07-17,5.571079926784625
2016-07-18,11.86882245271507
2016-07-19,23.25320317266626
2016-07-20,15.259914582062233
2016-07-21,14.775472849298353
2016-07-22,21.55765710799268
2016-07-23,8.962172056131788
2016-07-24,8.962172056131788
2016-07-25,6.055521659548505
2016-07-26,7.993288590604027
2016-07-27,8.719951189749848
2016-07-28,10.173276388041488
2016-07-29,9.446613788895668
2016-07-30,9.931055521659548
2016-07-31,9.446613788895668
2016-08-01,10.173276388041488
2016-08-02,12.35326418547895
2016-08-03,12.83770591824283
2016-08-04,8.962172056131788
2016-08-05,9.688834655277608
2016-08-06,6.539963392312385
2016-08-07,6.055521659548505
2016-08-08,7.508846857840147
2016-08-09,5.086638194020744
2016-08-10,9.931055521659548
2016-08-11,7.751067724222087
2016-08-12,5.813300793166565
2016-08-13,5.328859060402684
2016-08-14,5.086638194020744
2016-08-15,4.359975594874924
2016-08-16,6.297742525930445
2016-08-17,6.055521659548505
2016-08-18,6.055521659548505
2016-08-19,7.993288590604027
2016-08-20,7.993288590604027
2016-08-21,6.297742525930445
2016-08-22,5.328859060402684
2016-08-23,6.539963392312385
2016-08-24,5.571079926784625
2016-08-25,6.055521659548505
2016-08-26,6.7821842586943255
2016-08-27,6.297742525930445
2016-08-28,5.328859060402684
2016-08-29,4.844417327638804
2016-08-30,5.086638194020744
2016-08-31,7.751067724222087
2016-09-01,7.508846857840147
2016-09-02,5.328859060402684
2016-09-03,5.571079926784625
2016-09-04,3.8755338621110433
2016-09-05,4.602196461256864
2016-09-06,5.328859060402684
2016-09-07,5.813300793166565
2016-09-08,7.2666259914582065
2016-09-09,4.844417327638804
2016-09-10,5.813300793166565
2016-09-11,5.813300793166565
2016-09-12,5.813300793166565
2016-09-13,4.844417327638804
2016-09-14,6.297742525930445
2016-09-15,6.539963392312385
2016-09-16,7.993288590604027
2016-09-17,6.539963392312385
2016-09-18,5.086638194020744
2016-09-19,5.571079926784625
2016-09-20,3.3910921293471628
2016-09-21,4.844417327638804
2016-09-22,6.297742525930445
2016-09-23,4.844417327638804
2016-09-24,4.844417327638804
2016-09-25,4.602196461256864
2016-09-26,7.993288590604027
2016-09-27,21.0732153752288
2016-09-28,11.38438071995119
2016-09-29,9.204392922513728
2016-09-30,9.446613788895668
2016-10-01,9.481086028065894
2016-10-02,8.738865161683954
2016-10-03,8.738865161683954
2016-10-04,7.996644295302014
2016-10-05,7.996644295302014
2016-10-06,7.875533862111043
2016-10-07,7.375533862111043
2016-10-08,19.462172056131788
2016-10-09,20.77882855399634
2016-10-10,23.61104331909701
2016-10-11,15.251067724222086
2016-10-12,14.282184258694326
2016-10-13,13.161073825503355
2016-10-14,12.055521659548505
2016-10-15,11.949969493593656
2016-10-16,12.192190359975594
2016-10-17,11.192190359975594
2016-10-18,16.71995118974985
2016-10-19,14.524405125076267
2016-10-20,21.38438071995119
2016-10-21,13.282184258694326
2016-10-22,11.571079926784625
2016-10-23,13.887736424649177
2016-10-24,9.102196461256863
2016-10-25,9.844417327638805
2016-10-26,11.071079926784625
2016-10-27,10.449969493593656
2016-10-28,13.418852959121416
2016-10-29,10.328859060402685
2016-10-30,8.723306894447834
2016-10-31,10.207748627211714
2016-11-01,10.344417327638805
2016-11-02,13.0
2016-11-03,13.0
2016-11-04,14.0
2016-11-05,14.0
2016-11-06,18.0
2016-11-07,21.0
2016-11-08,29.0
2016-11-09,100.0
2016-11-10,79.0
2016-11-11,75.0
2016-11-12,62.0
2016-11-13,54.0
2016-11-14,50.0
2016-11-15,59.0
2016-11-16,40.0
2016-11-17,29.0
2016-11-18,24.0
2016-11-19,21.0
2016-11-20,19.0
2016-11-21,16.0
2016-11-22,21.0
2016-11-23,13.0
2016-11-24,12.0
2016-11-25,9.0
2016-11-26,9.0
2016-11-27,8.0
2016-11-28,10.0
2016-11-29,9.0
2016-11-30,11.0
2016-12-01,9.0
2016-12-02,11.0
2016-12-03,8.0
2016-12-04,8.0
2016-12-05,9.0
2016-12-06,10.0
2016-12-07,10.0
2016-12-08,7.0
2016-12-09,7.0
2016-12-10,7.0
2016-12-11,9.0
2016-12-12,8.0
2016-12-13,10.0
2016-12-14,9.0
2016-12-15,9.0
2016-12-16,8.0
2016-12-17,6.0
2016-12-18,6.0
2016-12-19,9.0
2016-12-20,8.0
2016-12-21,7.0
2016-12-22,8.0
2016-12-23,7.0
2016-12-24,8.0
2016-12-25,7.0
2016-12-26,6.0
2016-12-27,8.0
2016-12-28,7.0
2016-12-29,7.0
2016-12-30,7.0
2016-12-31,7.0
2017-01-01,5.0
2017-01-02,5.0
2017-01-03,8.0
2017-01-04,9.0
2017-01-05,10.0
2017-01-06,9.0
2017-01-07,9.0
2017-01-08,7.0
2017-01-09,11.0
2017-01-10,9.0
2017-01-11,22.0
2017-01-12,14.0
2017-01-13,13.0
2017-01-14,11.0
2017-01-15,17.0
2017-01-16,19.0
2017-01-17,17.0
2017-01-18,12.0
2017-01-19,17.0
2017-01-20,82.0
2017-01-21,66.0
2017-01-22,43.0
2017-01-23,42.0
2017-01-24,48.0
2017-01-25,38.0
2017-01-26,29.0
2017-01-27,28.0
2017-01-28,33.0
2017-01-29,36.0
2017-01-30,34.0
2017-01-31,29.0
2017-02-01,23.0
2017-02-02,33.0
2017-02-03,40.0
2017-02-04,31.0
2017-02-05,23.0
2017-02-06,18.0
2017-02-07,16.0
2017-02-08,14.0
2017-02-09,12.0
2017-02-10,17.0
2017-02-11,13.0
2017-02-12,13.0
2017-02-13,12.0
2017-02-14,13.0
2017-02-15,12.0
2017-02-16,14.0
