date,workday
2016-11-04,68.0
2016-11-05,33.0
2016-11-06,32.0
2016-11-07,74.0
2016-11-08,74.0
2016-11-09,58.0
2016-11-10,68.0
2016-11-11,65.0
2016-11-12,36.0
2016-11-13,32.0
2016-11-14,75.0
2016-11-15,68.0
2016-11-16,72.0
2016-11-17,80.0
2016-11-18,80.0
2016-11-19,37.0
2016-11-20,32.0
2016-11-21,70.0
2016-11-22,65.0
2016-11-23,58.0
2016-11-24,42.0
2016-11-25,40.0
2016-11-26,26.0
2016-11-27,27.0
2016-11-28,68.0
2016-11-29,67.0
2016-11-30,80.0
2016-12-01,79.0
2016-12-02,84.0
2016-12-03,36.0
2016-12-04,31.0
2016-12-05,80.0
2016-12-06,75.0
2016-12-07,71.0
2016-12-08,71.0
2016-12-09,66.0
2016-12-10,32.0
2016-12-11,26.0
2016-12-12,73.0
2016-12-13,75.0
2016-12-14,74.0
2016-12-15,78.0
2016-12-16,70.0
2016-12-17,35.0
2016-12-18,35.0
2016-12-19,68.0
2016-12-20,72.0
2016-12-21,65.0
2016-12-22,71.0
2016-12-23,47.0
2016-12-24,22.0
2016-12-25,18.0
2016-12-26,34.0
2016-12-27,48.0
2016-12-28,55.0
2016-12-29,59.0
2016-12-30,55.0
2016-12-31,32.0
2017-01-01,31.0
2017-01-02,52.0
2017-01-03,83.0
2017-01-04,91.0
2017-01-05,82.0
2017-01-06,80.0
2017-01-07,34.0
2017-01-08,37.0
2017-01-09,82.0
2017-01-10,83.0
2017-01-11,98.0
2017-01-12,98.0
2017-01-13,96.0
2017-01-14,49.0
2017-01-15,40.0
2017-01-16,71.0
2017-01-17,100.0
2017-01-18,95.0
2017-01-19,99.0
2017-01-20,87.0
2017-01-21,46.0
2017-01-22,40.0
2017-01-23,88.0
2017-01-24,85.0
2017-01-25,94.0
2017-01-26,96.0
2017-01-27,89.0
2017-01-28,52.0
2017-01-29,44.0
2017-01-30,81.0
2017-01-31,98.0
2017-02-01,86.0
2017-02-02,94.0
2017-02-03,76.0
2017-02-04,42.0
2017-02-05,41.0
2017-02-06,86.0
2017-02-07,82.0
2017-02-08,92.0
2017-02-09,86.0
2017-02-10,87.0
2017-02-11,38.0
2017-02-12,40.0
2017-02-13,85.0
2017-02-14,74.0
2017-02-15,76.0
2017-02-16,86.0
2017-02-17,72.0
2017-02-18,38.0
2017-02-19,34.0
2017-02-20,70.0
2017-02-21,73.0
2017-02-22,82.0
2017-02-23,79.0
2017-02-24,72.0
2017-02-25,40.0
2017-02-26,41.0
2017-02-27,87.0
2017-02-28,92.0
2017-03-01,82.94319712617872
2017-03-02,81.98316120341266
2017-03-03,76.56308935788056
2017-03-04,39.78154467894028
2017-03-05,33.561293219577905
2017-03-06,73.72294566681634
2017-03-07,76.26290974405029
2017-03-08,70.46273013022002
2017-03-09,83.82330489447688
2017-03-10,83.90323304894477
2017-03-11,38.78154467894028
2017-03-12,37.821508756174225
2017-03-13,72.50269420745397
2017-03-14,70.92276605298608
2017-03-15,70.88280197575213
2017-03-16,72.84283789851818
2017-03-17,68.34283789851818
2017-03-18,33.52132914234396
2017-03-19,31.141221374045802
2017-03-20,71.96273013022002
2017-03-21,69.46273013022002
2017-03-22,72.46273013022002
2017-03-23,79.98316120341266
2017-03-24,73.80287382128424
2017-03-25,32.52132914234396
2017-03-26,32.10125729681185
2017-03-27,73.80287382128424
2017-03-28,73.88280197575213
2017-03-29,73.22294566681634
2017-03-30,84.28334081724293
2017-03-31,75.72294566681634
2017-04-01,36.02132914234396
2017-04-02,34.962730130220024
2017-04-03,72.68567579703637
2017-04-04,81.88639425235743
2017-04-05,81.88639425235743
2017-04-06,86.48675348001797
2017-04-07,84.64660978895375
2017-04-08,45.08352043107319
2017-04-09,41.40323304894477
2017-04-10,77.2860350246969
2017-04-11,75.44589133363269
2017-04-12,80.96632240682533
2017-04-13,79.12617871576111
2017-04-14,66.24517287831164
2017-04-15,36.80287382128424
2017-04-16,31.282442748091604
2017-04-17,74.52581948810058
2017-04-18,77.2860350246969
2017-04-19,80.96632240682533
2017-04-20,79.12617871576111
2017-04-21,76.3659631791648
2017-04-22,30.362370902559498
2017-04-23,33.12258643915582
2017-04-24,68.08531656937585
2017-04-25,73.60574764256847
2017-04-26,71.76560395150426
2017-04-27,70.84553210597215
2017-04-28,66.24517287831164
2017-04-29,39.56308935788056
2017-04-30,32.20251459362371
2017-05-01,70.84553210597215
2017-05-02,75.44589133363269
2017-05-03,71.76560395150426
2017-05-04,84.64660978895375
2017-05-05,72.68567579703637
2017-05-06,34.962730130220024
2017-05-07,34.962730130220024
2017-05-08,71.76560395150426
2017-05-09,80.04625056129322
2017-05-10,81.88639425235743
2017-05-11,79.12617871576111
2017-05-12,70.84553210597215
2017-05-13,34.042658284687924
2017-05-14,29.44229905702739
2017-05-15,80.04625056129322
2017-05-16,76.3659631791648
2017-05-17,72.68567579703637
2017-05-18,78.20610687022901
2017-05-19,69.92546026044005
2017-05-20,38.64301751234845
2017-05-21,31.282442748091604
2017-05-22,73.60574764256847
2017-05-23,77.2860350246969
2017-05-24,71.76560395150426
2017-05-25,83.72653794342165
2017-05-26,67.16524472384374
2017-05-27,32.20251459362371
2017-05-28,26.682083520431075
2017-05-29,44.16344858554109
2017-05-30,76.3659631791648
2017-05-31,87.40682532555007
2017-06-01,92.00718455321059
2017-06-02,77.2860350246969
2017-06-03,40.483161203412664
