date,christmas
2016-10-23,3.9512055109070037
2016-10-24,3.832950631458094
2016-10-25,3.892078071182549
2016-10-26,3.8625143513203213
2016-10-27,3.9512055109070037
2016-10-28,3.9216417910447765
2016-10-29,4.158151549942595
2016-10-30,5.131171067738232
2016-10-31,4.92422502870264
2016-11-01,5.956371986222733
2016-11-02,6.0
2016-11-03,6.0
2016-11-04,6.0
2016-11-05,7.0
2016-11-06,8.0
2016-11-07,7.0
2016-11-08,7.0
2016-11-09,6.0
2016-11-10,8.0
2016-11-11,9.0
2016-11-12,10.0
2016-11-13,12.0
2016-11-14,10.0
2016-11-15,10.0
2016-11-16,10.0
2016-11-17,11.0
2016-11-18,11.0
2016-11-19,13.0
2016-11-20,15.0
2016-11-21,13.0
2016-11-22,12.0
2016-11-23,12.0
2016-11-24,12.0
2016-11-25,16.0
2016-11-26,21.0
2016-11-27,23.0
2016-11-28,19.0
2016-11-29,18.0
2016-11-30,20.0
2016-12-01,23.0
2016-12-02,23.0
2016-12-03,28.0
2016-12-04,28.0
2016-12-05,24.0
2016-12-06,24.0
2016-12-07,23.0
2016-12-08,24.0
2016-12-09,24.0
2016-12-10,25.0
2016-12-11,28.0
2016-12-12,25.0
2016-12-13,26.0
2016-12-14,25.0
2016-12-15,27.0
2016-12-16,28.0
2016-12-17,29.0
2016-12-18,31.0
2016-12-19,29.0
2016-12-20,30.0
2016-12-21,32.0
2016-12-22,35.0
2016-12-23,45.0
2016-12-24,87.0
2016-12-25,100.0
2016-12-26,31.0
2016-12-27,13.0
2016-12-28,9.0
2016-12-29,7.0
2016-12-30,7.0
2016-12-31,7.0
2017-01-01,7.0
2017-01-02,5.0
2017-01-03,4.0
2017-01-04,3.0
2017-01-05,3.0
2017-01-06,3.0
2017-01-07,3.0
2017-01-08,3.0
2017-01-09,2.0
2017-01-10,2.0
2017-01-11,2.0
2017-01-12,1.0
2017-01-13,1.0
2017-01-14,1.0
2017-01-15,2.0
2017-01-16,1.0
2017-01-17,1.0
2017-01-18,1.0
2017-01-19,1.0
2017-01-20,1.0
