date,darrell issa
2016-08-21,1.222222222222222
2016-08-22,1.222222222222222
2016-08-23,1.222222222222222
2016-08-24,0.4074074074074074
2016-08-25,0.4074074074074074
2016-08-26,1.222222222222222
2016-08-27,0.8148148148148148
2016-08-28,0.4074074074074074
2016-08-29,1.222222222222222
2016-08-30,1.6296296296296295
2016-08-31,2.0370370370370368
2016-09-01,1.222222222222222
2016-09-02,2.0370370370370368
2016-09-03,1.6296296296296295
2016-09-04,1.222222222222222
2016-09-05,0.4074074074074074
2016-09-06,0.4074074074074074
2016-09-07,0.4074074074074074
2016-09-08,0.8148148148148148
2016-09-09,0.8148148148148148
2016-09-10,1.222222222222222
2016-09-11,0.8148148148148148
2016-09-12,1.6296296296296295
2016-09-13,0.8148148148148148
2016-09-14,0.4074074074074074
2016-09-15,1.6296296296296295
2016-09-16,1.222222222222222
2016-09-17,0.8148148148148148
2016-09-18,0.4074074074074074
2016-09-19,0.8148148148148148
2016-09-20,0.8148148148148148
2016-09-21,1.222222222222222
2016-09-22,1.222222222222222
2016-09-23,0.4074074074074074
2016-09-24,0.8148148148148148
2016-09-25,0.8148148148148148
2016-09-26,1.222222222222222
2016-09-27,1.222222222222222
2016-09-28,2.444444444444444
2016-09-29,1.6296296296296295
2016-09-30,2.0370370370370368
2016-10-01,1.8148148148148149
2016-10-02,0.9074074074074074
2016-10-03,1.6111111111111112
2016-10-04,1.4074074074074074
2016-10-05,1.4074074074074074
2016-10-06,1.8148148148148149
2016-10-07,2.518518518518518
2016-10-08,2.2222222222222223
2016-10-09,2.018518518518518
2016-10-10,2.518518518518518
2016-10-11,2.4259259259259256
2016-10-12,4.037037037037036
2016-10-13,2.9259259259259256
2016-10-14,2.9259259259259256
2016-10-15,2.518518518518518
2016-10-16,1.5185185185185184
2016-10-17,3.7407407407407405
2016-10-18,4.944444444444445
2016-10-19,2.518518518518518
2016-10-20,3.1296296296296298
2016-10-21,4.12962962962963
2016-10-22,2.2222222222222223
2016-10-23,3.1296296296296298
2016-10-24,39.87037037037037
2016-10-25,15.944444444444443
2016-10-26,5.555555555555555
2016-10-27,9.5
2016-10-28,6.055555555555555
2016-10-29,3.944444444444444
2016-10-30,5.444444444444445
2016-10-31,14.222222222222221
2016-11-01,6.055555555555555
2016-11-02,5.0
2016-11-03,5.0
2016-11-04,4.0
2016-11-05,4.0
2016-11-06,5.0
2016-11-07,10.0
2016-11-08,11.0
2016-11-09,88.0
2016-11-10,38.0
2016-11-11,24.0
2016-11-12,88.0
2016-11-13,34.0
2016-11-14,24.0
2016-11-15,19.0
2016-11-16,19.0
2016-11-17,13.0
2016-11-18,14.0
2016-11-19,12.0
2016-11-20,10.0
2016-11-21,9.0
2016-11-22,7.0
2016-11-23,9.0
2016-11-24,6.0
2016-11-25,8.0
2016-11-26,7.0
2016-11-27,6.0
2016-11-28,6.0
2016-11-29,10.0
2016-11-30,4.0
2016-12-01,3.0
2016-12-02,2.0
2016-12-03,1.0
2016-12-04,5.0
2016-12-05,4.0
2016-12-06,1.0
2016-12-07,1.0
2016-12-08,1.0
2016-12-09,2.0
2016-12-10,1.0
2016-12-11,2.0
2016-12-12,1.0
2016-12-13,2.0
2016-12-14,1.0
2016-12-15,1.0
2016-12-16,1.0
2016-12-17,1.0
2016-12-18,1.0
2016-12-19,0.0
2016-12-20,4.0
2016-12-21,1.0
2016-12-22,2.0
2016-12-23,1.0
2016-12-24,1.0
2016-12-25,1.0
2016-12-26,1.0
2016-12-27,1.0
2016-12-28,2.0
2016-12-29,1.0
2016-12-30,1.0
2016-12-31,1.0
2017-01-01,2.0
2017-01-02,3.0
2017-01-03,2.0
2017-01-04,2.0
2017-01-05,4.0
2017-01-06,4.0
2017-01-07,2.0
2017-01-08,2.0
2017-01-09,2.0
2017-01-10,2.0
2017-01-11,2.0
2017-01-12,2.0
2017-01-13,3.0
2017-01-14,1.0
2017-01-15,1.0
2017-01-16,1.0
2017-01-17,1.0
2017-01-18,1.0
2017-01-19,2.0
2017-01-20,2.0
2017-01-21,2.0
2017-01-22,1.0
2017-01-23,2.0
2017-01-24,2.0
2017-01-25,4.0
2017-01-26,2.0
2017-01-27,2.0
2017-01-28,2.0
2017-01-29,2.0
2017-01-30,7.0
2017-01-31,3.0
2017-02-01,3.0
2017-02-02,4.0
2017-02-03,4.0
2017-02-04,2.0
2017-02-05,2.0
2017-02-06,1.0
2017-02-07,2.0
2017-02-08,2.0
2017-02-09,2.0
2017-02-10,3.0
2017-02-11,1.0
2017-02-12,2.0
2017-02-13,1.0
2017-02-14,3.0
2017-02-15,2.0
2017-02-16,2.0
2017-02-17,2.0
2017-02-18,3.0
2017-02-19,1.0
2017-02-20,1.0
2017-02-21,2.0
2017-02-22,7.0
2017-02-23,8.0
2017-02-24,6.0
2017-02-25,100.0
2017-02-26,52.0
2017-02-27,28.0
2017-02-28,14.0
2017-03-01,6.032454361054767
2017-03-02,8.932048681541582
2017-03-03,4.9492900608519275
2017-03-04,3.3995943204868153
2017-03-05,4.4492900608519275
2017-03-06,2.0496957403651117
2017-03-07,3.1328600405679516
2017-03-08,1.3164300202839758
2017-03-09,2.5162271805273835
2017-03-10,1.6663286004056796
2017-03-11,10.748478701825558
2017-03-12,8.815415821501015
2017-03-13,3.2829614604462476
2017-03-14,4.599391480730223
2017-03-15,1.6997971602434077
2017-03-16,2.16632860040568
2017-03-17,1.6997971602434077
2017-03-18,1.9330628803245435
2017-03-19,2.16632860040568
2017-03-20,2.5162271805273835
2017-03-21,1.3164300202839758
2017-03-22,3.7494929006085194
2017-03-23,3.1328600405679516
2017-03-24,5.565922920892495
2017-03-25,4.565922920892495
2017-03-26,3.9827586206896552
2017-03-27,2.2829614604462476
2017-03-28,3.7494929006085194
2017-03-29,3.2829614604462476
2017-03-30,2.7829614604462476
2017-03-31,1.4330628803245435
2017-04-01,1.08316430020284
2017-04-02,1.8661257606490873
2017-04-03,1.1663286004056796
2017-04-04,1.6328600405679514
2017-04-05,0.9330628803245437
2017-04-06,0.6997971602434078
2017-04-07,0.9330628803245437
2017-04-08,1.1663286004056796
2017-04-09,0.4665314401622718
2017-04-10,1.3995943204868155
2017-04-11,0.6997971602434078
2017-04-12,0.6997971602434078
2017-04-13,0.9330628803245437
2017-04-14,1.1663286004056796
2017-04-15,0.6997971602434078
2017-04-16,0.4665314401622718
2017-04-17,2.565922920892495
2017-04-18,1.6328600405679514
2017-04-19,1.6328600405679514
2017-04-20,1.6328600405679514
2017-04-21,0.6997971602434078
2017-04-22,0.6997971602434078
2017-04-23,1.8661257606490873
2017-04-24,1.1663286004056796
2017-04-25,0.9330628803245437
2017-04-26,1.1663286004056796
2017-04-27,0.6997971602434078
2017-04-28,2.3326572008113593
2017-04-29,1.3995943204868155
2017-04-30,2.799188640973631
2017-05-01,1.1663286004056796
2017-05-02,3.032454361054767
2017-05-03,5.598377281947262
2017-05-04,23.32657200811359
2017-05-05,13.296146044624747
2017-05-06,3.4989858012170387
2017-05-07,2.565922920892495
2017-05-08,2.0993914807302234
2017-05-09,2.565922920892495
2017-05-10,2.799188640973631
2017-05-11,1.1663286004056796
2017-05-12,2.565922920892495
2017-05-13,1.3995943204868155
2017-05-14,1.3995943204868155
2017-05-15,0.9330628803245437
2017-05-16,6.531440162271806
2017-05-17,23.093306288032455
2017-05-18,3.4989858012170387
2017-05-19,8.164300202839756
2017-05-20,1.6328600405679514
2017-05-21,0.6997971602434078
2017-05-22,3.265720081135903
2017-05-23,1.6328600405679514
2017-05-24,1.1663286004056796
2017-05-25,1.3995943204868155
2017-05-26,1.1663286004056796
2017-05-27,1.1663286004056796
2017-05-28,0.9330628803245437
2017-05-29,0.6997971602434078
2017-05-30,7.231237322515213
2017-05-31,10.730223123732252
2017-06-01,3.9655172413793105
2017-06-02,2.799188640973631
2017-06-03,6.298174442190669
