date,darrell issa
2016-05-01,1.222222222222222
2016-05-02,0.4074074074074074
2016-05-03,1.222222222222222
2016-05-04,0.4074074074074074
2016-05-05,0.8148148148148148
2016-05-06,1.222222222222222
2016-05-07,0.8148148148148148
2016-05-08,0.4074074074074074
2016-05-09,0.8148148148148148
2016-05-10,0.8148148148148148
2016-05-11,2.8518518518518516
2016-05-12,1.222222222222222
2016-05-13,0.8148148148148148
2016-05-14,0.0
2016-05-15,0.8148148148148148
2016-05-16,0.4074074074074074
2016-05-17,0.4074074074074074
2016-05-18,0.4074074074074074
2016-05-19,0.8148148148148148
2016-05-20,2.0370370370370368
2016-05-21,0.8148148148148148
2016-05-22,0.8148148148148148
2016-05-23,0.4074074074074074
2016-05-24,0.4074074074074074
2016-05-25,0.8148148148148148
2016-05-26,0.4074074074074074
2016-05-27,1.6296296296296295
2016-05-28,0.8148148148148148
2016-05-29,0.8148148148148148
2016-05-30,0.4074074074074074
2016-05-31,0.4074074074074074
2016-06-01,2.0370370370370368
2016-06-02,1.222222222222222
2016-06-03,1.222222222222222
2016-06-04,0.8148148148148148
2016-06-05,0.8148148148148148
2016-06-06,1.222222222222222
2016-06-07,1.6296296296296295
2016-06-08,4.888888888888888
2016-06-09,2.8518518518518516
2016-06-10,2.0370370370370368
2016-06-11,0.8148148148148148
2016-06-12,0.8148148148148148
2016-06-13,0.4074074074074074
2016-06-14,0.8148148148148148
2016-06-15,1.6296296296296295
2016-06-16,1.6296296296296295
2016-06-17,0.8148148148148148
2016-06-18,0.8148148148148148
2016-06-19,1.222222222222222
2016-06-20,0.4074074074074074
2016-06-21,0.8148148148148148
2016-06-22,0.8148148148148148
2016-06-23,1.222222222222222
2016-06-24,1.6296296296296295
2016-06-25,0.8148148148148148
2016-06-26,2.8518518518518516
2016-06-27,1.222222222222222
2016-06-28,1.6296296296296295
2016-06-29,0.8148148148148148
2016-06-30,0.8148148148148148
2016-07-01,2.0370370370370368
2016-07-02,0.8148148148148148
2016-07-03,0.0
2016-07-04,0.4074074074074074
2016-07-05,3.6666666666666665
2016-07-06,4.481481481481481
2016-07-07,8.148148148148147
2016-07-08,2.444444444444444
2016-07-09,0.8148148148148148
2016-07-10,2.444444444444444
2016-07-11,1.222222222222222
2016-07-12,2.8518518518518516
2016-07-13,2.444444444444444
2016-07-14,1.6296296296296295
2016-07-15,0.4074074074074074
2016-07-16,1.222222222222222
2016-07-17,2.0370370370370368
2016-07-18,2.444444444444444
2016-07-19,0.8148148148148148
2016-07-20,1.6296296296296295
2016-07-21,1.222222222222222
2016-07-22,1.222222222222222
2016-07-23,0.0
2016-07-24,1.222222222222222
2016-07-25,0.4074074074074074
2016-07-26,0.8148148148148148
2016-07-27,0.4074074074074074
2016-07-28,1.222222222222222
2016-07-29,1.6296296296296295
2016-07-30,0.8148148148148148
2016-07-31,0.8148148148148148
2016-08-01,0.0
2016-08-02,0.8148148148148148
2016-08-03,0.4074074074074074
2016-08-04,0.4074074074074074
2016-08-05,2.444444444444444
2016-08-06,0.8148148148148148
2016-08-07,0.4074074074074074
2016-08-08,2.444444444444444
2016-08-09,4.0740740740740735
2016-08-10,2.0370370370370368
2016-08-11,0.4074074074074074
2016-08-12,1.222222222222222
2016-08-13,2.0370370370370368
2016-08-14,0.0
2016-08-15,0.8148148148148148
2016-08-16,0.8148148148148148
2016-08-17,0.4074074074074074
2016-08-18,2.444444444444444
2016-08-19,1.222222222222222
2016-08-20,0.8148148148148148
