date,hillary election
2016-05-01,0.19496855345911948
2016-05-02,0.23829489867225714
2016-05-03,0.3249475890985325
2016-05-04,0.9748427672955974
2016-05-05,0.4332634521313766
2016-05-06,0.38993710691823896
2016-05-07,0.23829489867225714
2016-05-08,0.2816212438853948
2016-05-09,0.2166317260656883
2016-05-10,0.38993710691823896
2016-05-11,0.5849056603773585
2016-05-12,0.19496855345911948
2016-05-13,0.17330538085255065
2016-05-14,0.17330538085255065
2016-05-15,0.2166317260656883
2016-05-16,0.2166317260656883
2016-05-17,0.2816212438853948
2016-05-18,0.5415793151642208
2016-05-19,0.2816212438853948
2016-05-20,0.2166317260656883
2016-05-21,0.15164220824598182
2016-05-22,0.15164220824598182
2016-05-23,0.19496855345911948
2016-05-24,0.2166317260656883
2016-05-25,0.2816212438853948
2016-05-26,0.23829489867225714
2016-05-27,0.23829489867225714
2016-05-28,0.15164220824598182
2016-05-29,0.15164220824598182
2016-05-30,0.15164220824598182
2016-05-31,0.129979035639413
2016-06-01,0.19496855345911948
2016-06-02,0.2166317260656883
2016-06-03,0.15164220824598182
2016-06-04,0.15164220824598182
2016-06-05,0.19496855345911948
2016-06-06,0.30328441649196364
2016-06-07,0.7148846960167714
2016-06-08,2.079664570230608
2016-06-09,0.6065688329839273
2016-06-10,0.4116002795248078
2016-06-11,0.4116002795248078
2016-06-12,0.3249475890985325
2016-06-13,0.259958071278826
2016-06-14,0.2166317260656883
2016-06-15,0.3249475890985325
2016-06-16,0.23829489867225714
2016-06-17,0.19496855345911948
2016-06-18,0.17330538085255065
2016-06-19,0.17330538085255065
2016-06-20,0.19496855345911948
2016-06-21,0.17330538085255065
2016-06-22,0.19496855345911948
2016-06-23,0.19496855345911948
2016-06-24,0.19496855345911948
2016-06-25,0.19496855345911948
2016-06-26,0.17330538085255065
2016-06-27,0.15164220824598182
2016-06-28,0.2166317260656883
2016-06-29,0.19496855345911948
2016-06-30,0.129979035639413
2016-07-01,0.129979035639413
2016-07-02,0.19496855345911948
2016-07-03,0.19496855345911948
2016-07-04,0.129979035639413
2016-07-05,0.23829489867225714
2016-07-06,0.23829489867225714
2016-07-07,0.19496855345911948
2016-07-08,0.259958071278826
2016-07-09,0.2166317260656883
2016-07-10,0.19496855345911948
2016-07-11,0.17330538085255065
2016-07-12,0.17330538085255065
2016-07-13,0.2166317260656883
2016-07-14,0.2166317260656883
2016-07-15,0.2166317260656883
2016-07-16,0.17330538085255065
2016-07-17,0.19496855345911948
2016-07-18,0.15164220824598182
2016-07-19,0.30328441649196364
2016-07-20,0.3249475890985325
2016-07-21,0.3682739343116701
2016-07-22,0.5632424877707896
2016-07-23,0.4332634521313766
2016-07-24,0.3682739343116701
2016-07-25,0.38993710691823896
2016-07-26,0.5632424877707896
2016-07-27,0.6715583508036338
2016-07-28,0.7148846960167714
2016-07-29,1.2131376659678546
2016-07-30,0.6282320055904961
2016-07-31,0.5632424877707896
2016-08-01,0.3682739343116701
2016-08-02,0.4116002795248078
2016-08-03,0.3466107617051013
2016-08-04,0.3466107617051013
2016-08-05,0.30328441649196364
2016-08-06,0.3249475890985325
2016-08-07,0.2816212438853948
2016-08-08,0.23829489867225714
2016-08-09,0.30328441649196364
2016-08-10,0.30328441649196364
2016-08-11,0.2816212438853948
2016-08-12,0.3682739343116701
2016-08-13,0.2816212438853948
2016-08-14,0.19496855345911948
2016-08-15,0.23829489867225714
2016-08-16,0.19496855345911948
2016-08-17,0.23829489867225714
2016-08-18,0.2166317260656883
2016-08-19,0.259958071278826
2016-08-20,0.19496855345911948
2016-08-21,0.2166317260656883
2016-08-22,0.19496855345911948
2016-08-23,0.259958071278826
2016-08-24,0.23829489867225714
