date,trump hate
2016-05-01,3.2227074235807858
2016-05-02,3.5807860262008733
2016-05-03,2.506550218340611
2016-05-04,7.2809315866084425
2016-05-05,7.400291120815138
2016-05-06,5.4905385735080054
2016-05-07,3.700145560407569
2016-05-08,2.7452692867540027
2016-05-09,3.819505094614265
2016-05-10,2.8646288209606987
2016-05-11,3.2227074235807858
2016-05-12,3.1033478893740902
2016-05-13,2.7452692867540027
2016-05-14,1.9097525473071324
2016-05-15,2.506550218340611
2016-05-16,2.148471615720524
2016-05-17,2.7452692867540027
2016-05-18,2.2678311499272197
2016-05-19,2.625909752547307
2016-05-20,2.148471615720524
2016-05-21,2.2678311499272197
2016-05-22,2.148471615720524
2016-05-23,1.3129548762736536
2016-05-24,1.5516739446870451
2016-05-25,3.2227074235807858
2016-05-26,2.625909752547307
2016-05-27,2.7452692867540027
2016-05-28,3.700145560407569
2016-05-29,2.625909752547307
2016-05-30,1.7903930131004366
2016-05-31,1.6710334788937409
2016-06-01,3.2227074235807858
2016-06-02,2.625909752547307
2016-06-03,2.9839883551673942
2016-06-04,3.1033478893740902
2016-06-05,3.1033478893740902
2016-06-06,2.506550218340611
2016-06-07,2.625909752547307
2016-06-08,4.296943231441048
2016-06-09,2.3871906841339157
2016-06-10,3.5807860262008733
2016-06-11,2.8646288209606987
2016-06-12,3.938864628820961
2016-06-13,4.535662299854439
2016-06-14,3.4614264919941773
2016-06-15,3.700145560407569
2016-06-16,2.625909752547307
2016-06-17,2.506550218340611
2016-06-18,3.4614264919941773
2016-06-19,3.5807860262008733
2016-06-20,1.9097525473071324
2016-06-21,2.148471615720524
2016-06-22,2.506550218340611
2016-06-23,2.029112081513828
2016-06-24,2.7452692867540027
2016-06-25,1.4323144104803494
2016-06-26,2.8646288209606987
2016-06-27,1.5516739446870451
2016-06-28,2.148471615720524
2016-06-29,3.938864628820961
2016-06-30,2.9839883551673942
2016-07-01,1.9097525473071324
2016-07-02,1.7903930131004366
2016-07-03,2.148471615720524
2016-07-04,1.6710334788937409
2016-07-05,2.148471615720524
2016-07-06,2.625909752547307
2016-07-07,1.7903930131004366
2016-07-08,2.625909752547307
2016-07-09,2.148471615720524
2016-07-10,1.6710334788937409
2016-07-11,1.3129548762736536
2016-07-12,2.029112081513828
2016-07-13,1.7903930131004366
2016-07-14,1.4323144104803494
2016-07-15,1.6710334788937409
2016-07-16,1.7903930131004366
2016-07-17,3.2227074235807858
2016-07-18,2.625909752547307
2016-07-19,5.848617176128093
2016-07-20,7.63901018922853
2016-07-21,6.2066957787481805
2016-07-22,10.384279475982533
2016-07-23,5.3711790393013095
2016-07-24,3.4614264919941773
2016-07-25,5.013100436681222
2016-07-26,6.8034934497816595
2016-07-27,5.132459970887918
2016-07-28,6.4454148471615715
2016-07-29,4.535662299854439
2016-07-30,5.609898107714701
2016-07-31,3.5807860262008733
2016-08-01,4.416302765647743
2016-08-02,4.416302765647743
2016-08-03,5.729257641921397
2016-08-04,3.819505094614265
2016-08-05,3.700145560407569
2016-08-06,3.5807860262008733
2016-08-07,2.9839883551673942
2016-08-08,2.029112081513828
2016-08-09,2.8646288209606987
2016-08-10,2.7452692867540027
2016-08-11,2.8646288209606987
2016-08-12,2.2678311499272197
2016-08-13,2.148471615720524
2016-08-14,4.177583697234352
2016-08-15,2.7452692867540027
2016-08-16,2.148471615720524
2016-08-17,2.2678311499272197
2016-08-18,2.029112081513828
2016-08-19,2.506550218340611
2016-08-20,2.148471615720524
2016-08-21,2.506550218340611
2016-08-22,1.5516739446870451
2016-08-23,2.3871906841339157
2016-08-24,2.148471615720524
2016-08-25,3.4614264919941773
2016-08-26,1.9097525473071324
2016-08-27,1.9097525473071324
2016-08-28,2.506550218340611
2016-08-29,1.9097525473071324
2016-08-30,2.3871906841339157
2016-08-31,2.7452692867540027
2016-09-01,4.177583697234352
2016-09-02,2.7452692867540027
2016-09-03,2.625909752547307
2016-09-04,1.6710334788937409
2016-09-05,1.9097525473071324
2016-09-06,2.029112081513828
2016-09-07,2.2678311499272197
2016-09-08,1.9097525473071324
2016-09-09,2.029112081513828
2016-09-10,2.3871906841339157
2016-09-11,1.9097525473071324
2016-09-12,1.6710334788937409
2016-09-13,2.9839883551673942
2016-09-14,2.506550218340611
2016-09-15,2.7452692867540027
2016-09-16,3.2227074235807858
2016-09-17,3.938864628820961
2016-09-18,2.029112081513828
2016-09-19,2.506550218340611
2016-09-20,2.7452692867540027
2016-09-21,2.7452692867540027
2016-09-22,2.625909752547307
2016-09-23,2.506550218340611
2016-09-24,2.506550218340611
2016-09-25,3.3420669577874818
2016-09-26,4.535662299854439
2016-09-27,11.935953420669577
2016-09-28,7.63901018922853
2016-09-29,6.6841339155749635
2016-09-30,5.4905385735080054
2016-10-01,4.446870451237263
2016-10-02,4.148471615720524
2016-10-03,3.051673944687045
2016-10-04,3.909752547307132
2016-10-05,3.909752547307132
2016-10-06,3.171033478893741
2016-10-07,3.350072780203784
2016-10-08,5.424308588064047
2016-10-09,7.379184861717613
2016-10-10,11.192139737991265
2016-10-11,7.200145560407568
2016-10-12,5.864628820960698
2016-10-13,4.827510917030567
2016-10-14,5.506550218340611
2016-10-15,5.625909752547307
2016-10-16,5.745269286754002
2016-10-17,4.387190684133916
2016-10-18,5.245269286754002
2016-10-19,4.588791848617176
2016-10-20,9.774381368267832
2016-10-21,7.021106259097525
2016-10-22,4.76783114992722
2016-10-23,3.909752547307132
2016-10-24,4.26783114992722
2016-10-25,4.946870451237263
2016-10-26,4.26783114992722
2016-10-27,4.76783114992722
2016-10-28,4.148471615720524
2016-10-29,4.26783114992722
2016-10-30,4.290393013100436
2016-10-31,4.327510917030567
2016-11-01,4.26783114992722
2016-11-02,5.0
2016-11-03,6.0
2016-11-04,5.0
2016-11-05,6.0
2016-11-06,10.0
2016-11-07,8.0
2016-11-08,16.0
2016-11-09,100.0
2016-11-10,75.0
2016-11-11,76.0
2016-11-12,46.0
2016-11-13,34.0
2016-11-14,31.0
2016-11-15,23.0
2016-11-16,18.0
2016-11-17,13.0
2016-11-18,11.0
2016-11-19,14.0
2016-11-20,12.0
2016-11-21,12.0
2016-11-22,12.0
2016-11-23,9.0
2016-11-24,7.0
2016-11-25,4.0
2016-11-26,4.0
2016-11-27,5.0
2016-11-28,6.0
2016-11-29,7.0
2016-11-30,4.0
2016-12-01,5.0
2016-12-02,5.0
2016-12-03,4.0
2016-12-04,5.0
2016-12-05,4.0
2016-12-06,4.0
2016-12-07,5.0
2016-12-08,4.0
2016-12-09,4.0
2016-12-10,3.0
2016-12-11,4.0
2016-12-12,4.0
2016-12-13,4.0
2016-12-14,3.0
2016-12-15,4.0
2016-12-16,3.0
2016-12-17,3.0
2016-12-18,3.0
2016-12-19,3.0
2016-12-20,4.0
2016-12-21,4.0
2016-12-22,4.0
2016-12-23,3.0
2016-12-24,3.0
2016-12-25,3.0
2016-12-26,3.0
2016-12-27,3.0
2016-12-28,3.0
2016-12-29,3.0
2016-12-30,2.0
2016-12-31,4.0
2017-01-01,2.0
2017-01-02,3.0
2017-01-03,2.0
2017-01-04,3.0
2017-01-05,9.0
2017-01-06,15.0
2017-01-07,5.0
2017-01-08,3.0
2017-01-09,6.0
2017-01-10,4.0
2017-01-11,7.0
2017-01-12,6.0
2017-01-13,4.0
2017-01-14,6.0
2017-01-15,5.0
2017-01-16,5.0
2017-01-17,6.0
2017-01-18,6.0
2017-01-19,6.0
2017-01-20,20.0
2017-01-21,27.0
2017-01-22,25.0
2017-01-23,14.0
2017-01-24,13.0
2017-01-25,10.0
2017-01-26,10.0
2017-01-27,10.0
2017-01-28,10.0
2017-01-29,15.0
2017-01-30,14.0
2017-01-31,12.0
2017-02-01,10.0
2017-02-02,11.0
2017-02-03,10.0
2017-02-04,9.0
2017-02-05,8.0
2017-02-06,8.0
2017-02-07,7.0
2017-02-08,7.0
2017-02-09,7.0
2017-02-10,6.0
2017-02-11,7.0
2017-02-12,6.0
2017-02-13,6.0
2017-02-14,5.0
2017-02-15,6.0
2017-02-16,8.0
2017-02-17,8.0
2017-02-18,8.0
2017-02-19,6.0
2017-02-20,6.0
2017-02-21,6.0
2017-02-22,5.0
2017-02-23,5.0
2017-02-24,6.0
2017-02-25,7.0
2017-02-26,6.0
2017-02-27,6.0
2017-02-28,7.0
2017-03-01,8.841534008683068
2017-03-02,5.191751085383502
2017-03-03,4.474674384949349
2017-03-04,3.6931982633863965
2017-03-05,4.474674384949349
2017-03-06,3.9536903039073805
2017-03-07,5.018089725036179
2017-03-08,4.257597684515195
2017-03-09,3.476121562952243
2017-03-10,4.257597684515195
2017-03-11,2.9327062228654124
2017-03-12,3.0195369030390737
2017-03-13,3.540520984081042
2017-03-14,2.9327062228654124
2017-03-15,3.91027496382055
2017-03-16,4.431259044862518
2017-03-17,3.8234442836468885
2017-03-18,3.497105643994211
2017-03-19,3.736613603473227
2017-03-20,2.9327062228654124
2017-03-21,3.736613603473227
2017-03-22,4.0839363241678726
2017-03-23,4.0839363241678726
2017-03-24,3.91027496382055
2017-03-25,3.1931982633863965
2017-03-26,1.955137481910275
2017-03-27,2.8024602026049203
2017-03-28,3.3892908827785817
2017-03-29,3.5629522431259044
2017-03-30,2.976121562952243
2017-03-31,2.1287988422575976
2017-04-01,1.7814761215629522
2017-04-02,3.7337192474674383
2017-04-03,2.6049204052098407
2017-04-04,2.7785817655571634
2017-04-05,3.2995658465991315
2017-04-06,2.431259044862518
2017-04-07,4.2547033285094065
2017-04-08,3.21273516642547
2017-04-09,2.7785817655571634
2017-04-10,1.9102749638205498
2017-04-11,1.9102749638205498
2017-04-12,2.431259044862518
2017-04-13,2.8654124457308248
2017-04-14,3.21273516642547
2017-04-15,2.3444283646888566
2017-04-16,3.125904486251809
2017-04-17,2.6049204052098407
2017-04-18,3.0390738060781475
2017-04-19,3.125904486251809
2017-04-20,3.2995658465991315
2017-04-21,1.8234442836468885
2017-04-22,2.170767004341534
2017-04-23,2.3444283646888566
2017-04-24,2.0839363241678726
2017-04-25,2.7785817655571634
2017-04-26,2.170767004341534
2017-04-27,2.431259044862518
2017-04-28,1.9102749638205498
2017-04-29,2.2575976845151953
2017-04-30,2.8654124457308248
2017-05-01,3.9942112879884224
2017-05-02,3.21273516642547
2017-05-03,2.6049204052098407
2017-05-04,3.646888567293777
2017-05-05,4.081041968162084
2017-05-06,2.5180897250361793
2017-05-07,2.431259044862518
2017-05-08,3.0390738060781475
2017-05-09,2.8654124457308248
2017-05-10,3.125904486251809
2017-05-11,2.8654124457308248
2017-05-12,3.21273516642547
2017-05-13,2.7785817655571634
2017-05-14,2.0839363241678726
2017-05-15,2.8654124457308248
2017-05-16,3.4732272069464543
2017-05-17,3.4732272069464543
2017-05-18,3.907380607814761
2017-05-19,2.170767004341534
2017-05-20,3.907380607814761
2017-05-21,2.3444283646888566
2017-05-22,3.646888567293777
2017-05-23,4.2547033285094065
2017-05-24,3.5600578871201156
2017-05-25,4.167872648335745
2017-05-26,3.2995658465991315
2017-05-27,3.4732272069464543
2017-05-28,4.167872648335745
2017-05-29,3.7337192474674383
2017-05-30,4.2547033285094065
2017-05-31,5.036179450072359
2017-06-01,5.036179450072359
2017-06-02,6.251808972503618
2017-06-03,4.775687409551375
