date,dumb
2016-05-01,63.72629230197099
2016-05-02,66.72517664559315
2016-05-03,62.22685013015991
2016-05-04,66.72517664559315
2016-05-05,65.97545555968762
2016-05-06,61.47712904425437
2016-05-07,63.72629230197099
2016-05-08,66.72517664559315
2016-05-09,62.22685013015991
2016-05-10,59.977686872443286
2016-05-11,59.977686872443286
2016-05-12,63.72629230197099
2016-05-13,66.72517664559315
2016-05-14,62.97657121606545
2016-05-15,62.97657121606545
2016-05-16,59.977686872443286
2016-05-17,59.227965786537744
2016-05-18,61.47712904425437
2016-05-19,65.22573447378207
2016-05-20,64.47601338787653
2016-05-21,62.97657121606545
2016-05-22,61.47712904425437
2016-05-23,58.4782447006322
2016-05-24,60.72740795834883
2016-05-25,63.72629230197099
2016-05-26,61.47712904425437
2016-05-27,68.97433990330978
2016-05-28,67.4748977314987
2016-05-29,63.72629230197099
2016-05-30,58.4782447006322
2016-05-31,63.72629230197099
2016-06-01,68.22461881740423
2016-06-02,64.47601338787653
2016-06-03,59.227965786537744
2016-06-04,65.97545555968762
2016-06-05,59.227965786537744
2016-06-06,58.4782447006322
2016-06-07,61.47712904425437
2016-06-08,59.227965786537744
2016-06-09,58.4782447006322
2016-06-10,63.72629230197099
2016-06-11,65.22573447378207
2016-06-12,59.977686872443286
2016-06-13,55.479360357010044
2016-06-14,55.479360357010044
2016-06-15,54.7296392711045
2016-06-16,66.72517664559315
2016-06-17,59.977686872443286
2016-06-18,63.72629230197099
2016-06-19,62.97657121606545
2016-06-20,53.23019709929342
2016-06-21,58.4782447006322
2016-06-22,58.4782447006322
2016-06-23,56.22908144291558
2016-06-24,63.72629230197099
2016-06-25,66.72517664559315
2016-06-26,74.22238750464857
2016-06-27,59.227965786537744
2016-06-28,65.97545555968762
2016-06-29,69.72406098921532
2016-06-30,65.22573447378207
2016-07-01,66.72517664559315
2016-07-02,65.22573447378207
2016-07-03,64.47601338787653
2016-07-04,61.47712904425437
2016-07-05,55.479360357010044
2016-07-06,59.227965786537744
2016-07-07,64.47601338787653
2016-07-08,60.72740795834883
2016-07-09,65.22573447378207
2016-07-10,63.72629230197099
2016-07-11,57.72852361472666
2016-07-12,56.22908144291558
2016-07-13,62.97657121606545
2016-07-14,59.227965786537744
2016-07-15,59.977686872443286
2016-07-16,71.97322424693195
2016-07-17,72.72294533283748
2016-07-18,63.72629230197099
2016-07-19,64.47601338787653
2016-07-20,65.22573447378207
2016-07-21,68.97433990330978
2016-07-22,74.97210859055411
2016-07-23,71.2235031610264
2016-07-24,71.2235031610264
2016-07-25,61.47712904425437
2016-07-26,62.97657121606545
2016-07-27,66.72517664559315
2016-07-28,68.97433990330978
2016-07-29,63.72629230197099
2016-07-30,70.47378207512087
2016-07-31,69.72406098921532
2016-08-01,55.479360357010044
2016-08-02,60.72740795834883
2016-08-03,56.97880252882112
2016-08-04,60.72740795834883
2016-08-05,62.97657121606545
2016-08-06,61.47712904425437
2016-08-07,59.977686872443286
2016-08-08,54.7296392711045
2016-08-09,58.4782447006322
2016-08-10,59.977686872443286
2016-08-11,61.47712904425437
2016-08-12,68.22461881740423
2016-08-13,70.47378207512087
2016-08-14,68.22461881740423
2016-08-15,60.72740795834883
2016-08-16,57.72852361472666
2016-08-17,58.4782447006322
2016-08-18,62.97657121606545
2016-08-19,74.22238750464857
2016-08-20,68.97433990330978
2016-08-21,59.227965786537744
2016-08-22,58.4782447006322
2016-08-23,59.977686872443286
2016-08-24,62.22685013015991
2016-08-25,64.47601338787653
2016-08-26,65.22573447378207
2016-08-27,62.22685013015991
2016-08-28,64.47601338787653
2016-08-29,56.97880252882112
2016-08-30,58.4782447006322
2016-08-31,59.977686872443286
2016-09-01,62.22685013015991
2016-09-02,67.4748977314987
2016-09-03,59.977686872443286
2016-09-04,60.72740795834883
2016-09-05,52.48047601338788
2016-09-06,58.4782447006322
2016-09-07,64.47601338787653
2016-09-08,58.4782447006322
2016-09-09,59.977686872443286
2016-09-10,62.22685013015991
2016-09-11,63.72629230197099
2016-09-12,52.48047601338788
2016-09-13,60.72740795834883
2016-09-14,65.22573447378207
2016-09-15,56.97880252882112
2016-09-16,70.47378207512087
2016-09-17,71.2235031610264
2016-09-18,59.977686872443286
2016-09-19,60.72740795834883
2016-09-20,63.72629230197099
2016-09-21,63.72629230197099
2016-09-22,66.72517664559315
2016-09-23,60.72740795834883
2016-09-24,65.97545555968762
2016-09-25,72.72294533283748
2016-09-26,61.47712904425437
2016-09-27,62.22685013015991
2016-09-28,64.47601338787653
2016-09-29,58.4782447006322
2016-09-30,65.22573447378207
2016-10-01,67.98716995165489
2016-10-02,57.98940126441056
2016-10-03,61.86370397917442
2016-10-04,58.364261807363334
2016-10-05,61.488285608032726
2016-10-06,58.98940126441056
2016-10-07,60.48884343622164
2016-10-08,60.61342506507995
2016-10-09,64.73800669393827
2016-10-10,64.3631461509855
2016-10-11,62.61342506507995
