date,save medicare
2016-05-01,10.867132867132867
2016-05-02,13.765034965034964
2016-05-03,0.0
2016-05-04,0.0
2016-05-05,0.0
2016-05-06,0.0
2016-05-07,0.0
2016-05-08,0.0
2016-05-09,0.0
2016-05-10,9.055944055944055
2016-05-11,36.22377622377622
2016-05-12,9.055944055944055
2016-05-13,0.0
2016-05-14,21.372027972027972
2016-05-15,0.0
2016-05-16,13.765034965034964
2016-05-17,0.0
2016-05-18,9.055944055944055
2016-05-19,18.474125874125875
2016-05-20,9.418181818181818
2016-05-21,0.0
2016-05-22,0.0
2016-05-23,18.11188811188811
2016-05-24,0.0
2016-05-25,9.055944055944055
2016-05-26,14.489510489510488
2016-05-27,0.0
2016-05-28,0.0
2016-05-29,10.867132867132867
2016-05-30,0.0
2016-05-31,0.0
2016-06-01,9.055944055944055
2016-06-02,9.418181818181818
2016-06-03,9.78041958041958
2016-06-04,0.0
2016-06-05,16.3006993006993
2016-06-06,18.11188811188811
2016-06-07,18.11188811188811
2016-06-08,18.836363636363636
2016-06-09,14.127272727272727
2016-06-10,14.489510489510488
2016-06-11,10.867132867132867
2016-06-12,0.0
2016-06-13,9.055944055944055
2016-06-14,18.11188811188811
2016-06-15,9.055944055944055
2016-06-16,9.055944055944055
2016-06-17,19.198601398601397
2016-06-18,0.0
2016-06-19,0.0
2016-06-20,0.0
2016-06-21,13.765034965034964
2016-06-22,13.765034965034964
2016-06-23,9.418181818181818
2016-06-24,0.0
2016-06-25,0.0
2016-06-26,10.867132867132867
2016-06-27,9.055944055944055
2016-06-28,9.418181818181818
2016-06-29,9.418181818181818
2016-06-30,14.127272727272727
2016-07-01,19.56083916083916
2016-07-02,33.32587412587412
2016-07-03,11.229370629370628
2016-07-04,0.0
2016-07-05,9.418181818181818
2016-07-06,9.78041958041958
2016-07-07,14.489510489510488
2016-07-08,0.0
2016-07-09,11.229370629370628
2016-07-10,0.0
2016-07-11,9.418181818181818
2016-07-12,0.0
2016-07-13,9.418181818181818
2016-07-14,0.0
2016-07-15,0.0
2016-07-16,0.0
2016-07-17,0.0
2016-07-18,14.127272727272727
2016-07-19,9.418181818181818
2016-07-20,9.418181818181818
2016-07-21,0.0
2016-07-22,0.0
2016-07-23,11.229370629370628
2016-07-24,0.0
2016-07-25,18.836363636363636
2016-07-26,14.127272727272727
2016-07-27,9.418181818181818
2016-07-28,9.418181818181818
2016-07-29,0.0
2016-07-30,0.0
2016-07-31,0.0
2016-08-01,14.127272727272727
2016-08-02,0.0
2016-08-03,9.418181818181818
2016-08-04,0.0
2016-08-05,19.56083916083916
2016-08-06,0.0
2016-08-07,10.867132867132867
2016-08-08,9.418181818181818
2016-08-09,9.418181818181818
2016-08-10,0.0
2016-08-11,14.489510489510488
2016-08-12,0.0
2016-08-13,0.0
2016-08-14,0.0
2016-08-15,9.78041958041958
2016-08-16,27.89230769230769
2016-08-17,0.0
2016-08-18,0.0
2016-08-19,28.979020979020977
2016-08-20,0.0
2016-08-21,0.0
2016-08-22,9.418181818181818
2016-08-23,0.0
2016-08-24,0.0
2016-08-25,9.418181818181818
2016-08-26,0.0
2016-08-27,10.867132867132867
2016-08-28,0.0
2016-08-29,0.0
2016-08-30,0.0
2016-08-31,9.055944055944055
2016-09-01,13.765034965034964
2016-09-02,9.418181818181818
2016-09-03,0.0
2016-09-04,0.0
2016-09-05,9.418181818181818
2016-09-06,9.055944055944055
2016-09-07,0.0
2016-09-08,0.0
2016-09-09,0.0
2016-09-10,0.0
2016-09-11,10.504895104895104
2016-09-12,9.055944055944055
2016-09-13,0.0
2016-09-14,0.0
2016-09-15,18.474125874125875
2016-09-16,9.418181818181818
2016-09-17,0.0
2016-09-18,0.0
2016-09-19,8.693706293706294
2016-09-20,8.693706293706294
2016-09-21,9.055944055944055
2016-09-22,0.0
2016-09-23,9.418181818181818
2016-09-24,10.504895104895104
2016-09-25,10.142657342657342
2016-09-26,0.0
2016-09-27,0.0
2016-09-28,0.0
2016-09-29,17.74965034965035
2016-09-30,9.418181818181818
2016-10-01,0.0
2016-10-02,10.89020979020979
2016-10-03,9.846853146853146
2016-10-04,16.693706293706292
2016-10-05,4.346853146853147
2016-10-06,9.846853146853146
2016-10-07,10.027972027972027
2016-10-08,10.323776223776223
2016-10-09,0.0
2016-10-10,12.201398601398601
2016-10-11,6.52027972027972
2016-10-12,11.0
2016-10-13,9.846853146853146
2016-10-14,5.5
2016-10-15,0.0
2016-10-16,0.0
2016-10-17,0.0
2016-10-18,5.0
2016-10-19,14.193706293706294
2016-10-20,9.346853146853146
2016-10-21,4.5279720279720275
2016-10-22,5.071328671328671
2016-10-23,33.53286713286713
2016-10-24,9.346853146853146
2016-10-25,9.346853146853146
2016-10-26,11.33916083916084
2016-10-27,4.346853146853147
2016-10-28,5.5
2016-10-29,0.0
2016-10-30,6.0
2016-10-31,9.846853146853146
2016-11-01,14.555944055944055
2016-11-02,11.0
2016-11-03,10.0
2016-11-04,22.0
2016-11-05,12.0
2016-11-06,12.0
2016-11-07,21.0
2016-11-08,10.0
2016-11-09,10.0
2016-11-10,16.0
2016-11-11,17.0
2016-11-12,0.0
2016-11-13,18.0
2016-11-14,16.0
2016-11-15,0.0
2016-11-16,10.0
2016-11-17,21.0
2016-11-18,22.0
2016-11-19,18.0
2016-11-20,0.0
2016-11-21,10.0
2016-11-22,21.0
2016-11-23,100.0
2016-11-24,54.0
2016-11-25,11.0
2016-11-26,12.0
2016-11-27,12.0
2016-11-28,10.0
2016-11-29,10.0
2016-11-30,10.0
2016-12-01,10.0
2016-12-02,0.0
2016-12-03,24.0
2016-12-04,12.0
2016-12-05,10.0
2016-12-06,21.0
2016-12-07,10.0
2016-12-08,0.0
2016-12-09,0.0
2016-12-10,27.0
2016-12-11,12.0
2016-12-12,10.0
2016-12-13,0.0
2016-12-14,21.0
2016-12-15,0.0
2016-12-16,0.0
2016-12-17,12.0
2016-12-18,0.0
2016-12-19,11.0
2016-12-20,11.0
2016-12-21,0.0
2016-12-22,0.0
2016-12-23,35.0
2016-12-24,13.0
2016-12-25,0.0
2016-12-26,12.0
2016-12-27,0.0
2016-12-28,11.0
2016-12-29,45.0
2016-12-30,12.0
2016-12-31,13.0
2017-01-01,0.0
2017-01-02,11.0
2017-01-03,0.0
2017-01-04,10.0
2017-01-05,21.0
2017-01-06,22.0
2017-01-07,12.0
2017-01-08,12.0
2017-01-09,15.0
2017-01-10,15.0
2017-01-11,10.0
2017-01-12,10.0
2017-01-13,21.0
2017-01-14,0.0
2017-01-15,0.0
2017-01-16,10.0
2017-01-17,10.0
2017-01-18,10.0
2017-01-19,31.0
2017-01-20,10.0
2017-01-21,12.0
2017-01-22,35.0
2017-01-23,10.0
2017-01-24,10.0
2017-01-25,10.0
2017-01-26,10.0
2017-01-27,16.0
2017-01-28,12.0
2017-01-29,12.0
2017-01-30,10.0
2017-01-31,10.0
2017-02-01,10.0
2017-02-02,20.0
2017-02-03,21.0
2017-02-04,12.0
2017-02-05,0.0
2017-02-06,0.0
2017-02-07,10.0
2017-02-08,40.0
2017-02-09,10.0
2017-02-10,16.0
2017-02-11,12.0
2017-02-12,17.0
2017-02-13,0.0
2017-02-14,0.0
2017-02-15,0.0
2017-02-16,20.0
2017-02-17,10.0
2017-02-18,12.0
2017-02-19,23.0
2017-02-20,0.0
2017-02-21,0.0
2017-02-22,15.0
2017-02-23,15.0
2017-02-24,10.0
2017-02-25,23.0
2017-02-26,12.0
2017-02-27,20.0
2017-02-28,10.0
2017-03-01,10.976840855106888
2017-03-02,5.0
2017-03-03,11.339073634204276
2017-03-04,6.882422802850356
2017-03-05,18.902612826603324
2017-03-06,5.0
2017-03-07,10.795724465558195
2017-03-08,5.0
2017-03-09,23.111638954869356
2017-03-10,0.0
2017-03-11,12.56353919239905
2017-03-12,15.382422802850357
2017-03-13,0.0
2017-03-14,0.0
2017-03-15,10.976840855106888
2017-03-16,5.0
2017-03-17,11.339073634204276
2017-03-18,0.0
2017-03-19,12.382422802850357
2017-03-20,10.976840855106888
2017-03-21,20.0
2017-03-22,10.795724465558195
2017-03-23,5.0
2017-03-24,11.839073634204276
2017-03-25,13.244655581947743
2017-03-26,13.06353919239905
2017-03-27,10.976840855106888
2017-03-28,19.453681710213775
2017-03-29,5.0
2017-03-30,13.65795724465558
2017-03-31,6.339073634204276
2017-04-01,0.0
2017-04-02,0.0
2017-04-03,12.315914489311163
2017-04-04,0.0
2017-04-05,0.0
2017-04-06,12.315914489311163
2017-04-07,0.0
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,12.678147268408551
2017-04-13,13.040380047505938
2017-04-14,14.1270783847981
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,0.0
2017-04-18,11.953681710213775
2017-04-19,0.0
2017-04-20,0.0
2017-04-21,13.040380047505938
2017-04-22,14.489311163895486
2017-04-23,14.1270783847981
2017-04-24,0.0
2017-04-25,12.315914489311163
2017-04-26,0.0
2017-04-27,0.0
2017-04-28,0.0
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,0.0
2017-05-02,24.631828978622327
2017-05-03,24.26959619952494
2017-05-04,24.631828978622327
2017-05-05,0.0
2017-05-06,28.978622327790973
2017-05-07,0.0
2017-05-08,0.0
2017-05-09,12.315914489311163
2017-05-10,24.631828978622327
2017-05-11,24.631828978622327
2017-05-12,12.678147268408551
2017-05-13,0.0
2017-05-14,0.0
2017-05-15,12.315914489311163
2017-05-16,0.0
2017-05-17,0.0
2017-05-18,12.315914489311163
2017-05-19,0.0
2017-05-20,0.0
2017-05-21,0.0
2017-05-22,12.315914489311163
2017-05-23,0.0
2017-05-24,0.0
2017-05-25,12.678147268408551
2017-05-26,13.402612826603324
2017-05-27,0.0
2017-05-28,15.21377672209026
2017-05-29,13.040380047505938
2017-05-30,24.994061757719713
2017-05-31,0.0
2017-06-01,12.678147268408551
2017-06-02,13.040380047505938
2017-06-03,14.851543942992873
