date,authoritarianism
2016-11-04,30.0
2016-11-05,33.0
2016-11-06,27.0
2016-11-07,65.0
2016-11-08,48.0
2016-11-09,97.0
2016-11-10,86.0
2016-11-11,64.0
2016-11-12,29.0
2016-11-13,23.0
2016-11-14,40.0
2016-11-15,41.0
2016-11-16,45.0
2016-11-17,49.0
2016-11-18,17.0
2016-11-19,14.0
2016-11-20,42.0
2016-11-21,56.0
2016-11-22,52.0
2016-11-23,61.0
2016-11-24,42.0
2016-11-25,38.0
2016-11-26,14.0
2016-11-27,46.0
2016-11-28,28.0
2016-11-29,47.0
2016-11-30,36.0
2016-12-01,37.0
2016-12-02,33.0
2016-12-03,14.0
2016-12-04,18.0
2016-12-05,36.0
2016-12-06,72.0
2016-12-07,60.0
2016-12-08,42.0
2016-12-09,43.0
2016-12-10,37.0
2016-12-11,43.0
2016-12-12,44.0
2016-12-13,32.0
2016-12-14,45.0
2016-12-15,45.0
2016-12-16,21.0
2016-12-17,43.0
2016-12-18,19.0
2016-12-19,29.0
2016-12-20,33.0
2016-12-21,34.0
2016-12-22,4.0
2016-12-23,9.0
2016-12-24,26.0
2016-12-25,5.0
2016-12-26,27.0
2016-12-27,13.0
2016-12-28,9.0
2016-12-29,22.0
2016-12-30,18.0
2016-12-31,15.0
2017-01-01,15.0
2017-01-02,9.0
2017-01-03,24.0
2017-01-04,20.0
2017-01-05,28.0
2017-01-06,46.0
2017-01-07,18.0
2017-01-08,18.0
2017-01-09,40.0
2017-01-10,36.0
2017-01-11,16.0
2017-01-12,47.0
2017-01-13,20.0
2017-01-14,18.0
2017-01-15,18.0
2017-01-16,20.0
2017-01-17,55.0
2017-01-18,35.0
2017-01-19,20.0
2017-01-20,41.0
2017-01-21,18.0
2017-01-22,58.0
2017-01-23,46.0
2017-01-24,35.0
2017-01-25,62.0
2017-01-26,71.0
2017-01-27,29.0
2017-01-28,46.0
2017-01-29,27.0
2017-01-30,59.0
2017-01-31,74.0
2017-02-01,58.0
2017-02-02,77.0
2017-02-03,45.0
2017-02-04,27.0
2017-02-05,44.0
2017-02-06,73.0
2017-02-07,100.0
2017-02-08,61.0
2017-02-09,47.0
2017-02-10,16.0
2017-02-11,36.0
2017-02-12,40.0
2017-02-13,42.0
2017-02-14,47.0
2017-02-15,8.0
2017-02-16,27.0
2017-02-17,57.0
2017-02-18,68.0
2017-02-19,41.0
2017-02-20,27.0
2017-02-21,27.0
2017-02-22,19.0
2017-02-23,55.0
2017-02-24,49.0
2017-02-25,50.0
2017-02-26,54.0
2017-02-27,71.0
2017-02-28,36.0
2017-03-01,54.59543325526932
2017-03-02,42.808548009367684
2017-03-03,24.654274004683842
2017-03-04,40.73682669789227
2017-03-05,33.389051522248245
2017-03-06,37.04332552693208
2017-03-07,48.00204918032787
2017-03-08,53.4519906323185
2017-03-09,33.17593676814988
2017-03-10,57.05415690866511
2017-03-11,28.562939110070257
2017-03-12,43.14549180327869
2017-03-13,55.49326697892272
2017-03-14,52.14549180327869
2017-03-15,29.623829039812648
2017-03-16,44.3498243559719
2017-03-17,19.552107728337237
2017-03-18,31.756440281030443
2017-03-19,22.756440281030443
2017-03-20,60.75848946135831
2017-03-21,43.410714285714285
2017-03-22,42.308548009367684
2017-03-23,45.17593676814988
2017-03-24,32.77810304449649
2017-03-25,21.052107728337237
2017-03-26,32.604215456674474
2017-03-27,43.206381733021075
2017-03-28,42.308548009367684
2017-03-29,29.093384074941454
2017-03-30,47.83899297423888
2017-03-31,32.66510538641686
2017-04-01,29.50204918032787
2017-04-02,33.79976580796253
2017-04-03,37.473653395784545
2017-04-04,41.147540983606554
2017-04-05,38.94320843091335
2017-04-06,48.495316159250585
2017-04-07,38.94320843091335
2017-04-08,33.79976580796253
2017-04-09,35.269320843091336
2017-04-10,36.00409836065574
2017-04-11,38.20843091334895
2017-04-12,23.51288056206089
2017-04-13,17.634660421545668
2017-04-14,33.79976580796253
2017-04-15,10.286885245901638
2017-04-16,24.982435597189696
2017-04-17,41.88231850117096
2017-04-18,73.47775175644028
2017-04-19,41.147540983606554
2017-04-20,44.086651053864166
2017-04-21,32.33021077283372
2017-04-22,26.451990632318502
2017-04-23,26.451990632318502
2017-04-24,52.1692037470726
2017-04-25,36.73887587822014
2017-04-26,42.61709601873536
2017-04-27,52.1692037470726
2017-04-28,34.53454332552693
2017-04-29,14.695550351288055
2017-04-30,27.186768149882905
2017-05-01,45.55620608899297
2017-05-02,51.4344262295082
2017-05-03,51.4344262295082
2017-05-04,43.35187353629976
2017-05-05,27.921545667447305
2017-05-06,36.00409836065574
2017-05-07,31.59543325526932
2017-05-08,45.55620608899297
2017-05-09,53.63875878220141
2017-05-10,54.37353629976581
2017-05-11,45.55620608899297
2017-05-12,41.147540983606554
2017-05-13,26.451990632318502
2017-05-14,34.53454332552693
2017-05-15,35.269320843091336
2017-05-16,45.55620608899297
2017-05-17,39.67798594847775
2017-05-18,29.39110070257611
2017-05-19,34.53454332552693
2017-05-20,14.695550351288055
2017-05-21,24.247658079625293
2017-05-22,33.06498829039813
2017-05-23,37.473653395784545
2017-05-24,22.778103044496486
2017-05-25,28.656323185011708
2017-05-26,29.39110070257611
2017-05-27,20.573770491803277
2017-05-28,17.634660421545668
2017-05-29,19.838992974238874
2017-05-30,19.104215456674474
2017-05-31,29.39110070257611
2017-06-01,61.721311475409834
2017-06-02,15.430327868852459
2017-06-03,16.899882903981265
