date,vladimir putin russia
2016-11-29,18.685950413223143
2016-11-30,11.801652892561984
2016-12-01,18.685950413223143
2016-12-02,12.78512396694215
2016-12-03,17.702479338842977
2016-12-04,9.834710743801654
2016-12-05,22.619834710743802
2016-12-06,36.388429752066116
2016-12-07,13.768595041322314
2016-12-08,26.553719008264466
2016-12-09,20.65289256198347
2016-12-10,15.735537190082646
2016-12-11,37.371900826446286
2016-12-12,29.50413223140496
2016-12-13,43.27272727272727
2016-12-14,38.35537190082645
2016-12-15,63.925619834710744
2016-12-16,44.25619834710744
2016-12-17,28.520661157024794
2016-12-18,46.223140495867774
2016-12-19,62.94214876033058
2016-12-20,69.82644628099175
2016-12-21,42.28925619834711
2016-12-22,16.71900826446281
2016-12-23,27.537190082644628
2016-12-24,37.371900826446286
2016-12-25,22.619834710743802
2016-12-26,21.636363636363637
2016-12-27,33.43801652892562
2016-12-28,20.65289256198347
2016-12-29,18.685950413223143
2016-12-30,48.1900826446281
2016-12-31,64.9090909090909
2017-01-01,28.520661157024794
2017-01-02,16.71900826446281
2017-01-03,29.50413223140496
2017-01-04,27.537190082644628
2017-01-05,26.553719008264466
2017-01-06,10.818181818181818
2017-01-07,27.537190082644628
2017-01-08,26.553719008264466
2017-01-09,30.487603305785125
2017-01-10,25.5702479338843
2017-01-11,47.20661157024794
2017-01-12,49.17355371900827
2017-01-13,31.47107438016529
2017-01-14,19.66942148760331
2017-01-15,30.487603305785125
2017-01-16,18.685950413223143
2017-01-17,42.28925619834711
2017-01-18,21.636363636363637
2017-01-19,39.33884297520662
2017-01-20,39.33884297520662
2017-01-21,27.537190082644628
2017-01-22,44.25619834710744
2017-01-23,47.20661157024794
2017-01-24,31.47107438016529
2017-01-25,33.43801652892562
2017-01-26,16.71900826446281
2017-01-27,29.50413223140496
2017-01-28,33.43801652892562
2017-01-29,25.5702479338843
2017-01-30,26.553719008264466
2017-01-31,33.43801652892562
2017-02-01,30.487603305785125
2017-02-02,28.520661157024794
2017-02-03,25.5702479338843
2017-02-04,17.702479338842977
2017-02-05,26.553719008264466
2017-02-06,28.520661157024794
2017-02-07,22.619834710743802
2017-02-08,14.75206611570248
2017-02-09,38.35537190082645
2017-02-10,17.702479338842977
2017-02-11,27.537190082644628
2017-02-12,16.71900826446281
2017-02-13,24.586776859504134
2017-02-14,24.586776859504134
2017-02-15,52.12396694214876
2017-02-16,37.371900826446286
2017-02-17,38.35537190082645
2017-02-18,27.537190082644628
2017-02-19,19.66942148760331
2017-02-20,19.66942148760331
2017-02-21,12.78512396694215
2017-02-22,24.586776859504134
2017-02-23,40.32231404958678
2017-02-24,13.768595041322314
2017-02-25,13.768595041322314
2017-02-26,15.735537190082646
2017-02-27,13.768595041322314
2017-02-28,20.65289256198347
2017-03-01,18.301652892561982
2017-03-02,22.84297520661157
2017-03-03,31.185950413223143
2017-03-04,25.826446280991735
2017-03-05,21.826446280991735
2017-03-06,22.892561983471076
2017-03-07,22.834710743801654
2017-03-08,19.859504132231407
2017-03-09,25.301652892561982
2017-03-10,19.31818181818182
2017-03-11,21.34297520661157
2017-03-12,23.826446280991735
2017-03-13,24.31818181818182
2017-03-14,23.768595041322314
2017-03-15,19.834710743801654
2017-03-16,23.793388429752067
2017-03-17,28.28512396694215
2017-03-18,16.293388429752067
2017-03-19,27.727272727272727
2017-03-20,25.301652892561982
2017-03-21,11.417355371900827
2017-03-22,24.28512396694215
2017-03-23,38.66115702479339
2017-03-24,37.17768595041322
2017-03-25,37.603305785123965
2017-03-26,43.66942148760331
2017-03-27,33.710743801652896
2017-03-28,37.235537190082646
2017-03-29,37.19421487603306
2017-03-30,27.768595041322314
2017-03-31,19.760330578512395
2017-04-01,19.834710743801654
2017-04-02,24.0
2017-04-03,45.0
2017-04-04,61.0
2017-04-05,17.0
2017-04-06,24.0
2017-04-07,100.0
2017-04-08,60.0
2017-04-09,45.0
2017-04-10,62.0
2017-04-11,49.0
2017-04-12,52.0
2017-04-13,36.0
2017-04-14,32.0
2017-04-15,21.0
2017-04-16,17.0
2017-04-17,37.0
2017-04-18,54.0
2017-04-19,34.0
2017-04-20,28.0
2017-04-21,39.0
2017-04-22,20.0
2017-04-23,20.0
2017-04-24,38.0
2017-04-25,20.0
2017-04-26,33.0
2017-04-27,24.0
2017-04-28,7.0
2017-04-29,20.0
2017-04-30,21.0
2017-05-01,11.0
2017-05-02,27.0
2017-05-03,27.0
2017-05-04,34.0
2017-05-05,11.0
2017-05-06,20.0
2017-05-07,8.0
2017-05-08,21.0
2017-05-09,3.0
2017-05-10,24.0
2017-05-11,31.0
2017-05-12,32.0
2017-05-13,12.0
2017-05-14,8.0
2017-05-15,27.0
2017-05-16,58.0
2017-05-17,38.0
2017-05-18,14.0
2017-05-19,25.0
2017-05-20,16.0
2017-05-21,12.0
2017-05-22,20.0
2017-05-23,27.0
2017-05-24,14.0
2017-05-25,36.0
2017-05-26,30.0
2017-05-27,25.0
2017-05-28,25.0
2017-05-29,18.0
2017-05-30,35.0
2017-05-31,17.0
2017-06-01,25.0
2017-06-02,40.0
2017-06-03,37.0
