date,marco rubio
2016-11-03,12.0
2016-11-04,14.0
2016-11-05,9.0
2016-11-06,13.0
2016-11-07,16.0
2016-11-08,31.0
2016-11-09,100.0
2016-11-10,23.0
2016-11-11,15.0
2016-11-12,10.0
2016-11-13,9.0
2016-11-14,9.0
2016-11-15,11.0
2016-11-16,7.0
2016-11-17,7.0
2016-11-18,6.0
2016-11-19,4.0
2016-11-20,5.0
2016-11-21,4.0
2016-11-22,5.0
2016-11-23,4.0
2016-11-24,5.0
2016-11-25,3.0
2016-11-26,10.0
2016-11-27,17.0
2016-11-28,9.0
2016-11-29,7.0
2016-11-30,4.0
2016-12-01,4.0
2016-12-02,5.0
2016-12-03,3.0
2016-12-04,4.0
2016-12-05,4.0
2016-12-06,4.0
2016-12-07,4.0
2016-12-08,3.0
2016-12-09,3.0
2016-12-10,5.0
2016-12-11,4.0
2016-12-12,5.0
2016-12-13,6.0
2016-12-14,5.0
2016-12-15,3.0
2016-12-16,4.0
2016-12-17,5.0
2016-12-18,2.0
2016-12-19,3.0
2016-12-20,3.0
2016-12-21,3.0
2016-12-22,3.0
2016-12-23,2.0
2016-12-24,2.0
2016-12-25,2.0
2016-12-26,2.0
2016-12-27,3.0
2016-12-28,3.0
2016-12-29,2.0
2016-12-30,3.0
2016-12-31,4.0
2017-01-01,3.0
2017-01-02,3.0
2017-01-03,5.0
2017-01-04,4.0
2017-01-05,3.0
2017-01-06,6.0
2017-01-07,3.0
2017-01-08,3.0
2017-01-09,4.0
2017-01-10,6.0
2017-01-11,29.0
2017-01-12,39.0
2017-01-13,24.0
2017-01-14,13.0
2017-01-15,6.0
2017-01-16,6.0
2017-01-17,6.0
2017-01-18,6.0
2017-01-19,9.0
2017-01-20,9.0
2017-01-21,8.0
2017-01-22,10.0
2017-01-23,21.0
2017-01-24,13.0
2017-01-25,8.0
2017-01-26,7.0
2017-01-27,7.0
2017-01-28,7.0
2017-01-29,12.0
2017-01-30,11.0
2017-01-31,16.0
2017-02-01,11.0
2017-02-02,10.0
2017-02-03,9.0
2017-02-04,7.0
2017-02-05,5.0
2017-02-06,11.0
2017-02-07,20.0
2017-02-08,22.0
2017-02-09,14.0
2017-02-10,18.0
2017-02-11,11.0
2017-02-12,5.0
2017-02-13,5.0
2017-02-14,7.0
2017-02-15,9.0
2017-02-16,15.0
2017-02-17,10.0
2017-02-18,11.0
2017-02-19,5.0
2017-02-20,4.0
2017-02-21,5.0
2017-02-22,7.0
2017-02-23,7.0
2017-02-24,13.0
2017-02-25,7.0
2017-02-26,4.0
2017-02-27,6.0
2017-02-28,5.0
2017-03-01,8.092706203135652
2017-03-02,9.007157464212678
2017-03-03,6.0047716428084525
2017-03-04,4.831288343558282
2017-03-05,9.162576687116564
2017-03-06,6.60838445807771
2017-03-07,4.831288343558282
2017-03-08,5.38309475119291
2017-03-09,4.124062713019768
2017-03-10,3.4168370824812544
2017-03-11,3.1578050443081116
2017-03-12,3.554192229038855
2017-03-13,2.6059986366734833
2017-03-14,4.520449897750511
2017-03-15,3.9168370824812544
2017-03-16,4.675869120654397
2017-03-17,4.124062713019768
2017-03-18,2.9505794137695975
2017-03-19,3.054192229038855
2017-03-20,3.1578050443081116
2017-03-21,3.9168370824812544
2017-03-22,4.07225630538514
2017-03-23,4.07225630538514
2017-03-24,5.227675528289025
2017-03-25,4.07225630538514
2017-03-26,3.6240627130197685
2017-03-27,3.2096114519427403
2017-03-28,4.486707566462168
2017-03-29,4.175869120654397
2017-03-30,7.522835719154738
2017-03-31,7.333674164962509
2017-04-01,3.1059986366734833
2017-04-02,2.7975460122699385
2017-04-03,3.833674164962509
2017-04-04,3.5228357191547377
2017-04-05,3.833674164962509
2017-04-06,5.6987048398091344
2017-04-07,10.050443081117928
2017-04-08,3.0047716428084525
2017-04-09,3.7300613496932518
2017-04-10,2.590320381731425
2017-04-11,2.693933197000682
2017-04-12,3.1083844580777096
2017-04-13,3.2119972733469666
2017-04-14,2.0722563053851397
2017-04-15,1.7614178595773688
2017-04-16,1.9686434901158827
2017-04-17,2.383094751192911
2017-04-18,1.6578050443081118
2017-04-19,2.590320381731425
2017-04-20,2.590320381731425
2017-04-21,2.279481935923654
2017-04-22,1.9686434901158827
2017-04-23,4.144512610770279
2017-04-24,3.5228357191547377
2017-04-25,3.1083844580777096
2017-04-26,4.040899795501023
2017-04-27,4.662576687116564
2017-04-28,2.383094751192911
2017-04-29,1.346966598500341
2017-04-30,1.5541922290388548
2017-05-01,2.486707566462168
2017-05-02,2.486707566462168
2017-05-03,2.7975460122699385
2017-05-04,10.3612815269257
2017-05-05,5.9059304703476485
2017-05-06,3.0047716428084525
2017-05-07,3.3156100886162236
2017-05-08,2.693933197000682
2017-05-09,3.7300613496932518
2017-05-10,7.356509884117246
2017-05-11,5.9059304703476485
2017-05-12,3.3156100886162236
2017-05-13,2.9011588275391955
2017-05-14,2.1758691206543967
2017-05-15,2.0722563053851397
2017-05-16,6.838445807770961
2017-05-17,5.9059304703476485
2017-05-18,5.6987048398091344
2017-05-19,4.869802317655078
2017-05-20,2.486707566462168
2017-05-21,8.081799591002046
2017-05-22,3.4192229038854807
2017-05-23,3.4192229038854807
2017-05-24,2.1758691206543967
2017-05-25,2.486707566462168
2017-05-26,1.7614178595773688
2017-05-27,1.9686434901158827
2017-05-28,2.9011588275391955
2017-05-29,2.0722563053851397
2017-05-30,2.693933197000682
2017-05-31,3.2119972733469666
2017-06-01,3.2119972733469666
2017-06-02,2.693933197000682
2017-06-03,2.693933197000682
