date,kushner
2016-05-01,1.029896695628378
2016-05-02,0.7209276869398645
2016-05-03,1.5448450434425667
2016-05-04,2.574741739070945
2016-05-05,2.6777314086337825
2016-05-06,1.7508243825682426
2016-05-07,2.4717520695081068
2016-05-08,0.92690702606554
2016-05-09,1.1328863651912155
2016-05-10,0.92690702606554
2016-05-11,0.92690702606554
2016-05-12,0.92690702606554
2016-05-13,0.8239173565027023
2016-05-14,0.41195867825135113
2016-05-15,0.7209276869398645
2016-05-16,0.7209276869398645
2016-05-17,0.8239173565027023
2016-05-18,0.8239173565027023
2016-05-19,0.7209276869398645
2016-05-20,0.92690702606554
2016-05-21,0.7209276869398645
2016-05-22,0.8239173565027023
2016-05-23,0.6179380173770267
2016-05-24,0.8239173565027023
2016-05-25,0.7209276869398645
2016-05-26,1.029896695628378
2016-05-27,0.8239173565027023
2016-05-28,0.8239173565027023
2016-05-29,0.8239173565027023
2016-05-30,0.6179380173770267
2016-05-31,1.1328863651912155
2016-06-01,0.7209276869398645
2016-06-02,0.7209276869398645
2016-06-03,0.7209276869398645
2016-06-04,0.6179380173770267
2016-06-05,0.41195867825135113
2016-06-06,0.7209276869398645
2016-06-07,0.92690702606554
2016-06-08,1.85381405213108
2016-06-09,2.368762399945269
2016-06-10,1.85381405213108
2016-06-11,1.2358760347540534
2016-06-12,1.5448450434425667
2016-06-13,0.6179380173770267
2016-06-14,0.8239173565027023
2016-06-15,1.1328863651912155
2016-06-16,3.913607443387836
2016-06-17,1.441855373879729
2016-06-18,1.1328863651912155
2016-06-19,0.7209276869398645
2016-06-20,3.6046384346993228
2016-06-21,3.70762810426216
2016-06-22,2.265772730382431
2016-06-23,0.92690702606554
2016-06-24,1.1328863651912155
2016-06-25,0.92690702606554
2016-06-26,0.8239173565027023
2016-06-27,0.7209276869398645
2016-06-28,0.8239173565027023
2016-06-29,0.514948347814189
2016-06-30,1.029896695628378
2016-07-01,0.7209276869398645
2016-07-02,0.6179380173770267
2016-07-03,1.1328863651912155
2016-07-04,1.029896695628378
2016-07-05,7.518245878087158
2016-07-06,6.076390504207429
2016-07-07,6.282369843333105
2016-07-08,2.6777314086337825
2016-07-09,1.2358760347540534
2016-07-10,1.2358760347540534
2016-07-11,0.92690702606554
2016-07-12,0.6179380173770267
2016-07-13,2.059793391256756
2016-07-14,3.501648765136485
2016-07-15,1.5448450434425667
2016-07-16,4.22257645207635
2016-07-17,2.368762399945269
2016-07-18,1.7508243825682426
2016-07-19,2.883710747759458
2016-07-20,4.119586782513512
2016-07-21,6.282369843333105
2016-07-22,10.29896695628378
2016-07-23,3.501648765136485
2016-07-24,2.059793391256756
2016-07-25,1.85381405213108
2016-07-26,1.6478347130054045
2016-07-27,1.3388657043168912
2016-07-28,1.441855373879729
2016-07-29,1.5448450434425667
2016-07-30,1.1328863651912155
2016-07-31,1.029896695628378
2016-08-01,1.441855373879729
2016-08-02,0.92690702606554
2016-08-03,1.7508243825682426
2016-08-04,1.2358760347540534
2016-08-05,1.3388657043168912
2016-08-06,0.92690702606554
2016-08-07,1.85381405213108
2016-08-08,1.2358760347540534
2016-08-09,1.029896695628378
2016-08-10,1.2358760347540534
2016-08-11,0.92690702606554
2016-08-12,0.92690702606554
2016-08-13,1.2358760347540534
2016-08-14,1.5448450434425667
2016-08-15,1.3388657043168912
2016-08-16,1.1328863651912155
2016-08-17,1.5448450434425667
2016-08-18,3.70762810426216
2016-08-19,3.0896900868851334
2016-08-20,1.2358760347540534
2016-08-21,1.1328863651912155
2016-08-22,1.3388657043168912
2016-08-23,0.8239173565027023
2016-08-24,1.1328863651912155
2016-08-25,0.92690702606554
