date,trump bus
2016-09-30,3.932098765432099
2016-10-01,2.974537037037037
2016-10-02,3.9660493827160495
2016-10-03,3.974537037037037
2016-10-04,2.974537037037037
2016-10-05,4.957561728395062
2016-10-06,4.449074074074074
2016-10-07,15.364197530864198
2016-10-08,64.98225308641975
2016-10-09,50.07561728395062
2016-10-10,99.15123456790124
2016-10-11,40.13503086419753
2016-10-12,26.279320987654323
2016-10-13,21.82175925925926
2016-10-14,17.84722222222222
2016-10-15,17.330246913580247
2016-10-16,12.389660493827162
2016-10-17,22.313271604938272
2016-10-18,27.270833333333336
2016-10-19,14.881172839506174
2016-10-20,21.796296296296298
2016-10-21,9.906635802469136
2016-10-22,11.415123456790123
2016-10-23,13.364197530864198
2016-10-24,17.372685185185183
2016-10-25,9.898148148148149
2016-10-26,8.915123456790123
2016-10-27,13.881172839506174
2016-10-28,26.770833333333336
2016-10-29,19.338734567901234
2016-10-30,11.389660493827162
2016-10-31,9.415123456790123
2016-11-01,10.398148148148149
2016-11-02,14.0
2016-11-03,8.0
2016-11-04,14.0
2016-11-05,14.0
2016-11-06,17.0
2016-11-07,13.0
2016-11-08,22.0
2016-11-09,66.0
2016-11-10,45.0
2016-11-11,26.0
2016-11-12,25.0
2016-11-13,15.0
2016-11-14,15.0
2016-11-15,12.0
2016-11-16,11.0
2016-11-17,7.0
2016-11-18,7.0
2016-11-19,6.0
2016-11-20,7.0
2016-11-21,5.0
2016-11-22,33.0
2016-11-23,32.0
2016-11-24,11.0
2016-11-25,5.0
2016-11-26,6.0
2016-11-27,6.0
2016-11-28,4.0
2016-11-29,3.0
2016-11-30,5.0
2016-12-01,3.0
2016-12-02,3.0
2016-12-03,3.0
2016-12-04,4.0
2016-12-05,4.0
2016-12-06,3.0
2016-12-07,3.0
2016-12-08,5.0
2016-12-09,3.0
2016-12-10,3.0
2016-12-11,2.0
2016-12-12,4.0
2016-12-13,3.0
2016-12-14,3.0
2016-12-15,5.0
2016-12-16,2.0
2016-12-17,2.0
2016-12-18,2.0
2016-12-19,3.0
2016-12-20,5.0
2016-12-21,3.0
2016-12-22,2.0
2016-12-23,2.0
2016-12-24,3.0
2016-12-25,2.0
2016-12-26,2.0
2016-12-27,2.0
2016-12-28,3.0
2016-12-29,2.0
2016-12-30,0.0
2016-12-31,2.0
2017-01-01,1.0
2017-01-02,1.0
2017-01-03,1.0
2017-01-04,3.0
2017-01-05,4.0
2017-01-06,4.0
2017-01-07,4.0
2017-01-08,2.0
2017-01-09,6.0
2017-01-10,6.0
2017-01-11,6.0
2017-01-12,8.0
2017-01-13,3.0
2017-01-14,3.0
2017-01-15,7.0
2017-01-16,5.0
2017-01-17,7.0
2017-01-18,6.0
2017-01-19,9.0
2017-01-20,27.0
2017-01-21,24.0
2017-01-22,22.0
2017-01-23,11.0
2017-01-24,9.0
2017-01-25,11.0
2017-01-26,12.0
2017-01-27,9.0
2017-01-28,9.0
2017-01-29,10.0
2017-01-30,12.0
2017-01-31,10.0
2017-02-01,8.0
2017-02-02,10.0
2017-02-03,9.0
2017-02-04,10.0
2017-02-05,7.0
2017-02-06,7.0
2017-02-07,10.0
2017-02-08,6.0
2017-02-09,6.0
2017-02-10,5.0
2017-02-11,6.0
2017-02-12,5.0
2017-02-13,8.0
2017-02-14,8.0
2017-02-15,3.0
2017-02-16,9.0
2017-02-17,5.0
2017-02-18,6.0
2017-02-19,3.0
2017-02-20,6.0
2017-02-21,3.0
2017-02-22,5.0
2017-02-23,7.0
2017-02-24,4.0
2017-02-25,4.0
2017-02-26,4.0
2017-02-27,2.0
2017-02-28,4.0
2017-03-01,4.067415730337078
2017-03-02,5.187640449438202
2017-03-03,1.8269662921348315
2017-03-04,4.170786516853933
2017-03-05,4.274157303370787
2017-03-06,2.6370786516853935
2017-03-07,3.5674157303370784
2017-03-08,3.740449438202247
2017-03-09,4.37752808988764
2017-03-10,2.843820224719101
2017-03-11,1.7235955056179775
2017-03-12,5.89438202247191
2017-03-13,4.274157303370787
2017-03-14,4.670786516853933
2017-03-15,5.497752808988764
2017-03-16,7.014606741573033
2017-03-17,6.014606741573033
2017-03-18,3.153932584269663
2017-03-19,2.740449438202247
2017-03-20,9.358426966292136
2017-03-21,8.341573033707865
2017-03-22,7.117977528089888
2017-03-23,6.4112359550561795
2017-03-24,7.221348314606741
2017-03-25,10.478651685393258
2017-03-26,3.4303370786516854
2017-03-27,4.067415730337078
2017-03-28,1.6202247191011234
2017-03-29,2.947191011235955
2017-03-30,23.23370786516854
2017-03-31,5.687640449438202
2017-04-01,16.406741573033706
2017-04-02,4.548314606741573
2017-04-03,2.89438202247191
2017-04-04,3.5146067415730333
2017-04-05,4.341573033707865
2017-04-06,2.89438202247191
2017-04-07,5.168539325842696
2017-04-08,4.134831460674157
2017-04-09,3.101123595505618
2017-04-10,4.341573033707865
2017-04-11,8.062921348314607
2017-04-12,20.674157303370784
2017-04-13,7.856179775280898
2017-04-14,3.7213483146067414
2017-04-15,1.6539325842696628
2017-04-16,2.6876404494382022
2017-04-17,2.480898876404494
2017-04-18,2.2741573033707865
2017-04-19,2.480898876404494
2017-04-20,2.89438202247191
2017-04-21,2.6876404494382022
2017-04-22,1.8606741573033707
2017-04-23,3.3078651685393257
2017-04-24,5.168539325842696
2017-04-25,3.5146067415730333
2017-04-26,2.480898876404494
2017-04-27,2.89438202247191
2017-04-28,4.134831460674157
2017-04-29,1.240449438202247
2017-04-30,2.2741573033707865
2017-05-01,3.101123595505618
2017-05-02,2.6876404494382022
2017-05-03,1.8606741573033707
2017-05-04,3.3078651685393257
2017-05-05,2.6876404494382022
2017-05-06,2.2741573033707865
2017-05-07,1.8606741573033707
2017-05-08,1.8606741573033707
2017-05-09,3.3078651685393257
2017-05-10,3.3078651685393257
2017-05-11,3.5146067415730333
2017-05-12,4.341573033707865
2017-05-13,3.5146067415730333
2017-05-14,3.101123595505618
2017-05-15,6.202247191011236
2017-05-16,2.89438202247191
2017-05-17,4.961797752808988
2017-05-18,5.9955056179775275
2017-05-19,2.0674157303370784
2017-05-20,4.134831460674157
2017-05-21,3.928089887640449
2017-05-22,4.961797752808988
2017-05-23,5.168539325842696
2017-05-24,5.3752808988764045
2017-05-25,7.235955056179775
2017-05-26,5.9955056179775275
2017-05-27,5.9955056179775275
2017-05-28,2.89438202247191
2017-05-29,2.6876404494382022
2017-05-30,3.928089887640449
2017-05-31,3.928089887640449
2017-06-01,5.3752808988764045
2017-06-02,3.928089887640449
2017-06-03,3.101123595505618
