date,trump bus
2016-05-01,0.9830246913580247
2016-05-02,2.9490740740740744
2016-05-03,1.9660493827160495
2016-05-04,4.915123456790123
2016-05-05,3.932098765432099
2016-05-06,1.9660493827160495
2016-05-07,2.9490740740740744
2016-05-08,1.9660493827160495
2016-05-09,1.9660493827160495
2016-05-10,1.9660493827160495
2016-05-11,2.9490740740740744
2016-05-12,0.9830246913580247
2016-05-13,2.9490740740740744
2016-05-14,1.9660493827160495
2016-05-15,2.9490740740740744
2016-05-16,0.9830246913580247
2016-05-17,1.9660493827160495
2016-05-18,1.9660493827160495
2016-05-19,1.9660493827160495
2016-05-20,0.9830246913580247
2016-05-21,1.9660493827160495
2016-05-22,0.9830246913580247
2016-05-23,0.9830246913580247
2016-05-24,1.9660493827160495
2016-05-25,0.9830246913580247
2016-05-26,1.9660493827160495
2016-05-27,3.932098765432099
2016-05-28,0.9830246913580247
2016-05-29,0.9830246913580247
2016-05-30,0.9830246913580247
2016-05-31,0.9830246913580247
2016-06-01,0.9830246913580247
2016-06-02,1.9660493827160495
2016-06-03,1.9660493827160495
2016-06-04,0.9830246913580247
2016-06-05,1.9660493827160495
2016-06-06,1.9660493827160495
2016-06-07,1.9660493827160495
2016-06-08,0.0
2016-06-09,0.9830246913580247
2016-06-10,1.9660493827160495
2016-06-11,0.9830246913580247
2016-06-12,1.9660493827160495
2016-06-13,2.9490740740740744
2016-06-14,2.9490740740740744
2016-06-15,1.9660493827160495
2016-06-16,1.9660493827160495
2016-06-17,1.9660493827160495
2016-06-18,0.9830246913580247
2016-06-19,0.9830246913580247
2016-06-20,1.9660493827160495
2016-06-21,2.9490740740740744
2016-06-22,2.9490740740740744
2016-06-23,1.9660493827160495
2016-06-24,1.9660493827160495
2016-06-25,0.9830246913580247
2016-06-26,1.9660493827160495
2016-06-27,1.9660493827160495
2016-06-28,1.9660493827160495
2016-06-29,1.9660493827160495
2016-06-30,1.9660493827160495
2016-07-01,1.9660493827160495
2016-07-02,0.9830246913580247
2016-07-03,0.9830246913580247
2016-07-04,1.9660493827160495
2016-07-05,1.9660493827160495
2016-07-06,0.9830246913580247
2016-07-07,2.9490740740740744
2016-07-08,0.9830246913580247
2016-07-09,0.0
2016-07-10,0.9830246913580247
2016-07-11,0.9830246913580247
2016-07-12,0.9830246913580247
2016-07-13,1.9660493827160495
2016-07-14,1.9660493827160495
2016-07-15,2.9490740740740744
2016-07-16,1.9660493827160495
2016-07-17,1.9660493827160495
2016-07-18,2.9490740740740744
2016-07-19,6.881172839506173
2016-07-20,7.864197530864198
2016-07-21,4.915123456790123
2016-07-22,6.881172839506173
2016-07-23,4.915123456790123
2016-07-24,4.915123456790123
2016-07-25,2.9490740740740744
2016-07-26,2.9490740740740744
2016-07-27,3.932098765432099
2016-07-28,6.881172839506173
2016-07-29,2.9490740740740744
2016-07-30,2.9490740740740744
2016-07-31,3.932098765432099
2016-08-01,3.932098765432099
2016-08-02,5.898148148148149
2016-08-03,6.881172839506173
2016-08-04,4.915123456790123
2016-08-05,2.9490740740740744
2016-08-06,2.9490740740740744
2016-08-07,1.9660493827160495
2016-08-08,2.9490740740740744
2016-08-09,2.9490740740740744
2016-08-10,2.9490740740740744
2016-08-11,2.9490740740740744
2016-08-12,1.9660493827160495
2016-08-13,2.9490740740740744
2016-08-14,1.9660493827160495
2016-08-15,1.9660493827160495
2016-08-16,1.9660493827160495
2016-08-17,0.9830246913580247
2016-08-18,1.9660493827160495
2016-08-19,4.915123456790123
2016-08-20,2.9490740740740744
2016-08-21,1.9660493827160495
2016-08-22,0.9830246913580247
2016-08-23,1.9660493827160495
2016-08-24,0.9830246913580247
2016-08-25,1.9660493827160495
2016-08-26,2.9490740740740744
2016-08-27,6.881172839506173
2016-08-28,1.9660493827160495
2016-08-29,1.9660493827160495
2016-08-30,1.9660493827160495
2016-08-31,3.932098765432099
2016-09-01,2.9490740740740744
2016-09-02,0.9830246913580247
2016-09-03,0.9830246913580247
2016-09-04,1.9660493827160495
2016-09-05,0.9830246913580247
2016-09-06,2.9490740740740744
2016-09-07,0.9830246913580247
2016-09-08,1.9660493827160495
2016-09-09,1.9660493827160495
2016-09-10,2.9490740740740744
2016-09-11,1.9660493827160495
2016-09-12,1.9660493827160495
2016-09-13,1.9660493827160495
2016-09-14,1.9660493827160495
2016-09-15,2.9490740740740744
2016-09-16,1.9660493827160495
2016-09-17,1.9660493827160495
2016-09-18,1.9660493827160495
2016-09-19,0.9830246913580247
2016-09-20,1.9660493827160495
2016-09-21,2.9490740740740744
2016-09-22,2.9490740740740744
2016-09-23,2.9490740740740744
2016-09-24,0.9830246913580247
2016-09-25,2.9490740740740744
2016-09-26,2.9490740740740744
2016-09-27,7.864197530864198
2016-09-28,4.915123456790123
2016-09-29,4.915123456790123
