date,french election
2016-11-17,0.6507177033492823
2016-11-18,0.42105263157894735
2016-11-19,0.34449760765550236
2016-11-20,1.492822966507177
2016-11-21,1.3779904306220094
2016-11-22,0.5358851674641149
2016-11-23,0.34449760765550236
2016-11-24,0.2679425837320574
2016-11-25,0.3062200956937799
2016-11-26,0.34449760765550236
2016-11-27,0.9186602870813396
2016-11-28,0.7655502392344498
2016-11-29,0.42105263157894735
2016-11-30,0.2679425837320574
2016-12-01,0.3827751196172249
2016-12-02,0.49760765550239233
2016-12-03,0.15311004784688995
2016-12-04,0.3062200956937799
2016-12-05,0.42105263157894735
2016-12-06,0.2679425837320574
2016-12-07,0.19138755980861244
2016-12-08,0.2296650717703349
2016-12-09,0.15311004784688995
2016-12-10,0.11483253588516745
2016-12-11,0.15311004784688995
2016-12-12,0.11483253588516745
2016-12-13,0.15311004784688995
2016-12-14,0.11483253588516745
2016-12-15,0.19138755980861244
2016-12-16,0.15311004784688995
2016-12-17,0.07655502392344497
2016-12-18,0.19138755980861244
2016-12-19,0.19138755980861244
2016-12-20,0.11483253588516745
2016-12-21,0.15311004784688995
2016-12-22,0.15311004784688995
2016-12-23,0.11483253588516745
2016-12-24,0.11483253588516745
2016-12-25,0.07655502392344497
2016-12-26,0.15311004784688995
2016-12-27,0.15311004784688995
2016-12-28,0.11483253588516745
2016-12-29,0.11483253588516745
2016-12-30,0.11483253588516745
2016-12-31,0.2296650717703349
2017-01-01,0.2296650717703349
2017-01-02,0.15311004784688995
2017-01-03,0.2679425837320574
2017-01-04,0.19138755980861244
2017-01-05,0.2679425837320574
2017-01-06,0.19138755980861244
2017-01-07,0.19138755980861244
2017-01-08,0.15311004784688995
2017-01-09,0.19138755980861244
2017-01-10,0.19138755980861244
2017-01-11,0.2679425837320574
2017-01-12,0.3062200956937799
2017-01-13,0.19138755980861244
2017-01-14,0.11483253588516745
2017-01-15,0.15311004784688995
2017-01-16,0.3062200956937799
2017-01-17,0.2679425837320574
2017-01-18,0.3827751196172249
2017-01-19,0.34449760765550236
2017-01-20,0.3062200956937799
2017-01-21,0.34449760765550236
2017-01-22,0.4593301435406698
2017-01-23,0.4593301435406698
2017-01-24,0.3062200956937799
2017-01-25,0.49760765550239233
2017-01-26,0.34449760765550236
2017-01-27,0.42105263157894735
2017-01-28,0.2296650717703349
2017-01-29,0.8038277511961722
2017-01-30,0.7655502392344498
2017-01-31,0.5741626794258373
2017-02-01,0.7272727272727273
2017-02-02,0.7272727272727273
2017-02-03,0.6889952153110047
2017-02-04,0.6124401913875598
2017-02-05,1.416267942583732
2017-02-06,1.2248803827751196
2017-02-07,1.0717703349282297
2017-02-08,0.7655502392344498
2017-02-09,0.6507177033492823
2017-02-10,0.8038277511961722
2017-02-11,0.6507177033492823
2017-02-12,0.6507177033492823
2017-02-13,0.8038277511961722
2017-02-14,0.5358851674641149
2017-02-15,0.7272727272727273
2017-02-16,0.8038277511961722
2017-02-17,1.0717703349282297
2017-02-18,0.7272727272727273
2017-02-19,0.7272727272727273
2017-02-20,0.8803827751196172
2017-02-21,1.1483253588516746
2017-02-22,1.339712918660287
2017-02-23,1.0334928229665072
2017-02-24,0.8803827751196172
2017-02-25,0.7272727272727273
2017-02-26,0.7655502392344498
2017-02-27,0.8803827751196172
2017-02-28,0.8421052631578947
2017-03-01,1.11244019138756
2017-03-02,1.035885167464115
2017-03-03,1.0741626794258372
2017-03-04,0.9593301435406698
2017-03-05,1.0167464114832536
2017-03-06,1.2272727272727273
2017-03-07,0.9976076555023923
2017-03-08,0.9976076555023923
2017-03-09,1.0167464114832536
2017-03-10,0.8636363636363636
2017-03-11,0.8636363636363636
2017-03-12,0.9210526315789473
2017-03-13,0.9784688995215312
2017-03-14,1.0741626794258372
2017-03-15,1.055023923444976
2017-03-16,1.1507177033492821
2017-03-17,0.9210526315789473
2017-03-18,0.8636363636363636
2017-03-19,0.8444976076555024
2017-03-20,1.131578947368421
2017-03-21,1.208133971291866
2017-03-22,0.9784688995215312
2017-03-23,0.9401913875598086
2017-03-24,0.9784688995215312
2017-03-25,0.8636363636363636
2017-03-26,0.9784688995215312
2017-03-27,0.9784688995215312
2017-03-28,1.0167464114832536
2017-03-29,1.0167464114832536
2017-03-30,1.0167464114832536
2017-03-31,0.9784688995215312
2017-04-01,0.9401913875598086
2017-04-02,1.0
2017-04-03,1.0
2017-04-04,1.0
2017-04-05,1.0
2017-04-06,1.0
2017-04-07,1.0
2017-04-08,1.0
2017-04-09,1.0
2017-04-10,2.0
2017-04-11,1.0
2017-04-12,1.0
2017-04-13,2.0
2017-04-14,2.0
2017-04-15,2.0
2017-04-16,2.0
2017-04-17,4.0
2017-04-18,6.0
2017-04-19,5.0
2017-04-20,6.0
2017-04-21,12.0
2017-04-22,15.0
2017-04-23,69.0
2017-04-24,37.0
2017-04-25,12.0
2017-04-26,6.0
2017-04-27,4.0
2017-04-28,4.0
2017-04-29,4.0
2017-04-30,4.0
2017-05-01,6.0
2017-05-02,6.0
2017-05-03,6.0
2017-05-04,8.0
2017-05-05,10.0
2017-05-06,19.0
2017-05-07,100.0
2017-05-08,28.0
2017-05-09,5.0
2017-05-10,2.0
2017-05-11,1.0
2017-05-12,1.0
2017-05-13,1.0
2017-05-14,1.0
2017-05-15,1.0
2017-05-16,1.0
2017-05-17,1.0
2017-05-18,0.0
2017-05-19,0.0
2017-05-20,0.0
2017-05-21,0.0
2017-05-22,0.0
2017-05-23,0.0
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,0.0
2017-05-27,0.0
2017-05-28,0.0
2017-05-29,0.0
2017-05-30,0.0
2017-05-31,0.0
2017-06-01,0.0
2017-06-02,0.0
2017-06-03,0.0
