date,obama conference
2016-08-17,0.0
2016-08-18,0.3013698630136986
2016-08-19,0.5273972602739726
2016-08-20,0.6027397260273972
2016-08-21,0.22602739726027396
2016-08-22,0.07534246575342465
2016-08-23,0.4520547945205479
2016-08-24,0.0
2016-08-25,0.07534246575342465
2016-08-26,0.4520547945205479
2016-08-27,0.0
2016-08-28,0.22602739726027396
2016-08-29,0.37671232876712324
2016-08-30,0.37671232876712324
2016-08-31,0.6780821917808219
2016-09-01,0.5273972602739726
2016-09-02,0.3013698630136986
2016-09-03,0.0
2016-09-04,0.22602739726027396
2016-09-05,0.6780821917808219
2016-09-06,0.9041095890410958
2016-09-07,0.07534246575342465
2016-09-08,0.7534246575342465
2016-09-09,0.7534246575342465
2016-09-10,0.22602739726027396
2016-09-11,0.6780821917808219
2016-09-12,0.3013698630136986
2016-09-13,0.6027397260273972
2016-09-14,0.6027397260273972
2016-09-15,0.3013698630136986
2016-09-16,0.5273972602739726
2016-09-17,0.22602739726027396
2016-09-18,0.1506849315068493
2016-09-19,1.2054794520547945
2016-09-20,0.6027397260273972
2016-09-21,0.3013698630136986
2016-09-22,0.6780821917808219
2016-09-23,0.07534246575342465
2016-09-24,0.22602739726027396
2016-09-25,0.1506849315068493
2016-09-26,0.37671232876712324
2016-09-27,0.6780821917808219
2016-09-28,0.37671232876712324
2016-09-29,0.37671232876712324
2016-09-30,0.3013698630136986
2016-10-01,0.07534246575342465
2016-10-02,0.03767123287671233
2016-10-03,0.11301369863013698
2016-10-04,0.18835616438356162
2016-10-05,0.03767123287671233
2016-10-06,0.0
2016-10-07,0.11301369863013698
2016-10-08,0.726027397260274
2016-10-09,0.18835616438356162
2016-10-10,0.8390410958904109
2016-10-11,0.11301369863013698
2016-10-12,0.8390410958904109
2016-10-13,0.952054794520548
2016-10-14,0.7636986301369864
2016-10-15,0.0
2016-10-16,0.11301369863013698
2016-10-17,0.613013698630137
2016-10-18,1.7910958904109588
2016-10-19,0.6883561643835616
2016-10-20,0.11301369863013698
2016-10-21,0.6883561643835616
2016-10-22,0.07534246575342465
2016-10-23,0.11301369863013698
2016-10-24,0.2636986301369863
2016-10-25,0.18835616438356162
2016-10-26,0.11301369863013698
2016-10-27,0.11301369863013698
2016-10-28,0.0
2016-10-29,0.11301369863013698
2016-10-30,0.07534246575342465
2016-10-31,0.9143835616438356
2016-11-01,0.03767123287671233
2016-11-02,1.0
2016-11-03,0.0
2016-11-04,0.0
2016-11-05,1.0
2016-11-06,0.0
2016-11-07,0.0
2016-11-08,0.0
2016-11-09,4.0
2016-11-10,3.0
2016-11-11,3.0
2016-11-12,2.0
2016-11-13,1.0
2016-11-14,45.0
2016-11-15,71.0
2016-11-16,4.0
2016-11-17,3.0
2016-11-18,2.0
2016-11-19,1.0
2016-11-20,1.0
2016-11-21,1.0
2016-11-22,1.0
2016-11-23,1.0
2016-11-24,0.0
2016-11-25,0.0
2016-11-26,0.0
2016-11-27,0.0
2016-11-28,0.0
2016-11-29,0.0
2016-11-30,0.0
2016-12-01,0.0
2016-12-02,1.0
2016-12-03,1.0
2016-12-04,0.0
2016-12-05,0.0
2016-12-06,0.0
2016-12-07,0.0
2016-12-08,0.0
2016-12-09,0.0
2016-12-10,0.0
2016-12-11,0.0
2016-12-12,0.0
2016-12-13,0.0
2016-12-14,0.0
2016-12-15,1.0
2016-12-16,100.0
2016-12-17,33.0
2016-12-18,6.0
2016-12-19,3.0
2016-12-20,2.0
2016-12-21,1.0
2016-12-22,1.0
2016-12-23,0.0
2016-12-24,0.0
2016-12-25,1.0
2016-12-26,1.0
2016-12-27,1.0
2016-12-28,0.0
2016-12-29,1.0
2016-12-30,1.0
2016-12-31,1.0
2017-01-01,0.0
2017-01-02,0.0
2017-01-03,0.0
2017-01-04,1.0
2017-01-05,0.0
2017-01-06,1.0
2017-01-07,0.0
2017-01-08,1.0
2017-01-09,1.0
2017-01-10,1.0
2017-01-11,13.0
2017-01-12,7.0
2017-01-13,3.0
2017-01-14,1.0
2017-01-15,2.0
2017-01-16,1.0
2017-01-17,2.0
2017-01-18,62.0
2017-01-19,32.0
2017-01-20,7.0
2017-01-21,3.0
2017-01-22,3.0
2017-01-23,3.0
2017-01-24,1.0
2017-01-25,1.0
2017-01-26,0.0
2017-01-27,1.0
2017-01-28,1.0
2017-01-29,1.0
2017-01-30,1.0
2017-01-31,1.0
2017-02-01,0.0
2017-02-02,0.0
2017-02-03,0.0
2017-02-04,0.0
2017-02-05,0.0
2017-02-06,0.0
2017-02-07,1.0
2017-02-08,0.0
2017-02-09,1.0
2017-02-10,1.0
2017-02-11,0.0
2017-02-12,0.0
2017-02-13,0.0
2017-02-14,0.0
2017-02-15,1.0
2017-02-16,3.0
2017-02-17,6.0
2017-02-18,2.0
2017-02-19,1.0
2017-02-20,1.0
2017-02-21,0.0
2017-02-22,1.0
2017-02-23,0.0
2017-02-24,3.0
2017-02-25,4.0
2017-02-26,1.0
2017-02-27,0.0
2017-02-28,0.0
2017-03-01,0.18107302533532044
2017-03-02,0.13748137108792846
2017-03-03,0.09388971684053651
2017-03-04,0.6576005961251863
2017-03-05,0.20454545454545456
2017-03-06,0.610655737704918
2017-03-07,0.1777198211624441
2017-03-08,0.7246646795827124
2017-03-09,0.11400894187779434
2017-03-10,0.1643070044709389
2017-03-11,0.05365126676602087
2017-03-12,0.050298062593144566
2017-03-13,0.06706408345752608
2017-03-14,0.22466467958271238
2017-03-15,0.06706408345752608
2017-03-16,0.6810730253353204
2017-03-17,0.8051415797317436
2017-03-18,0.8118479880774963
2017-03-19,0.10394932935916543
2017-03-20,0.6576005961251863
2017-03-21,0.09053651266766022
2017-03-22,0.13412816691505217
2017-03-23,0.7950819672131147
2017-03-24,0.12071535022354696
2017-03-25,0.0
2017-03-26,0.13412816691505217
2017-03-27,0.09053651266766022
2017-03-28,0.1576005961251863
2017-03-29,0.07041728763040239
2017-03-30,0.09388971684053651
2017-03-31,0.14418777943368108
2017-04-01,0.5804769001490313
2017-04-02,0.37555886736214605
2017-04-03,0.22801788375558868
2017-04-04,0.4157973174366617
2017-04-05,0.2749627421758569
2017-04-06,0.09388971684053651
2017-04-07,0.43591654247391953
2017-04-08,0.1609538002980626
2017-04-09,0.1676602086438152
2017-04-10,0.37555886736214605
2017-04-11,0.2347242921013413
2017-04-12,0.18777943368107303
2017-04-13,0.19448584202682564
2017-04-14,0.1609538002980626
2017-04-15,0.0
2017-04-16,0.11400894187779434
2017-04-17,0.24143070044709392
2017-04-18,0.13412816691505217
2017-04-19,0.45603576751117736
2017-04-20,0.3286140089418778
2017-04-21,0.09388971684053651
2017-04-22,0.0
2017-04-23,0.21460506706408347
2017-04-24,0.6035767511177348
2017-04-25,0.3219076005961252
2017-04-26,0.44932935916542477
2017-04-27,0.2749627421758569
2017-04-28,0.5700447093889717
2017-04-29,0.21460506706408347
2017-04-30,0.3286140089418778
2017-05-01,0.5566318926974665
2017-05-02,0.3219076005961252
2017-05-03,0.22801788375558868
2017-05-04,0.22801788375558868
2017-05-05,0.19448584202682564
2017-05-06,0.1609538002980626
2017-05-07,0.21460506706408347
2017-05-08,0.36885245901639346
2017-05-09,0.3219076005961252
2017-05-10,0.18107302533532044
2017-05-11,0.5499254843517138
2017-05-12,0.6236959761549926
2017-05-13,0.48286140089418783
2017-05-14,0.21460506706408347
2017-05-15,0.2749627421758569
2017-05-16,0.46274217585693
2017-05-17,0.18107302533532044
2017-05-18,0.18777943368107303
2017-05-19,0.6706408345752608
2017-05-20,0.10730253353204174
2017-05-21,0.1609538002980626
2017-05-22,0.22801788375558868
2017-05-23,0.13412816691505217
2017-05-24,0.14083457526080478
2017-05-25,0.19448584202682564
2017-05-26,0.20119225037257826
2017-05-27,0.1676602086438152
2017-05-28,0.2213114754098361
2017-05-29,0.10059612518628913
2017-05-30,0.3286140089418778
2017-05-31,0.42250372578241435
2017-06-01,0.42250372578241435
2017-06-02,0.4895678092399404
2017-06-03,0.4426229508196722
