date,obama conference
2016-05-01,0.9794520547945205
2016-05-02,1.506849315068493
2016-05-03,0.6780821917808219
2016-05-04,0.22602739726027396
2016-05-05,0.5273972602739726
2016-05-06,0.9794520547945205
2016-05-07,0.7534246575342465
2016-05-08,0.22602739726027396
2016-05-09,0.3013698630136986
2016-05-10,0.6027397260273972
2016-05-11,0.3013698630136986
2016-05-12,0.0
2016-05-13,0.6780821917808219
2016-05-14,0.37671232876712324
2016-05-15,0.0
2016-05-16,0.22602739726027396
2016-05-17,0.07534246575342465
2016-05-18,0.3013698630136986
2016-05-19,0.3013698630136986
2016-05-20,0.07534246575342465
2016-05-21,0.22602739726027396
2016-05-22,0.1506849315068493
2016-05-23,0.37671232876712324
2016-05-24,0.3013698630136986
2016-05-25,0.22602739726027396
2016-05-26,0.5273972602739726
2016-05-27,0.4520547945205479
2016-05-28,0.0
2016-05-29,0.37671232876712324
2016-05-30,0.0
2016-05-31,0.3013698630136986
2016-06-01,0.0
2016-06-02,0.4520547945205479
2016-06-03,0.22602739726027396
2016-06-04,0.1506849315068493
2016-06-05,0.6027397260273972
2016-06-06,0.07534246575342465
2016-06-07,0.07534246575342465
2016-06-08,0.0
2016-06-09,0.5273972602739726
2016-06-10,0.3013698630136986
2016-06-11,0.22602739726027396
2016-06-12,4.821917808219178
2016-06-13,1.958904109589041
2016-06-14,3.5410958904109586
2016-06-15,0.8287671232876712
2016-06-16,0.8287671232876712
2016-06-17,0.3013698630136986
2016-06-18,0.37671232876712324
2016-06-19,0.22602739726027396
2016-06-20,0.5273972602739726
2016-06-21,0.07534246575342465
2016-06-22,0.22602739726027396
2016-06-23,0.5273972602739726
2016-06-24,0.5273972602739726
2016-06-25,0.1506849315068493
2016-06-26,0.22602739726027396
2016-06-27,0.22602739726027396
2016-06-28,0.0
2016-06-29,0.4520547945205479
2016-06-30,0.7534246575342465
2016-07-01,0.0
2016-07-02,0.1506849315068493
2016-07-03,0.37671232876712324
2016-07-04,0.22602739726027396
2016-07-05,0.22602739726027396
2016-07-06,0.3013698630136986
2016-07-07,0.4520547945205479
2016-07-08,1.5821917808219177
2016-07-09,1.6575342465753424
2016-07-10,0.9041095890410958
2016-07-11,0.5273972602739726
2016-07-12,0.5273972602739726
2016-07-13,0.5273972602739726
2016-07-14,0.5273972602739726
2016-07-15,0.5273972602739726
2016-07-16,0.37671232876712324
2016-07-17,0.9041095890410958
2016-07-18,0.3013698630136986
2016-07-19,0.4520547945205479
2016-07-20,0.0
2016-07-21,0.4520547945205479
2016-07-22,1.5821917808219177
2016-07-23,0.9041095890410958
2016-07-24,0.37671232876712324
2016-07-25,0.5273972602739726
2016-07-26,0.9794520547945205
2016-07-27,0.7534246575342465
2016-07-28,0.8287671232876712
2016-07-29,0.3013698630136986
2016-07-30,0.7534246575342465
2016-07-31,0.5273972602739726
2016-08-01,0.0
2016-08-02,2.1095890410958904
2016-08-03,1.0547945205479452
2016-08-04,7.534246575342466
2016-08-05,2.787671232876712
2016-08-06,0.37671232876712324
2016-08-07,0.7534246575342465
2016-08-08,0.22602739726027396
2016-08-09,0.3013698630136986
2016-08-10,0.3013698630136986
2016-08-11,0.3013698630136986
2016-08-12,0.22602739726027396
2016-08-13,0.1506849315068493
2016-08-14,0.1506849315068493
2016-08-15,0.4520547945205479
2016-08-16,0.22602739726027396
