date,trump impeach
2016-05-01,0.0
2016-05-02,0.0
2016-05-03,0.0
2016-05-04,0.042796005706134094
2016-05-05,0.047075606276747506
2016-05-06,0.047075606276747506
2016-05-07,0.05135520684736092
2016-05-08,0.05135520684736092
2016-05-09,0.0
2016-05-10,0.0
2016-05-11,0.0
2016-05-12,0.1326676176890157
2016-05-13,0.047075606276747506
2016-05-14,0.0
2016-05-15,0.10271041369472184
2016-05-16,0.0
2016-05-17,0.0
2016-05-18,0.0
2016-05-19,0.0
2016-05-20,0.047075606276747506
2016-05-21,0.0
2016-05-22,0.10271041369472184
2016-05-23,0.0
2016-05-24,0.0898716119828816
2016-05-25,0.0
2016-05-26,0.0
2016-05-27,0.09415121255349501
2016-05-28,0.0
2016-05-29,0.0
2016-05-30,0.0
2016-05-31,0.042796005706134094
2016-06-01,0.0
2016-06-02,0.0
2016-06-03,0.0
2016-06-04,0.0
2016-06-05,0.10271041369472184
2016-06-06,0.0
2016-06-07,0.042796005706134094
2016-06-08,0.042796005706134094
2016-06-09,0.047075606276747506
2016-06-10,0.1369472182596291
2016-06-11,0.0
2016-06-12,0.05135520684736092
2016-06-13,0.042796005706134094
2016-06-14,0.042796005706134094
2016-06-15,0.08559201141226819
2016-06-16,0.042796005706134094
2016-06-17,0.047075606276747506
2016-06-18,0.0
2016-06-19,0.05135520684736092
2016-06-20,0.0
2016-06-21,0.042796005706134094
2016-06-22,0.042796005706134094
2016-06-23,0.0
2016-06-24,0.047075606276747506
2016-06-25,0.05135520684736092
2016-06-26,0.0
2016-06-27,0.0
2016-06-28,0.0
2016-06-29,0.0
2016-06-30,0.047075606276747506
2016-07-01,0.0
2016-07-02,0.05135520684736092
2016-07-03,0.0
2016-07-04,0.0
2016-07-05,0.047075606276747506
2016-07-06,0.0
2016-07-07,0.09415121255349501
2016-07-08,0.0
2016-07-09,0.05135520684736092
2016-07-10,0.0
2016-07-11,0.0
2016-07-12,0.0
2016-07-13,0.0
2016-07-14,0.047075606276747506
2016-07-15,0.047075606276747506
2016-07-16,0.05135520684736092
2016-07-17,0.0
2016-07-18,0.0
2016-07-19,0.0
2016-07-20,0.047075606276747506
2016-07-21,0.047075606276747506
2016-07-22,0.23537803138373753
2016-07-23,0.05135520684736092
2016-07-24,0.0
2016-07-25,0.0898716119828816
2016-07-26,0.042796005706134094
2016-07-27,0.1369472182596291
2016-07-28,0.0898716119828816
2016-07-29,0.0
2016-07-30,0.21398002853067047
2016-07-31,0.0
2016-08-01,0.0
2016-08-02,0.047075606276747506
2016-08-03,0.0
2016-08-04,0.0
2016-08-05,0.0
2016-08-06,0.05563480741797432
2016-08-07,0.05563480741797432
2016-08-08,0.0
2016-08-09,0.042796005706134094
2016-08-10,0.0
2016-08-11,0.047075606276747506
2016-08-12,0.0
2016-08-13,0.05135520684736092
2016-08-14,0.0
2016-08-15,0.047075606276747506
2016-08-16,0.0
2016-08-17,0.042796005706134094
2016-08-18,0.0
2016-08-19,0.09415121255349501
2016-08-20,0.0
2016-08-21,0.0
2016-08-22,0.0898716119828816
2016-08-23,0.0
2016-08-24,0.0
2016-08-25,0.0
2016-08-26,0.0
2016-08-27,0.0
2016-08-28,0.05135520684736092
2016-08-29,0.042796005706134094
2016-08-30,0.0
2016-08-31,0.0
2016-09-01,0.042796005706134094
2016-09-02,0.0
2016-09-03,0.05135520684736092
2016-09-04,0.0
2016-09-05,0.0
2016-09-06,0.0
2016-09-07,0.0
2016-09-08,0.0
2016-09-09,0.0898716119828816
2016-09-10,0.05135520684736092
2016-09-11,0.09843081312410842
2016-09-12,0.08559201141226819
2016-09-13,0.042796005706134094
2016-09-14,0.042796005706134094
2016-09-15,0.042796005706134094
2016-09-16,0.042796005706134094
2016-09-17,0.0
2016-09-18,0.09843081312410842
2016-09-19,0.0
2016-09-20,0.042796005706134094
2016-09-21,0.08559201141226819
2016-09-22,0.042796005706134094
2016-09-23,0.0
2016-09-24,0.09843081312410842
2016-09-25,0.0
2016-09-26,0.12838801711840228
2016-09-27,0.12410841654778888
2016-09-28,0.08559201141226819
2016-09-29,0.042796005706134094
2016-09-30,0.0898716119828816
2016-10-01,0.023537803138373753
2016-10-02,0.023537803138373753
2016-10-03,0.06419400855920114
2016-10-04,0.021398002853067047
2016-10-05,0.5
2016-10-06,0.021398002853067047
2016-10-07,0.521398002853067
2016-10-08,0.09843081312410842
2016-10-09,0.09843081312410842
2016-10-10,0.7139800285306704
2016-10-11,0.021398002853067047
2016-10-12,0.08559201141226819
2016-10-13,0.08559201141226819
2016-10-14,0.0
2016-10-15,0.04921540656205421
2016-10-16,0.04921540656205421
2016-10-17,0.021398002853067047
2016-10-18,0.06205420827389444
2016-10-19,0.021398002853067047
2016-10-20,0.042796005706134094
2016-10-21,0.042796005706134094
2016-10-22,0.04921540656205421
2016-10-23,0.07275320970042796
2016-10-24,0.0
2016-10-25,0.021398002853067047
2016-10-26,0.0
2016-10-27,0.0
2016-10-28,0.042796005706134094
2016-10-29,0.07275320970042796
2016-10-30,0.023537803138373753
2016-10-31,0.10699001426533523
2016-11-01,0.042796005706134094
2016-11-02,1.0
2016-11-03,1.0
2016-11-04,1.0
2016-11-05,0.0
2016-11-06,1.0
2016-11-07,1.0
2016-11-08,1.0
2016-11-09,100.0
2016-11-10,63.0
2016-11-11,39.0
2016-11-12,22.0
2016-11-13,12.0
2016-11-14,9.0
2016-11-15,7.0
2016-11-16,7.0
2016-11-17,6.0
2016-11-18,5.0
2016-11-19,5.0
2016-11-20,5.0
2016-11-21,4.0
2016-11-22,4.0
2016-11-23,3.0
2016-11-24,2.0
2016-11-25,2.0
2016-11-26,2.0
2016-11-27,2.0
2016-11-28,2.0
2016-11-29,3.0
2016-11-30,2.0
2016-12-01,1.0
2016-12-02,1.0
2016-12-03,2.0
2016-12-04,2.0
2016-12-05,1.0
2016-12-06,1.0
2016-12-07,1.0
2016-12-08,1.0
2016-12-09,2.0
2016-12-10,3.0
2016-12-11,2.0
2016-12-12,3.0
2016-12-13,3.0
2016-12-14,2.0
2016-12-15,2.0
2016-12-16,3.0
2016-12-17,2.0
2016-12-18,2.0
2016-12-19,3.0
2016-12-20,3.0
2016-12-21,3.0
2016-12-22,2.0
2016-12-23,2.0
2016-12-24,2.0
2016-12-25,2.0
2016-12-26,1.0
2016-12-27,1.0
2016-12-28,2.0
2016-12-29,2.0
2016-12-30,2.0
2016-12-31,2.0
2017-01-01,2.0
2017-01-02,2.0
2017-01-03,2.0
2017-01-04,2.0
2017-01-05,2.0
2017-01-06,3.0
2017-01-07,4.0
2017-01-08,3.0
2017-01-09,3.0
2017-01-10,3.0
2017-01-11,9.0
2017-01-12,10.0
2017-01-13,6.0
