date,trump impeach
2017-01-14,7.0
2017-01-15,6.0
2017-01-16,6.0
2017-01-17,6.0
2017-01-18,4.0
2017-01-19,5.0
2017-01-20,13.0
2017-01-21,25.0
2017-01-22,23.0
2017-01-23,14.0
2017-01-24,11.0
2017-01-25,18.0
2017-01-26,21.0
2017-01-27,20.0
2017-01-28,31.0
2017-01-29,73.0
2017-01-30,73.0
2017-01-31,72.0
2017-02-01,25.0
2017-02-02,23.0
2017-02-03,22.0
2017-02-04,23.0
2017-02-05,21.0
2017-02-06,18.0
2017-02-07,30.0
2017-02-08,23.0
2017-02-09,20.0
2017-02-10,21.0
2017-02-11,19.0
2017-02-12,15.0
2017-02-13,12.0
2017-02-14,18.0
2017-02-15,32.0
2017-02-16,25.0
2017-02-17,25.0
2017-02-18,22.0
2017-02-19,19.0
2017-02-20,14.0
2017-02-21,10.0
2017-02-22,10.0
2017-02-23,14.0
2017-02-24,15.0
2017-02-25,18.0
2017-02-26,11.0
2017-02-27,9.0
2017-02-28,7.0
2017-03-01,5.075757575757576
2017-03-02,5.075757575757576
2017-03-03,6.505050505050505
2017-03-04,8.363636363636363
2017-03-05,10.151515151515152
2017-03-06,8.792929292929292
2017-03-07,9.722222222222221
2017-03-08,8.292929292929292
2017-03-09,6.505050505050505
2017-03-10,7.792929292929292
2017-03-11,8.292929292929292
2017-03-12,5.575757575757576
2017-03-13,4.146464646464646
2017-03-14,4.646464646464646
2017-03-15,5.075757575757576
2017-03-16,7.363636363636363
2017-03-17,8.292929292929292
2017-03-18,10.222222222222221
2017-03-19,6.934343434343434
2017-03-20,12.01010101010101
2017-03-21,16.156565656565654
2017-03-22,13.368686868686869
2017-03-23,12.93939393939394
2017-03-24,8.292929292929292
2017-03-25,9.222222222222221
2017-03-26,7.792929292929292
2017-03-27,5.575757575757576
2017-03-28,6.434343434343434
2017-03-29,6.005050505050505
2017-03-30,6.505050505050505
2017-03-31,7.434343434343434
2017-04-01,6.434343434343434
2017-04-02,6.01010101010101
2017-04-03,6.8686868686868685
2017-04-04,11.16161616161616
2017-04-05,7.727272727272727
2017-04-06,7.727272727272727
2017-04-07,7.727272727272727
2017-04-08,4.292929292929292
2017-04-09,3.4343434343434343
2017-04-10,3.4343434343434343
2017-04-11,3.4343434343434343
2017-04-12,3.4343434343434343
2017-04-13,6.01010101010101
2017-04-14,6.8686868686868685
2017-04-15,4.292929292929292
2017-04-16,4.292929292929292
2017-04-17,3.4343434343434343
2017-04-18,4.292929292929292
2017-04-19,3.4343434343434343
2017-04-20,4.292929292929292
2017-04-21,3.4343434343434343
2017-04-22,4.292929292929292
2017-04-23,2.5757575757575757
2017-04-24,3.4343434343434343
2017-04-25,3.4343434343434343
2017-04-26,3.4343434343434343
2017-04-27,4.292929292929292
2017-04-28,2.5757575757575757
2017-04-29,3.4343434343434343
2017-04-30,4.292929292929292
2017-05-01,4.292929292929292
2017-05-02,6.01010101010101
2017-05-03,4.292929292929292
2017-05-04,5.151515151515151
2017-05-05,6.8686868686868685
2017-05-06,5.151515151515151
2017-05-07,5.151515151515151
2017-05-08,6.8686868686868685
2017-05-09,10.303030303030303
2017-05-10,26.616161616161616
2017-05-11,20.606060606060606
2017-05-12,21.464646464646464
2017-05-13,16.31313131313131
2017-05-14,16.31313131313131
2017-05-15,15.454545454545453
2017-05-16,36.06060606060606
2017-05-17,85.85858585858585
2017-05-18,47.22222222222222
2017-05-19,26.616161616161616
2017-05-20,21.464646464646464
2017-05-21,13.737373737373737
2017-05-22,11.16161616161616
2017-05-23,8.585858585858585
2017-05-24,9.444444444444445
2017-05-25,7.727272727272727
2017-05-26,6.8686868686868685
2017-05-27,6.8686868686868685
2017-05-28,6.8686868686868685
2017-05-29,5.151515151515151
2017-05-30,6.01010101010101
2017-05-31,7.727272727272727
2017-06-01,9.444444444444445
2017-06-02,12.878787878787879
2017-06-03,6.01010101010101
