date,hillary clinton healthy
2016-05-01,9.704610951008647
2016-05-02,0.0
2016-05-03,7.763688760806916
2016-05-04,7.763688760806916
2016-05-05,8.410662824207494
2016-05-06,0.0
2016-05-07,0.0
2016-05-08,9.704610951008647
2016-05-09,8.410662824207494
2016-05-10,11.645533141210375
2016-05-11,7.763688760806916
2016-05-12,8.410662824207494
2016-05-13,8.410662824207494
2016-05-14,0.0
2016-05-15,0.0
2016-05-16,7.763688760806916
2016-05-17,0.0
2016-05-18,8.410662824207494
2016-05-19,8.410662824207494
2016-05-20,8.410662824207494
2016-05-21,0.0
2016-05-22,9.704610951008647
2016-05-23,7.763688760806916
2016-05-24,0.0
2016-05-25,0.0
2016-05-26,0.0
2016-05-27,0.0
2016-05-28,0.0
2016-05-29,9.704610951008647
2016-05-30,0.0
2016-05-31,7.763688760806916
2016-06-01,8.410662824207494
2016-06-02,8.410662824207494
2016-06-03,0.0
2016-06-04,0.0
2016-06-05,9.704610951008647
2016-06-06,8.410662824207494
2016-06-07,12.292507204610951
2016-06-08,16.821325648414987
2016-06-09,8.410662824207494
2016-06-10,21.350144092219022
2016-06-11,28.466858789625363
2016-06-12,9.704610951008647
2016-06-13,16.17435158501441
2016-06-14,12.292507204610951
2016-06-15,0.0
2016-06-16,0.0
2016-06-17,0.0
2016-06-18,0.0
2016-06-19,0.0
2016-06-20,8.410662824207494
2016-06-21,0.0
2016-06-22,0.0
2016-06-23,0.0
2016-06-24,8.410662824207494
2016-06-25,0.0
2016-06-26,0.0
2016-06-27,0.0
2016-06-28,0.0
2016-06-29,8.410662824207494
2016-06-30,8.410662824207494
2016-07-01,8.410662824207494
2016-07-02,9.704610951008647
2016-07-03,20.056195965417867
2016-07-04,8.410662824207494
2016-07-05,8.410662824207494
2016-07-06,0.0
2016-07-07,8.410662824207494
2016-07-08,8.410662824207494
2016-07-09,0.0
2016-07-10,9.704610951008647
2016-07-11,0.0
2016-07-12,16.17435158501441
2016-07-13,16.821325648414987
2016-07-14,16.821325648414987
2016-07-15,8.410662824207494
2016-07-16,0.0
2016-07-17,20.056195965417867
2016-07-18,25.23198847262248
2016-07-19,0.0
2016-07-20,16.821325648414987
2016-07-21,0.0
2016-07-22,12.939481268011528
2016-07-23,19.409221902017293
2016-07-24,19.409221902017293
2016-07-25,8.410662824207494
2016-07-26,12.292507204610951
2016-07-27,8.410662824207494
2016-07-28,29.113832853025936
2016-07-29,47.876080691642656
2016-07-30,29.760806916426514
2016-07-31,14.880403458213257
2016-08-01,8.410662824207494
2016-08-02,8.410662824207494
2016-08-03,0.0
2016-08-04,16.821325648414987
2016-08-05,8.410662824207494
2016-08-06,0.0
2016-08-07,9.704610951008647
2016-08-08,20.703170028818445
2016-08-09,20.703170028818445
2016-08-10,16.821325648414987
2016-08-11,12.939481268011528
2016-08-12,0.0
2016-08-13,9.704610951008647
2016-08-14,20.056195965417867
2016-08-15,0.0
2016-08-16,12.292507204610951
2016-08-17,16.821325648414987
2016-08-18,8.410662824207494
2016-08-19,8.410662824207494
2016-08-20,9.704610951008647
2016-08-21,9.704610951008647
2016-08-22,20.703170028818445
2016-08-23,41.40634005763689
2016-08-24,12.292507204610951
2016-08-25,8.410662824207494
2016-08-26,12.939481268011528
2016-08-27,9.704610951008647
2016-08-28,28.466858789625363
2016-08-29,7.763688760806916
2016-08-30,23.938040345821328
2016-08-31,7.763688760806916
2016-09-01,12.292507204610951
2016-09-02,8.410662824207494
2016-09-03,18.762247838616716
2016-09-04,0.0
2016-09-05,0.0
2016-09-06,16.17435158501441
2016-09-07,7.763688760806916
2016-09-08,7.763688760806916
2016-09-09,8.410662824207494
2016-09-10,9.05763688760807
2016-09-11,64.69740634005764
2016-09-12,56.933717579250725
2016-09-13,27.819884726224785
2016-09-14,23.938040345821328
2016-09-15,24.585014409221902
2016-09-16,29.113832853025936
2016-09-17,9.05763688760807
2016-09-18,18.11527377521614
2016-09-19,47.22910662824208
2016-09-20,23.29106628242075
2016-09-21,0.0
2016-09-22,7.763688760806916
2016-09-23,16.821325648414987
2016-09-24,18.762247838616716
2016-09-25,9.05763688760807
2016-09-26,7.763688760806916
2016-09-27,31.054755043227665
2016-09-28,27.819884726224785
2016-09-29,11.645533141210375
2016-09-30,8.410662824207494
2016-10-01,11.528818443804035
2016-10-02,0.0
2016-10-03,3.881844380403458
2016-10-04,17.82276657060519
2016-10-05,13.763688760806916
2016-10-06,3.881844380403458
2016-10-07,3.881844380403458
2016-10-08,16.881123919308358
2016-10-09,16.05763688760807
2016-10-10,38.732708933717575
2016-10-11,9.881844380403457
2016-10-12,14.263688760806916
2016-10-13,28.204610951008647
2016-10-14,0.0
2016-10-15,4.528818443804035
2016-10-16,11.528818443804035
2016-10-17,3.881844380403458
2016-10-18,7.763688760806916
2016-10-19,9.881844380403457
2016-10-20,36.82276657060519
2016-10-21,13.909942363112393
2016-10-22,13.793227665706052
2016-10-23,4.528818443804035
2016-10-24,11.822766570605188
2016-10-25,13.44020172910663
2016-10-26,9.881844380403457
2016-10-27,13.763688760806916
2016-10-28,26.73342939481268
2016-10-29,42.086455331412104
2016-10-30,9.05763688760807
2016-10-31,10.028097982708934
2016-11-01,26.763688760806915
2016-11-02,0.0
2016-11-03,0.0
2016-11-04,25.0
2016-11-05,0.0
2016-11-06,0.0
2016-11-07,24.0
2016-11-08,24.0
2016-11-09,100.0
2016-11-10,24.0
2016-11-11,25.0
2016-11-12,28.0
2016-11-13,28.0
2016-11-14,0.0
2016-11-15,12.0
2016-11-16,0.0
2016-11-17,24.0
2016-11-18,25.0
2016-11-19,0.0
2016-11-20,0.0
2016-11-21,0.0
2016-11-22,0.0
2016-11-23,12.0
2016-11-24,0.0
2016-11-25,12.0
2016-11-26,14.0
2016-11-27,0.0
2016-11-28,0.0
2016-11-29,12.0
2016-11-30,0.0
2016-12-01,0.0
2016-12-02,0.0
2016-12-03,0.0
2016-12-04,0.0
2016-12-05,12.0
2016-12-06,0.0
2016-12-07,0.0
2016-12-08,25.0
2016-12-09,0.0
2016-12-10,0.0
2016-12-11,14.0
2016-12-12,0.0
2016-12-13,0.0
2016-12-14,0.0
2016-12-15,12.0
2016-12-16,0.0
2016-12-17,0.0
2016-12-18,14.0
2016-12-19,0.0
2016-12-20,0.0
2016-12-21,0.0
2016-12-22,0.0
2016-12-23,0.0
2016-12-24,0.0
2016-12-25,0.0
2016-12-26,0.0
2016-12-27,0.0
2016-12-28,0.0
2016-12-29,0.0
2016-12-30,0.0
2016-12-31,0.0
2017-01-01,0.0
2017-01-02,0.0
2017-01-03,24.0
2017-01-04,12.0
2017-01-05,0.0
2017-01-06,0.0
2017-01-07,13.0
2017-01-08,0.0
2017-01-09,0.0
2017-01-10,0.0
2017-01-11,0.0
2017-01-12,0.0
2017-01-13,12.0
2017-01-14,0.0
2017-01-15,0.0
2017-01-16,0.0
2017-01-17,12.0
2017-01-18,0.0
2017-01-19,0.0
2017-01-20,12.0
2017-01-21,0.0
2017-01-22,13.0
2017-01-23,0.0
2017-01-24,0.0
2017-01-25,12.0
2017-01-26,0.0
2017-01-27,25.0
2017-01-28,14.0
