date,donald trump bankrupt
2016-05-01,2.1753130590339893
2016-05-02,13.595706618962433
2016-05-03,3.8067978533094813
2016-05-04,13.051878354203936
2016-05-05,5.982110912343471
2016-05-06,8.15742397137746
2016-05-07,4.622540250447227
2016-05-08,2.1753130590339893
2016-05-09,1.9033989266547406
2016-05-10,3.8067978533094813
2016-05-11,7.341681574239714
2016-05-12,3.8067978533094813
2016-05-13,5.710196779964222
2016-05-14,6.525939177101968
2016-05-15,2.1753130590339893
2016-05-16,7.613595706618963
2016-05-17,9.245080500894455
2016-05-18,1.9033989266547406
2016-05-19,1.9033989266547406
2016-05-20,0.0
2016-05-21,0.0
2016-05-22,0.0
2016-05-23,3.8067978533094813
2016-05-24,3.8067978533094813
2016-05-25,0.0
2016-05-26,5.982110912343471
2016-05-27,4.07871198568873
2016-05-28,2.1753130590339893
2016-05-29,6.797853309481217
2016-05-30,3.8067978533094813
2016-05-31,0.0
2016-06-01,3.8067978533094813
2016-06-02,3.8067978533094813
2016-06-03,0.0
2016-06-04,2.1753130590339893
2016-06-05,2.1753130590339893
2016-06-06,3.8067978533094813
2016-06-07,0.0
2016-06-08,5.710196779964222
2016-06-09,5.710196779964222
2016-06-10,0.0
2016-06-11,4.350626118067979
2016-06-12,6.525939177101968
2016-06-13,0.0
2016-06-14,5.710196779964222
2016-06-15,1.9033989266547406
2016-06-16,5.710196779964222
2016-06-17,0.0
2016-06-18,0.0
2016-06-19,2.1753130590339893
2016-06-20,0.0
2016-06-21,9.516994633273704
2016-06-22,5.710196779964222
2016-06-23,1.9033989266547406
2016-06-24,5.982110912343471
2016-06-25,0.0
2016-06-26,2.1753130590339893
2016-06-27,1.9033989266547406
2016-06-28,0.0
2016-06-29,1.9033989266547406
2016-06-30,1.9033989266547406
2016-07-01,4.07871198568873
2016-07-02,4.622540250447227
2016-07-03,6.797853309481217
2016-07-04,0.0
2016-07-05,1.9033989266547406
2016-07-06,1.9033989266547406
2016-07-07,7.885509838998211
2016-07-08,0.0
2016-07-09,2.1753130590339893
2016-07-10,2.1753130590339893
2016-07-11,1.9033989266547406
2016-07-12,1.9033989266547406
2016-07-13,0.0
2016-07-14,3.8067978533094813
2016-07-15,1.9033989266547406
2016-07-16,4.622540250447227
2016-07-17,0.0
2016-07-18,1.9033989266547406
2016-07-19,7.885509838998211
2016-07-20,5.982110912343471
2016-07-21,7.885509838998211
2016-07-22,16.042933810375672
2016-07-23,8.973166368515205
2016-07-24,16.042933810375672
2016-07-25,3.8067978533094813
2016-07-26,7.613595706618963
2016-07-27,3.8067978533094813
2016-07-28,9.788908765652952
2016-07-29,16.31484794275492
2016-07-30,4.622540250447227
2016-07-31,13.867620751341683
2016-08-01,9.788908765652952
2016-08-02,3.8067978533094813
2016-08-03,9.788908765652952
2016-08-04,3.8067978533094813
2016-08-05,8.15742397137746
2016-08-06,2.447227191413238
2016-08-07,2.1753130590339893
2016-08-08,3.8067978533094813
2016-08-09,3.8067978533094813
2016-08-10,7.613595706618963
2016-08-11,0.0
2016-08-12,4.07871198568873
2016-08-13,4.622540250447227
2016-08-14,0.0
2016-08-15,5.982110912343471
2016-08-16,7.885509838998211
2016-08-17,0.0
2016-08-18,3.8067978533094813
2016-08-19,1.9033989266547406
2016-08-20,4.350626118067979
2016-08-21,0.0
2016-08-22,1.9033989266547406
2016-08-23,5.710196779964222
2016-08-24,1.9033989266547406
2016-08-25,5.982110912343471
2016-08-26,1.9033989266547406
2016-08-27,0.0
2016-08-28,2.1753130590339893
2016-08-29,7.341681574239714
2016-08-30,1.9033989266547406
2016-08-31,0.0
2016-09-01,5.710196779964222
2016-09-02,1.9033989266547406
2016-09-03,4.350626118067979
2016-09-04,0.0
2016-09-05,1.9033989266547406
2016-09-06,7.341681574239714
2016-09-07,0.0
2016-09-08,1.9033989266547406
2016-09-09,0.0
2016-09-10,0.0
2016-09-11,6.525939177101968
2016-09-12,7.613595706618963
2016-09-13,3.8067978533094813
2016-09-14,3.8067978533094813
2016-09-15,1.9033989266547406
2016-09-16,3.8067978533094813
2016-09-17,2.1753130590339893
2016-09-18,6.254025044722719
2016-09-19,3.8067978533094813
2016-09-20,3.5348837209302326
2016-09-21,1.9033989266547406
2016-09-22,1.9033989266547406
2016-09-23,5.710196779964222
2016-09-24,2.1753130590339893
2016-09-25,0.0
2016-09-26,5.438282647584973
2016-09-27,27.191413237924866
2016-09-28,11.148479427549194
2016-09-29,7.341681574239714
2016-09-30,3.8067978533094813
2016-10-01,0.0
2016-10-02,6.62701252236136
2016-10-03,9.486583184257602
2016-10-04,6.219141323792487
2016-10-05,3.2674418604651163
2016-10-06,2.7674418604651163
2016-10-07,2.9033989266547406
2016-10-08,3.1753130590339893
2016-10-09,1.0
2016-10-10,8.670840787119857
2016-10-11,2.0
2016-10-12,1.9516994633273703
2016-10-13,13.341681574239715
2016-10-14,8.85509838998211
2016-10-15,5.175313059033989
2016-10-16,4.12701252236136
2016-10-17,2.815742397137746
2016-10-18,5.219141323792487
2016-10-19,1.9516994633273703
2016-10-20,10.438282647584973
2016-10-21,3.7191413237924866
2016-10-22,4.12701252236136
2016-10-23,4.62701252236136
2016-10-24,6.534883720930233
2016-10-25,7.219141323792487
2016-10-26,4.719141323792487
2016-10-27,2.4516994633273703
2016-10-28,2.4516994633273703
2016-10-29,6.62701252236136
2016-10-30,5.62701252236136
2016-10-31,2.9033989266547406
2016-11-01,1.0
2016-11-02,11.0
2016-11-03,8.0
2016-11-04,11.0
2016-11-05,10.0
2016-11-06,4.0
2016-11-07,10.0
2016-11-08,24.0
2016-11-09,100.0
2016-11-10,49.0
2016-11-11,18.0
2016-11-12,11.0
2016-11-13,19.0
2016-11-14,16.0
2016-11-15,6.0
2016-11-16,7.0
2016-11-17,3.0
2016-11-18,2.0
2016-11-19,7.0
2016-11-20,2.0
2016-11-21,4.0
2016-11-22,4.0
2016-11-23,6.0
2016-11-24,2.0
2016-11-25,3.0
2016-11-26,4.0
2016-11-27,2.0
2016-11-28,4.0
2016-11-29,2.0
2016-11-30,3.0
2016-12-01,4.0
2016-12-02,2.0
2016-12-03,4.0
2016-12-04,2.0
2016-12-05,6.0
2016-12-06,0.0
2016-12-07,2.0
2016-12-08,2.0
2016-12-09,4.0
2016-12-10,0.0
2016-12-11,0.0
2016-12-12,2.0
2016-12-13,3.0
2016-12-14,0.0
2016-12-15,2.0
2016-12-16,2.0
2016-12-17,2.0
2016-12-18,2.0
2016-12-19,4.0
2016-12-20,0.0
2016-12-21,2.0
2016-12-22,2.0
2016-12-23,0.0
2016-12-24,0.0
2016-12-25,3.0
2016-12-26,0.0
2016-12-27,2.0
2016-12-28,2.0
2016-12-29,2.0
2016-12-30,0.0
2016-12-31,5.0
2017-01-01,4.0
2017-01-02,4.0
2017-01-03,4.0
2017-01-04,4.0
2017-01-05,2.0
2017-01-06,0.0
2017-01-07,2.0
2017-01-08,0.0
2017-01-09,0.0
2017-01-10,8.0
2017-01-11,6.0
2017-01-12,7.0
2017-01-13,2.0
2017-01-14,3.0
2017-01-15,5.0
2017-01-16,4.0
2017-01-17,5.0
2017-01-18,8.0
2017-01-19,4.0
2017-01-20,29.0
2017-01-21,9.0
2017-01-22,5.0
2017-01-23,6.0
2017-01-24,3.0
2017-01-25,7.0
2017-01-26,2.0
2017-01-27,9.0
2017-01-28,4.0
2017-01-29,5.0
2017-01-30,4.0
2017-01-31,2.0
2017-02-01,3.0
2017-02-02,3.0
2017-02-03,4.0
2017-02-04,2.0
2017-02-05,2.0
2017-02-06,3.0
2017-02-07,2.0
2017-02-08,3.0
2017-02-09,2.0
2017-02-10,2.0
2017-02-11,5.0
2017-02-12,4.0
2017-02-13,2.0
2017-02-14,0.0
2017-02-15,3.0
2017-02-16,3.0
2017-02-17,5.0
2017-02-18,4.0
2017-02-19,4.0
2017-02-20,0.0
2017-02-21,3.0
2017-02-22,2.0
2017-02-23,2.0
2017-02-24,4.0
2017-02-25,0.0
2017-02-26,2.0
2017-02-27,2.0
2017-02-28,3.0
2017-03-01,4.733676975945017
2017-03-02,2.6168384879725086
2017-03-03,3.789518900343643
2017-03-04,2.2843642611683848
2017-03-05,2.2285223367697595
2017-03-06,1.0
2017-03-07,3.1168384879725086
2017-03-08,0.0
2017-03-09,3.1168384879725086
2017-03-10,3.1726804123711343
2017-03-11,4.5687285223367695
2017-03-12,0.0
2017-03-13,1.5
2017-03-14,1.0
2017-03-15,7.0841924398625435
2017-03-16,2.1168384879725086
2017-03-17,2.1726804123711343
2017-03-18,1.284364261168385
2017-03-19,1.0
2017-03-20,2.1168384879725086
2017-03-21,3.2336769759450172
2017-03-22,2.1168384879725086
2017-03-23,2.1168384879725086
2017-03-24,2.1726804123711343
2017-03-25,0.0
2017-03-26,1.0
2017-03-27,0.0
2017-03-28,0.0
2017-03-29,1.0
2017-03-30,2.1168384879725086
2017-03-31,0.0
2017-04-01,2.3402061855670104
2017-04-02,2.680412371134021
2017-04-03,0.0
2017-04-04,2.2336769759450172
2017-04-05,6.812714776632303
2017-04-06,0.0
2017-04-07,0.0
2017-04-08,2.680412371134021
2017-04-09,0.0
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,0.0
2017-04-13,2.457044673539519
2017-04-14,0.0
2017-04-15,2.7920962199312718
2017-04-16,5.5841924398625435
2017-04-17,0.0
2017-04-18,0.0
2017-04-19,0.0
2017-04-20,0.0
2017-04-21,0.0
2017-04-22,0.0
2017-04-23,2.56872852233677
2017-04-24,2.2336769759450172
2017-04-25,0.0
2017-04-26,0.0
2017-04-27,4.579037800687286
2017-04-28,0.0
2017-04-29,0.0
2017-04-30,5.472508591065292
2017-05-01,2.457044673539519
2017-05-02,0.0
2017-05-03,0.0
2017-05-04,0.0
2017-05-05,0.0
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,2.2336769759450172
2017-05-09,2.2336769759450172
2017-05-10,2.2336769759450172
2017-05-11,2.2336769759450172
2017-05-12,2.345360824742268
2017-05-13,0.0
2017-05-14,2.680412371134021
2017-05-15,0.0
2017-05-16,0.0
2017-05-17,0.0
2017-05-18,0.0
2017-05-19,0.0
2017-05-20,2.680412371134021
2017-05-21,2.680412371134021
2017-05-22,4.579037800687286
2017-05-23,0.0
2017-05-24,2.2336769759450172
2017-05-25,2.345360824742268
2017-05-26,2.457044673539519
2017-05-27,2.7920962199312718
2017-05-28,2.7920962199312718
2017-05-29,0.0
2017-05-30,0.0
2017-05-31,0.0
2017-06-01,2.345360824742268
2017-06-02,0.0
2017-06-03,2.680412371134021
