date,le pen
2016-05-01,2.78125
2016-05-02,1.2979166666666666
2016-05-03,0.9270833333333334
2016-05-04,0.6798611111111111
2016-05-05,0.8034722222222223
2016-05-06,0.8034722222222223
2016-05-07,0.7416666666666667
2016-05-08,0.8652777777777778
2016-05-09,0.8034722222222223
2016-05-10,0.6798611111111111
2016-05-11,0.8652777777777778
2016-05-12,1.1125
2016-05-13,0.8652777777777778
2016-05-14,0.8652777777777778
2016-05-15,0.8034722222222223
2016-05-16,0.55625
2016-05-17,0.8034722222222223
2016-05-18,0.9888888888888889
2016-05-19,0.9888888888888889
2016-05-20,0.8034722222222223
2016-05-21,0.8652777777777778
2016-05-22,0.9888888888888889
2016-05-23,0.8034722222222223
2016-05-24,0.7416666666666667
2016-05-25,0.7416666666666667
2016-05-26,0.8652777777777778
2016-05-27,0.9270833333333334
2016-05-28,1.1743055555555557
2016-05-29,0.8652777777777778
2016-05-30,0.8034722222222223
2016-05-31,0.6798611111111111
2016-06-01,0.9888888888888889
2016-06-02,1.1125
2016-06-03,1.0506944444444444
2016-06-04,0.9888888888888889
2016-06-05,0.8034722222222223
2016-06-06,0.8652777777777778
2016-06-07,0.6798611111111111
2016-06-08,0.7416666666666667
2016-06-09,0.8034722222222223
2016-06-10,0.6798611111111111
2016-06-11,0.7416666666666667
2016-06-12,1.6069444444444445
2016-06-13,0.8034722222222223
2016-06-14,1.0506944444444444
2016-06-15,0.8034722222222223
2016-06-16,0.6798611111111111
2016-06-17,0.9270833333333334
2016-06-18,0.8652777777777778
2016-06-19,0.8034722222222223
2016-06-20,0.6798611111111111
2016-06-21,1.0506944444444444
2016-06-22,0.8034722222222223
2016-06-23,0.8034722222222223
2016-06-24,6.180555555555555
2016-06-25,3.213888888888889
2016-06-26,2.9048611111111113
2016-06-27,1.9159722222222224
2016-06-28,2.9048611111111113
2016-06-29,1.6687500000000002
2016-06-30,1.1743055555555557
2016-07-01,2.843055555555556
2016-07-02,3.2756944444444445
2016-07-03,1.6069444444444445
2016-07-04,1.2979166666666666
2016-07-05,1.2979166666666666
2016-07-06,1.0506944444444444
2016-07-07,1.0506944444444444
2016-07-08,1.1125
2016-07-09,1.1743055555555557
2016-07-10,1.1743055555555557
2016-07-11,1.0506944444444444
2016-07-12,0.8034722222222223
2016-07-13,0.6798611111111111
2016-07-14,0.9270833333333334
2016-07-15,4.2027777777777775
2016-07-16,2.0395833333333333
2016-07-17,2.595833333333333
2016-07-18,1.4833333333333334
2016-07-19,1.4833333333333334
2016-07-20,1.1743055555555557
2016-07-21,0.9270833333333334
2016-07-22,1.1743055555555557
2016-07-23,1.0506944444444444
2016-07-24,0.9888888888888889
2016-07-25,0.8652777777777778
2016-07-26,2.5340277777777778
2016-07-27,2.966666666666667
2016-07-28,1.5451388888888888
2016-07-29,1.9159722222222224
2016-07-30,1.6069444444444445
2016-07-31,1.1743055555555557
2016-08-01,0.9270833333333334
2016-08-02,0.8652777777777778
2016-08-03,0.8034722222222223
2016-08-04,0.8652777777777778
2016-08-05,0.8034722222222223
