date,obama fraud
2016-11-23,14.0
2016-11-24,19.0
2016-11-25,5.0
2016-11-26,0.0
2016-11-27,15.0
2016-11-28,22.0
2016-11-29,13.0
2016-11-30,0.0
2016-12-01,32.0
2016-12-02,9.0
2016-12-03,5.0
2016-12-04,5.0
2016-12-05,18.0
2016-12-06,0.0
2016-12-07,5.0
2016-12-08,0.0
2016-12-09,29.0
2016-12-10,12.0
2016-12-11,5.0
2016-12-12,18.0
2016-12-13,13.0
2016-12-14,9.0
2016-12-15,5.0
2016-12-16,63.0
2016-12-17,32.0
2016-12-18,21.0
2016-12-19,23.0
2016-12-20,9.0
2016-12-21,24.0
2016-12-22,5.0
2016-12-23,5.0
2016-12-24,17.0
2016-12-25,6.0
2016-12-26,10.0
2016-12-27,5.0
2016-12-28,0.0
2016-12-29,10.0
2016-12-30,5.0
2016-12-31,17.0
2017-01-01,6.0
2017-01-02,0.0
2017-01-03,27.0
2017-01-04,18.0
2017-01-05,14.0
2017-01-06,14.0
2017-01-07,10.0
2017-01-08,40.0
2017-01-09,13.0
2017-01-10,18.0
2017-01-11,18.0
2017-01-12,4.0
2017-01-13,14.0
2017-01-14,5.0
2017-01-15,20.0
2017-01-16,26.0
2017-01-17,9.0
2017-01-18,18.0
2017-01-19,31.0
2017-01-20,22.0
2017-01-21,31.0
2017-01-22,20.0
2017-01-23,13.0
2017-01-24,35.0
2017-01-25,74.0
2017-01-26,53.0
2017-01-27,50.0
2017-01-28,36.0
2017-01-29,25.0
2017-01-30,13.0
2017-01-31,22.0
2017-02-01,22.0
2017-02-02,4.0
2017-02-03,5.0
2017-02-04,5.0
2017-02-05,5.0
2017-02-06,4.0
2017-02-07,0.0
2017-02-08,13.0
2017-02-09,9.0
2017-02-10,0.0
2017-02-11,15.0
2017-02-12,15.0
2017-02-13,13.0
2017-02-14,9.0
2017-02-15,4.0
2017-02-16,9.0
2017-02-17,9.0
2017-02-18,5.0
2017-02-19,5.0
2017-02-20,4.0
2017-02-21,0.0
2017-02-22,4.0
2017-02-23,0.0
2017-02-24,0.0
2017-02-25,5.0
2017-02-26,15.0
2017-02-27,4.0
2017-02-28,9.0
2017-03-01,4.81283422459893
2017-03-02,6.906417112299465
2017-03-03,11.613636363636363
2017-03-04,15.614973262032086
2017-03-05,12.914438502673796
2017-03-06,20.12566844919786
2017-03-07,8.712566844919786
2017-03-08,8.906417112299465
2017-03-09,0.0
2017-03-10,9.51336898395722
2017-03-11,5.307486631016043
2017-03-12,0.0
2017-03-13,2.406417112299465
2017-03-14,2.406417112299465
2017-03-15,13.31283422459893
2017-03-16,11.31283422459893
2017-03-17,7.5133689839572195
2017-03-18,5.307486631016043
2017-03-19,7.807486631016043
2017-03-20,6.913101604278075
2017-03-21,11.31283422459893
2017-03-22,8.712566844919786
2017-03-23,2.406417112299465
2017-03-24,12.113636363636363
2017-03-25,0.0
2017-03-26,2.5
2017-03-27,9.219251336898395
2017-03-28,2.406417112299465
2017-03-29,0.0
2017-03-30,7.0133689839572195
2017-03-31,2.5
2017-04-01,5.407754010695188
2017-04-02,0.0
2017-04-03,10.026737967914439
2017-04-04,9.82620320855615
2017-04-05,14.83957219251337
2017-04-06,20.053475935828878
2017-04-07,10.427807486631016
2017-04-08,5.815508021390374
2017-04-09,0.0
2017-04-10,10.026737967914439
2017-04-11,5.0133689839572195
2017-04-12,5.0133689839572195
2017-04-13,5.213903743315508
2017-04-14,5.815508021390374
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,10.628342245989305
2017-04-18,4.81283422459893
2017-04-19,9.82620320855615
2017-04-20,0.0
2017-04-21,15.641711229946523
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,14.83957219251337
2017-04-25,9.82620320855615
2017-04-26,9.62566844919786
2017-04-27,9.82620320855615
2017-04-28,15.441176470588236
2017-04-29,5.815508021390374
2017-04-30,6.016042780748663
2017-05-01,0.0
2017-05-02,0.0
2017-05-03,0.0
2017-05-04,9.82620320855615
2017-05-05,10.227272727272727
2017-05-06,0.0
2017-05-07,5.815508021390374
2017-05-08,5.0133689839572195
2017-05-09,0.0
2017-05-10,14.83957219251337
2017-05-11,19.852941176470587
2017-05-12,5.213903743315508
2017-05-13,0.0
2017-05-14,0.0
2017-05-15,9.82620320855615
2017-05-16,5.0133689839572195
2017-05-17,5.0133689839572195
2017-05-18,0.0
2017-05-19,0.0
2017-05-20,0.0
2017-05-21,11.631016042780749
2017-05-22,0.0
2017-05-23,4.81283422459893
2017-05-24,5.0133689839572195
2017-05-25,0.0
2017-05-26,0.0
2017-05-27,0.0
2017-05-28,0.0
2017-05-29,0.0
2017-05-30,0.0
2017-05-31,5.0133689839572195
2017-06-01,5.0133689839572195
2017-06-02,5.213903743315508
2017-06-03,0.0
