date,trump taxes
2016-05-01,0.0
2016-05-02,0.9820036727198531
2016-05-03,0.9820036727198531
2016-05-04,0.9820036727198531
2016-05-05,1.9640073454397062
2016-05-06,0.9820036727198531
2016-05-07,0.9820036727198531
2016-05-08,0.9820036727198531
2016-05-09,1.9640073454397062
2016-05-10,0.9820036727198531
2016-05-11,2.9460110181595596
2016-05-12,4.910018363599265
2016-05-13,4.910018363599265
2016-05-14,2.9460110181595596
2016-05-15,1.9640073454397062
2016-05-16,2.9460110181595596
2016-05-17,2.9460110181595596
2016-05-18,1.9640073454397062
2016-05-19,1.9640073454397062
2016-05-20,1.9640073454397062
2016-05-21,3.9280146908794125
2016-05-22,1.9640073454397062
2016-05-23,1.9640073454397062
2016-05-24,0.9820036727198531
2016-05-25,0.9820036727198531
2016-05-26,1.9640073454397062
2016-05-27,0.9820036727198531
2016-05-28,0.9820036727198531
2016-05-29,0.9820036727198531
2016-05-30,0.0
2016-05-31,1.9640073454397062
2016-06-01,0.9820036727198531
2016-06-02,0.9820036727198531
2016-06-03,0.9820036727198531
2016-06-04,0.9820036727198531
2016-06-05,0.0
2016-06-06,0.9820036727198531
2016-06-07,0.9820036727198531
2016-06-08,0.9820036727198531
2016-06-09,0.0
2016-06-10,0.9820036727198531
2016-06-11,0.9820036727198531
2016-06-12,0.9820036727198531
2016-06-13,0.0
2016-06-14,0.0
2016-06-15,0.9820036727198531
2016-06-16,0.9820036727198531
2016-06-17,0.9820036727198531
2016-06-18,1.9640073454397062
2016-06-19,0.9820036727198531
2016-06-20,0.0
2016-06-21,0.9820036727198531
2016-06-22,0.9820036727198531
2016-06-23,0.9820036727198531
2016-06-24,0.9820036727198531
2016-06-25,0.9820036727198531
2016-06-26,0.9820036727198531
2016-06-27,0.9820036727198531
2016-06-28,0.9820036727198531
2016-06-29,0.9820036727198531
2016-06-30,0.9820036727198531
2016-07-01,0.0
2016-07-02,0.9820036727198531
2016-07-03,0.9820036727198531
2016-07-04,0.0
2016-07-05,0.9820036727198531
2016-07-06,0.0
2016-07-07,0.9820036727198531
2016-07-08,0.9820036727198531
2016-07-09,0.9820036727198531
2016-07-10,0.9820036727198531
2016-07-11,0.0
2016-07-12,0.9820036727198531
2016-07-13,0.9820036727198531
2016-07-14,0.9820036727198531
2016-07-15,0.9820036727198531
2016-07-16,0.9820036727198531
2016-07-17,0.9820036727198531
2016-07-18,0.9820036727198531
2016-07-19,0.9820036727198531
2016-07-20,1.9640073454397062
2016-07-21,0.9820036727198531
2016-07-22,3.9280146908794125
2016-07-23,1.9640073454397062
2016-07-24,1.9640073454397062
2016-07-25,0.9820036727198531
2016-07-26,2.9460110181595596
2016-07-27,4.910018363599265
2016-07-28,4.910018363599265
2016-07-29,2.9460110181595596
2016-07-30,2.9460110181595596
2016-07-31,1.9640073454397062
2016-08-01,2.9460110181595596
2016-08-02,3.9280146908794125
2016-08-03,1.9640073454397062
2016-08-04,3.9280146908794125
2016-08-05,3.9280146908794125
2016-08-06,1.9640073454397062
2016-08-07,3.9280146908794125
2016-08-08,2.9460110181595596
2016-08-09,2.9460110181595596
