date,trump intelligent
2016-05-01,0.0
2016-05-02,7.502772643253234
2016-05-03,7.16173752310536
2016-05-04,18.074861367837336
2016-05-05,15.005545286506468
2016-05-06,15.346580406654343
2016-05-07,17.39279112754159
2016-05-08,0.0
2016-05-09,0.0
2016-05-10,0.0
2016-05-11,0.0
2016-05-12,14.664510166358594
2016-05-13,19.09796672828096
2016-05-14,8.525878003696857
2016-05-15,0.0
2016-05-16,0.0
2016-05-17,14.32347504621072
2016-05-18,0.0
2016-05-19,0.0
2016-05-20,7.502772643253234
2016-05-21,8.525878003696857
2016-05-22,8.525878003696857
2016-05-23,0.0
2016-05-24,0.0
2016-05-25,14.664510166358594
2016-05-26,7.8438077634011085
2016-05-27,0.0
2016-05-28,0.0
2016-05-29,0.0
2016-05-30,0.0
2016-05-31,7.16173752310536
2016-06-01,7.16173752310536
2016-06-02,0.0
2016-06-03,7.8438077634011085
2016-06-04,0.0
2016-06-05,8.525878003696857
2016-06-06,7.16173752310536
2016-06-07,18.074861367837336
2016-06-08,14.664510166358594
2016-06-09,15.005545286506468
2016-06-10,0.0
2016-06-11,8.525878003696857
2016-06-12,0.0
2016-06-13,10.913123844731977
2016-06-14,7.16173752310536
2016-06-15,0.0
2016-06-16,7.502772643253234
2016-06-17,0.0
2016-06-18,17.733826247689464
2016-06-19,17.39279112754159
2016-06-20,0.0
2016-06-21,0.0
2016-06-22,7.16173752310536
2016-06-23,7.502772643253234
2016-06-24,0.0
2016-06-25,8.866913123844732
2016-06-26,12.959334565619223
2016-06-27,7.16173752310536
2016-06-28,15.005545286506468
2016-06-29,0.0
2016-06-30,15.005545286506468
2016-07-01,0.0
2016-07-02,0.0
2016-07-03,8.866913123844732
2016-07-04,0.0
2016-07-05,7.502772643253234
2016-07-06,15.346580406654343
2016-07-07,11.595194085027726
2016-07-08,15.687615526802217
2016-07-09,8.866913123844732
2016-07-10,8.866913123844732
2016-07-11,0.0
2016-07-12,0.0
2016-07-13,7.502772643253234
2016-07-14,7.502772643253234
2016-07-15,7.502772643253234
2016-07-16,8.866913123844732
2016-07-17,8.866913123844732
2016-07-18,7.502772643253234
2016-07-19,34.10351201478743
2016-07-20,7.502772643253234
2016-07-21,19.09796672828096
2016-07-22,23.190388170055453
2016-07-23,17.733826247689464
2016-07-24,17.39279112754159
2016-07-25,7.502772643253234
2016-07-26,7.502772643253234
2016-07-27,18.756931608133087
2016-07-28,15.005545286506468
2016-07-29,7.8438077634011085
2016-07-30,13.300369685767098
2016-07-31,8.866913123844732
2016-08-01,7.502772643253234
2016-08-02,22.508317929759702
2016-08-03,11.254158964879851
2016-08-04,11.254158964879851
2016-08-05,23.531423290203325
2016-08-06,8.866913123844732
2016-08-07,8.866913123844732
2016-08-08,22.508317929759702
2016-08-09,11.254158964879851
2016-08-10,15.005545286506468
2016-08-11,11.595194085027726
2016-08-12,19.439001848428834
2016-08-13,17.733826247689464
2016-08-14,13.300369685767098
2016-08-15,7.8438077634011085
2016-08-16,11.254158964879851
2016-08-17,22.16728280961183
2016-08-18,7.502772643253234
2016-08-19,7.8438077634011085
2016-08-20,8.525878003696857
2016-08-21,8.525878003696857
2016-08-22,7.502772643253234
2016-08-23,7.502772643253234
2016-08-24,15.005545286506468
2016-08-25,0.0
2016-08-26,7.8438077634011085
2016-08-27,8.525878003696857
2016-08-28,0.0
2016-08-29,14.32347504621072
2016-08-30,14.32347504621072
2016-08-31,18.074861367837336
2016-09-01,0.0
2016-09-02,7.502772643253234
2016-09-03,8.525878003696857
2016-09-04,12.618299445471349
2016-09-05,0.0
2016-09-06,7.16173752310536
2016-09-07,7.16173752310536
2016-09-08,14.664510166358594
2016-09-09,7.502772643253234
2016-09-10,0.0
2016-09-11,8.525878003696857
2016-09-12,7.16173752310536
2016-09-13,0.0
2016-09-14,7.16173752310536
2016-09-15,0.0
2016-09-16,7.502772643253234
2016-09-17,16.71072088724584
2016-09-18,8.184842883548983
2016-09-19,6.820702402957486
2016-09-20,21.144177449168208
2016-09-21,17.733826247689464
2016-09-22,14.32347504621072
2016-09-23,18.756931608133087
2016-09-24,0.0
2016-09-25,0.0
2016-09-26,0.0
2016-09-27,7.16173752310536
2016-09-28,13.982439926062845
2016-09-29,10.572088724584104
2016-09-30,15.005545286506468
2016-10-01,7.5924214417744915
2016-10-02,5.9681146025878
2016-10-03,6.58086876155268
2016-10-04,11.115526802218113
2016-10-05,12.410351201478743
2016-10-06,9.58086876155268
2016-10-07,7.16173752310536
2016-10-08,9.638632162661738
2016-10-09,9.638632162661738
2016-10-10,18.44778188539741
2016-10-11,12.991219963031423
2016-10-12,23.16173752310536
2016-10-13,29.652957486136785
2016-10-14,10.08086876155268
2016-10-15,13.731053604436228
2016-10-16,8.014325323475045
2016-10-17,0.0
2016-10-18,11.115526802218113
2016-10-19,6.410351201478743
2016-10-20,40.01709796672828
2016-10-21,29.16173752310536
2016-10-22,7.5924214417744915
2016-10-23,17.060536044362294
2016-10-24,0.0
2016-10-25,5.115526802218114
2016-10-26,11.115526802218113
2016-10-27,19.401571164510166
2016-10-28,6.58086876155268
2016-10-29,0.0
2016-10-30,3.5
2016-10-31,9.58086876155268
2016-11-01,6.58086876155268
2016-11-02,12.0
2016-11-03,24.0
2016-11-04,0.0
2016-11-05,7.0
2016-11-06,20.0
2016-11-07,30.0
2016-11-08,47.0
2016-11-09,100.0
2016-11-10,66.0
2016-11-11,19.0
2016-11-12,49.0
2016-11-13,7.0
2016-11-14,53.0
2016-11-15,30.0
2016-11-16,24.0
2016-11-17,0.0
2016-11-18,6.0
2016-11-19,14.0
2016-11-20,7.0
2016-11-21,0.0
2016-11-22,0.0
2016-11-23,6.0
2016-11-24,12.0
2016-11-25,0.0
2016-11-26,14.0
2016-11-27,0.0
2016-11-28,0.0
2016-11-29,6.0
2016-11-30,6.0
2016-12-01,18.0
2016-12-02,0.0
2016-12-03,7.0
2016-12-04,14.0
2016-12-05,18.0
2016-12-06,6.0
2016-12-07,6.0
2016-12-08,19.0
2016-12-09,19.0
2016-12-10,8.0
2016-12-11,7.0
2016-12-12,12.0
2016-12-13,6.0
2016-12-14,30.0
2016-12-15,0.0
2016-12-16,13.0
2016-12-17,7.0
2016-12-18,7.0
2016-12-19,6.0
2016-12-20,0.0
2016-12-21,13.0
2016-12-22,13.0
2016-12-23,20.0
2016-12-24,0.0
2016-12-25,0.0
2016-12-26,27.0
2016-12-27,6.0
2016-12-28,0.0
2016-12-29,0.0
2016-12-30,13.0
2016-12-31,0.0
2017-01-01,7.0
2017-01-02,0.0
2017-01-03,6.0
2017-01-04,0.0
2017-01-05,18.0
2017-01-06,25.0
2017-01-07,7.0
2017-01-08,0.0
2017-01-09,6.0
2017-01-10,6.0
2017-01-11,46.0
2017-01-12,35.0
2017-01-13,12.0
2017-01-14,13.0
2017-01-15,7.0
2017-01-16,11.0
2017-01-17,0.0
2017-01-18,12.0
2017-01-19,12.0
2017-01-20,65.0
2017-01-21,27.0
2017-01-22,27.0
2017-01-23,57.0
2017-01-24,40.0
2017-01-25,11.0
2017-01-26,29.0
2017-01-27,6.0
2017-01-28,7.0
2017-01-29,33.0
2017-01-30,17.0
2017-01-31,23.0
2017-02-01,6.0
2017-02-02,28.0
2017-02-03,24.0
2017-02-04,33.0
2017-02-05,6.0
2017-02-06,23.0
2017-02-07,11.0
2017-02-08,23.0
2017-02-09,12.0
2017-02-10,0.0
2017-02-11,20.0
2017-02-12,20.0
2017-02-13,28.0
2017-02-14,11.0
2017-02-15,0.0
2017-02-16,29.0
2017-02-17,18.0
2017-02-18,13.0
2017-02-19,7.0
2017-02-20,12.0
2017-02-21,17.0
2017-02-22,6.0
2017-02-23,6.0
2017-02-24,18.0
2017-02-25,13.0
2017-02-26,26.0
2017-02-27,6.0
2017-02-28,12.0
2017-03-01,5.152825051055139
2017-03-02,6.276038121170864
2017-03-03,7.5864533696392105
2017-03-04,10.675289312457455
2017-03-05,16.80088495575221
2017-03-06,20.458475153165416
2017-03-07,10.652825051055139
2017-03-08,6.5520762423417285
2017-03-09,2.152825051055139
2017-03-10,6.369639210347175
2017-03-11,2.527229407760381
2017-03-12,14.460857726344452
2017-03-13,7.399251191286589
2017-03-14,7.305650102110278
2017-03-15,2.152825051055139
2017-03-16,7.399251191286589
2017-03-17,6.369639210347175
2017-03-18,8.554458815520762
2017-03-19,9.771272974812797
2017-03-20,7.399251191286589
2017-03-21,17.204901293396865
2017-03-22,18.305650102110278
2017-03-23,0.0
2017-03-24,4.5864533696392105
2017-03-25,2.6208304969366916
2017-03-26,6.027229407760381
2017-03-27,17.958475153165416
2017-03-28,9.805650102110278
2017-03-29,7.4928522804629
2017-03-30,3.3696392103471746
2017-03-31,9.463240299523484
2017-04-01,12.148059904697073
2017-04-02,10.483321987746766
2017-04-03,0.0
2017-04-04,4.4928522804629
2017-04-05,13.291354663036078
2017-04-06,4.4928522804629
2017-04-07,9.360108917631042
2017-04-08,5.241660993873383
2017-04-09,0.0
